GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,MIN,DEN
2023111911,2023-11-19,3,14,22,DEN,MIN,2,11,24,0,0,"(14:22) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 19-M.MIMS TO MIN 48 FOR 28 YARDS (22-H.SMITH). PENALTY ON DEN-45-N.ADKINS, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT DEN 28.",0,2023,28,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,24,OWN,1,DEN,0,OFFENSIVE HOLDING,10,1838,0,0
2023111911,2023-11-19,3,13,57,DEN,MIN,2,17,18,0,0,(13:57) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 38-J.MCLAUGHLIN TO DEN 15 FOR -3 YARDS (99-D.HUNTER).,0,2023,-3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,18,OWN,0,,0,,0,1863,0,0
2023111911,2023-11-19,3,13,16,DEN,MIN,3,20,15,0,0,(13:16) (SHOTGUN) 3-R.WILSON PASS SHORT RIGHT TO 25-S.PERINE TO DEN 23 FOR 8 YARDS (5-M.BLACKMON; 25-TH.JACKSON).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,15,OWN,0,,0,,0,1904,0,0
2023111911,2023-11-19,3,12,42,DEN,MIN,4,12,23,0,0,"(12:42) 9-R.DIXON PUNTS 57 YARDS TO MIN 20, CENTER-48-M.FRABONI. 4-B.POWELL PUSHED OB AT MIN 31 FOR 11 YARDS (32-D.TURNER-YELL).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,1938,0,0
2023111911,2023-11-19,3,12,33,MIN,DEN,1,10,31,0,0,"(12:33) (SHOTGUN) 2-A.MATTISON LEFT GUARD TO MIN 40 FOR 9 YARDS (22-K.JACKSON, 49-A.SINGLETON).",0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,31,OWN,0,,0,,0,1947,0,0
2023111911,2023-11-19,3,12,33,DEN,MIN,0,0,100,1,0,TIMEOUT AT 12:33.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1947,0,0
2023111911,2023-11-19,3,11,57,MIN,DEN,2,1,40,1,0,(11:57) 15-J.DOBBS PASS DEEP RIGHT TO 3-J.ADDISON PUSHED OB AT DEN 42 FOR 18 YARDS (31-J.SIMMONS).,0,2023,18,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,1983,0,0
2023111911,2023-11-19,3,11,17,MIN,DEN,1,10,58,0,0,(11:17) 2-A.MATTISON LEFT TACKLE TO DEN 35 FOR 7 YARDS (49-A.SINGLETON).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,42,OPP,0,,0,,0,2023,0,0
2023111911,2023-11-19,3,10,54,MIN,DEN,2,3,65,1,0,(10:54) (NO HUDDLE) 2-A.MATTISON LEFT TACKLE TO DEN 28 FOR 7 YARDS (22-K.JACKSON).,0,2023,7,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,35,OPP,0,,0,,0,2046,0,0
2023111911,2023-11-19,3,10,11,MIN,DEN,1,10,72,0,0,(10:11) 15-J.DOBBS PASS SHORT RIGHT TO 32-T.CHANDLER TO DEN 26 FOR 2 YARDS (47-J.JEWELL).,0,2023,2,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,28,OPP,0,,0,,0,2089,0,0
