GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,DET,CHI
2023111902,2023-11-19,1,9,23,DET,CHI,0,0,65,1,0,"8-C.SANTOS KICKS 65 YARDS FROM CHI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,11,337,0,0
2023111902,2023-11-19,1,9,23,DET,CHI,1,10,25,0,0,(9:23) 16-J.GOFF PASS SHORT RIGHT TO 14-A.ST. BROWN PUSHED OB AT DET 33 FOR 8 YARDS (33-J.JOHNSON).,0,2023,8,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,11,337,0,0
2023111902,2023-11-19,1,9,23,DET,CHI,0,0,100,1,0,TIMEOUT AT 09:23.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,337,0,0
2023111902,2023-11-19,1,8,47,DET,CHI,2,2,33,1,0,"(8:47) (SHOTGUN) 5-D.MONTGOMERY LEFT END TO DET 36 FOR 3 YARDS (93-JU.JONES, 49-T.EDMUNDS).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,33,OWN,0,,0,,0,11,373,0,0
2023111902,2023-11-19,1,8,17,DET,CHI,1,10,36,0,0,(8:17) 16-J.GOFF PASS INCOMPLETE SHORT MIDDLE [93-JU.JONES].,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,11,403,0,0
2023111902,2023-11-19,1,8,11,DET,CHI,2,10,36,0,0,"(8:11) (SHOTGUN) 5-D.MONTGOMERY UP THE MIDDLE TO DET 41 FOR 5 YARDS (97-A.BILLINGS, 9-J.BRISKER).",0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,36,OWN,0,,0,,0,11,409,0,0
2023111902,2023-11-19,1,7,32,DET,CHI,3,5,41,1,0,(7:32) (SHOTGUN) 16-J.GOFF PASS SHORT LEFT TO 14-A.ST. BROWN PUSHED OB AT 50 FOR 9 YARDS (6-K.GORDON).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,11,448,0,0
2023111902,2023-11-19,1,6,56,DET,CHI,1,10,100,0,0,(6:56) 5-D.MONTGOMERY RIGHT END TO CHI 45 FOR 5 YARDS (49-T.EDMUNDS).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,0,OPP,0,,0,,0,11,484,0,0
2023111902,2023-11-19,1,6,21,DET,CHI,2,5,55,1,0,"(6:21) (SHOTGUN) 16-J.GOFF PASS SHORT RIGHT INTENDED FOR 87-S.LAPORTA INTERCEPTED BY 29-T.STEVENSON [94-R.GREEN] AT CHI 32. 29-T.STEVENSON TO CHI 37 FOR 5 YARDS (89-B.WRIGHT, 87-S.LAPORTA).",0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,1,0,0,0,0,,45,OPP,0,,0,,0,11,519,0,0
2023111902,2023-11-19,1,6,14,DET,CHI,0,0,100,1,0,TIMEOUT AT 06:14.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,526,0,0
2023111902,2023-11-19,1,6,14,CHI,DET,1,10,37,0,0,(6:14) (SHOTGUN) 1-J.FIELDS LEFT END PUSHED OB AT CHI 43 FOR 6 YARDS (55-D.BARNES).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,37,OWN,0,,0,,0,11,526,0,0
2023111902,2023-11-19,1,5,39,CHI,DET,2,4,43,1,0,(5:39) (SHOTGUN) 1-J.FIELDS PASS SHORT RIGHT TO 85-C.KMET TO CHI 49 FOR 6 YARDS (94-B.JONES; 34-A.ANZALONE).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,11,561,0,0
2023111902,2023-11-19,1,4,56,CHI,DET,1,10,49,0,0,(4:56) (SHOTGUN) 1-J.FIELDS LEFT TACKLE TO DET 44 FOR 7 YARDS (34-A.ANZALONE).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,49,OWN,0,,0,,0,11,604,0,0
2023111902,2023-11-19,1,4,14,CHI,DET,2,3,56,0,0,(4:14) (SHOTGUN) 24-K.HERBERT RIGHT END TO DET 46 FOR -2 YARDS (55-D.BARNES).,0,2023,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,44,OPP,0,,0,,0,11,646,0,0
2023111902,2023-11-19,1,3,28,CHI,DET,3,5,54,0,0,(3:28) (SHOTGUN) 1-J.FIELDS PASS SHORT LEFT TO 85-C.KMET TO DET 43 FOR 3 YARDS (34-A.ANZALONE). CHI-62-L.PATRICK WAS INJURED DURING THE PLAY.,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,11,692,0,0
2023111902,2023-11-19,1,2,48,CHI,DET,4,2,57,1,0,(2:48) (SHOTGUN) 1-J.FIELDS PASS SHORT RIGHT TO 2-D.MOORE RAN OB AT DET 38 FOR 5 YARDS.,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,43,OPP,0,,0,,0,11,732,0,0
2023111902,2023-11-19,1,2,9,CHI,DET,1,10,62,0,0,(2:09) (SHOTGUN) 21-D.FOREMAN LEFT END TO DET 44 FOR -6 YARDS (32-B.BRANCH).,0,2023,-6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,38,OPP,0,,0,,0,11,771,0,0
2023111902,2023-11-19,1,1,30,CHI,DET,2,16,56,0,0,(1:30) (SHOTGUN) 1-J.FIELDS PASS INCOMPLETE DEEP MIDDLE TO 2-D.MOORE.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,11,810,0,0
2023111902,2023-11-19,1,1,24,CHI,DET,3,16,56,0,0,(1:24) (SHOTGUN) 1-J.FIELDS PASS INCOMPLETE SHORT MIDDLE TO 85-C.KMET (79-J.COMINSKY).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,11,816,0,0
2023111902,2023-11-19,1,1,18,CHI,DET,4,16,56,0,0,"(1:18) 16-T.GILL PUNTS 44 YARDS TO END ZONE, CENTER-48-P.SCALES, TOUCHBACK.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,11,822,0,0
2023111902,2023-11-19,1,1,9,DET,CHI,1,10,20,0,0,"(1:09) 26-J.GIBBS RIGHT END TO DET 20 FOR NO GAIN (29-T.STEVENSON, 98-M.SWEAT).",0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,20,OWN,0,,0,,0,11,831,0,0
2023111902,2023-11-19,1,1,9,DET,CHI,0,0,100,1,0,TIMEOUT AT 01:09.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,831,0,0
2023111902,2023-11-19,1,0,35,DET,CHI,2,10,20,0,0,(:35) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE SHORT MIDDLE TO 14-A.ST. BROWN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,11,865,0,0
2023111902,2023-11-19,1,0,32,DET,CHI,3,10,20,1,0,(:32) (SHOTGUN) 16-J.GOFF PASS SHORT LEFT TO 8-J.REYNOLDS TO DET 31 FOR 11 YARDS (4-E.JACKSON).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,11,868,0,0
2023111902,2023-11-19,2,15,0,DET,CHI,1,10,31,0,0,"(15:00) 16-J.GOFF PASS INCOMPLETE DEEP RIGHT TO 8-J.REYNOLDS. PENALTY ON CHI-33-J.JOHNSON, DEFENSIVE PASS INTERFERENCE, 34 YARDS, ENFORCED AT DET 31 - NO PLAY.",0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,31,OWN,1,CHI,1,DEFENSIVE PASS INTERFERENCE,34,11,900,0,0
2023111902,2023-11-19,1,0,0,DET,CHI,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,900,0,0
2023111902,2023-11-19,2,14,53,DET,CHI,1,10,65,0,0,"(14:53) 26-J.GIBBS UP THE MIDDLE TO CHI 32 FOR 3 YARDS (53-T.EDWARDS; 95-D.WALKER). PENALTY ON DET-75-C.SORSDAL, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT CHI 35 - NO PLAY.",0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,CENTER,35,OPP,1,DET,1,OFFENSIVE HOLDING,10,11,907,0,0
2023111902,2023-11-19,2,14,38,DET,CHI,1,20,55,0,0,(14:38) (SHOTGUN) 16-J.GOFF PASS SHORT MIDDLE INTENDED FOR 19-D.PEOPLES-JONES INTERCEPTED BY 53-T.EDWARDS AT CHI 35. 53-T.EDWARDS TO CHI 37 FOR 2 YARDS (44-M.RODRIGUEZ).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,1,0,0,0,0,,45,OPP,0,,0,,0,11,922,0,0
2023111902,2023-11-19,2,14,30,CHI,DET,1,10,37,0,0,(14:30) (SHOTGUN) 1-J.FIELDS LEFT TACKLE TO CHI 35 FOR -2 YARDS (32-B.BRANCH).,0,2023,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,37,OWN,0,,0,,0,11,930,0,0
2023111902,2023-11-19,2,14,30,DET,CHI,0,0,100,1,0,TIMEOUT AT 14:30.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,930,0,0
2023111902,2023-11-19,2,13,43,CHI,DET,2,12,35,0,0,"(13:43) (SHOTGUN) PENALTY ON CHI, DELAY OF GAME, 5 YARDS, ENFORCED AT CHI 35 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,35,OWN,1,CHI,1,DELAY OF GAME,5,11,977,0,0
2023111902,2023-11-19,2,13,29,CHI,DET,2,17,30,0,0,"(13:29) (SHOTGUN) 1-J.FIELDS PASS SHORT LEFT TO 13-T.SCOTT TO CHI 34 FOR 4 YARDS (1-C.SUTTON). FUMBLES (1-C.SUTTON), TOUCHED AT CHI 36, RECOVERED BY DET-34-A.ANZALONE AT CHI 34. CHI-21-D.FOREMAN WAS INJURED DURING THE PLAY.",0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,,30,OWN,0,,0,,0,11,991,0,0
2023111902,2023-11-19,2,13,18,DET,CHI,1,10,66,0,0,(13:18) 16-J.GOFF SCRAMBLES UP THE MIDDLE TO CHI 30 FOR 4 YARDS (53-T.EDWARDS).,0,2023,4,UNDER CENTER,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,11,1002,0,0
2023111902,2023-11-19,2,12,41,DET,CHI,2,6,70,0,0,(12:41) 5-D.MONTGOMERY RIGHT END TO CHI 27 FOR 3 YARDS (93-JU.JONES; 53-T.EDWARDS).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,30,OPP,0,,0,,0,11,1039,0,0
2023111902,2023-11-19,2,12,5,DET,CHI,3,3,73,1,0,(12:05) (SHOTGUN) 26-J.GIBBS RIGHT END PUSHED OB AT CHI 13 FOR 14 YARDS (32-T.SMITH).,0,2023,14,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,27,OPP,0,,0,,0,11,1075,0,0
2023111902,2023-11-19,2,11,24,DET,CHI,1,10,87,0,0,"(11:24) (SHOTGUN) DIRECT SNAP TO 5-D.MONTGOMERY.  5-D.MONTGOMERY RIGHT END TO CHI 9 FOR 4 YARDS (49-T.EDMUNDS, 53-T.EDWARDS).",0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,,13,OPP,0,,0,,0,11,1116,0,0
2023111902,2023-11-19,2,10,47,DET,CHI,2,6,91,0,0,(10:47) 5-D.MONTGOMERY UP THE MIDDLE TO CHI 8 FOR 1 YARD (93-JU.JONES).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,9,OPP,0,,0,,0,11,1153,0,0
2023111902,2023-11-19,2,10,13,DET,CHI,3,5,92,1,0,(10:13) (SHOTGUN) 16-J.GOFF PASS SHORT MIDDLE TO 14-A.ST. BROWN TO CHI 2 FOR 6 YARDS (93-JU.JONES).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,11,1187,0,0
2023111902,2023-11-19,2,9,32,DET,CHI,1,2,98,0,0,(9:32) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE SHORT LEFT TO 14-A.ST. BROWN (33-J.JOHNSON).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,2,OPP,0,,0,,0,11,1228,0,0
2023111902,2023-11-19,2,9,28,DET,CHI,2,2,98,1,0,"(9:28) 70-D.SKIPPER REPORTED IN AS ELIGIBLE.  26-J.GIBBS LEFT END FOR 2 YARDS, TOUCHDOWN.",0,2023,2,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,LEFT END,2,OPP,0,,0,,0,11,1232,0,0
2023111902,2023-11-19,2,9,23,CHI,DET,0,0,65,1,0,"3-J.FOX KICKS 65 YARDS FROM DET 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,11,1237,0,0
2023111902,2023-11-19,2,9,23,CHI,DET,1,10,25,0,0,(9:23) (SHOTGUN) 24-K.HERBERT UP THE MIDDLE TO CHI 26 FOR 1 YARD (46-J.CAMPBELL; 90-Q.BOHANNA).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,11,1237,0,0
2023111902,2023-11-19,2,9,23,DET,CHI,0,0,100,1,0,TIMEOUT AT 09:23.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,1237,0,0
2023111902,2023-11-19,2,9,23,DET,CHI,0,0,85,1,0,"36-R.PATTERSON EXTRA POINT IS GOOD, CENTER-43-J.MCQUAIDE, HOLDER-3-J.FOX.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,11,1237,0,0
2023111902,2023-11-19,2,8,43,CHI,DET,2,9,26,0,0,(8:43) 24-K.HERBERT UP THE MIDDLE TO CHI 30 FOR 4 YARDS (55-D.BARNES).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,26,OWN,0,,0,,0,11,1277,0,0
2023111902,2023-11-19,2,8,3,CHI,DET,3,5,30,1,0,(8:03) (SHOTGUN) 1-J.FIELDS PASS SHORT LEFT TO 24-K.HERBERT TO CHI 35 FOR 5 YARDS (32-B.BRANCH).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,11,1317,0,0
2023111902,2023-11-19,2,7,25,CHI,DET,1,10,35,1,0,(7:25) (SHOTGUN) 1-J.FIELDS PASS DEEP LEFT TO 11-D.MOONEY PUSHED OB AT DET 41 FOR 24 YARDS (21-T.WALKER).,0,2023,24,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,11,1355,0,0
2023111902,2023-11-19,2,6,42,CHI,DET,1,10,59,0,0,(6:42) (SHOTGUN) 1-J.FIELDS PASS SHORT LEFT TO 19-E.ST. BROWN PUSHED OB AT DET 35 FOR 6 YARDS (1-C.SUTTON).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,11,1398,0,0
2023111902,2023-11-19,2,6,22,CHI,DET,2,4,65,0,0,"(6:22) (NO HUDDLE, SHOTGUN) 24-K.HERBERT LEFT TACKLE TO DET 33 FOR 2 YARDS (93-J.PASCHAL; 46-J.CAMPBELL).",0,2023,2,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,35,OPP,0,,0,,0,11,1418,0,0
2023111902,2023-11-19,2,5,47,CHI,DET,3,2,67,0,0,(5:47) (SHOTGUN) 1-J.FIELDS LEFT END TO DET 32 FOR 1 YARD (32-B.BRANCH; 23-J.JACOBS).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,33,OPP,0,,0,,0,11,1453,0,0
2023111902,2023-11-19,2,5,2,CHI,DET,4,1,68,1,0,(5:02) (SHOTGUN) 23-R.JOHNSON UP THE MIDDLE TO DET 27 FOR 5 YARDS (55-D.BARNES).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,32,OPP,0,,0,,0,11,1498,0,0
2023111902,2023-11-19,2,4,25,CHI,DET,1,10,73,0,0,(4:25) 1-J.FIELDS PASS INCOMPLETE DEEP LEFT TO 2-D.MOORE (32-B.BRANCH).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,11,1535,0,0
2023111902,2023-11-19,2,4,19,CHI,DET,2,10,73,0,0,(4:19) (SHOTGUN) 21-D.FOREMAN UP THE MIDDLE TO DET 29 FOR -2 YARDS (90-Q.BOHANNA).,0,2023,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,27,OPP,0,,0,,0,11,1541,0,0
2023111902,2023-11-19,2,3,34,CHI,DET,3,12,71,1,0,(3:34) (SHOTGUN) 1-J.FIELDS PASS SHORT LEFT TO 2-D.MOORE TO DET 17 FOR 12 YARDS (97-A.HUTCHINSON).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,11,1586,0,0
2023111902,2023-11-19,2,2,48,CHI,DET,1,10,83,0,0,(2:48) (SHOTGUN) 1-J.FIELDS LEFT END TO DET 19 FOR -2 YARDS (1-C.SUTTON).,0,2023,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,17,OPP,0,,0,,0,11,1632,0,0
2023111902,2023-11-19,2,2,3,CHI,DET,2,12,81,0,0,(2:03) (SHOTGUN) 1-J.FIELDS SCRAMBLES LEFT TACKLE TO DET 13 FOR 6 YARDS (53-C.HARRIS).,0,2023,6,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,19,OPP,0,,0,,0,11,1677,0,0
2023111902,2023-11-19,2,1,55,CHI,DET,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,1685,0,0
2023111902,2023-11-19,2,1,55,CHI,DET,3,6,87,0,0,(1:55) (SHOTGUN) 1-J.FIELDS PASS INCOMPLETE SHORT RIGHT TO 24-K.HERBERT [54-A.MCNEILL].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,13,OPP,0,,0,,0,11,1685,0,0
2023111902,2023-11-19,2,1,51,CHI,DET,4,6,87,0,0,"(1:51) 8-C.SANTOS 31 YARD FIELD GOAL IS GOOD, CENTER-48-P.SCALES, HOLDER-16-T.GILL.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,13,OPP,0,,0,,0,11,1689,0,0
2023111902,2023-11-19,2,1,47,DET,CHI,0,0,100,1,0,TIMEOUT AT 01:47.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,1693,0,0
2023111902,2023-11-19,2,1,47,DET,CHI,1,10,25,1,0,(1:47) (SHOTGUN) 16-J.GOFF PASS SHORT MIDDLE TO 14-A.ST. BROWN TO DET 35 FOR 10 YARDS (49-T.EDMUNDS).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,11,1693,0,0
