GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,MIA,LV
2023111906,2023-11-19,1,6,41,MIA,LV,0,0,100,1,0,TIMEOUT AT 06:41.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,499,0,0
2023111906,2023-11-19,1,6,41,MIA,LV,1,10,25,0,0,(6:41) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT MIDDLE TO 28-D.ACHANE TO MIA 29 FOR 4 YARDS (9-T.WILSON; 24-M.PETERS).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,11,499,0,0
2023111906,2023-11-19,1,6,2,MIA,LV,2,6,29,1,0,"(6:02) (SHOTGUN) 31-R.MOSTERT UP THE MIDDLE TO MIA 36 FOR 7 YARDS (95-J.JENKINS, 5-D.DEABLO).",0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,29,OWN,0,,0,,0,11,538,0,0
2023111906,2023-11-19,1,5,20,MIA,LV,1,10,36,0,0,(5:20) 1-T.TAGOVAILOA PASS SHORT RIGHT TO 10-T.HILL PUSHED OB AT MIA 37 FOR 1 YARD (24-M.PETERS).,0,2023,1,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,11,580,0,0
2023111906,2023-11-19,1,4,43,MIA,LV,2,9,37,0,0,"(4:43) (SHOTGUN) 31-R.MOSTERT LEFT END TO MIA 35 FOR -2 YARDS (41-R.SPILLANE, 5-D.DEABLO).",0,2023,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,37,OWN,0,,0,,0,11,617,0,0
2023111906,2023-11-19,1,4,3,MIA,LV,3,11,35,0,0,"(4:03) (SHOTGUN) 1-T.TAGOVAILOA SACKED AT MIA 27 FOR -8 YARDS (51-M.KOONCE). PENALTY ON LV-0-J.BENNETT, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT MIA 35 - NO PLAY.",0,2023,-8,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,1,0,0,,35,OWN,1,LV,1,DEFENSIVE HOLDING,5,11,657,0,0
2023111906,2023-11-19,1,3,37,MIA,LV,1,10,40,0,0,"(3:37) 31-R.MOSTERT LEFT END TO MIA 44 FOR 4 YARDS (91-B.NICHOLS, 1-M.EPPS).",0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,40,OWN,0,,0,,0,11,683,0,0
2023111906,2023-11-19,1,2,55,MIA,LV,2,6,44,1,0,(2:55) 1-T.TAGOVAILOA PASS DEEP LEFT TO 10-T.HILL TO LV 38 FOR 18 YARDS (39-N.HOBBS).,0,2023,18,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,11,725,0,0
2023111906,2023-11-19,1,2,13,MIA,LV,1,10,62,0,0,(2:13) (SHOTGUN) 1-T.TAGOVAILOA PASS INCOMPLETE SHORT LEFT TO 17-J.WADDLE (39-N.HOBBS).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,11,767,0,0
2023111906,2023-11-19,1,2,10,MIA,LV,2,10,62,1,0,"(2:10) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT RIGHT TO 10-T.HILL FOR 38 YARDS, TOUCHDOWN.",0,2023,38,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,11,770,0,0
2023111906,2023-11-19,1,2,3,LV,MIA,1,10,25,1,0,(2:03) 4-A.O'CONNELL PASS DEEP RIGHT TO 11-T.TUCKER PUSHED OB AT LV 42 FOR 17 YARDS (25-X.HOWARD).,0,2023,17,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,11,777,0,0
2023111906,2023-11-19,1,2,3,MIA,LV,0,0,85,1,0,"7-J.SANDERS EXTRA POINT IS GOOD, CENTER-44-B.FERGUSON, HOLDER-16-J.BAILEY.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,11,777,0,0
2023111906,2023-11-19,1,2,3,MIA,LV,0,0,100,1,0,TIMEOUT AT 02:03.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,777,0,0
2023111906,2023-11-19,1,2,3,LV,MIA,0,0,65,1,0,"7-J.SANDERS KICKS 65 YARDS FROM MIA 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,11,777,0,0
2023111906,2023-11-19,1,1,24,LV,MIA,1,10,42,0,0,(1:24) 8-J.JACOBS LEFT GUARD TO MIA 49 FOR 9 YARDS (8-J.HOLLAND).,0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,42,OWN,0,,0,,0,11,816,0,0
2023111906,2023-11-19,1,0,49,LV,MIA,2,1,51,1,0,(:49) 4-A.O'CONNELL UP THE MIDDLE TO MIA 46 FOR 3 YARDS (43-A.VAN GINKEL).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,49,OPP,0,,0,,0,11,851,0,0
2023111906,2023-11-19,1,0,8,LV,MIA,1,10,54,1,0,"(:08) 4-A.O'CONNELL PASS DEEP LEFT TO 17-D.ADAMS FOR 46 YARDS, TOUCHDOWN.",0,2023,46,UNDER CENTER,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,11,892,0,0
2023111906,2023-11-19,1,0,1,MIA,LV,0,0,65,1,0,"2-D.CARLSON KICKS 65 YARDS FROM LV 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,11,899,0,0
2023111906,2023-11-19,1,0,1,LV,MIA,0,0,85,1,0,"2-D.CARLSON EXTRA POINT IS GOOD, CENTER-50-J.BOBENMOYER, HOLDER-6-A.COLE.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,11,899,0,0
2023111906,2023-11-19,1,0,1,MIA,LV,1,10,25,1,0,(:01) 31-R.MOSTERT RIGHT END PUSHED OB AT MIA 35 FOR 10 YARDS (5-D.DEABLO).,0,2023,10,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,25,OWN,0,,0,,0,11,899,0,0
2023111906,2023-11-19,2,15,0,MIA,LV,1,10,35,0,0,(15:00) (SHOTGUN) 1-T.TAGOVAILOA PASS INCOMPLETE SHORT RIGHT TO 31-R.MOSTERT (98-M.CROSBY).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,11,900,0,0
2023111906,2023-11-19,1,0,0,MIA,LV,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,900,0,0
2023111906,2023-11-19,2,14,58,MIA,LV,2,10,35,0,0,"(14:58) (SHOTGUN) 31-R.MOSTERT LEFT END TO MIA 38 FOR 3 YARDS (41-R.SPILLANE, 95-J.JENKINS).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,35,OWN,0,,0,,0,11,902,0,0
2023111906,2023-11-19,2,14,13,MIA,LV,3,7,38,1,0,(14:13) (SHOTGUN) 1-T.TAGOVAILOA PASS DEEP RIGHT TO 10-T.HILL RAN OB AT LV 41 FOR 21 YARDS (24-M.PETERS).,0,2023,21,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,11,947,0,0
2023111906,2023-11-19,2,13,30,MIA,LV,1,10,59,0,0,(13:30) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT RIGHT TO 11-C.WILSON TO LV 32 FOR 9 YARDS (25-T.MOEHRIG).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,11,990,0,0
2023111906,2023-11-19,2,12,54,MIA,LV,2,1,68,1,0,"(12:54) (SHOTGUN) 26-S.AHMED UP THE MIDDLE TO LV 29 FOR 3 YARDS (20-I.POLA-MAO, 39-N.HOBBS).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,32,OPP,0,,0,,0,11,1026,0,0
2023111906,2023-11-19,2,12,14,MIA,LV,1,10,71,0,0,(12:14) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT RIGHT TO 30-A.INGOLD TO LV 24 FOR 5 YARDS (39-N.HOBBS).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,11,1066,0,0
2023111906,2023-11-19,2,11,30,MIA,LV,2,5,76,0,0,"(11:30) (SHOTGUN) 26-S.AHMED LEFT GUARD TO LV 23 FOR 1 YARD (9-T.WILSON, 5-D.DEABLO). PENALTY ON LV-9-T.WILSON, FACE MASK, 11 YARDS, ENFORCED AT LV 23.",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT GUARD,24,OPP,1,LV,0,FACE MASK,11,11,1110,0,0
2023111906,2023-11-19,2,11,15,MIA,LV,1,10,88,0,0,(11:15) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT LEFT TO 10-T.HILL PUSHED OB AT LV 11 FOR 1 YARD (39-N.HOBBS).,0,2023,1,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,12,OPP,0,,0,,0,11,1125,0,0
2023111906,2023-11-19,2,10,40,MIA,LV,2,9,89,0,0,(10:40) 31-R.MOSTERT LEFT GUARD TO LV 7 FOR 4 YARDS (41-R.SPILLANE).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,11,OPP,0,,0,,0,11,1160,0,0
2023111906,2023-11-19,2,10,4,MIA,LV,0,0,100,1,0,TIMEOUT #1 BY LV AT 10:04.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,1196,0,0
2023111906,2023-11-19,2,10,4,MIA,LV,3,5,93,0,0,"(10:04) (SHOTGUN) PENALTY ON MIA-73-A.JACKSON, FALSE START, 5 YARDS, ENFORCED AT LV 7 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,7,OPP,1,MIA,1,FALSE START,5,11,1196,0,0
2023111906,2023-11-19,2,10,4,MIA,LV,3,10,88,0,0,(10:04) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT RIGHT TO 26-S.AHMED TO LV 3 FOR 9 YARDS (41-R.SPILLANE; 37-T.HALL).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,12,OPP,0,,0,,0,11,1196,0,0
2023111906,2023-11-19,2,9,13,MIA,LV,4,1,97,0,0,"(9:13) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT LEFT TO 10-T.HILL TO LV 7 FOR -4 YARDS (39-N.HOBBS, 20-I.POLA-MAO).",0,2023,-4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,3,OPP,0,,0,,0,11,1247,0,0
2023111906,2023-11-19,2,9,8,MIA,LV,0,0,100,1,0,TIMEOUT AT 09:08.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,1252,0,0
2023111906,2023-11-19,2,9,8,LV,MIA,1,10,7,0,0,"(9:08) (SHOTGUN) 8-J.JACOBS LEFT GUARD TO LV 12 FOR 5 YARDS (55-J.BAKER, 51-D.LONG).",0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,7,OWN,0,,0,,0,11,1252,0,0
2023111906,2023-11-19,2,8,27,LV,MIA,2,5,12,0,0,(8:27) (SHOTGUN) 4-A.O'CONNELL PASS SHORT RIGHT TO 13-H.RENFROW TO LV 10 FOR -2 YARDS (4-K.KOHOU).,0,2023,-2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,12,OWN,0,,0,,0,11,1293,0,0
2023111906,2023-11-19,2,7,43,LV,MIA,3,7,10,0,0,(7:43) (SHOTGUN) 4-A.O'CONNELL PASS INCOMPLETE SHORT LEFT TO 11-T.TUCKER.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,10,OWN,0,,0,,0,11,1337,0,0
2023111906,2023-11-19,2,7,39,LV,MIA,4,7,10,0,0,"(7:39) 6-A.COLE PUNTS 53 YARDS TO MIA 37, CENTER-50-J.BOBENMOYER, FAIR CATCH BY 11-C.WILSON.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,10,OWN,0,,0,,0,11,1341,0,0
2023111906,2023-11-19,2,7,31,MIA,LV,0,0,100,1,0,TIMEOUT AT 07:31.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,1349,0,0
2023111906,2023-11-19,2,7,31,MIA,LV,1,10,37,0,0,(7:31) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT RIGHT TO 17-J.WADDLE PUSHED OB AT MIA 46 FOR 9 YARDS (25-T.MOEHRIG).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,11,1349,0,0
2023111906,2023-11-19,2,7,0,MIA,LV,2,1,46,1,0,"(7:00) (SHOTGUN) 31-R.MOSTERT UP THE MIDDLE TO 50 FOR 4 YARDS (37-T.HALL, 41-R.SPILLANE).",0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,46,OWN,0,,0,,0,11,1380,0,0
2023111906,2023-11-19,2,6,26,MIA,LV,1,10,100,1,0,(6:26) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT LEFT TO 17-J.WADDLE TO LV 38 FOR 12 YARDS (20-I.POLA-MAO).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,1414,0,0
2023111906,2023-11-19,2,5,42,MIA,LV,1,10,62,1,0,(5:42) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT RIGHT TO 17-J.WADDLE PUSHED OB AT LV 23 FOR 15 YARDS (24-M.PETERS; 25-T.MOEHRIG).,0,2023,15,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,11,1458,0,0
2023111906,2023-11-19,2,5,5,MIA,LV,1,10,77,0,0,(5:05) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT LEFT TO 3-R.CHOSEN TO LV 14 FOR 9 YARDS (20-I.POLA-MAO).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,11,1495,0,0
2023111906,2023-11-19,2,4,28,MIA,LV,2,1,86,1,0,(4:28) (SHOTGUN) 31-R.MOSTERT LEFT GUARD TO LV 11 FOR 3 YARDS (25-T.MOEHRIG).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,14,OPP,0,,0,,0,11,1532,0,0
2023111906,2023-11-19,2,3,48,MIA,LV,1,10,89,0,0,(3:48) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT RIGHT TO 30-A.INGOLD TO LV 9 FOR 2 YARDS (5-D.DEABLO; 25-T.MOEHRIG).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,11,OPP,0,,0,,0,11,1572,0,0
2023111906,2023-11-19,2,3,12,MIA,LV,2,8,91,0,0,(3:12) (SHOTGUN) 1-T.TAGOVAILOA SACKED AT LV 11 FOR -2 YARDS (98-M.CROSBY).,0,2023,-2,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,9,OPP,0,,0,,0,11,1608,0,0
