GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,BUF,NYJ
2023111909,2023-11-19,1,2,26,NYJ,BUF,4,9,49,0,0,"(2:26) 5-T.MORSTEAD PUNTS 51 YARDS TO END ZONE, CENTER-42-T.HENNESSY, TOUCHBACK. KICK INTO END ZONE.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,11,754,0,0
2023111909,2023-11-19,1,2,18,BUF,NYJ,0,0,100,1,0,TIMEOUT AT 02:18.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,762,0,0
2023111909,2023-11-19,1,2,18,BUF,NYJ,1,10,20,1,0,(2:18) (SHOTGUN) 76-D.EDWARDS REPORTED IN AS ELIGIBLE.  17-J.ALLEN PASS SHORT MIDDLE TO 86-D.KINCAID TO BUF 36 FOR 16 YARDS (3-J.WHITEHEAD).,0,2023,16,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,11,762,0,0
2023111909,2023-11-19,1,1,39,BUF,NYJ,1,10,36,0,0,"(1:39) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE SHORT RIGHT TO 14-S.DIGGS (1-A.GARDNER). RECEIVER AND COVERAGE AT BUF 41, NEAR SIDELINE.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,11,801,0,0
2023111909,2023-11-19,1,1,35,BUF,NYJ,2,10,36,1,0,"(1:35) 17-J.ALLEN PASS SHORT MIDDLE TO 26-T.JOHNSON TO NYJ 49 FOR 15 YARDS (3-J.WHITEHEAD, 0-A.AMOS).",0,2023,15,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,11,805,0,0
2023111909,2023-11-19,1,0,49,BUF,NYJ,1,10,51,0,0,"(:49) 26-T.JOHNSON RIGHT GUARD TO NYJ 38 FOR 11 YARDS (3-J.WHITEHEAD; 56-QU.WILLIAMS). PENALTY ON BUF, ILLEGAL SHIFT, 5 YARDS, ENFORCED AT NYJ 49 - NO PLAY.",0,2023,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT GUARD,49,OPP,1,BUF,1,ILLEGAL SHIFT,5,11,851,0,0
2023111909,2023-11-19,1,0,24,BUF,NYJ,1,15,46,0,0,(:24) (SHOTGUN) 17-J.ALLEN PASS SHORT RIGHT TO 4-J.COOK TO NYJ 45 FOR 9 YARDS (1-A.GARDNER).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,11,876,0,0
2023111909,2023-11-19,1,0,0,BUF,NYJ,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,900,0,0
2023111909,2023-11-19,2,15,0,BUF,NYJ,2,6,55,0,0,"(15:00) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE SHORT RIGHT TO 13-G.DAVIS (26-B.ECHOLS, 1-A.GARDNER) [57-C.MOSLEY]. PENALTY ON BUF-73-D.DAWKINS, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT NYJ 45 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,45,OPP,1,BUF,1,OFFENSIVE HOLDING,10,11,900,0,0
2023111909,2023-11-19,2,14,53,BUF,NYJ,2,16,45,1,0,(14:53) (SHOTGUN) 17-J.ALLEN PASS SHORT MIDDLE TO 10-K.SHAKIR TO NYJ 28 FOR 27 YARDS (3-J.WHITEHEAD).,0,2023,27,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,11,907,0,0
2023111909,2023-11-19,2,14,9,BUF,NYJ,1,10,72,0,0,"(14:09) (SHOTGUN) 17-J.ALLEN SACKED AT NYJ 35 FOR -7 YARDS (SACK SPLIT BY 94-S.THOMAS AND 79-T.SMART). FUMBLES (94-S.THOMAS) [79-T.SMART], RECOVERED BY BUF-79-S.BROWN AT NYJ 35. PENALTY ON NYJ-4-D.REED, ILLEGAL CONTACT, 5 YARDS, ENFORCED AT NYJ 28 - NO PLAY.",0,2023,-7,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,1,1,0,0,,28,OPP,1,NYJ,1,ILLEGAL CONTACT,5,11,951,0,0
2023111909,2023-11-19,2,13,37,BUF,NYJ,1,10,77,0,0,(13:37) 76-D.EDWARDS REPORTED IN AS ELIGIBLE.  11-D.HARTY LEFT END TO NYJ 25 FOR -2 YARDS (4-D.REED).,0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,23,OPP,0,,0,,0,11,983,0,0
2023111909,2023-11-19,2,12,52,BUF,NYJ,2,12,75,0,0,(12:52) (SHOTGUN) 17-J.ALLEN PASS SHORT LEFT TO 86-D.KINCAID TO NYJ 26 FOR -1 YARDS (4-D.REED).,0,2023,-1,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,11,1028,0,0
2023111909,2023-11-19,2,12,10,BUF,NYJ,3,13,74,0,0,"(12:10) (SHOTGUN) 17-J.ALLEN PASS SHORT MIDDLE TO 85-Q.MORRIS TO NYJ 15 FOR 11 YARDS (0-A.AMOS, 57-C.MOSLEY).",0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,26,OPP,0,,0,,0,11,1070,0,0
2023111909,2023-11-19,2,11,29,BUF,NYJ,4,2,85,0,0,"(11:29) 2-T.BASS 33 YARD FIELD GOAL IS GOOD, CENTER-69-R.FERGUSON, HOLDER-8-S.MARTIN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,11,1111,0,0
2023111909,2023-11-19,2,11,26,NYJ,BUF,0,0,65,1,0,"2-T.BASS KICKS 65 YARDS FROM BUF 35 TO END ZONE, TOUCHBACK. X.GIPSON KNEELS, 2 YDS. INTO END ZONE.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,11,1114,0,0
