GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,SEA,LA
2023111910,2023-11-19,1,15,0,LA,SEA,0,0,65,1,0,"5-J.MYERS KICKS 65 YARDS FROM SEA 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,11,0,0,0
2023111910,2023-11-19,1,15,0,LA,SEA,1,10,75,0,0,(15:00) 27-D.HENDERSON RIGHT TACKLE TO LAR 27 FOR 2 YARDS (22-T.BROWN).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,25,OPP,0,,0,,0,11,0,0,0
2023111910,2023-11-19,1,14,20,LA,SEA,2,8,73,0,0,(14:20) (SHOTGUN) 9-M.STAFFORD SACKED AT LAR 22 FOR -5 YARDS (21-D.WITHERSPOON).,0,2023,-5,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,11,40,0,0
2023111910,2023-11-19,1,13,55,LA,SEA,3,13,78,0,0,"(13:55) (NO HUDDLE, SHOTGUN) 9-M.STAFFORD PASS SHORT LEFT TO 27-D.HENDERSON TO LAR 30 FOR 8 YARDS (27-T.WOOLEN, 21-D.WITHERSPOON) [90-JA.REED].",0,2023,8,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,22,OPP,0,,0,,0,11,65,0,0
2023111910,2023-11-19,1,13,13,LA,SEA,4,5,70,0,0,"(13:13) 42-E.EVANS PUNTS 58 YARDS TO SEA 12, CENTER-47-A.WARD, FAIR CATCH BY 31-D.DALLAS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,11,107,0,0
2023111910,2023-11-19,1,13,6,SEA,LA,1,10,12,0,0,(13:06) (SHOTGUN) 9-K.WALKER UP THE MIDDLE TO SEA 18 FOR 6 YARDS (44-A.WITHERSPOON).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,12,OWN,0,,0,,0,11,114,0,0
2023111910,2023-11-19,1,12,32,SEA,LA,2,4,18,0,0,(12:32) (SHOTGUN) 7-G.SMITH PASS SHORT RIGHT TO 9-K.WALKER PUSHED OB AT SEA 16 FOR -2 YARDS (97-M.HOECHT).,0,2023,-2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,18,OWN,0,,0,,0,11,148,0,0
2023111910,2023-11-19,1,11,50,SEA,LA,3,6,16,0,0,"(11:50) (SHOTGUN) 7-G.SMITH PASS SHORT LEFT TO 16-T.LOCKETT TO SEA 25 FOR 9 YARDS (1-D.KENDRICK). PENALTY ON LAR-1-D.KENDRICK, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT SEA 25.",0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,16,OWN,1,LAR,0,UNNECESSARY ROUGHNESS,15,11,190,0,0
2023111910,2023-11-19,1,11,17,SEA,LA,1,10,40,0,0,(11:17) 9-K.WALKER RIGHT TACKLE TO SEA 41 FOR 1 YARD (1-D.KENDRICK).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,40,OWN,0,,0,,0,11,223,0,0
2023111910,2023-11-19,1,10,32,SEA,LA,2,9,41,0,0,(10:32) (SHOTGUN) 7-G.SMITH PASS SHORT RIGHT TO 19-J.BOBO TO SEA 49 FOR 8 YARDS (37-Q.LAKE; 53-E.JONES).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,11,268,0,0
