GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,JAX,TEN
2023111905,2023-11-19,2,2,0,TEN,JAX,3,7,24,0,0,(2:00) (SHOTGUN) 8-W.LEVIS PASS SHORT LEFT TO 85-C.OKONKWO TO TEN 30 FOR 6 YARDS (33-D.LLOYD; 30-M.BROWN) [96-A.GOTSIS].,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,11,1680,0,0
2023111905,2023-11-19,2,2,0,TEN,JAX,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,1680,0,0
2023111905,2023-11-19,2,1,54,TEN,JAX,0,0,100,1,0,TIMEOUT #1 BY JAX AT 01:54.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,1686,0,0
2023111905,2023-11-19,2,1,54,TEN,JAX,4,1,30,0,0,"(1:54) 4-R.STONEHOUSE PUNTS 41 YARDS TO JAX 29, CENTER-46-M.COX, OUT OF BOUNDS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,11,1686,0,0
2023111905,2023-11-19,2,1,48,JAX,TEN,0,0,100,1,0,TIMEOUT AT 01:48.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,1692,0,0
2023111905,2023-11-19,2,1,48,JAX,TEN,1,10,29,0,0,(1:48) (SHOTGUN) 1-T.ETIENNE LEFT GUARD TO JAX 38 FOR 9 YARDS (2-A.AL-SHAAIR).,0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,29,OWN,0,,0,,0,11,1692,0,0
2023111905,2023-11-19,2,1,21,JAX,TEN,2,1,38,0,0,"(1:21) (NO HUDDLE, SHOTGUN) 16-T.LAWRENCE SACKED OB AT JAX 37 FOR -1 YARDS (38-T.EDMUNDS).",0,2023,-1,NO HUDDLE SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,11,1719,0,0
2023111905,2023-11-19,2,1,14,JAX,TEN,1,10,42,0,0,(1:14) (SHOTGUN) 16-T.LAWRENCE PASS INCOMPLETE DEEP RIGHT TO 0-C.RIDLEY.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,11,1726,0,0
2023111905,2023-11-19,2,1,14,JAX,TEN,3,2,37,0,0,"(1:14) (SHOTGUN) PENALTY ON TEN-58-H.LANDRY, NEUTRAL ZONE INFRACTION, 5 YARDS, ENFORCED AT JAX 37 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,37,OWN,1,TEN,1,NEUTRAL ZONE INFRACTION,5,11,1726,0,0
2023111905,2023-11-19,2,1,10,JAX,TEN,2,10,42,0,0,(1:10) (SHOTGUN) 16-T.LAWRENCE PASS SHORT MIDDLE TO 7-Z.JONES TO 50 FOR 8 YARDS (26-K.FULTON) [58-H.LANDRY].,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,11,1730,0,0
2023111905,2023-11-19,2,0,49,JAX,TEN,3,2,100,1,0,"(:49) (NO HUDDLE, SHOTGUN) 16-T.LAWRENCE PASS SHORT LEFT TO 1-T.ETIENNE PUSHED OB AT TEN 48 FOR 2 YARDS (24-E.MOLDEN).",0,2023,2,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,1751,0,0
2023111905,2023-11-19,2,0,45,JAX,TEN,1,10,52,0,0,(:45) (SHOTGUN) 16-T.LAWRENCE PASS INCOMPLETE SHORT RIGHT TO 13-C.KIRK (99-R.WEAVER).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,11,1755,0,0
2023111905,2023-11-19,2,0,41,JAX,TEN,2,10,52,1,0,(:41) (SHOTGUN) 16-T.LAWRENCE PASS DEEP LEFT TO 0-C.RIDLEY PUSHED OB AT TEN 14 FOR 34 YARDS (37-A.HOOKER).,0,2023,34,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,11,1759,0,0
2023111905,2023-11-19,2,0,35,JAX,TEN,1,10,86,0,0,(:35) (SHOTGUN) 16-T.LAWRENCE PASS INCOMPLETE SHORT RIGHT TO 13-C.KIRK.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,11,1765,0,0
2023111905,2023-11-19,2,0,31,JAX,TEN,2,10,86,0,0,(:31) (SHOTGUN) 16-T.LAWRENCE PASS SHORT LEFT TO 17-E.ENGRAM TO TEN 6 FOR 8 YARDS (24-E.MOLDEN).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,11,1769,0,0
2023111905,2023-11-19,2,0,24,JAX,TEN,0,0,100,1,0,TIMEOUT #2 BY JAX AT 00:24.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,1776,0,0
2023111905,2023-11-19,2,0,24,JAX,TEN,3,2,94,0,0,(:24) (SHOTGUN) 16-T.LAWRENCE PASS INCOMPLETE SHORT LEFT TO 0-C.RIDLEY.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,11,1776,0,0
2023111905,2023-11-19,2,0,18,JAX,TEN,4,2,94,0,0,"(:18) 10-B.MCMANUS 25 YARD FIELD GOAL IS GOOD, CENTER-46-R.MATISCIK, HOLDER-9-L.COOKE.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,11,1782,0,0
2023111905,2023-11-19,2,0,14,JAX,TEN,0,0,100,1,0,TIMEOUT AT 00:14.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,1786,0,0
2023111905,2023-11-19,2,0,14,TEN,JAX,0,0,65,1,0,"10-B.MCMANUS KICKS 65 YARDS FROM JAX 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,11,1786,0,0
2023111905,2023-11-19,2,0,13,TEN,JAX,1,10,25,0,0,(:13) 8-W.LEVIS KNEELS TO TEN 24 FOR -1 YARDS.,0,2023,0,UNDER CENTER,QB KNEEL,0,0,0,0,,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,11,1787,0,0
2023111905,2023-11-19,3,15,0,JAX,TEN,0,0,65,1,0,6-N.FOLK KICKS 56 YARDS FROM TEN 35 TO JAX 9. 25-D.JOHNSON TO JAX 27 FOR 18 YARDS (38-T.EDMUNDS).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,11,1800,0,0
2023111905,2023-11-19,2,0,0,TEN,JAX,0,0,100,1,0,END QUARTER 2,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,1800,0,0
2023111905,2023-11-19,3,14,56,JAX,TEN,1,10,27,0,0,"(14:56) (SHOTGUN) 25-D.JOHNSON LEFT END TO JAX 36 FOR 9 YARDS (35-K.WALLACE, 2-A.AL-SHAAIR).",0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,27,OWN,0,,0,,0,11,1804,0,0
2023111905,2023-11-19,3,14,15,JAX,TEN,2,1,36,1,0,(14:15) (SHOTGUN) 16-T.LAWRENCE PASS SHORT LEFT TO 0-C.RIDLEY PUSHED OB AT JAX 40 FOR 4 YARDS (35-K.WALLACE).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,11,1845,0,0
2023111905,2023-11-19,3,13,42,JAX,TEN,1,10,40,1,0,(13:42) (SHOTGUN) 16-T.LAWRENCE PASS SHORT LEFT TO 89-L.FARRELL PUSHED OB AT TEN 46 FOR 14 YARDS (35-K.WALLACE).,0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,11,1878,0,0
2023111905,2023-11-19,3,13,6,JAX,TEN,1,10,54,0,0,(13:06) 25-D.JOHNSON RIGHT END TO TEN 45 FOR 1 YARD (21-R.MCCREARY; 24-E.MOLDEN).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,46,OPP,0,,0,,0,11,1914,0,0
2023111905,2023-11-19,3,12,25,JAX,TEN,2,9,55,0,0,(12:25) (SHOTGUN) 16-T.LAWRENCE SCRAMBLES UP THE MIDDLE TO TEN 40 FOR 5 YARDS (93-T.TART).,0,2023,5,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,11,1955,0,0
2023111905,2023-11-19,3,11,38,JAX,TEN,0,0,100,1,0,TIMEOUT #1 BY JAX AT 11:38.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,2002,0,0
2023111905,2023-11-19,3,11,38,JAX,TEN,3,4,60,0,0,"(11:38) (SHOTGUN) 25-D.JOHNSON LEFT END TO TEN 40 FOR NO GAIN (58-H.LANDRY, 49-A.KEY).",0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,40,OPP,0,,0,,0,11,2002,0,0
2023111905,2023-11-19,3,10,56,JAX,TEN,4,4,60,1,0,(10:56) (SHOTGUN) 16-T.LAWRENCE PASS SHORT LEFT TO 25-D.JOHNSON TO TEN 6 FOR 34 YARDS (35-K.WALLACE).,0,2023,34,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,11,2044,0,0
2023111905,2023-11-19,3,10,4,JAX,TEN,1,6,94,0,0,(10:04) 16-T.LAWRENCE LEFT GUARD TO TEN 9 FOR -3 YARDS (96-D.AUTRY).,0,2023,-3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,6,OPP,0,,0,,0,11,2096,0,0
2023111905,2023-11-19,3,9,21,JAX,TEN,2,9,91,1,0,"(9:21) (SHOTGUN) 16-T.LAWRENCE SCRAMBLES LEFT END FOR 9 YARDS, TOUCHDOWN.",0,2023,9,SHOTGUN,SCRAMBLE,1,0,0,1,,0,0,0,,0,0,0,0,0,,9,OPP,0,,0,,0,11,2139,0,0
