GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,WAS,NYG
2023111907,2023-11-19,1,11,19,WAS,NYG,2,6,24,0,0,(11:19) 8-B.ROBINSON LEFT END TO WAS 27 FOR 3 YARDS (97-D.LAWRENCE).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,24,OWN,0,,0,,0,11,221,0,0
2023111907,2023-11-19,1,10,48,WAS,NYG,3,3,27,1,0,"(10:48) (NO HUDDLE, SHOTGUN) 14-S.HOWELL SCRAMBLES UP THE MIDDLE TO WAS 35 FOR 8 YARDS (25-D.BANKS).",0,2023,8,NO HUDDLE SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,27,OWN,0,,0,,0,11,252,0,0
2023111907,2023-11-19,1,10,9,WAS,NYG,1,10,35,0,0,(10:09) (SHOTGUN) 14-S.HOWELL PASS DEEP MIDDLE INTENDED FOR 2-D.BROWN INTERCEPTED BY 44-N.MCCLOUD [55-J.WARD] AT NYG 13. 44-N.MCCLOUD TO NYG 13 FOR NO GAIN (2-D.BROWN; 82-L.THOMAS).,0,2023,0,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,1,0,0,0,0,,35,OWN,0,,0,,0,11,291,0,0
2023111907,2023-11-19,1,10,1,WAS,NYG,0,0,100,1,0,TIMEOUT AT 10:01.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,299,0,0
2023111907,2023-11-19,1,10,1,NYG,WAS,1,10,13,0,0,(10:01) (SHOTGUN) 26-S.BARKLEY LEFT GUARD TO NYG 15 FOR 2 YARDS (98-P.MATHIS; 91-J.RIDGEWAY).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,13,OWN,0,,0,,0,11,299,0,0
2023111907,2023-11-19,1,9,34,NYG,WAS,2,8,15,0,0,"(9:34) (NO HUDDLE, SHOTGUN) 26-S.BARKLEY LEFT END TO NYG 12 FOR -3 YARDS (51-D.MAYO).",0,2023,-3,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,15,OWN,0,,0,,0,11,326,0,0
2023111907,2023-11-19,1,9,6,NYG,WAS,3,11,12,0,0,"(9:06) (NO HUDDLE, SHOTGUN) 15-T.DEVITO PASS SHORT LEFT TO 82-D.BELLINGER TO NYG 18 FOR 6 YARDS (35-P.BUTLER).",0,2023,6,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,12,OWN,0,,0,,0,11,354,0,0
2023111907,2023-11-19,1,8,35,NYG,WAS,4,5,18,0,0,"(8:35) 6-J.GILLAN PUNTS 49 YARDS TO WAS 33, CENTER-59-C.KREITER. 83-J.CROWDER TO WAS 36 FOR 3 YARDS (47-C.BROWN).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,18,OWN,0,,0,,0,11,385,0,0
2023111907,2023-11-19,1,8,24,WAS,NYG,1,10,36,1,0,(8:24) (SHOTGUN) 14-S.HOWELL PASS SHORT MIDDLE TO 17-T.MCLAURIN TO WAS 47 FOR 11 YARDS (37-T.HAWKINS).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,11,396,0,0
2023111907,2023-11-19,1,8,24,WAS,NYG,0,0,100,1,0,TIMEOUT AT 08:24.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,396,0,0
2023111907,2023-11-19,1,7,49,WAS,NYG,1,10,47,0,0,"(7:49) (SHOTGUN) 14-S.HOWELL PASS SHORT RIGHT TO 82-L.THOMAS TO NYG 48 FOR 5 YARDS (41-M.MCFADDEN, 28-C.FLOTT). FUMBLES (28-C.FLOTT), TOUCHED AT NYG 48, RECOVERED BY NYG-29-X.MCKINNEY AT WAS 45. 29-X.MCKINNEY TO WAS 45 FOR NO GAIN (8-B.ROBINSON).",0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,,47,OWN,0,,0,,0,11,431,0,0
2023111907,2023-11-19,1,7,39,NYG,WAS,1,10,55,0,0,(7:39) 15-T.DEVITO SACKED AT WAS 48 FOR -3 YARDS (25-B.ST-JUSTE).,0,2023,-3,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,11,441,0,0
2023111907,2023-11-19,1,7,9,NYG,WAS,2,13,52,0,0,"(7:09) (NO HUDDLE, SHOTGUN) 15-T.DEVITO PASS INCOMPLETE SHORT MIDDLE TO 17-W.ROBINSON (55-K.HENRY).",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,11,471,0,0
2023111907,2023-11-19,1,7,5,NYG,WAS,3,13,52,1,0,(7:05) (SHOTGUN) 15-T.DEVITO PASS DEEP MIDDLE TO 86-D.SLAYTON TO WAS 24 FOR 24 YARDS (35-P.BUTLER; 31-K.CURL). WAS-35-P.BUTLER WAS INJURED DURING THE PLAY. HIS RETURN IS QUESTIONABLE.  WAS 35 - BACK INJURY,0,2023,24,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,11,475,0,0
2023111907,2023-11-19,1,6,49,NYG,WAS,0,0,100,1,0,TIMEOUT AT 06:49.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,491,0,0
2023111907,2023-11-19,1,6,35,NYG,WAS,1,10,76,1,0,"(6:35) (SHOTGUN) 15-T.DEVITO PASS DEEP RIGHT TO 26-S.BARKLEY FOR 24 YARDS, TOUCHDOWN.",0,2023,24,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,11,505,0,0
2023111907,2023-11-19,1,6,29,WAS,NYG,0,0,65,1,0,"46-R.BULLOCK KICKS 65 YARDS FROM NYG 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,11,511,0,0
2023111907,2023-11-19,1,6,29,NYG,WAS,0,0,85,1,0,"46-R.BULLOCK EXTRA POINT IS GOOD, CENTER-59-C.KREITER, HOLDER-6-J.GILLAN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,11,511,0,0
2023111907,2023-11-19,1,6,29,WAS,NYG,1,10,25,0,0,(6:29) 14-S.HOWELL PASS SHORT RIGHT TO 82-L.THOMAS TO WAS 33 FOR 8 YARDS (29-X.MCKINNEY; 58-B.OKEREKE).,0,2023,8,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,11,511,0,0
2023111907,2023-11-19,1,5,49,WAS,NYG,2,2,33,1,0,(5:49) (SHOTGUN) 8-B.ROBINSON RIGHT TACKLE TO WAS 37 FOR 4 YARDS (5-K.THIBODEAUX; 41-M.MCFADDEN).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,33,OWN,0,,0,,0,11,551,0,0
2023111907,2023-11-19,1,5,12,WAS,NYG,1,10,37,1,0,"(5:12) (SHOTGUN) 14-S.HOWELL PASS SHORT RIGHT TO 8-B.ROBINSON TO NYG 45 FOR 18 YARDS (27-J.PINNOCK, 29-X.MCKINNEY).",0,2023,18,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,11,588,0,0
2023111907,2023-11-19,1,4,31,WAS,NYG,1,10,55,1,0,"(4:31) (SHOTGUN) 8-B.ROBINSON RIGHT GUARD TO NYG 34 FOR 11 YARDS (24-D.BELTON, 58-B.OKEREKE).",0,2023,11,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,45,OPP,0,,0,,0,11,629,0,0
2023111907,2023-11-19,1,3,50,WAS,NYG,1,10,66,1,0,(3:50) 14-S.HOWELL PASS DEEP LEFT TO 82-L.THOMAS TO NYG 5 FOR 29 YARDS (27-J.PINNOCK).,0,2023,29,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,11,670,0,0
2023111907,2023-11-19,1,3,4,WAS,NYG,1,5,95,0,0,(3:04) (SHOTGUN) 38-D.GORE RIGHT END TO NYG 5 FOR NO GAIN (27-J.PINNOCK; 28-C.FLOTT).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,5,OPP,0,,0,,0,11,716,0,0
2023111907,2023-11-19,1,2,22,WAS,NYG,2,5,95,0,0,(2:22) (SHOTGUN) 14-S.HOWELL PASS INCOMPLETE SHORT MIDDLE TO 82-L.THOMAS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,5,OPP,0,,0,,0,11,758,0,0
2023111907,2023-11-19,1,2,20,WAS,NYG,3,5,95,0,0,(2:20) (SHOTGUN) 14-S.HOWELL PASS INCOMPLETE SHORT RIGHT TO 4-C.SAMUEL (5-K.THIBODEAUX) [5-K.THIBODEAUX].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,5,OPP,0,,0,,0,11,760,0,0
2023111907,2023-11-19,1,2,15,WAS,NYG,4,5,95,0,0,"(2:15) 6-J.SLYE 23 YARD FIELD GOAL IS GOOD, CENTER-54-C.CHEESEMAN, HOLDER-5-T.WAY.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,5,OPP,0,,0,,0,11,765,0,0
2023111907,2023-11-19,1,2,12,NYG,WAS,1,10,25,0,0,(2:12) (SHOTGUN) 15-T.DEVITO SACKED AT NYG 24 FOR -1 YARDS (51-D.MAYO).,0,2023,-1,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,11,768,0,0
2023111907,2023-11-19,1,2,12,WAS,NYG,0,0,100,1,0,TIMEOUT AT 02:12.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,768,0,0
2023111907,2023-11-19,1,2,12,NYG,WAS,0,0,65,1,0,"6-J.SLYE KICKS 65 YARDS FROM WAS 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,11,768,0,0
2023111907,2023-11-19,1,1,28,NYG,WAS,2,11,24,0,0,(1:28) 26-S.BARKLEY LEFT END TO NYG 22 FOR -2 YARDS (52-J.DAVIS).,0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,24,OWN,0,,0,,0,11,812,0,0
2023111907,2023-11-19,1,0,47,NYG,WAS,3,13,22,0,0,(:47) (SHOTGUN) 15-T.DEVITO SACKED AT NYG 17 FOR -5 YARDS (SACK SPLIT BY 94-D.PAYNE AND 55-K.HENRY).,0,2023,-5,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,22,OWN,0,,0,,0,11,853,0,0
2023111907,2023-11-19,1,0,15,NYG,WAS,4,18,17,0,0,"(:15) 6-J.GILLAN PUNTS 54 YARDS TO WAS 29, CENTER-59-C.KREITER. 83-J.CROWDER TO WAS 26 FOR -3 YARDS (30-D.HOLMES).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,11,885,0,0
2023111907,2023-11-19,1,0,4,WAS,NYG,1,10,26,0,0,(:04) (SHOTGUN) 14-S.HOWELL PASS SHORT LEFT TO 4-C.SAMUEL RAN OB AT WAS 31 FOR 5 YARDS.,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,11,896,0,0
2023111907,2023-11-19,1,0,0,WAS,NYG,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,900,0,0
2023111907,2023-11-19,2,15,0,WAS,NYG,2,5,31,0,0,(15:00) (SHOTGUN) 8-B.ROBINSON LEFT TACKLE TO WAS 34 FOR 3 YARDS (91-AS.ROBINSON; 5-K.THIBODEAUX).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,31,OWN,0,,0,,0,11,900,0,0
2023111907,2023-11-19,2,14,25,WAS,NYG,3,2,34,0,0,"(14:25) (NO HUDDLE, SHOTGUN) 8-B.ROBINSON LEFT END TO WAS 34 FOR NO GAIN (91-AS.ROBINSON).",0,2023,0,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,34,OWN,0,,0,,0,11,935,0,0
2023111907,2023-11-19,2,13,51,WAS,NYG,4,2,34,0,0,"(13:51) 5-T.WAY PUNTS 50 YARDS TO NYG 16, CENTER-54-C.CHEESEMAN. 80-G.OLSZEWSKI PUSHED OB AT NYG 25 FOR 9 YARDS (32-T.BURGESS).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,11,969,0,0
2023111907,2023-11-19,2,13,42,WAS,NYG,0,0,100,1,0,TIMEOUT AT 13:42.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,978,0,0
2023111907,2023-11-19,2,13,42,NYG,WAS,1,10,25,0,0,(13:42) (SHOTGUN) 15-T.DEVITO PASS SHORT LEFT TO 26-S.BARKLEY TO NYG 32 FOR 7 YARDS (52-J.DAVIS).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,11,978,0,0
2023111907,2023-11-19,2,13,18,NYG,WAS,2,3,32,1,0,"(13:18) (NO HUDDLE, SHOTGUN) 15-T.DEVITO PASS SHORT RIGHT TO 86-D.SLAYTON TO NYG 42 FOR 10 YARDS (13-E.FORBES).",0,2023,10,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,11,1002,0,0
2023111907,2023-11-19,2,12,51,NYG,WAS,1,10,42,0,0,"(12:51) (NO HUDDLE, SHOTGUN) 15-T.DEVITO PASS INCOMPLETE SHORT LEFT TO 26-S.BARKLEY.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,11,1029,0,0
2023111907,2023-11-19,2,12,46,NYG,WAS,2,10,42,1,0,"(12:46) (SHOTGUN) 15-T.DEVITO PASS SHORT MIDDLE TO 18-I.HODGINS TO WAS 42 FOR 16 YARDS (13-E.FORBES, 35-P.BUTLER).",0,2023,16,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,11,1034,0,0
2023111907,2023-11-19,2,12,11,NYG,WAS,1,10,58,0,0,"(12:11) (NO HUDDLE, SHOTGUN) 15-T.DEVITO PASS SHORT MIDDLE TO 82-D.BELLINGER TO WAS 36 FOR 6 YARDS (51-D.MAYO).",0,2023,6,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,11,1069,0,0
2023111907,2023-11-19,2,11,44,NYG,WAS,2,4,64,0,0,(11:44) (NO HUDDLE) 26-S.BARKLEY LEFT TACKLE TO WAS 34 FOR 2 YARDS (55-K.HENRY; 91-J.RIDGEWAY).,0,2023,2,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,36,OPP,0,,0,,0,11,1096,0,0
2023111907,2023-11-19,2,11,3,NYG,WAS,3,2,66,0,0,"(11:03) (SHOTGUN) 31-M.BREIDA LEFT GUARD TO WAS 34 FOR NO GAIN (55-K.HENRY, 31-K.CURL).",0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,34,OPP,0,,0,,0,11,1137,0,0
2023111907,2023-11-19,2,10,18,NYG,WAS,0,0,100,1,0,TIMEOUT #1 BY NYG AT 10:18.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,1182,0,0
2023111907,2023-11-19,2,10,18,NYG,WAS,4,2,66,0,0,(10:18) (SHOTGUN) 15-T.DEVITO PASS INCOMPLETE SHORT LEFT TO 18-I.HODGINS. WAS-13-E.FORBES WAS INJURED DURING THE PLAY. HIS RETURN IS QUESTIONABLE.  WAS 13 - ELBOW INJURY,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,11,1182,0,0
2023111907,2023-11-19,2,10,11,WAS,NYG,0,0,100,1,0,TIMEOUT AT 10:11.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,1189,0,0
2023111907,2023-11-19,2,10,11,WAS,NYG,1,10,35,0,0,(10:11) 8-B.ROBINSON RIGHT TACKLE TO WAS 37 FOR 2 YARDS (97-D.LAWRENCE).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,35,OWN,0,,0,,0,11,1189,0,0
2023111907,2023-11-19,2,9,34,WAS,NYG,2,8,37,0,0,(9:34) (SHOTGUN) 14-S.HOWELL PASS INCOMPLETE DEEP RIGHT TO 17-T.MCLAURIN (27-J.PINNOCK).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,11,1226,0,0
2023111907,2023-11-19,2,9,29,WAS,NYG,3,8,37,0,0,(9:29) (SHOTGUN) 14-S.HOWELL SACKED AT WAS 29 FOR -8 YARDS (97-D.LAWRENCE).,0,2023,-8,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,11,1231,0,0
2023111907,2023-11-19,2,8,53,WAS,NYG,4,16,29,0,0,"(8:53) 5-T.WAY PUNTS 40 YARDS TO NYG 31, CENTER-54-C.CHEESEMAN. 80-G.OLSZEWSKI TO NYG 38 FOR 7 YARDS (32-T.BURGESS).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,11,1267,0,0
2023111907,2023-11-19,2,8,43,WAS,NYG,0,0,100,1,0,TIMEOUT AT 08:43.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,1277,0,0
2023111907,2023-11-19,2,8,43,NYG,WAS,1,10,38,0,0,(8:43) (SHOTGUN) 15-T.DEVITO PASS INCOMPLETE SHORT RIGHT TO 31-M.BREIDA (55-K.HENRY).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,11,1277,0,0
2023111907,2023-11-19,2,8,39,NYG,WAS,2,10,38,0,0,"(8:39) 17-W.ROBINSON LEFT END TO NYG 40 FOR 2 YARDS (35-P.BUTLER, 25-B.ST-JUSTE).",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,38,OWN,0,,0,,0,11,1281,0,0
2023111907,2023-11-19,2,8,1,NYG,WAS,3,8,40,1,0,(8:01) (SHOTGUN) 15-T.DEVITO PASS SHORT LEFT TO 17-W.ROBINSON TO WAS 49 FOR 11 YARDS (36-D.JOHNSON).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,11,1319,0,0
2023111907,2023-11-19,2,7,25,NYG,WAS,1,10,51,0,0,(7:25) (SHOTGUN) 15-T.DEVITO PASS SHORT LEFT TO 13-J.HYATT TO WAS 42 FOR 7 YARDS (36-D.JOHNSON).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,49,OPP,0,,0,,0,11,1355,0,0
2023111907,2023-11-19,2,6,52,NYG,WAS,2,3,58,0,0,(6:52) (SHOTGUN) 26-S.BARKLEY LEFT GUARD TO WAS 40 FOR 2 YARDS (52-J.DAVIS; 51-D.MAYO).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,42,OPP,0,,0,,0,11,1388,0,0
2023111907,2023-11-19,2,6,6,NYG,WAS,3,1,60,1,0,"(6:06) 15-T.DEVITO PASS DEEP LEFT TO 86-D.SLAYTON FOR 40 YARDS, TOUCHDOWN.",0,2023,40,UNDER CENTER,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,11,1434,0,0
2023111907,2023-11-19,2,5,58,NYG,WAS,0,0,85,1,0,"46-R.BULLOCK EXTRA POINT IS GOOD, CENTER-59-C.KREITER, HOLDER-6-J.GILLAN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,11,1442,0,0
2023111907,2023-11-19,2,5,58,WAS,NYG,0,0,65,1,0,"46-R.BULLOCK KICKS 65 YARDS FROM NYG 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,11,1442,0,0
2023111907,2023-11-19,2,5,58,WAS,NYG,1,10,25,0,0,(5:58) (SHOTGUN) 8-B.ROBINSON RIGHT END TO WAS 29 FOR 4 YARDS (41-M.MCFADDEN).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,25,OWN,0,,0,,0,11,1442,0,0
2023111907,2023-11-19,2,5,20,WAS,NYG,2,6,29,1,0,(5:20) 8-B.ROBINSON RIGHT END TO WAS 35 FOR 6 YARDS (37-T.HAWKINS; 58-B.OKEREKE).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,29,OWN,0,,0,,0,11,1480,0,0
