GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,GB,LAC
2023111903,2023-11-19,1,1,17,GB,LAC,1,10,31,0,0,(1:17) 10-J.LOVE PASS INCOMPLETE DEEP LEFT TO 87-R.DOUBS (43-M.DAVIS).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,823,0,0
2023111903,2023-11-19,1,1,10,GB,LAC,2,10,31,1,0,(1:10) (SHOTGUN) 11-J.REED LEFT END TO GB 46 FOR 15 YARDS (52-K.MACK).,0,2023,15,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,31,OWN,0,,0,,0,830,0,0
2023111903,2023-11-19,1,0,29,GB,LAC,1,10,46,0,0,(:29) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE SHORT LEFT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,871,0,0
2023111903,2023-11-19,1,0,25,GB,LAC,2,10,46,0,0,(:25) (SHOTGUN) 10-J.LOVE PASS SHORT RIGHT TO 28-A.DILLON TO GB 48 FOR 2 YARDS (32-A.GILMAN).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,875,0,0
2023111903,2023-11-19,1,0,2,GB,LAC,0,0,100,1,0,TIMEOUT #1 BY LAC AT 00:02.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,898,0,0
2023111903,2023-11-19,1,0,2,GB,LAC,3,8,48,1,0,(:02) (SHOTGUN) 10-J.LOVE PASS SHORT RIGHT TO 28-A.DILLON TO LAC 32 FOR 20 YARDS (9-K.MURRAY).,0,2023,20,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,898,0,0
2023111903,2023-11-19,1,0,0,GB,LAC,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023111903,2023-11-19,2,15,0,GB,LAC,1,10,68,1,0,"(15:00) 11-J.REED RIGHT END FOR 32 YARDS, TOUCHDOWN.",0,2023,32,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,RIGHT END,32,OPP,0,,0,,0,900,0,0
2023111903,2023-11-19,2,14,53,LAC,GB,1,10,25,0,0,(14:53) (SHOTGUN) 10-J.HERBERT SACKED AT LAC 19 FOR -6 YARDS (94-K.BROOKS).,0,2023,-6,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,907,0,0
2023111903,2023-11-19,2,14,53,LAC,GB,0,0,65,1,0,"17-A.CARLSON KICKS 65 YARDS FROM GB 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,907,0,0
2023111903,2023-11-19,2,14,53,GB,LAC,0,0,85,1,0,"17-A.CARLSON EXTRA POINT IS GOOD, CENTER-42-M.ORZECH, HOLDER-19-D.WHELAN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,907,0,0
2023111903,2023-11-19,2,14,11,LAC,GB,2,16,19,0,0,(14:11) (SHOTGUN) 10-J.HERBERT SCRAMBLES LEFT END PUSHED OB AT LAC 30 FOR 11 YARDS (59-D.CAMPBELL).,0,2023,11,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,19,OWN,0,,0,,0,949,0,0
2023111903,2023-11-19,2,13,35,LAC,GB,3,5,30,1,0,(13:35) (SHOTGUN) 10-J.HERBERT PASS SHORT MIDDLE TO 82-A.ERICKSON TO LAC 42 FOR 12 YARDS (25-K.NIXON).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,985,0,0
2023111903,2023-11-19,2,12,55,LAC,GB,1,10,42,0,0,(12:55) 25-J.KELLEY RIGHT TACKLE TO LAC 49 FOR 7 YARDS (34-J.OWENS; 91-P.SMITH).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,42,OWN,0,,0,,0,1025,0,0
2023111903,2023-11-19,2,12,31,LAC,GB,2,3,49,0,0,(12:31) (NO HUDDLE) 10-J.HERBERT PASS INCOMPLETE DEEP LEFT TO 1-Q.JOHNSTON (35-C.BALLENTINE) [91-P.SMITH].,0,2023,0,NO HUDDLE,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,1049,0,0
2023111903,2023-11-19,2,12,25,LAC,GB,3,3,49,1,0,"(12:25) (SHOTGUN) 10-J.HERBERT PASS DEEP MIDDLE TO 84-S.SMARTT FOR 51 YARDS, TOUCHDOWN.",0,2023,51,SHOTGUN,PASS,0,1,0,1,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,1055,0,0
2023111903,2023-11-19,2,12,16,GB,LAC,0,0,100,1,0,TIMEOUT AT 12:16.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1064,0,0
2023111903,2023-11-19,2,12,16,GB,LAC,0,0,65,1,0,11-C.DICKER KICKS 49 YARDS FROM LAC 35 TO GB 16. 18-M.HEATH RAN OB AT GB 17 FOR 1 YARD (36-J.TAYLOR).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1064,0,0
2023111903,2023-11-19,2,12,16,LAC,GB,0,0,85,1,0,"11-C.DICKER EXTRA POINT IS GOOD, CENTER-47-J.HARRIS, HOLDER-16-J.SCOTT.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1064,0,0
2023111903,2023-11-19,2,12,15,GB,LAC,1,10,17,0,0,(12:15) 10-J.LOVE SACKED AT GB 12 FOR -5 YARDS (51-S.JOSEPH).,0,2023,-5,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,1065,0,0
2023111903,2023-11-19,2,11,29,GB,LAC,2,15,12,1,0,(11:29) (SHOTGUN) 10-J.LOVE PASS DEEP LEFT TO 13-D.WICKS TO GB 41 FOR 29 YARDS (3-D.JAMES).,0,2023,29,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,12,OWN,0,,0,,0,1111,0,0
2023111903,2023-11-19,2,10,46,GB,LAC,1,10,41,0,0,"(10:46) (SHOTGUN) 33-A.JONES RIGHT GUARD TO 50 FOR 9 YARDS (9-K.MURRAY; 3-D.JAMES). PENALTY ON LAC-98-A.JOHNSON, FACE MASK, 15 YARDS, ENFORCED AT 50.",0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT GUARD,41,OWN,1,LAC,0,FACE MASK,15,1154,0,0
2023111903,2023-11-19,2,10,22,GB,LAC,1,10,65,0,0,(10:22) (SHOTGUN) 31-EM.WILSON RIGHT GUARD TO LAC 30 FOR 5 YARDS (6-E.KENDRICKS).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,35,OPP,0,,0,,0,1178,0,0
2023111903,2023-11-19,2,9,42,GB,LAC,2,5,70,0,0,(9:42) 31-EM.WILSON LEFT GUARD TO LAC 26 FOR 4 YARDS (6-E.KENDRICKS; 9-K.MURRAY).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,30,OPP,0,,0,,0,1218,0,0
2023111903,2023-11-19,2,9,0,GB,LAC,3,1,74,1,0,(9:00) 28-A.DILLON LEFT GUARD TO LAC 23 FOR 3 YARDS (9-K.MURRAY).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,26,OPP,0,,0,,0,1260,0,0
2023111903,2023-11-19,2,8,21,GB,LAC,1,10,77,0,0,(8:21) 10-J.LOVE PASS INCOMPLETE SHORT LEFT TO 33-A.JONES (52-K.MACK) [52-K.MACK].,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,1299,0,0
2023111903,2023-11-19,2,8,16,GB,LAC,2,10,77,0,0,(8:16) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE SHORT MIDDLE TO 88-L.MUSGRAVE [6-E.KENDRICKS].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,1304,0,0
