GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards
2023091709,2023-09-17,4,1,46,SF,LA,4,22,100,0,0,"(1:46) 18-M.WISHNOWSKY PUNTS 35 YARDS TO LAR 15, CENTER-46-T.PEPPER, FAIR CATCH BY 23-K.WILLIAMS. PENALTY ON SF-35-T.SWILLING, FAIR CATCH INTERFERENCE, 15 YARDS, ENFORCED AT LAR 15.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,0,OPP,1,SF,0,FAIR CATCH INTERFERENCE,15
2023091709,2023-09-17,4,2,0,SF,LA,3,12,60,0,0,"(2:00) 19-D.SAMUEL LEFT END TO LAR 31 FOR 9 YARDS (14-C.DURANT; 2-R.YEAST). LAR-56-C.ROZEBOOM WAS INJURED DURING THE PLAY.  PENALTY ON SF-15-J.JENNINGS, ILLEGAL BLINDSIDE BLOCK, 15 YARDS, ENFORCED AT LAR 38.",0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,40,OPP,1,SF,0,ILLEGAL BLINDSIDE BLOCK,15
2023091709,2023-09-17,4,2,59,LA,SF,0,0,65,0,0,"4-J.MOODY KICKS 65 YARDS FROM SF 35 TO END ZONE, TOUCHBACK. PENALTY ON SF-10-R.BELL, OFFSIDE ON FREE KICK, 5 YARDS, ENFORCED AT LAR 25.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,1,0,0,,35,OPP,1,SF,0,OFFSIDE ON FREE KICK,5
2023091707,2023-09-17,4,3,55,TEN,LAC,3,4,73,0,0,"(3:55) (SHOTGUN) 17-R.TANNEHILL PASS SHORT RIGHT TO 10-D.HOPKINS TO LAC 13 FOR 14 YARDS (3-D.JAMES). PENALTY ON LAC-9-K.MURRAY, ROUGHING THE PASSER, 7 YARDS, ENFORCED AT LAC 13.",0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,27,OPP,1,LAC,0,ROUGHING THE PASSER,7
2023091801,2023-09-18,4,11,28,CLE,PIT,3,2,65,0,0,"(11:28) (NO HUDDLE) 34-J.FORD LEFT TACKLE TO PIT 30 FOR 5 YARDS (23-D.KAZEE). PENALTY ON CLE-55-E.POCIC, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT PIT 34.",0,2023,5,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT TACKLE,35,OPP,1,CLE,0,OFFENSIVE HOLDING,10
2023091706,2023-09-17,2,0,22,TB,CHI,2,10,77,0,0,"(:22) (SHOTGUN) 6-B.MAYFIELD SCRAMBLES LEFT END RAN OB AT CHI 14 FOR 9 YARDS (27-G.STROMAN). PENALTY ON CHI-27-G.STROMAN, UNNECESSARY ROUGHNESS, 7 YARDS, ENFORCED AT CHI 14.",0,2023,9,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,23,OPP,1,CHI,0,UNNECESSARY ROUGHNESS,7
2023091708,2023-09-17,3,4,41,NYG,ARI,1,10,90,0,0,"(4:41) (SHOTGUN) 8-D.JONES SACKED AT ARI 13 FOR -3 YARDS (7-K.WHITE). PENALTY ON ARI-55-D.STILLS, UNNECESSARY ROUGHNESS, 7 YARDS, ENFORCED AT ARI 13.",0,2023,-3,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,1,0,0,,10,OPP,1,ARI,0,UNNECESSARY ROUGHNESS,7
2023092100,2023-09-21,2,1,51,SF,NYG,3,12,80,0,0,"(1:51) (SHOTGUN) 13-B.PURDY PASS SHORT RIGHT TO 85-G.KITTLE TO NYG 9 FOR 11 YARDS (19-I.SIMMONS; 37-T.HAWKINS). PENALTY ON NYG-99-L.WILLIAMS, ROUGHING THE PASSER, 5 YARDS, ENFORCED AT NYG 9.",0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,20,OPP,1,NYG,0,ROUGHING THE PASSER,5
2023092100,2023-09-21,2,2,0,SF,NYG,2,5,87,0,0,"(2:00) (SHOTGUN) 19-D.SAMUEL LEFT END TO NYG 9 FOR 4 YARDS (25-D.BANKS). PENALTY ON SF-71-T.WILLIAMS, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT NYG 11.",0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,13,OPP,1,SF,0,OFFENSIVE HOLDING,10
2023091711,2023-09-17,4,3,46,DEN,WAS,2,10,71,0,0,"(3:46) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 33-J.WILLIAMS TO WAS 24 FOR 5 YARDS (25-B.ST-JUSTE; 57-C.BARTON). PENALTY ON WAS-99-C.YOUNG, ROUGHING THE PASSER, 12 YARDS, ENFORCED AT WAS 24.",0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,29,OPP,1,WAS,0,ROUGHING THE PASSER,12
2023091709,2023-09-17,2,4,49,LA,SF,1,10,64,0,0,"(4:49) (SHOTGUN) 5-T.ATWELL RIGHT END TO LAR 41 FOR 5 YARDS (57-D.GREENLAW). LAR-18-B.SKOWRONEK WAS INJURED DURING THE PLAY.  PENALTY ON SF-26-I.OLIVER, ILLEGAL USE OF HANDS, 5 YARDS, ENFORCED AT LAR 41.",0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT END,36,OPP,1,SF,0,ILLEGAL USE OF HANDS,5
2023091712,2023-09-17,2,11,44,MIA,NE,1,10,66,0,0,"(11:44) (SHOTGUN) 26-S.AHMED LEFT END TO NE 31 FOR 3 YARDS (23-K.DUGGER). PENALTY ON MIA-77-I.WYNN, ILLEGAL BLOCK ABOVE THE WAIST, 10 YARDS, ENFORCED AT NE 33.",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,34,OPP,1,MIA,0,ILLEGAL BLOCK ABOVE THE WAIST,10
2023091703,2023-09-17,3,13,35,DET,SEA,1,10,52,0,0,"(13:35) (SHOTGUN) 5-D.MONTGOMERY LEFT END PUSHED OB AT SEA 33 FOR 15 YARDS (22-T.BROWN). PENALTY ON SEA-22-T.BROWN, FACE MASK, 15 YARDS, ENFORCED AT SEA 33.",0,2023,15,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,48,OPP,1,SEA,0,FACE MASK,15
2023091703,2023-09-17,1,8,30,SEA,DET,1,5,95,0,0,"(8:30) 9-K.WALKER LEFT TACKLE TO DET 10 FOR -5 YARDS (2-C.GARDNER-JOHNSON). PENALTY ON DET-2-C.GARDNER-JOHNSON, UNNECESSARY ROUGHNESS, 5 YARDS, ENFORCED AT DET 10.",0,2023,-5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT TACKLE,5,OPP,1,DET,0,UNNECESSARY ROUGHNESS,5
2023091702,2023-09-17,3,3,46,CIN,BAL,3,3,88,0,0,"(3:46) (SHOTGUN) 9-J.BURROW PASS SHORT RIGHT TO 1-J.CHASE TO BAL 8 FOR 4 YARDS (14-K.HAMILTON). PENALTY ON BAL-92-J.MADUBUIKE, ROUGHING THE PASSER, 4 YARDS, ENFORCED AT BAL 8.",0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,12,OPP,1,BAL,0,ROUGHING THE PASSER,4
2023091702,2023-09-17,2,0,23,BAL,CIN,1,20,77,0,0,"(:23) (SHOTGUN) 8-L.JACKSON SCRAMBLES UP THE MIDDLE TO CIN 4 FOR 19 YARDS (23-D.HILL; 57-G.PRATT). PENALTY ON BAL-61-S.MUSTIPHER, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT CIN 22.",0,2023,19,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,23,OPP,1,BAL,0,OFFENSIVE HOLDING,10
2023091707,2023-09-17,2,10,13,LAC,TEN,4,1,62,0,0,"(10:13) 12-D.DAVIS LEFT END PUSHED OB AT TEN 28 FOR 10 YARDS (2-A.AL-SHAAIR). PENALTY ON TEN-2-A.AL-SHAAIR, HORSE COLLAR TACKLE, 14 YARDS, ENFORCED AT TEN 28.",0,2023,10,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,38,OPP,1,TEN,0,HORSE COLLAR TACKLE,14
2023091012,2023-09-10,4,2,31,LA,SEA,2,9,57,0,0,"(2:31) 3-C.AKERS RIGHT TACKLE TO LAR 42 FOR -1 YARDS (94-M.MORRIS). PENALTY ON SEA-6-Q.DIGGS, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT LAR 42.",0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT TACKLE,43,OPP,1,SEA,0,UNNECESSARY ROUGHNESS,15
2023091703,2023-09-17,4,13,15,SEA,DET,1,10,83,0,0,"(13:15) (SHOTGUN) 7-G.SMITH PASS INCOMPLETE DEEP RIGHT. PENALTY ON SEA-7-G.SMITH, INTENTIONAL GROUNDING, 10 YARDS, ENFORCED AT DET 17.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,17,OPP,1,SEA,0,INTENTIONAL GROUNDING,10
2023091012,2023-09-10,3,8,56,SEA,LA,0,0,65,0,0,"42-E.EVANS KICKS 65 YARDS FROM LAR 35 TO END ZONE, TOUCHBACK. PENALTY ON LAR-18-B.SKOWRONEK, OFFSIDE ON FREE KICK, 5 YARDS, ENFORCED AT SEA 25.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,1,0,0,,35,OPP,1,LAR,0,OFFSIDE ON FREE KICK,5
2023091008,2023-09-10,3,3,31,GB,CHI,4,8,59,0,0,"(3:31) 19-D.WHELAN PUNTS 41 YARDS TO END ZONE, CENTER-42-M.ORZECH, TOUCHBACK. PENALTY ON GB-38-I.GAINES, FACE MASK, 15 YARDS, ENFORCED AT CHI 20.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,41,OPP,1,GB,0,FACE MASK,15
2023091011,2023-09-10,3,4,0,NE,PHI,3,17,65,0,0,"(4:00) (SHOTGUN) 10-M.JONES PASS SHORT LEFT TO 15-E.ELLIOTT TO PHI 29 FOR 6 YARDS (32-R.BLANKENSHIP; 24-J.BRADBERRY). PENALTY ON NE-68-A.MAFI, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT PHI 29.",0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,35,OPP,1,NE,0,OFFENSIVE HOLDING,10
2023091011,2023-09-10,3,4,26,NE,PHI,2,9,73,0,0,"(4:26) 38-R.STEVENSON UP THE MIDDLE TO PHI 17 FOR 10 YARDS (30-J.EVANS). PENALTY ON NE-85-H.HENRY, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT PHI 25.",0,2023,10,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,CENTER,27,OPP,1,NE,0,OFFENSIVE HOLDING,10
2023091012,2023-09-10,2,9,16,LA,SEA,0,0,65,0,0,"5-J.MYERS KICKS 65 YARDS FROM SEA 35 TO END ZONE, TOUCHBACK. PENALTY ON SEA-58-D.HALL, OFFSIDE ON FREE KICK, 5 YARDS, ENFORCED AT LAR 25.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,1,0,0,,35,OPP,1,SEA,0,OFFSIDE ON FREE KICK,5
2023091010,2023-09-10,1,2,10,MIA,LAC,3,8,61,0,0,"(2:10) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT LEFT TO 0-B.BERRIOS TO LAC 28 FOR 11 YARDS (26-A.SAMUEL; 43-M.DAVIS). PENALTY ON LAC-97-J.BOSA, FACE MASK, 14 YARDS, ENFORCED AT LAC 28.",0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,39,OPP,1,LAC,0,FACE MASK,14
2023091010,2023-09-10,1,2,31,MIA,LAC,3,3,66,0,0,"(2:31) (SHOTGUN) 18-E.EZUKANMA LEFT END PUSHED OB AT LAC 27 FOR 7 YARDS (32-A.GILMAN). PENALTY ON MIA-58-C.WILLIAMS, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT LAC 29.",0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,34,OPP,1,MIA,0,OFFENSIVE HOLDING,10
2023091009,2023-09-10,1,9,28,DEN,LV,0,0,80,0,0,"2-D.CARLSON KICKS 81 YARDS FROM LV 20 TO DEN -1. 19-M.MIMS TO DEN 27 FOR 28 YARDS (34-B.BOLDEN; 80-J.HORSTED). PENALTY ON DEN-40-J.STRNAD, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT DEN 24.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,1,0,0,,20,OPP,1,DEN,0,OFFENSIVE HOLDING,10
2023091007,2023-09-10,1,11,8,WAS,ARI,4,7,51,0,0,"(11:08) 5-T.WAY PUNTS 42 YARDS TO ARI 7, CENTER-54-C.CHEESEMAN, DOWNED BY WAS-20-J.MARTIN. PENALTY ON WAS-34-C.HOLMES, ILLEGAL BLOCK ABOVE THE WAIST, 10 YARDS, ENFORCED AT ARI 7.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,49,OPP,1,WAS,0,ILLEGAL BLOCK ABOVE THE WAIST,10
2023091006,2023-09-10,4,10,23,PIT,SF,1,10,52,0,0,"(10:23) (NO HUDDLE, SHOTGUN) 8-K.PICKETT PASS DEEP MIDDLE INTENDED FOR 83-CO.HEYWARD INTERCEPTED BY 29-T.HUFANGA (54-F.WARNER) AT SF 26. 29-T.HUFANGA PUSHED OB AT PIT 10 FOR 64 YARDS (61-M.COLE). PENALTY ON SF-29-T.HUFANGA, ILLEGAL FORWARD PASS, 5 YARDS, ENFORCED AT PIT 46.",0,2023,64,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,1,0,1,0,0,,48,OPP,1,SF,0,ILLEGAL FORWARD PASS,5
2023091006,2023-09-10,3,5,42,SF,PIT,1,10,62,0,0,"(5:42) (SHOTGUN) 13-B.PURDY SACKED AT PIT 46 FOR -8 YARDS (90-T.WATT). FUMBLES (90-T.WATT) [90-T.WATT], RECOVERED BY PIT-90-T.WATT AT PIT 46. PENALTY ON SF-74-S.BURFORD, FACE MASK, 15 YARDS, ENFORCED AT PIT 46.",0,2023,-8,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,1,1,0,0,,38,OPP,1,SF,0,FACE MASK,15
2023091008,2023-09-10,1,15,0,CHI,GB,0,0,65,0,0,"17-A.CARLSON KICKS 64 YARDS FROM GB 35 TO CHI 1. 13-T.SCOTT TO CHI 23 FOR 22 YARDS (25-K.NIXON). PENALTY ON CHI-43-D.GATES, UNNECESSARY ROUGHNESS, 11 YARDS, ENFORCED AT CHI 23.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,1,0,0,,35,OPP,1,CHI,0,UNNECESSARY ROUGHNESS,11
2023091007,2023-09-10,4,1,0,WAS,ARI,3,6,68,0,0,"(1:00) (SHOTGUN) 8-B.ROBINSON LEFT END TO ARI 25 FOR 7 YARDS (20-MA.WILSON). PENALTY ON WAS-87-J.BATES, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT ARI 29.",0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,32,OPP,1,WAS,0,OFFENSIVE HOLDING,10
2023091009,2023-09-10,1,9,32,LV,DEN,3,3,97,0,0,"(9:32) (SHOTGUN) 10-J.GAROPPOLO PASS SHORT LEFT TO 16-J.MEYERS FOR 3 YARDS, TOUCHDOWN. PENALTY ON LV-16-J.MEYERS, TAUNTING, 15 YARDS, ENFORCED BETWEEN DOWNS.",0,2023,3,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,1,0,0,,3,OPP,1,LV,0,TAUNTING,15
2023091009,2023-09-10,1,10,58,LV,DEN,3,7,81,0,0,"(10:58) (SHOTGUN) 10-J.GAROPPOLO SCRAMBLES LEFT GUARD TO DEN 11 FOR 8 YARDS (55-F.CLARK). PENALTY ON DEN-31-J.SIMMONS, UNNECESSARY ROUGHNESS, 6 YARDS, ENFORCED AT DEN 11.",0,2023,8,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,19,OPP,1,DEN,0,UNNECESSARY ROUGHNESS,6
2023091008,2023-09-10,3,0,59,GB,CHI,0,0,65,0,0,"8-C.SANTOS KICKS 68 YARDS FROM CHI 35 TO GB -3. 25-K.NIXON TO GB 24 FOR 27 YARDS (57-J.SANBORN; 20-T.HOMER). PENALTY ON CHI-20-T.HOMER, FACE MASK, 15 YARDS, ENFORCED AT GB 24.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,1,0,0,,35,OPP,1,CHI,0,FACE MASK,15
2023091008,2023-09-10,3,2,8,CHI,GB,1,10,53,0,0,"(2:08) (NO HUDDLE, SHOTGUN) 23-R.JOHNSON LEFT GUARD TO GB 36 FOR 11 YARDS (20-R.FORD). PENALTY ON GB-20-R.FORD, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT GB 36.",0,2023,11,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT GUARD,47,OPP,1,GB,0,UNNECESSARY ROUGHNESS,15
2023091006,2023-09-10,2,10,32,SF,PIT,3,7,53,0,0,"(10:32) (SHOTGUN) 13-B.PURDY PASS DEEP RIGHT TO 11-B.AIYUK TO PIT 31 FOR 16 YARDS (54-K.ALEXANDER, 31-K.NEAL). PENALTY ON PIT-29-L.WALLACE, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT PIT 31.",0,2023,16,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,47,OPP,1,PIT,0,UNNECESSARY ROUGHNESS,15
2023091001,2023-09-10,2,13,3,BAL,HOU,3,10,58,0,0,"(13:03) (SHOTGUN) 8-L.JACKSON PASS INCOMPLETE SHORT RIGHT [5-J.PITRE]. PENALTY ON BAL-8-L.JACKSON, INTENTIONAL GROUNDING, 14 YARDS, ENFORCED AT HOU 42.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,42,OPP,1,BAL,0,INTENTIONAL GROUNDING,14
2023091001,2023-09-10,1,1,20,BAL,HOU,1,10,89,0,0,"(1:20) (NO HUDDLE, SHOTGUN) 4-Z.FLOWERS RIGHT END TO HOU 8 FOR 3 YARDS (6-D.PERRYMAN). PENALTY ON HOU-5-J.PITRE, LOW BLOCK, 4 YARDS, ENFORCED AT HOU 8.",0,2023,3,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT END,11,OPP,1,HOU,0,LOW BLOCK,4
2023091001,2023-09-10,1,15,0,BAL,HOU,0,0,65,0,0,"15-K.FAIRBAIRN KICKS 67 YARDS FROM HOU 35 TO BAL -2. 13-D.DUVERNAY TO BAL 28 FOR 30 YARDS (23-E.MURRAY). PENALTY ON BAL-26-G.STONE, ILLEGAL BLOCK ABOVE THE WAIST, 8 YARDS, ENFORCED AT BAL 16.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,1,0,0,,35,OPP,1,BAL,0,ILLEGAL BLOCK ABOVE THE WAIST,8
2023091003,2023-09-10,3,12,28,IND,JAX,1,10,79,0,0,"(12:28) (NO HUDDLE, SHOTGUN) 26-E.HULL RIGHT END TO JAX 10 FOR 11 YARDS (5-A.CISCO). IND-26-E.HULL WAS INJURED DURING THE PLAY. HIS RETURN IS QUESTIONABLE.  PENALTY ON IND-75-W.FRIES, ILLEGAL BLINDSIDE BLOCK, 15 YARDS, ENFORCED AT JAX 20.",0,2023,11,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT END,21,OPP,1,IND,0,ILLEGAL BLINDSIDE BLOCK,15
2023091000,2023-09-10,1,13,12,ATL,CAR,4,16,19,0,0,"(13:12) 13-B.PINION PUNTS 31 YARDS TO 50, CENTER-49-L.MCCULLOUGH, OUT OF BOUNDS. PENALTY ON CAR-42-S.FRANKLIN, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT 50.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,19,OWN,1,CAR,0,OFFENSIVE HOLDING,10
2023091000,2023-09-10,3,6,48,CAR,ATL,3,6,40,0,0,"(6:48) (SHOTGUN) 9-B.YOUNG PASS SHORT MIDDLE INTENDED FOR 88-T.MARSHALL INTERCEPTED BY 3-J.BATES AT ATL 49. 3-J.BATES TO ATL 49 FOR NO GAIN (88-T.MARSHALL). PENALTY ON CAR-80-I.THOMAS, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT ATL 49.",0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,1,0,1,0,0,,40,OWN,1,CAR,0,UNNECESSARY ROUGHNESS,15
2023091000,2023-09-10,4,14,12,ATL,CAR,0,0,85,0,0,"6-Y.KOO EXTRA POINT IS GOOD, CENTER-49-L.MCCULLOUGH, HOLDER-13-B.PINION. PENALTY ON CAR, ILLEGAL FORMATION, 5 YARDS, ENFORCED BETWEEN DOWNS.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,1,0,0,,15,OPP,1,CAR,0,ILLEGAL FORMATION,5
2023091001,2023-09-10,3,9,55,HOU,BAL,1,10,25,0,0,"(9:55) 31-D.PIERCE RIGHT END TO HOU 28 FOR 3 YARDS (0-R.SMITH, 6-P.QUEEN). PENALTY ON BAL-92-J.MADUBUIKE, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT HOU 28.",0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT END,25,OWN,1,BAL,0,DEFENSIVE HOLDING,5
2023091001,2023-09-10,3,0,4,HOU,BAL,2,6,72,0,0,"(:04) (NO HUDDLE) 7-C.STROUD PASS SHORT RIGHT TO 84-T.QUITORIANO PUSHED OB AT BAL 17 FOR 11 YARDS (0-R.SMITH; 14-K.HAMILTON). PENALTY ON BAL-92-J.MADUBUIKE, FACE MASK, 9 YARDS, ENFORCED AT BAL 17.",0,2023,11,NO HUDDLE,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,28,OPP,1,BAL,0,FACE MASK,9
2023091002,2023-09-10,2,13,17,CLE,CIN,1,10,44,0,0,"(13:17) 66-J.HUDSON REPORTED IN AS ELIGIBLE.  34-J.FORD LEFT GUARD TO CIN 47 FOR 9 YARDS (23-D.HILL). PENALTY ON CLE-75-J.BITONIO, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT CLE 47.",0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT GUARD,44,OWN,1,CLE,0,OFFENSIVE HOLDING,10
2023091002,2023-09-10,2,5,55,CLE,CIN,4,6,35,0,0,"(5:55) 13-C.BOJORQUEZ PUNTS 56 YARDS TO CIN 9, CENTER-47-C.HUGHLETT. 15-C.JONES TO CIN 10 FOR 1 YARD (29-C.MITCHELL). PENALTY ON CIN-35-J.DAVIS, UNNECESSARY ROUGHNESS, 5 YARDS, ENFORCED AT CIN 10.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,35,OWN,1,CIN,0,UNNECESSARY ROUGHNESS,5
2023091005,2023-09-10,3,7,27,TEN,NO,4,15,34,0,0,"(7:27) 4-R.STONEHOUSE PUNTS 44 YARDS TO NO 22, CENTER-46-M.COX. 22-R.SHAHEED RAN OB AT NO 45 FOR 23 YARDS (56-M.RICE). PENALTY ON NO-28-L.JOHNSON, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT NO 28.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,34,OWN,1,NO,0,OFFENSIVE HOLDING,10
2023091005,2023-09-10,4,2,12,NO,TEN,1,10,29,0,0,"(2:12) 22-R.SHAHEED LEFT END TO NO 41 FOR 12 YARDS (24-E.MOLDEN). PENALTY ON NO-18-K.KIRKWOOD, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT NO 34.",0,2023,12,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,29,OWN,1,NO,0,OFFENSIVE HOLDING,10
2023091006,2023-09-10,2,12,30,PIT,SF,4,20,15,0,0,"(12:30) 6-P.HARVIN PUNTS 57 YARDS TO SF 28, CENTER-46-C.KUNTZ. 3-R.MCCLOUD TO SF 35 FOR 7 YARDS (46-C.KUNTZ, 37-E.RILEY). PENALTY ON PIT-46-C.KUNTZ, FACE MASK, 15 YARDS, ENFORCED AT SF 35.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,15,OWN,1,PIT,0,FACE MASK,15
2023091002,2023-09-10,4,5,24,CLE,CIN,4,8,25,0,0,"(5:24) 13-C.BOJORQUEZ PUNTS 57 YARDS TO CIN 18, CENTER-47-C.HUGHLETT. 15-C.JONES TO CIN 33 FOR 15 YARDS (40-M.ADAMS). PENALTY ON CLE-29-C.MITCHELL, PLAYER OUT OF BOUNDS ON KICK, 5 YARDS, ENFORCED AT CIN 33.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,25,OWN,1,CLE,0,PLAYER OUT OF BOUNDS ON KICK,5
2023091003,2023-09-10,2,13,47,JAX,IND,1,10,47,0,0,"(13:47) (SHOTGUN) 1-T.ETIENNE UP THE MIDDLE TO IND 47 FOR 6 YARDS (44-Z.FRANKLIN; 45-E.SPEED). PENALTY ON IND-99-D.BUCKNER, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT IND 47.",0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,CENTER,47,OWN,1,IND,0,DEFENSIVE HOLDING,5
2023091003,2023-09-10,2,4,43,IND,JAX,2,10,24,0,0,"(4:43) (SHOTGUN) 5-A.RICHARDSON PASS SHORT MIDDLE TO 85-A.OGLETREE TO IND 44 FOR 20 YARDS (5-A.CISCO). PENALTY ON JAX-5-A.CISCO, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT IND 44.",0,2023,20,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,1,0,0,,24,OWN,1,JAX,0,UNNECESSARY ROUGHNESS,15
