GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,ARI,SF
2023121704,2023-12-17,2,7,32,ARI,SF,2,9,70,0,0,"(7:32) 1-K.MURRAY SACKED AT SF 34 FOR -4 YARDS (97-N.BOSA). FUMBLES (97-N.BOSA) [97-N.BOSA], RECOVERED BY ARI-70-P.JOHNSON AT SF 31. ARI-87-G.SWAIM WAS INJURED DURING THE PLAY.",0,2023,-4,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,1,0,0,0,,30,OPP,0,,0,,0,1348,0,0
2023121704,2023-12-17,2,7,17,ARI,SF,0,0,100,1,0,TIMEOUT AT 07:17.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1363,0,0
2023121704,2023-12-17,2,6,54,ARI,SF,3,10,69,0,0,(6:54) (SHOTGUN) 1-K.MURRAY PASS SHORT MIDDLE TO 31-E.DEMERCADO TO SF 25 FOR 6 YARDS (57-D.GREENLAW).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,31,OPP,0,,0,,0,1386,0,0
2023121704,2023-12-17,2,6,18,ARI,SF,4,4,75,0,0,"(6:18) 5-M.PRATER 43 YARD FIELD GOAL IS GOOD, CENTER-46-A.BREWER, HOLDER-12-B.GILLIKIN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,1422,0,0
2023121704,2023-12-17,2,6,14,ARI,SF,0,0,100,1,0,TIMEOUT AT 06:14.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1426,0,0
2023121704,2023-12-17,2,6,14,SF,ARI,0,0,65,1,0,"5-M.PRATER KICKS 65 YARDS FROM ARI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1426,0,0
2023121704,2023-12-17,2,6,14,SF,ARI,1,10,25,0,0,(6:14) (SHOTGUN) 23-C.MCCAFFREY UP THE MIDDLE TO SF 30 FOR 5 YARDS (55-D.STILLS).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,1426,0,0
2023121704,2023-12-17,2,5,35,SF,ARI,2,5,30,0,0,(5:35) 23-C.MCCAFFREY LEFT END TO SF 30 FOR NO GAIN (33-A.HAMILTON).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,30,OWN,0,,0,,0,1465,0,0
2023121704,2023-12-17,2,4,53,SF,ARI,3,5,30,1,0,(4:53) (SHOTGUN) 13-B.PURDY PASS SHORT RIGHT TO 11-B.AIYUK RAN OB AT SF 38 FOR 8 YARDS.,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,1507,0,0
2023121704,2023-12-17,2,4,13,SF,ARI,1,10,38,0,0,"(4:13) (SHOTGUN) 13-B.PURDY PASS SHORT RIGHT TO 44-K.JUSZCZYK TO SF 47 FOR 9 YARDS (34-J.THOMPSON). SF-13-B.PURDY WAS INJURED DURING THE PLAY.  PENALTY ON ARI-45-D.GARDECK, ROUGHING THE PASSER, 15 YARDS, ENFORCED AT SF 47.",0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,38,OWN,1,ARI,0,ROUGHING THE PASSER,15,1547,0,0
