GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,TEN,HOU
2023121703,2023-12-17,1,8,10,TEN,HOU,3,10,66,0,0,"(8:10) (SHOTGUN) 8-W.LEVIS PASS DEEP LEFT TO 15-N.WESTBROOK-IKHINE TO HOU 1 FOR 33 YARDS (21-S.NELSON). PENALTY ON HOU-98-S.RANKINS, DEFENSIVE OFFSIDE, DECLINED. HOUSTON CHALLENGED THE PASS COMPLETION RULING, AND THE PLAY WAS UPHELD. THE RULING ON THE FIELD STANDS. (TIMEOUT #1.)",0,2023,33,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,1,0,,0,0,1,0,0,,34,OPP,0,HOU,0,DEFENSIVE OFFSIDE,0,410,0,0
2023121703,2023-12-17,1,7,53,TEN,HOU,0,0,100,1,0,TIMEOUT AT 07:53.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,427,0,0
2023121703,2023-12-17,1,7,53,TEN,HOU,1,1,99,0,0,(7:53) 22-D.HENRY UP THE MIDDLE TO HOU 1 FOR NO GAIN (98-S.RANKINS; 95-D.BARNETT).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,1,OPP,0,,0,,0,427,0,0
2023121703,2023-12-17,1,7,12,TEN,HOU,2,1,99,0,0,"(7:12) (SHOTGUN) 8-W.LEVIS UP THE MIDDLE FOR 1 YARD, TOUCHDOWN. PENALTY ON HOU-25-D.KING, DEFENSIVE OFFSIDE, DECLINED.",0,2023,1,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,1,0,0,CENTER,1,OPP,0,HOU,0,DEFENSIVE OFFSIDE,0,468,0,0
2023121703,2023-12-17,1,7,9,HOU,TEN,0,0,65,1,0,6-N.FOLK KICKS 66 YARDS FROM TEN 35 TO HOU -1. 82-S.SIMS TO HOU 28 FOR 29 YARDS (38-T.EDMUNDS).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,471,0,0
2023121703,2023-12-17,1,7,9,TEN,HOU,0,0,85,1,0,"6-N.FOLK EXTRA POINT IS NO GOOD, WIDE RIGHT, CENTER-46-M.COX, HOLDER-13-T.ZENTNER.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,471,0,0
2023121703,2023-12-17,1,7,9,TEN,HOU,0,0,100,1,0,TIMEOUT AT 07:09.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,471,0,0
2023121703,2023-12-17,1,7,3,HOU,TEN,1,10,28,0,0,(7:03) 18-C.KEENUM PASS SHORT LEFT TO 85-N.BROWN PUSHED OB AT HOU 33 FOR 5 YARDS (96-D.AUTRY).,0,2023,5,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,477,0,0
2023121703,2023-12-17,1,6,32,HOU,TEN,2,5,33,1,0,(6:32) 18-C.KEENUM PASS SHORT RIGHT TO 85-N.BROWN PUSHED OB AT HOU 39 FOR 6 YARDS (37-A.HOOKER).,0,2023,6,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,508,0,0
2023121703,2023-12-17,1,6,4,HOU,TEN,1,10,39,0,0,(6:04) 26-D.SINGLETARY RIGHT GUARD TO HOU 44 FOR 5 YARDS (92-M.DAVIDSON).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,39,OWN,0,,0,,0,536,0,0
2023121703,2023-12-17,1,5,29,HOU,TEN,2,5,44,0,0,(5:29) (SHOTGUN) 18-C.KEENUM PASS SHORT LEFT TO 8-J.METCHIE TO HOU 45 FOR 1 YARD (37-A.HOOKER).,0,2023,1,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,571,0,0
2023121703,2023-12-17,1,4,50,HOU,TEN,3,4,45,0,0,(4:50) (SHOTGUN) 18-C.KEENUM PASS INCOMPLETE SHORT LEFT TO 19-X.HUTCHINSON (24-E.MOLDEN).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,610,0,0
2023121703,2023-12-17,1,4,46,HOU,TEN,4,4,45,0,0,"(4:46) 11-C.JOHNSTON PUNTS 40 YARDS TO TEN 15, CENTER-46-J.WEEKS, FAIR CATCH BY 12-M.KINSEY.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,614,0,0
2023121703,2023-12-17,1,4,39,TEN,HOU,0,0,100,1,0,TIMEOUT AT 04:39.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,621,0,0
2023121703,2023-12-17,1,4,39,TEN,HOU,1,10,15,0,0,(4:39) 32-T.SPEARS LEFT TACKLE TO TEN 16 FOR 1 YARD (6-D.PERRYMAN; 93-K.HINISH).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,15,OWN,0,,0,,0,621,0,0
2023121703,2023-12-17,1,3,58,TEN,HOU,2,9,16,1,0,(3:58) 32-T.SPEARS UP THE MIDDLE TO TEN 25 FOR 9 YARDS (25-D.KING; 24-D.STINGLEY).,0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,16,OWN,0,,0,,0,662,0,0
2023121703,2023-12-17,1,3,15,TEN,HOU,1,10,25,1,0,(3:15) 8-W.LEVIS PASS DEEP MIDDLE TO 16-T.BURKS TO TEN 45 FOR 20 YARDS (0-A.AMOS).,0,2023,20,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,705,0,0
2023121703,2023-12-17,1,2,31,TEN,HOU,1,10,45,0,0,"(2:31) (SHOTGUN) 32-T.SPEARS RIGHT END TO TEN 40 FOR -5 YARDS (94-K.DAVIS, 52-J.GREENARD).",0,2023,-5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,45,OWN,0,,0,,0,749,0,0
2023121703,2023-12-17,1,1,51,TEN,HOU,2,15,40,0,0,(1:51) (SHOTGUN) 8-W.LEVIS PASS INCOMPLETE DEEP MIDDLE TO 10-D.HOPKINS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,789,0,0
2023121703,2023-12-17,1,1,48,TEN,HOU,3,15,40,0,0,"(1:48) (SHOTGUN) 8-W.LEVIS PASS SHORT LEFT TO 32-T.SPEARS TO TEN 47 FOR 7 YARDS (30-D.HOUSTON-CARSON). PENALTY ON TEN-16-T.BURKS, OFFENSIVE HOLDING, DECLINED. PENALTY ON TEN-16-T.BURKS, OFFENSIVE PASS INTERFERENCE, DECLINED.",0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,40,OWN,0,TEN,0,OFFENSIVE HOLDING,0,792,0,0
2023121703,2023-12-17,1,1,25,TEN,HOU,4,8,47,0,0,"(1:25) 13-T.ZENTNER PUNTS 53 YARDS TO END ZONE, CENTER-46-M.COX, TOUCHBACK.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,815,0,0
2023121703,2023-12-17,1,1,18,TEN,HOU,0,0,100,1,0,TIMEOUT AT 01:18.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,822,0,0
2023121703,2023-12-17,1,1,18,HOU,TEN,1,10,20,0,0,(1:18) (SHOTGUN) 18-C.KEENUM PASS INCOMPLETE SHORT RIGHT [2-A.AL-SHAAIR].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,822,0,0
2023121703,2023-12-17,1,1,11,HOU,TEN,2,10,20,0,0,(1:11) 18-C.KEENUM PASS INCOMPLETE DEEP RIGHT TO 2-R.WOODS.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,829,0,0
2023121703,2023-12-17,1,1,6,HOU,TEN,3,10,20,1,0,"(1:06) (SHOTGUN) 18-C.KEENUM PASS DEEP MIDDLE TO 85-N.BROWN TO HOU 40 FOR 20 YARDS (23-T.AVERY, 2-A.AL-SHAAIR).",0,2023,20,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,834,0,0
2023121703,2023-12-17,1,0,28,HOU,TEN,1,10,40,0,0,(:28) 26-D.SINGLETARY LEFT GUARD TO HOU 40 FOR NO GAIN (58-H.LANDRY).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,40,OWN,0,,0,,0,872,0,0
2023121703,2023-12-17,1,0,0,HOU,TEN,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023121703,2023-12-17,2,15,0,HOU,TEN,2,10,40,0,0,(15:00) (SHOTGUN) 18-C.KEENUM PASS SHORT LEFT TO 26-D.SINGLETARY TO HOU 45 FOR 5 YARDS (21-R.MCCREARY).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,900,0,0
2023121703,2023-12-17,2,14,24,HOU,TEN,3,5,45,0,0,"(14:24) (SHOTGUN) PENALTY ON HOU-78-L.TUNSIL, FALSE START, 5 YARDS, ENFORCED AT HOU 45 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,45,OWN,1,HOU,1,FALSE START,5,936,0,0
2023121703,2023-12-17,2,14,5,HOU,TEN,3,10,40,1,0,"(14:05) (SHOTGUN) 18-C.KEENUM PASS SHORT LEFT INTENDED FOR 33-D.OGUNBOWALE INTERCEPTED BY 24-E.MOLDEN AT HOU 44. 24-E.MOLDEN FOR 44 YARDS, TOUCHDOWN.",0,2023,44,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,1,0,0,0,0,,40,OWN,0,,0,,0,955,0,0
2023121703,2023-12-17,2,13,56,TEN,HOU,0,0,85,1,0,"6-N.FOLK EXTRA POINT IS GOOD, CENTER-46-M.COX, HOLDER-13-T.ZENTNER.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,964,0,0
2023121703,2023-12-17,2,13,56,TEN,HOU,0,0,100,1,0,TIMEOUT AT 13:56.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,964,0,0
2023121703,2023-12-17,2,13,56,HOU,TEN,0,0,65,0,0,"6-N.FOLK KICKS 63 YARDS FROM TEN 35 TO HOU 2. 82-S.SIMS TO HOU 28 FOR 26 YARDS (99-R.WEAVER; 47-J.DOMANN). PENALTY ON HOU-47-A.BECK, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT HOU 23.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,1,0,0,,35,OPP,1,HOU,0,OFFENSIVE HOLDING,10,964,0,0
2023121703,2023-12-17,2,13,50,HOU,TEN,1,10,13,0,0,"(13:50) 31-D.PIERCE LEFT TACKLE TO HOU 16 FOR 3 YARDS (50-J.GIBBENS, 97-Q.BOHANNA).",0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,13,OWN,0,,0,,0,970,0,0
2023121703,2023-12-17,2,13,9,HOU,TEN,2,7,16,0,0,"(13:09) 18-C.KEENUM PASS SHORT LEFT TO 47-A.BECK TO HOU 11 FOR -5 YARDS (50-J.GIBBENS, 2-A.AL-SHAAIR).",0,2023,-5,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,1011,0,0
2023121703,2023-12-17,2,12,26,HOU,TEN,3,12,11,1,0,"(12:26) (SHOTGUN) 18-C.KEENUM PASS DEEP LEFT TO 85-N.BROWN TO HOU 33 FOR 22 YARDS (35-K.WALLACE, 23-T.AVERY).",0,2023,22,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,11,OWN,0,,0,,0,1054,0,0
2023121703,2023-12-17,2,11,44,HOU,TEN,1,10,33,0,0,"(11:44) (SHOTGUN) 18-C.KEENUM PASS INCOMPLETE SHORT LEFT [58-H.LANDRY]. PENALTY ON HOU-18-C.KEENUM, INTENTIONAL GROUNDING, 12 YARDS, ENFORCED AT HOU 33.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,33,OWN,1,HOU,0,INTENTIONAL GROUNDING,12,1096,0,0
2023121703,2023-12-17,2,11,38,HOU,TEN,2,22,21,0,0,(11:38) (SHOTGUN) 18-C.KEENUM PASS SHORT RIGHT TO 82-S.SIMS TO HOU 21 FOR NO GAIN (58-H.LANDRY).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,1102,0,0
2023121703,2023-12-17,2,11,1,HOU,TEN,3,22,21,0,0,"(11:01) (SHOTGUN) 33-D.OGUNBOWALE UP THE MIDDLE TO HOU 38 FOR 17 YARDS (24-E.MOLDEN, 0-S.MURPHY-BUNTING).",0,2023,17,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,21,OWN,0,,0,,0,1139,0,0
2023121703,2023-12-17,2,10,18,HOU,TEN,4,5,38,0,0,"(10:18) 11-C.JOHNSTON PUNTS 56 YARDS TO TEN 6, CENTER-46-J.WEEKS, DOWNED BY HOU-20-K.HOLLMAN.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,1182,0,0
2023121703,2023-12-17,2,10,6,TEN,HOU,1,10,6,0,0,(10:06) 22-D.HENRY UP THE MIDDLE TO TEN 11 FOR 5 YARDS (25-D.KING; 5-J.PITRE).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,6,OWN,0,,0,,0,1194,0,0
2023121703,2023-12-17,2,10,6,TEN,HOU,0,0,100,1,0,TIMEOUT AT 10:06.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1194,0,0
2023121703,2023-12-17,2,9,27,TEN,HOU,2,5,11,0,0,(9:27) (SHOTGUN) 8-W.LEVIS PASS SHORT RIGHT TO 22-D.HENRY TO TEN 10 FOR -1 YARDS (48-C.HARRIS).,0,2023,-1,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,11,OWN,0,,0,,0,1233,0,0
2023121703,2023-12-17,2,8,43,TEN,HOU,3,6,10,1,0,(8:43) (SHOTGUN) 8-W.LEVIS SCRAMBLES LEFT END TO TEN 21 FOR 11 YARDS (52-J.GREENARD; 25-D.KING).,0,2023,11,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,10,OWN,0,,0,,0,1277,0,0
2023121703,2023-12-17,2,7,55,TEN,HOU,1,10,21,0,0,(7:55) 8-W.LEVIS PASS SHORT RIGHT TO 22-D.HENRY TO TEN 18 FOR -3 YARDS (48-C.HARRIS).,0,2023,-3,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,1325,0,0
2023121703,2023-12-17,2,7,12,TEN,HOU,2,13,18,0,0,(7:12) (SHOTGUN) 32-T.SPEARS UP THE MIDDLE TO TEN 24 FOR 6 YARDS (25-D.KING).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,18,OWN,0,,0,,0,1368,0,0
2023121703,2023-12-17,2,6,28,TEN,HOU,3,7,24,0,0,(6:28) (SHOTGUN) 8-W.LEVIS SACKED AT TEN 15 FOR -9 YARDS (94-K.DAVIS).,0,2023,-9,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,1412,0,0
2023121703,2023-12-17,2,5,44,TEN,HOU,4,16,15,0,0,"(5:44) 13-T.ZENTNER PUNTS 42 YARDS TO HOU 43, CENTER-46-M.COX, FAIR CATCH BY 82-S.SIMS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OWN,0,,0,,0,1456,0,0
2023121703,2023-12-17,2,5,38,HOU,TEN,1,10,43,0,0,(5:38) (SHOTGUN) 26-D.SINGLETARY UP THE MIDDLE TO TEN 48 FOR 9 YARDS (21-R.MCCREARY).,0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,43,OWN,0,,0,,0,1462,0,0
2023121703,2023-12-17,2,5,38,TEN,HOU,0,0,100,1,0,TIMEOUT AT 05:38.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1462,0,0
2023121703,2023-12-17,2,4,57,HOU,TEN,2,1,52,1,0,(4:57) (SHOTGUN) 26-D.SINGLETARY UP THE MIDDLE TO TEN 46 FOR 2 YARDS (2-A.AL-SHAAIR; 94-J.JOHNSON).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,48,OPP,0,,0,,0,1503,0,0
2023121703,2023-12-17,2,4,27,HOU,TEN,1,10,54,0,0,"(4:27) (SHOTGUN) 26-D.SINGLETARY LEFT TACKLE TO TEN 37 FOR 9 YARDS (23-T.AVERY). PENALTY ON HOU-9-B.JORDAN, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT TEN 43.",0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT TACKLE,46,OPP,1,HOU,0,OFFENSIVE HOLDING,10,1533,0,0
2023121703,2023-12-17,2,4,9,HOU,TEN,1,17,47,0,0,"(4:09) 26-D.SINGLETARY UP THE MIDDLE TO TEN 45 FOR 8 YARDS (24-E.MOLDEN, 50-J.GIBBENS).",0,2023,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,47,OWN,0,,0,,0,1551,0,0
2023121703,2023-12-17,2,3,27,HOU,TEN,2,9,55,1,0,(3:27) (SHOTGUN) 18-C.KEENUM PASS SHORT MIDDLE TO 9-B.JORDAN TO TEN 31 FOR 14 YARDS (24-E.MOLDEN).,0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,1593,0,0
2023121703,2023-12-17,2,2,55,HOU,TEN,1,10,69,0,0,"(2:55) 26-D.SINGLETARY UP THE MIDDLE TO TEN 27 FOR 4 YARDS (2-A.AL-SHAAIR, 91-K.COBURN).",0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,31,OPP,0,,0,,0,1625,0,0
2023121703,2023-12-17,2,2,19,HOU,TEN,2,6,73,0,0,"(2:19) 18-C.KEENUM FUMBLES (ABORTED) AT TEN 34, TOUCHED AT TEN 35, RECOVERED BY HOU-82-S.SIMS AT TEN 36. 82-S.SIMS TO TEN 36 FOR NO GAIN (99-R.WEAVER).",0,2023,0,UNDER CENTER,FUMBLES,0,0,0,0,,0,0,0,,0,1,0,0,0,,27,OPP,0,,0,,0,1661,0,0
2023121703,2023-12-17,2,2,0,HOU,TEN,3,15,64,0,0,(2:00) (SHOTGUN) 26-D.SINGLETARY UP THE MIDDLE TO TEN 22 FOR 14 YARDS (37-A.HOOKER).,0,2023,14,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,36,OPP,0,,0,,0,1680,0,0
2023121703,2023-12-17,2,2,0,HOU,TEN,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1680,0,0
2023121703,2023-12-17,2,1,18,HOU,TEN,4,1,78,1,0,(1:18) 26-D.SINGLETARY UP THE MIDDLE TO TEN 19 FOR 3 YARDS (37-A.HOOKER).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,22,OPP,0,,0,,0,1722,0,0
2023121703,2023-12-17,2,0,42,HOU,TEN,1,10,81,0,0,"(:42) (SHOTGUN) 18-C.KEENUM PASS INCOMPLETE SHORT RIGHT TO 26-D.SINGLETARY. PENALTY ON TEN-0-S.MURPHY-BUNTING, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT TEN 19 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,19,OPP,1,TEN,1,DEFENSIVE HOLDING,5,1758,0,0
2023121703,2023-12-17,2,0,38,HOU,TEN,1,10,86,0,0,(:38) (SHOTGUN) 18-C.KEENUM PASS SHORT MIDDLE TO 85-N.BROWN TO TEN 5 FOR 9 YARDS (37-A.HOOKER).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,1762,0,0
