GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,SEA,PHI
2023121801,2023-12-18,2,11,24,PHI,SEA,1,10,65,1,0,"(11:24) (NO HUDDLE, SHOTGUN) 0-D.SWIFT RIGHT GUARD TO SEA 24 FOR 11 YARDS (20-J.LOVE).",0,2023,11,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,35,OPP,0,,0,,0,15,1116,0,0
2023121801,2023-12-18,2,10,59,PHI,SEA,1,10,76,0,0,"(10:59) (NO HUDDLE, SHOTGUN) 0-D.SWIFT RIGHT TACKLE TO SEA 22 FOR 2 YARDS (23-A.BURNS).",0,2023,2,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,24,OPP,0,,0,,0,15,1141,0,0
2023121801,2023-12-18,2,10,17,PHI,SEA,2,8,78,0,0,(10:17) (SHOTGUN) 1-J.HURTS RIGHT END TO SEA 20 FOR 2 YARDS (99-L.WILLIAMS).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,22,OPP,0,,0,,0,15,1183,0,0
2023121801,2023-12-18,2,9,34,PHI,SEA,3,6,80,0,0,"(9:34) (SHOTGUN) 1-J.HURTS RIGHT GUARD TO SEA 18 FOR 2 YARDS (99-L.WILLIAMS, 56-J.BROOKS).",0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,20,OPP,0,,0,,0,15,1226,0,0
2023121801,2023-12-18,2,8,48,PHI,SEA,4,4,82,1,0,(8:48) (SHOTGUN) 1-J.HURTS PASS SHORT MIDDLE TO 80-J.JONES TO SEA 12 FOR 6 YARDS (6-Q.DIGGS).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,15,1272,0,0
2023121801,2023-12-18,2,8,21,PHI,SEA,1,10,88,0,0,"(8:21) (NO HUDDLE, SHOTGUN) 14-K.GAINWELL UP THE MIDDLE TO SEA 12 FOR NO GAIN (53-B.MAFE).",0,2023,0,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,12,OPP,0,,0,,0,15,1299,0,0
2023121801,2023-12-18,2,7,44,PHI,SEA,2,10,88,0,0,(7:44) (SHOTGUN) 0-D.SWIFT RIGHT GUARD TO SEA 3 FOR 9 YARDS (56-J.BROOKS).,0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,12,OPP,0,,0,,0,15,1336,0,0
2023121801,2023-12-18,2,7,19,PHI,SEA,3,1,97,0,0,"(7:19) (NO HUDDLE) PENALTY ON PHI-62-J.KELCE, FALSE START, 5 YARDS, ENFORCED AT SEA 3 - NO PLAY.",0,2023,0,NO HUDDLE,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,3,OPP,1,PHI,1,FALSE START,5,15,1361,0,0
2023121801,2023-12-18,2,7,1,PHI,SEA,3,6,92,0,0,(7:01) (SHOTGUN) 0-D.SWIFT LEFT GUARD TO SEA 8 FOR NO GAIN (6-Q.DIGGS).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,8,OPP,0,,0,,0,15,1379,0,0
2023121801,2023-12-18,2,6,24,PHI,SEA,4,6,92,0,0,"(6:24) 4-J.ELLIOTT 27 YARD FIELD GOAL IS GOOD, CENTER-45-R.LOVATO, HOLDER-10-B.MANN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,15,1416,0,0
