GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,LA,WAS
2023121705,2023-12-17,2,8,26,WAS,LA,2,8,10,0,0,"(8:26) (SHOTGUN) 24-A.GIBSON LEFT TACKLE TO WAS 14 FOR 4 YARDS (4-J.FULLER, 43-J.JOHNSON).",0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,10,OWN,0,,0,,0,1294,0,0
2023121705,2023-12-17,2,7,40,WAS,LA,3,4,14,0,0,(7:40) (SHOTGUN) 14-S.HOWELL PASS INCOMPLETE SHORT RIGHT TO 18-J.WILLIAMS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,1340,0,0
2023121705,2023-12-17,2,7,37,WAS,LA,4,4,14,0,0,"(7:37) 5-T.WAY PUNTS 39 YARDS TO LAR 47, CENTER-54-C.CHEESEMAN, FAIR CATCH BY 81-A.TRAMMELL.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,1343,0,0
2023121705,2023-12-17,2,7,30,LA,WAS,1,10,53,0,0,(7:30) (SHOTGUN) 24-R.FREEMAN LEFT END TO 50 FOR 3 YARDS (20-J.MARTIN).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,47,OPP,0,,0,,0,1350,0,0
2023121705,2023-12-17,2,7,30,LA,WAS,0,0,100,1,0,TIMEOUT AT 07:30.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1350,0,0
2023121705,2023-12-17,2,6,51,LA,WAS,2,7,100,0,0,(6:51) 24-R.FREEMAN RIGHT END TO WAS 48 FOR 2 YARDS (47-K.HUDSON).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,0,OPP,0,,0,,0,1389,0,0
2023121705,2023-12-17,2,6,11,LA,WAS,3,5,52,1,0,(6:11) (SHOTGUN) 9-M.STAFFORD PASS SHORT LEFT TO 10-C.KUPP PUSHED OB AT WAS 40 FOR 8 YARDS (29-K.FULLER).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,1429,0,0
2023121705,2023-12-17,2,5,32,LA,WAS,1,10,60,1,0,(5:32) 15-D.ROBINSON RIGHT END TO WAS 17 FOR 23 YARDS (35-P.BUTLER; 57-C.BARTON).,0,2023,23,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,40,OPP,0,,0,,0,1468,0,0
2023121705,2023-12-17,2,4,44,LA,WAS,1,10,83,0,0,(4:44) 24-R.FREEMAN UP THE MIDDLE TO WAS 13 FOR 4 YARDS (57-C.BARTON; 98-P.MATHIS).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,17,OPP,0,,0,,0,1516,0,0
2023121705,2023-12-17,2,4,2,LA,WAS,2,6,87,0,0,(4:02) 17-P.NACUA LEFT TACKLE TO WAS 11 FOR 2 YARDS (20-J.MARTIN).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,13,OPP,0,,0,,0,1558,0,0
2023121705,2023-12-17,2,3,29,LA,WAS,3,4,89,1,0,(3:29) (SHOTGUN) 9-M.STAFFORD PASS SHORT MIDDLE TO 10-C.KUPP TO WAS 2 FOR 9 YARDS (47-K.HUDSON; 31-K.CURL).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,11,OPP,0,,0,,0,1591,0,0
2023121705,2023-12-17,2,3,5,LA,WAS,1,2,98,0,0,(3:05) (NO HUDDLE) 24-R.FREEMAN UP THE MIDDLE TO WAS 1 FOR 1 YARD (29-K.FULLER; 47-K.HUDSON).,0,2023,1,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,2,OPP,0,,0,,0,1615,0,0
2023121705,2023-12-17,2,2,28,LA,WAS,2,1,99,0,0,(2:28) 9-M.STAFFORD PASS INCOMPLETE SHORT RIGHT.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,1,OPP,0,,0,,0,1652,0,0
2023121705,2023-12-17,2,2,23,LA,WAS,3,1,99,1,0,"(2:23) (SHOTGUN) 23-K.WILLIAMS UP THE MIDDLE FOR 1 YARD, TOUCHDOWN.",0,2023,1,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,CENTER,1,OPP,0,,0,,0,1657,0,0
2023121705,2023-12-17,2,2,19,WAS,LA,0,0,65,1,0,42-E.EVANS KICKS 67 YARDS FROM LAR 35 TO WAS -2. 3-B.PRINGLE TO WAS 26 FOR 28 YARDS (59-T.REEDER).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1661,0,0
2023121705,2023-12-17,2,2,19,LA,WAS,0,0,100,1,0,TIMEOUT AT 02:19.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1661,0,0
