GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,KC,NE
2023121711,2023-12-17,1,10,39,KC,NE,3,11,74,0,0,(10:39) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 1-J.MCKINNON TO NE 20 FOR 6 YARDS (5-J.PEPPERS).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,26,OPP,0,,0,,0,261,0,0
2023121711,2023-12-17,1,9,56,KC,NE,4,5,80,0,0,"(9:56) 7-H.BUTKER 39 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-41-J.WINCHESTER, HOLDER-5-T.TOWNSEND.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,304,0,0
2023121711,2023-12-17,1,9,51,NE,KC,0,0,100,1,0,TIMEOUT AT 09:51.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,309,0,0
2023121711,2023-12-17,1,9,51,NE,KC,1,10,29,0,0,(9:51) 4-B.ZAPPE PASS SHORT LEFT TO 85-H.HENRY PUSHED OB AT NE 31 FOR 2 YARDS (20-J.REID).,0,2023,2,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,309,0,0
2023121711,2023-12-17,1,9,20,NE,KC,2,8,31,1,0,(9:20) (SHOTGUN) 4-B.ZAPPE PASS SHORT MIDDLE TO 85-H.HENRY TO NE 40 FOR 9 YARDS (21-M.EDWARDS; 54-L.CHENAL) [90-C.OMENIHU].,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,340,0,0
2023121711,2023-12-17,1,8,39,NE,KC,1,10,40,1,0,(8:39) 4-B.ZAPPE PASS SHORT MIDDLE TO 1-D.PARKER TO KC 40 FOR 20 YARDS (22-T.MCDUFFIE).,0,2023,20,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,381,0,0
2023121711,2023-12-17,1,7,55,NE,KC,1,10,60,0,0,(7:55) (SHOTGUN) 4-B.ZAPPE PASS SHORT RIGHT TO 1-D.PARKER TO KC 37 FOR 3 YARDS (38-L.SNEED).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,425,0,0
2023121711,2023-12-17,1,7,14,NE,KC,2,7,63,1,0,(7:14) (SHOTGUN) 4-B.ZAPPE PASS SHORT MIDDLE TO 85-H.HENRY TO KC 28 FOR 9 YARDS (20-J.REID). NE-85-H.HENRY WAS INJURED DURING THE PLAY.,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,37,OPP,0,,0,,0,466,0,0
2023121711,2023-12-17,1,6,43,NE,KC,1,10,72,1,0,(6:43) (SHOTGUN) 4-B.ZAPPE PASS SHORT LEFT TO 81-D.DOUGLAS TO KC 12 FOR 16 YARDS (38-L.SNEED).,0,2023,16,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,28,OPP,0,,0,,0,497,0,0
2023121711,2023-12-17,1,6,0,NE,KC,1,10,88,0,0,"(6:00) (SHOTGUN) 4-B.ZAPPE PASS SHORT MIDDLE TO 81-D.DOUGLAS TO KC 6 FOR 6 YARDS (22-T.MCDUFFIE). PENALTY ON NE-81-D.DOUGLAS, FACE MASK, 15 YARDS, ENFORCED AT KC 12 - NO PLAY.",0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,1,0,0,,12,OPP,1,NE,1,FACE MASK,15,540,0,0
2023121711,2023-12-17,1,5,39,NE,KC,1,25,73,0,0,(5:39) (SHOTGUN) 4-B.ZAPPE SACKED AT KC 29 FOR -2 YARDS (91-D.NNADI).,0,2023,-2,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,561,0,0
2023121711,2023-12-17,1,5,0,NE,KC,2,27,71,0,0,(5:00) (SHOTGUN) 4-B.ZAPPE PASS SHORT LEFT TO 15-E.ELLIOTT TO KC 26 FOR 3 YARDS (50-W.GAY).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,600,0,0
2023121711,2023-12-17,1,4,17,NE,KC,3,24,74,0,0,(4:17) (SHOTGUN) 15-E.ELLIOTT UP THE MIDDLE TO KC 23 FOR 3 YARDS (32-N.BOLTON).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,26,OPP,0,,0,,0,643,0,0
2023121711,2023-12-17,1,3,40,NE,KC,4,21,77,0,0,"(3:40) 37-C.RYLAND 41 YARD FIELD GOAL IS NO GOOD, WIDE LEFT, CENTER-49-J.CARDONA, HOLDER-17-B.BARINGER.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,680,0,0
2023121711,2023-12-17,1,3,35,NE,KC,0,0,100,1,0,TIMEOUT AT 03:35.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,685,0,0
2023121711,2023-12-17,1,3,35,KC,NE,1,10,31,0,0,(3:35) 15-P.MAHOMES PASS SHORT MIDDLE TO 87-T.KELCE TO KC 37 FOR 6 YARDS (48-JA.TAVAI).,0,2023,6,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,685,0,0
2023121711,2023-12-17,1,2,58,KC,NE,2,4,37,0,0,"(2:58) (SHOTGUN) 15-P.MAHOMES PASS INCOMPLETE DEEP LEFT. PENALTY ON KC-15-P.MAHOMES, INTENTIONAL GROUNDING, OFFSETTING, ENFORCED AT KC 37 - NO PLAY. PENALTY ON NE-31-J.JONES, ILLEGAL CONTACT, OFFSETTING.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,37,OWN,1,KC,1,INTENTIONAL GROUNDING,0,722,0,0
2023121711,2023-12-17,1,2,52,KC,NE,2,4,37,1,0,(2:52) 15-P.MAHOMES PASS SHORT RIGHT TO 25-C.EDWARDS-HELAIRE TO NE 15 FOR 48 YARDS (28-A.AUSTIN).,0,2023,48,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,728,0,0
2023121711,2023-12-17,1,2,2,KC,NE,1,10,85,1,0,(2:02) (SHOTGUN) 15-P.MAHOMES PASS SHORT LEFT TO 4-R.RICE TO NE 4 FOR 11 YARDS (5-J.PEPPERS).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,778,0,0
2023121711,2023-12-17,1,1,34,KC,NE,1,4,96,1,0,"(1:34) (SHOTGUN) DIRECT SNAP TO 1-J.MCKINNON.  1-J.MCKINNON PASS SHORT MIDDLE TO 4-R.RICE FOR 4 YARDS, TOUCHDOWN.",0,2023,4,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,4,OPP,0,,0,,0,806,0,0
2023121711,2023-12-17,1,1,30,KC,NE,0,0,85,1,0,"7-H.BUTKER EXTRA POINT IS GOOD, CENTER-41-J.WINCHESTER, HOLDER-5-T.TOWNSEND.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,810,0,0
2023121711,2023-12-17,1,1,30,NE,KC,0,0,100,1,0,TIMEOUT AT 01:30.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,810,0,0
2023121711,2023-12-17,1,1,30,NE,KC,0,0,65,1,0,"7-H.BUTKER KICKS 65 YARDS FROM KC 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,810,0,0
2023121711,2023-12-17,1,1,30,NE,KC,1,10,25,0,0,(1:30) 4-B.ZAPPE PASS SHORT RIGHT TO 86-P.BROWN TO NE 29 FOR 4 YARDS (54-L.CHENAL).,0,2023,4,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,810,0,0
