GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,BUF,DAL
2023121706,2023-12-17,1,8,18,BUF,DAL,2,2,98,1,0,"(8:18) 28-L.MURRAY LEFT GUARD FOR 2 YARDS, TOUCHDOWN.",0,2023,2,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,LEFT GUARD,2,OPP,0,,0,,0,15,402,0,0
2023121706,2023-12-17,1,8,6,BUF,DAL,0,0,85,1,0,"2-T.BASS EXTRA POINT IS GOOD, CENTER-69-R.FERGUSON, HOLDER-8-S.MARTIN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,15,414,0,0
2023121706,2023-12-17,1,8,6,BUF,DAL,0,0,100,1,0,TIMEOUT AT 08:06.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,15,414,0,0
2023121706,2023-12-17,1,8,6,DAL,BUF,0,0,65,1,0,"2-T.BASS KICKS 65 YARDS FROM BUF 35 TO END ZONE, TOUCHBACK. KICK THROUGH END ZONE.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,15,414,0,0
2023121706,2023-12-17,1,8,6,DAL,BUF,1,10,25,0,0,(8:06) 20-T.POLLARD UP THE MIDDLE TO DAL 29 FOR 4 YARDS (21-J.POYER).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,15,414,0,0
2023121706,2023-12-17,1,7,31,DAL,BUF,2,6,29,0,0,(7:31) 4-D.PRESCOTT PASS INCOMPLETE DEEP MIDDLE TO 3-B.COOKS.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,15,449,0,0
2023121706,2023-12-17,1,7,25,DAL,BUF,3,6,29,0,0,"(7:25) (SHOTGUN) 4-D.PRESCOTT SCRAMBLES RIGHT END TO DAL 42 FOR 13 YARDS (20-T.RAPP). PENALTY ON BUF-20-T.RAPP, UNNECESSARY ROUGHNESS, OFFSETTING. PENALTY ON DAL-70-Z.MARTIN, UNNECESSARY ROUGHNESS, OFFSETTING.",0,2023,13,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,29,OWN,1,BUF,0,UNNECESSARY ROUGHNESS,0,15,455,0,0
2023121706,2023-12-17,1,7,6,DAL,BUF,1,10,42,1,0,(7:06) (SHOTGUN) 4-D.PRESCOTT PASS SHORT RIGHT TO 88-C.LAMB TO BUF 43 FOR 15 YARDS (31-R.DOUGLAS; 21-J.POYER).,0,2023,15,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,15,474,0,0
2023121706,2023-12-17,1,6,35,DAL,BUF,1,10,57,0,0,(6:35) 20-T.POLLARD LEFT GUARD TO BUF 38 FOR 5 YARDS (43-T.BERNARD).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,43,OPP,0,,0,,0,15,505,0,0
2023121706,2023-12-17,1,6,2,DAL,BUF,2,5,62,0,0,"(6:02) (SHOTGUN) 20-T.POLLARD UP THE MIDDLE TO BUF 29 FOR 9 YARDS (20-T.RAPP, 21-J.POYER). PENALTY ON DAL-73-TYL.SMITH, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT BUF 35. RUSH CREDITED TO BUF 35 (SPOT OF FOUL).",0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,CENTER,38,OPP,1,DAL,0,OFFENSIVE HOLDING,10,15,538,0,0
2023121706,2023-12-17,1,5,31,DAL,BUF,2,12,55,0,0,(5:31) (SHOTGUN) 23-R.DOWDLE RIGHT GUARD TO BUF 47 FOR -2 YARDS (50-G.ROUSSEAU).,0,2023,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,45,OPP,0,,0,,0,15,569,0,0
2023121706,2023-12-17,1,4,50,DAL,BUF,3,14,53,0,0,(4:50) (SHOTGUN) 4-D.PRESCOTT SACKED AT DAL 44 FOR -9 YARDS (56-L.FLOYD).,0,2023,-9,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,15,610,0,0
2023121706,2023-12-17,1,4,8,DAL,BUF,4,23,44,0,0,"(4:08) 5-B.ANGER PUNTS 43 YARDS TO BUF 13, CENTER-44-T.SIEG, FAIR CATCH BY 11-D.HARTY.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,15,652,0,0
2023121706,2023-12-17,1,4,1,BUF,DAL,0,0,100,1,0,TIMEOUT AT 04:01.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,15,659,0,0
2023121706,2023-12-17,1,4,1,BUF,DAL,1,10,13,0,0,(4:01) (SHOTGUN) 26-T.JOHNSON RIGHT TACKLE TO BUF 20 FOR 7 YARDS (33-D.CLARK; 30-J.THOMAS).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,13,OWN,0,,0,,0,15,659,0,0
2023121706,2023-12-17,1,3,21,BUF,DAL,2,3,20,0,0,(3:21) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE DEEP LEFT TO 13-G.DAVIS [33-D.CLARK].,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,15,699,0,0
2023121706,2023-12-17,1,3,15,BUF,DAL,3,3,20,0,0,(3:15) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE SHORT RIGHT TO 14-S.DIGGS (21-S.GILMORE).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,15,705,0,0
2023121706,2023-12-17,1,3,11,BUF,DAL,4,3,20,0,0,"(3:11) 8-S.MARTIN PUNTS 46 YARDS TO DAL 34, CENTER-69-R.FERGUSON, FAIR CATCH BY 9-K.TURPIN.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,15,709,0,0
2023121706,2023-12-17,1,3,4,DAL,BUF,1,10,34,0,0,(3:04) 4-D.PRESCOTT PASS INCOMPLETE SHORT RIGHT TO 3-B.COOKS (47-C.BENFORD). RECEIVER AND COVERAGE AT DAL 49.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,15,716,0,0
2023121706,2023-12-17,1,3,4,BUF,DAL,0,0,100,1,0,TIMEOUT AT 03:04.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,15,716,0,0
2023121706,2023-12-17,1,2,59,DAL,BUF,2,10,34,0,0,(2:59) 4-D.PRESCOTT PASS INCOMPLETE SHORT MIDDLE TO 20-T.POLLARD. DAL-70-Z.MARTIN WAS INJURED DURING THE PLAY. HE IS OUT.  Z.MARTIN WALKS OFF.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,15,721,0,0
2023121706,2023-12-17,1,2,53,DAL,BUF,3,10,34,0,0,"(2:53) (SHOTGUN) 4-D.PRESCOTT PASS INCOMPLETE SHORT RIGHT [90-S.LAWSON]. THROWN AWAY, UNDER PRESSURE.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,15,727,0,0
2023121706,2023-12-17,1,2,53,DAL,BUF,0,0,100,1,0,TIMEOUT AT 02:53.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,15,727,0,0
2023121706,2023-12-17,1,2,45,DAL,BUF,4,10,34,0,0,"(2:45) 5-B.ANGER PUNTS 52 YARDS TO BUF 14, CENTER-44-T.SIEG, FAIR CATCH BY 11-D.HARTY.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,15,735,0,0
2023121706,2023-12-17,1,2,36,BUF,DAL,1,10,14,0,0,(2:36) (SHOTGUN) 4-J.COOK LEFT GUARD TO BUF 22 FOR 8 YARDS (6-D.WILSON).,0,2023,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,14,OWN,0,,0,,0,15,744,0,0
2023121706,2023-12-17,1,2,36,BUF,DAL,0,0,100,1,0,TIMEOUT AT 02:36.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,15,744,0,0
2023121706,2023-12-17,1,1,59,BUF,DAL,2,2,22,1,0,(1:59) (SHOTGUN) 4-J.COOK UP THE MIDDLE TO BUF 24 FOR 2 YARDS (33-D.CLARK).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,22,OWN,0,,0,,0,15,781,0,0
2023121706,2023-12-17,1,1,15,BUF,DAL,1,10,24,0,0,(1:15) 76-D.EDWARDS REPORTED IN AS ELIGIBLE.  4-J.COOK UP THE MIDDLE TO BUF 26 FOR 2 YARDS (99-C.GOLSTON).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,24,OWN,0,,0,,0,15,825,0,0
2023121706,2023-12-17,1,0,35,BUF,DAL,2,8,26,0,0,(:35) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE SHORT MIDDLE TO 86-D.KINCAID.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,15,865,0,0
2023121706,2023-12-17,1,0,31,BUF,DAL,3,8,26,0,0,"(:31) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE SHORT RIGHT [54-S.WILLIAMS]. THROWN AWAY, UNDER PRESSURE.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,15,869,0,0
2023121706,2023-12-17,1,0,14,BUF,DAL,1,10,41,0,0,(:14) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE SHORT LEFT TO 86-D.KINCAID.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,15,886,0,0
2023121706,2023-12-17,1,0,11,BUF,DAL,2,10,41,1,0,(:11) (SHOTGUN) 17-J.ALLEN PASS SHORT RIGHT TO 4-J.COOK PUSHED OB AT DAL 35 FOR 24 YARDS (33-D.CLARK; 21-S.GILMORE).,0,2023,24,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,15,889,0,0
2023121706,2023-12-17,2,15,0,BUF,DAL,1,10,65,0,0,(15:00) 76-D.EDWARDS REPORTED IN AS ELIGIBLE.  4-J.COOK LEFT END TO DAL 27 FOR 8 YARDS (32-R.EVANS).,0,2023,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,35,OPP,0,,0,,0,15,900,0,0
2023121706,2023-12-17,1,0,0,BUF,DAL,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,15,900,0,0
2023121706,2023-12-17,2,14,19,BUF,DAL,2,2,73,0,0,"(14:19) (SHOTGUN) 4-J.COOK RIGHT GUARD TO DAL 26 FOR 1 YARD (33-D.CLARK, 97-O.ODIGHIZUWA).",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,27,OPP,0,,0,,0,15,941,0,0
2023121706,2023-12-17,2,13,38,BUF,DAL,3,1,74,1,0,(13:38) (SHOTGUN) 26-T.JOHNSON LEFT END TO DAL 18 FOR 8 YARDS (2-J.LEWIS; 6-D.WILSON).,0,2023,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,26,OPP,0,,0,,0,15,982,0,0
2023121706,2023-12-17,2,12,57,BUF,DAL,1,10,82,1,0,"(12:57) (SHOTGUN) 17-J.ALLEN PASS DEEP RIGHT TO 4-J.COOK FOR 18 YARDS, TOUCHDOWN.",0,2023,18,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,15,1023,0,0
2023121706,2023-12-17,2,12,52,DAL,BUF,1,10,25,0,0,(12:52) 23-R.DOWDLE UP THE MIDDLE TO DAL 26 FOR 1 YARD (7-TA.JOHNSON).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,15,1028,0,0
2023121706,2023-12-17,2,12,52,DAL,BUF,0,0,65,1,0,"2-T.BASS KICKS 65 YARDS FROM BUF 35 TO END ZONE, TOUCHBACK. KICK THROUGH END ZONE.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,15,1028,0,0
2023121706,2023-12-17,2,12,52,BUF,DAL,0,0,100,1,0,TIMEOUT AT 12:52.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,15,1028,0,0
2023121706,2023-12-17,2,12,52,BUF,DAL,0,0,85,1,0,"2-T.BASS EXTRA POINT IS GOOD, CENTER-69-R.FERGUSON, HOLDER-8-S.MARTIN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,15,1028,0,0
2023121706,2023-12-17,2,12,15,DAL,BUF,2,9,26,0,0,"(12:15) (SHOTGUN) 4-D.PRESCOTT SCRAMBLES RIGHT TACKLE TO DAL 31 FOR 5 YARDS (25-T.DODSON). PENALTY ON BUF-25-T.DODSON, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT DAL 31.",0,2023,5,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,26,OWN,1,BUF,0,UNNECESSARY ROUGHNESS,15,15,1065,0,0
2023121706,2023-12-17,2,11,52,DAL,BUF,1,10,46,0,0,(11:52) (SHOTGUN) 4-D.PRESCOTT PASS SHORT LEFT TO 3-B.COOKS TO DAL 48 FOR 2 YARDS (21-J.POYER).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,15,1088,0,0
2023121706,2023-12-17,2,11,8,DAL,BUF,2,8,48,0,0,(11:08) (SHOTGUN) 4-D.PRESCOTT PASS SHORT RIGHT TO 23-R.DOWDLE TO BUF 48 FOR 4 YARDS (7-TA.JOHNSON).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,15,1132,0,0
2023121706,2023-12-17,2,10,29,DAL,BUF,3,4,52,1,0,(10:29) (SHOTGUN) 4-D.PRESCOTT PASS DEEP LEFT TO 88-C.LAMB TO BUF 32 FOR 16 YARDS (20-T.RAPP).,0,2023,16,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,15,1171,0,0
2023121706,2023-12-17,2,9,48,DAL,BUF,1,10,68,0,0,(9:48) 23-R.DOWDLE UP THE MIDDLE TO BUF 27 FOR 5 YARDS (25-T.DODSON; 90-S.LAWSON).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,32,OPP,0,,0,,0,15,1212,0,0
2023121706,2023-12-17,2,9,9,DAL,BUF,2,5,73,1,0,"(9:09) (SHOTGUN) 20-T.POLLARD UP THE MIDDLE TO BUF 20 FOR 7 YARDS (43-T.BERNARD, 20-T.RAPP).",0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,27,OPP,0,,0,,0,15,1251,0,0
2023121706,2023-12-17,2,8,36,DAL,BUF,1,10,80,0,0,(8:36) (SHOTGUN) 20-T.POLLARD RIGHT GUARD TO BUF 11 FOR 9 YARDS (21-J.POYER).,0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,20,OPP,0,,0,,0,15,1284,0,0
2023121706,2023-12-17,2,7,58,DAL,BUF,2,1,89,0,0,(7:58) 20-T.POLLARD UP THE MIDDLE TO BUF 14 FOR -3 YARDS (20-T.RAPP).,0,2023,-3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,11,OPP,0,,0,,0,15,1322,0,0
2023121706,2023-12-17,2,7,20,DAL,BUF,3,4,86,0,0,"(7:20) (SHOTGUN) 4-D.PRESCOTT PASS INCOMPLETE SHORT LEFT TO 87-J.FERGUSON (91-E.OLIVER, 97-J.PHILLIPS). PASS TIPPED BY E.OLIVER BEFORE ANOTHER TIP BY J.PHILLIPS.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,15,1360,0,0
2023121706,2023-12-17,2,7,16,DAL,BUF,4,4,86,0,0,"(7:16) 17-B.AUBREY 32 YARD FIELD GOAL IS GOOD, CENTER-44-T.SIEG, HOLDER-5-B.ANGER.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,15,1364,0,0
2023121706,2023-12-17,2,7,13,BUF,DAL,0,0,65,1,0,17-B.AUBREY KICKS 62 YARDS FROM DAL 35 TO BUF 3. 26-T.JOHNSON TO BUF 24 FOR 21 YARDS (91-T.WHEAT; 25-N.WRIGHT).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,15,1367,0,0
2023121706,2023-12-17,2,7,13,BUF,DAL,0,0,100,1,0,TIMEOUT AT 07:13.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,15,1367,0,0
2023121706,2023-12-17,2,7,6,BUF,DAL,1,10,24,1,0,(7:06) (SHOTGUN) 4-J.COOK RIGHT GUARD TO BUF 36 FOR 12 YARDS (33-D.CLARK).,0,2023,12,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,24,OWN,0,,0,,0,15,1374,0,0
2023121706,2023-12-17,2,6,26,BUF,DAL,1,10,36,0,0,(6:26) (SHOTGUN) 4-J.COOK RIGHT END TO BUF 40 FOR 4 YARDS (21-S.GILMORE; 14-M.BELL).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,36,OWN,0,,0,,0,15,1414,0,0
2023121706,2023-12-17,2,5,41,BUF,DAL,2,6,40,1,0,(5:41) (SHOTGUN) 17-J.ALLEN PASS SHORT LEFT TO 14-S.DIGGS TO BUF 47 FOR 7 YARDS (21-S.GILMORE; 14-M.BELL) [54-S.WILLIAMS].,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,15,1459,0,0
2023121706,2023-12-17,2,5,11,BUF,DAL,1,10,47,0,0,"(5:11) (NO HUDDLE, SHOTGUN) 17-J.ALLEN SACKED AT BUF 38 FOR -9 YARDS (58-M.SMITH).",0,2023,-9,NO HUDDLE SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,15,1489,0,0
2023121706,2023-12-17,2,4,23,BUF,DAL,2,19,38,0,0,"(4:23) 17-J.ALLEN PASS INCOMPLETE DEEP LEFT TO 10-K.SHAKIR. PENALTY ON DAL-1-J.KEARSE, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT BUF 38 - NO PLAY.",0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,38,OWN,1,DAL,1,UNNECESSARY ROUGHNESS,15,15,1537,0,0
2023121706,2023-12-17,2,4,18,BUF,DAL,1,10,53,0,0,(4:18) (SHOTGUN) 4-J.COOK RIGHT GUARD TO DAL 43 FOR 4 YARDS (92-D.ARMSTRONG).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,47,OPP,0,,0,,0,15,1542,0,0
2023121706,2023-12-17,2,3,38,BUF,DAL,2,6,57,1,0,(3:38) (SHOTGUN) 17-J.ALLEN SCRAMBLES RIGHT TACKLE TO DAL 34 FOR 9 YARDS (33-D.CLARK).,0,2023,9,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,43,OPP,0,,0,,0,15,1582,0,0
2023121706,2023-12-17,2,2,54,BUF,DAL,1,10,66,0,0,(2:54) 4-J.COOK LEFT TACKLE TO DAL 25 FOR 9 YARDS (2-J.LEWIS).,0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,34,OPP,0,,0,,0,15,1626,0,0
