GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,ATL,DET
2023092402,2023-09-24,2,6,40,DET,ATL,2,7,51,1,0,(6:40) (SHOTGUN) 16-J.GOFF PASS SHORT MIDDLE TO 14-A.ST. BROWN TO ATL 40 FOR 9 YARDS (55-K.ELLISS).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,49,OPP,0,,0,,0,3,1400,0,0
2023092402,2023-09-24,2,6,3,DET,ATL,1,10,60,0,0,(6:03) 28-Z.KNIGHT RIGHT TACKLE TO ATL 32 FOR 8 YARDS (55-K.ELLISS; 3-J.BATES).,0,2023,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,40,OPP,0,,0,,0,3,1437,0,0
2023092402,2023-09-24,2,5,27,DET,ATL,2,2,68,1,0,(5:27) 16-J.GOFF PASS DEEP LEFT TO 11-K.RAYMOND TO ATL 10 FOR 22 YARDS (3-J.BATES).,0,2023,22,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,3,1473,0,0
2023092402,2023-09-24,2,4,41,DET,ATL,1,10,90,0,0,(4:41) 16-J.GOFF SCRAMBLES RIGHT END TO ATL 7 FOR 3 YARDS (48-B.DUPREE).,0,2023,3,UNDER CENTER,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,10,OPP,0,,0,,0,3,1519,0,0
2023092402,2023-09-24,2,4,1,DET,ATL,2,7,93,0,0,"(4:01) 26-J.GIBBS RIGHT TACKLE TO ATL 8 FOR -1 YARDS (90-D.ONYEMATA, 97-G.JARRETT).",0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,7,OPP,0,,0,,0,3,1559,0,0
2023092402,2023-09-24,2,3,23,DET,ATL,3,8,92,0,0,"(3:23) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE SHORT MIDDLE [93-C.CAMPBELL]. PENALTY ON ATL-3-J.BATES, ILLEGAL CONTACT, 4 YARDS, ENFORCED AT ATL 8 - NO PLAY. BALL THROWN AWAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,1,0,0,,8,OPP,1,ATL,1,ILLEGAL CONTACT,4,3,1597,0,0
2023092402,2023-09-24,2,3,17,DET,ATL,1,4,96,0,0,(3:17) (SHOTGUN) 26-J.GIBBS RIGHT TACKLE TO ATL 4 FOR NO GAIN (27-R.GRANT; 3-J.BATES).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,4,OPP,0,,0,,0,3,1603,0,0
2023092402,2023-09-24,2,3,17,DET,ATL,0,0,100,1,0,TIMEOUT #1 BY DET AT 03:17.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3,1603,0,0
2023092402,2023-09-24,2,2,38,DET,ATL,2,4,96,0,0,"(2:38) (SHOTGUN) 16-J.GOFF SACKED AT ATL 4 FOR 0 YARDS (48-B.DUPREE). PENALTY ON DET-58-P.SEWELL, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT ATL 4 - NO PLAY.",0,2023,0,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,1,0,0,,4,OPP,1,DET,1,OFFENSIVE HOLDING,10,3,1642,0,0
2023092402,2023-09-24,2,2,13,DET,ATL,2,14,86,0,0,(2:13) (SHOTGUN) 26-J.GIBBS LEFT TACKLE TO ATL 6 FOR 8 YARDS (27-R.GRANT).,0,2023,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,14,OPP,0,,0,,0,3,1667,0,0
2023092402,2023-09-24,2,2,0,DET,ATL,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3,1680,0,0
2023092402,2023-09-24,2,2,0,DET,ATL,3,6,94,0,0,(2:00) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE SHORT LEFT TO 14-A.ST. BROWN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,3,1680,0,0
2023092402,2023-09-24,2,1,56,DET,ATL,4,6,94,0,0,"(1:56) 36-R.PATTERSON 24 YARD FIELD GOAL IS GOOD, CENTER-47-S.DALY, HOLDER-3-J.FOX.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,3,1684,0,0
