GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,CLE,TEN
2023092401,2023-09-24,2,14,14,CLE,TEN,0,0,100,1,0,TIMEOUT AT 14:14.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3,946,0,0
2023092401,2023-09-24,2,13,38,CLE,TEN,2,3,32,1,0,(13:38) 27-K.HUNT RIGHT GUARD TO CLE 36 FOR 4 YARDS (2-A.AL-SHAAIR; 50-J.GIBBENS).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,32,OWN,0,,0,,0,3,982,0,0
2023092401,2023-09-24,2,12,55,CLE,TEN,1,10,36,0,0,(12:55) (SHOTGUN) 4-D.WATSON PASS SHORT RIGHT TO 2-A.COOPER TO CLE 41 FOR 5 YARDS (0-S.MURPHY-BUNTING).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,3,1025,0,0
2023092401,2023-09-24,2,12,16,CLE,TEN,2,5,41,0,0,(12:16) 4-D.WATSON PASS INCOMPLETE DEEP LEFT.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,3,1064,0,0
2023092401,2023-09-24,2,12,8,CLE,TEN,3,5,41,0,0,"(12:08) (SHOTGUN) 4-D.WATSON PASS INCOMPLETE SHORT RIGHT TO 2-A.COOPER. PENALTY ON TEN-0-S.MURPHY-BUNTING, DEFENSIVE PASS INTERFERENCE, 8 YARDS, ENFORCED AT CLE 41 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,41,OWN,1,TEN,1,DEFENSIVE PASS INTERFERENCE,8,3,1072,0,0
2023092401,2023-09-24,2,12,5,CLE,TEN,1,10,49,0,0,"(12:05) (SHOTGUN) 4-D.WATSON SACKED AT CLE 43 FOR -6 YARDS (96-D.AUTRY). FUMBLES (96-D.AUTRY) [96-D.AUTRY], RECOVERED BY CLE-8-E.MOORE AT CLE 32. 8-E.MOORE TO CLE 33 FOR 1 YARD (24-E.MOLDEN).",0,2023,-6,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,1,0,0,0,,49,OWN,0,,0,,0,3,1075,0,0
2023092401,2023-09-24,2,11,15,CLE,TEN,2,26,33,0,0,"(11:15) (SHOTGUN) 4-D.WATSON PASS INCOMPLETE DEEP LEFT TO 2-A.COOPER. PENALTY ON TEN-26-K.FULTON, DEFENSIVE PASS INTERFERENCE, 37 YARDS, ENFORCED AT CLE 33 - NO PLAY. PENALTY ON TEN-49-A.KEY, ROUGHING THE PASSER, DECLINED.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,33,OWN,0,TEN,1,DEFENSIVE PASS INTERFERENCE,0,3,1125,0,0
2023092401,2023-09-24,2,11,9,CLE,TEN,1,10,70,0,0,(11:09) 4-D.WATSON PASS INCOMPLETE DEEP LEFT [50-J.GIBBENS].,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,3,1131,0,0
2023092401,2023-09-24,2,11,0,CLE,TEN,2,10,70,0,0,(11:00) (SHOTGUN) 4-D.WATSON PASS SHORT MIDDLE TO 8-E.MOORE TO TEN 21 FOR 9 YARDS (37-A.HOOKER).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,3,1140,0,0
2023092401,2023-09-24,2,10,27,CLE,TEN,3,1,79,0,0,(10:27) DIRECT SNAP TO 88-H.BRYANT.  88-H.BRYANT RIGHT GUARD TO TEN 19 FOR 2 YARDS (93-T.TART).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,,21,OPP,0,,0,,0,3,1173,0,0
2023092401,2023-09-24,2,9,44,CLE,TEN,1,10,81,1,0,"(9:44) (SHOTGUN) 4-D.WATSON PASS DEEP LEFT TO 34-J.FORD FOR 19 YARDS, TOUCHDOWN.",0,2023,19,SHOTGUN,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,0,0,,19,OPP,0,,0,,0,3,1216,0,0
2023092401,2023-09-24,2,9,39,TEN,CLE,0,0,65,1,0,"7-D.HOPKINS KICKS 66 YARDS FROM CLE 35 TO TEN -1. 32-T.SPEARS TO TEN 20 FOR 21 YARDS (6-J.OWUSU-KORAMOAH, 43-M.DIABATE).",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,3,1221,0,0
2023092401,2023-09-24,2,9,39,CLE,TEN,0,0,100,1,0,TIMEOUT AT 09:39.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3,1221,0,0
2023092401,2023-09-24,2,9,39,CLE,TEN,0,0,85,1,0,"7-D.HOPKINS EXTRA POINT IS GOOD, CENTER-47-C.HUGHLETT, HOLDER-13-C.BOJORQUEZ.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,3,1221,0,0
2023092401,2023-09-24,2,9,35,TEN,CLE,1,10,20,0,0,(9:35) 17-R.TANNEHILL PASS INCOMPLETE SHORT LEFT.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,3,1225,0,0
2023092401,2023-09-24,2,9,29,TEN,CLE,2,10,20,1,0,(9:29) (SHOTGUN) 17-R.TANNEHILL PASS SHORT RIGHT TO 10-D.HOPKINS TO TEN 37 FOR 17 YARDS (5-A.WALKER).,0,2023,17,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,3,1231,0,0
2023092401,2023-09-24,2,8,45,TEN,CLE,1,10,37,0,0,(8:45) (SHOTGUN) 32-T.SPEARS LEFT GUARD TO TEN 42 FOR 5 YARDS (26-R.MCLEOD).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,37,OWN,0,,0,,0,3,1275,0,0
2023092401,2023-09-24,2,8,7,TEN,CLE,2,5,42,0,0,(8:07) (SHOTGUN) 17-R.TANNEHILL PASS SHORT RIGHT TO 85-C.OKONKWO TO TEN 45 FOR 3 YARDS (22-G.DELPIT).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,3,1313,0,0
2023092401,2023-09-24,2,7,35,TEN,CLE,3,2,45,0,0,"(7:35) (SHOTGUN) 17-R.TANNEHILL PASS SHORT LEFT TO 16-T.BURKS PUSHED OB AT TEN 46 FOR 1 YARD (22-G.DELPIT). PENALTY ON TEN-71-A.DILLARD, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT TEN 45 - NO PLAY.",0,2023,1,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,45,OWN,1,TEN,1,OFFENSIVE HOLDING,10,3,1345,0,0
2023092401,2023-09-24,2,7,6,TEN,CLE,3,12,35,0,0,"(7:06) (SHOTGUN) PENALTY ON TEN-85-C.OKONKWO, FALSE START, 5 YARDS, ENFORCED AT TEN 35 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,35,OWN,1,TEN,1,FALSE START,5,3,1374,0,0
2023092401,2023-09-24,2,6,40,TEN,CLE,3,17,30,0,0,"(6:40) (SHOTGUN) PENALTY ON CLE-95-M.GARRETT, NEUTRAL ZONE INFRACTION, 5 YARDS, ENFORCED AT TEN 30 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,30,OWN,1,CLE,1,NEUTRAL ZONE INFRACTION,5,3,1400,0,0
2023092401,2023-09-24,2,6,19,TEN,CLE,3,12,35,0,0,"(6:19) (SHOTGUN) 17-R.TANNEHILL PASS INCOMPLETE DEEP LEFT TO 16-T.BURKS. PENALTY ON CLE-23-M.EMERSON, DEFENSIVE PASS INTERFERENCE, 26 YARDS, ENFORCED AT TEN 35 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,35,OWN,1,CLE,1,DEFENSIVE PASS INTERFERENCE,26,3,1421,0,0
2023092401,2023-09-24,2,6,14,TEN,CLE,1,10,61,0,0,(6:14) 22-D.HENRY LEFT TACKLE TO CLE 42 FOR -3 YARDS (6-J.OWUSU-KORAMOAH).,0,2023,-3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,39,OPP,0,,0,,0,3,1426,0,0
2023092401,2023-09-24,2,5,39,TEN,CLE,2,13,58,0,0,"(5:39) PENALTY ON CLE-96-J.ELLIOTT, ENCROACHMENT, 5 YARDS, ENFORCED AT CLE 42 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,42,OPP,1,CLE,1,ENCROACHMENT,5,3,1461,0,0
2023092401,2023-09-24,2,5,15,TEN,CLE,2,8,63,0,0,(5:15) 22-D.HENRY LEFT END TO CLE 40 FOR -3 YARDS (90-M.HURST).,0,2023,-3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,37,OPP,0,,0,,0,3,1485,0,0
2023092401,2023-09-24,2,4,31,TEN,CLE,3,11,60,0,0,(4:31) (SHOTGUN) 17-R.TANNEHILL SACKED AT CLE 48 FOR -8 YARDS (SACK SPLIT BY 54-O.OKORONKWO AND 95-M.GARRETT).,0,2023,-8,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,3,1529,0,0
2023092401,2023-09-24,2,3,57,TEN,CLE,4,19,52,0,0,"(3:57) 4-R.STONEHOUSE PUNTS 48 YARDS TO END ZONE, CENTER-46-M.COX, TOUCHBACK.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,3,1563,0,0
2023092401,2023-09-24,2,3,49,CLE,TEN,1,10,20,1,0,(3:49) (SHOTGUN) 4-D.WATSON PASS SHORT LEFT TO 34-J.FORD TO CLE 34 FOR 14 YARDS (37-A.HOOKER).,0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,3,1571,0,0
2023092401,2023-09-24,2,3,49,CLE,TEN,0,0,100,1,0,TIMEOUT AT 03:49.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3,1571,0,0
2023092401,2023-09-24,2,3,14,CLE,TEN,1,10,34,0,0,"(3:14) (SHOTGUN) 34-J.FORD LEFT TACKLE TO CLE 35 FOR 1 YARD (37-A.HOOKER, 49-A.KEY).",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,34,OWN,0,,0,,0,3,1606,0,0
