GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,PIT,LV
2023092412,2023-09-24,1,3,44,PIT,LV,3,8,27,1,0,(3:44) (SHOTGUN) 8-K.PICKETT PASS SHORT MIDDLE TO 14-G.PICKENS TO PIT 40 FOR 13 YARDS (41-R.SPILLANE) [90-J.TILLERY].,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,27,OWN,0,,0,,0,676,0,0
2023092412,2023-09-24,1,3,0,PIT,LV,1,10,40,0,0,"(3:00) (SHOTGUN) 22-N.HARRIS LEFT GUARD TO PIT 40 FOR NO GAIN (24-M.PETERS, 39-N.HOBBS).",0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,40,OWN,0,,0,,0,720,0,0
2023092412,2023-09-24,1,2,22,PIT,LV,2,10,40,0,0,(2:22) (SHOTGUN) 8-K.PICKETT PASS SHORT RIGHT TO 11-A.ROBINSON TO PIT 46 FOR 6 YARDS (24-M.PETERS).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,758,0,0
2023092412,2023-09-24,1,1,40,PIT,LV,3,4,46,0,0,(1:40) (SHOTGUN) 8-K.PICKETT SACKED AT PIT 39 FOR -7 YARDS (98-M.CROSBY).,0,2023,-7,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,800,0,0
2023092412,2023-09-24,1,1,1,PIT,LV,4,11,39,0,0,"(1:01) 6-P.HARVIN PUNTS 47 YARDS TO LV 14, CENTER-46-C.KUNTZ, DOWNED BY PIT-42-J.PIERRE.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,839,0,0
2023092412,2023-09-24,1,0,49,LV,PIT,1,10,14,0,0,(:49) (SHOTGUN) 8-J.JACOBS RIGHT GUARD TO LV 16 FOR 2 YARDS (93-M.ROBINSON).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,14,OWN,0,,0,,0,851,0,0
2023092412,2023-09-24,1,0,26,LV,PIT,2,8,16,0,0,(:26) 10-J.GAROPPOLO PASS SHORT LEFT TO 17-D.ADAMS PUSHED OB AT LV 23 FOR 7 YARDS (29-L.WALLACE).,0,2023,7,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,874,0,0
2023092412,2023-09-24,1,0,0,LV,PIT,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023092412,2023-09-24,2,15,0,LV,PIT,3,1,23,1,0,(15:00) (SHOTGUN) 10-J.GAROPPOLO PASS SHORT RIGHT TO 17-D.ADAMS PUSHED OB AT LV 29 FOR 6 YARDS (39-M.FITZPATRICK).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,900,0,0
2023092412,2023-09-24,2,14,28,LV,PIT,1,10,29,0,0,(14:28) (SHOTGUN) 8-J.JACOBS LEFT GUARD TO LV 35 FOR 6 YARDS (31-K.NEAL).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,29,OWN,0,,0,,0,932,0,0
2023092412,2023-09-24,2,13,55,LV,PIT,2,4,35,0,0,(13:55) 8-J.JACOBS UP THE MIDDLE TO LV 38 FOR 3 YARDS (93-M.ROBINSON).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,35,OWN,0,,0,,0,965,0,0
2023092412,2023-09-24,2,13,18,LV,PIT,3,1,38,1,0,(13:18) (SHOTGUN) 10-J.GAROPPOLO PASS DEEP MIDDLE TO 17-D.ADAMS TO PIT 43 FOR 19 YARDS (54-K.ALEXANDER).,0,2023,19,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,1002,0,0
2023092412,2023-09-24,2,12,33,LV,PIT,1,10,57,0,0,(12:33) (SHOTGUN) 10-J.GAROPPOLO PASS INCOMPLETE DEEP RIGHT TO 16-J.MEYERS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,43,OPP,0,,0,,0,1047,0,0
2023092412,2023-09-24,2,12,27,LV,PIT,2,10,57,0,0,(12:27) (SHOTGUN) 10-J.GAROPPOLO PASS SHORT MIDDLE INTENDED FOR 87-M.MAYER INTERCEPTED BY 29-L.WALLACE [90-T.WATT] AT PIT 31. 29-L.WALLACE TO PIT 31 FOR NO GAIN (87-M.MAYER).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,1,0,0,0,0,,43,OPP,0,,0,,0,1053,0,0
2023092412,2023-09-24,2,12,24,LV,PIT,0,0,100,1,0,TIMEOUT AT 12:24.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1056,0,0
2023092412,2023-09-24,2,12,24,PIT,LV,1,10,31,1,0,(12:24) (SHOTGUN) 8-K.PICKETT PASS SHORT LEFT TO 88-P.FREIERMUTH PUSHED OB AT PIT 45 FOR 14 YARDS (39-N.HOBBS).,0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,1056,0,0
2023092412,2023-09-24,2,11,47,PIT,LV,1,10,45,0,0,(11:47) (SHOTGUN) 8-K.PICKETT PASS SHORT LEFT TO 19-C.AUSTIN TO PIT 45 FOR NO GAIN (5-D.DEABLO).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,1093,0,0
2023092412,2023-09-24,2,11,8,PIT,LV,2,10,45,0,0,(11:08) 22-N.HARRIS LEFT GUARD TO LV 46 FOR 9 YARDS (41-R.SPILLANE).,0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,45,OWN,0,,0,,0,1132,0,0
2023092412,2023-09-24,2,10,30,PIT,LV,0,0,100,1,0,TIMEOUT #1 BY PIT AT 10:30.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1170,0,0
2023092412,2023-09-24,2,10,30,PIT,LV,3,1,54,0,0,"(10:30) 8-K.PICKETT UP THE MIDDLE TO LV 44 FOR 2 YARDS (41-R.SPILLANE). PENALTY ON LV-98-M.CROSBY, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT LV 44.",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,CENTER,46,OPP,1,LV,0,UNNECESSARY ROUGHNESS,15,1170,0,0
2023092412,2023-09-24,2,10,1,PIT,LV,1,10,71,0,0,(10:01) (SHOTGUN) 30-J.WARREN LEFT TACKLE TO LV 23 FOR 6 YARDS (5-D.DEABLO; 0-J.BENNETT).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,29,OPP,0,,0,,0,1199,0,0
2023092412,2023-09-24,2,9,23,PIT,LV,2,4,77,0,0,(9:23) 30-J.WARREN UP THE MIDDLE TO LV 25 FOR -2 YARDS (95-J.JENKINS).,0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,23,OPP,0,,0,,0,1237,0,0
2023092412,2023-09-24,2,8,42,PIT,LV,3,6,75,0,0,(8:42) (SHOTGUN) 8-K.PICKETT PASS INCOMPLETE SHORT LEFT TO 19-C.AUSTIN (39-N.HOBBS) [51-M.KOONCE].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,1278,0,0
2023092412,2023-09-24,2,8,37,PIT,LV,4,6,75,0,0,"(8:37) 9-C.BOSWELL 43 YARD FIELD GOAL IS GOOD, CENTER-46-C.KUNTZ, HOLDER-6-P.HARVIN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,1283,0,0
2023092412,2023-09-24,2,8,33,LV,PIT,0,0,100,1,0,TIMEOUT AT 08:33.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1287,0,0
2023092412,2023-09-24,2,8,33,LV,PIT,0,0,65,1,0,"9-C.BOSWELL KICKS 65 YARDS FROM PIT 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1287,0,0
2023092412,2023-09-24,2,8,33,LV,PIT,1,10,25,0,0,"(8:33) 8-J.JACOBS LEFT GUARD TO LV 24 FOR -1 YARDS (55-C.HOLCOMB, 31-K.NEAL).",0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0,1287,0,0
2023092412,2023-09-24,2,8,0,LV,PIT,2,11,24,0,0,(8:00) (SHOTGUN) 10-J.GAROPPOLO PASS INCOMPLETE DEEP LEFT TO 17-D.ADAMS (29-L.WALLACE).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,1320,0,0
