GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,BUF,WAS
2023092408,2023-09-24,1,3,25,BUF,WAS,1,10,28,0,0,"(3:25) (NO HUDDLE, SHOTGUN) 17-J.ALLEN PASS INCOMPLETE SHORT MIDDLE TO 4-J.COOK (93-J.ALLEN).",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,3,695,0,0
2023092408,2023-09-24,1,3,20,BUF,WAS,2,10,28,0,0,(3:20) 4-J.COOK RIGHT TACKLE TO BUF 30 FOR 2 YARDS (57-C.BARTON).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,28,OWN,0,,0,,0,3,700,0,0
2023092408,2023-09-24,1,2,41,BUF,WAS,3,8,30,0,0,(2:41) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE DEEP MIDDLE TO 14-S.DIGGS (35-P.BUTLER).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,3,739,0,0
2023092408,2023-09-24,1,2,35,BUF,WAS,4,8,30,0,0,"(2:35) 8-S.MARTIN PUNTS 70 YARDS TO END ZONE, CENTER-69-R.FERGUSON, TOUCHBACK.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,3,745,0,0
2023092408,2023-09-24,1,2,27,WAS,BUF,0,0,100,1,0,TIMEOUT AT 02:27.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3,753,0,0
2023092408,2023-09-24,1,2,27,WAS,BUF,1,10,20,0,0,(2:27) (SHOTGUN) 8-B.ROBINSON RIGHT GUARD TO WAS 21 FOR 1 YARD (92-D.JONES; 91-E.OLIVER).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,20,OWN,0,,0,,0,3,753,0,0
2023092408,2023-09-24,1,1,48,WAS,BUF,2,9,21,0,0,(1:48) (SHOTGUN) 14-S.HOWELL PASS INCOMPLETE SHORT LEFT TO 1-J.DOTSON.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,3,792,0,0
2023092408,2023-09-24,1,1,45,WAS,BUF,3,9,21,0,0,(1:45) (SHOTGUN) 14-S.HOWELL SACKED AT WAS 11 FOR -10 YARDS (43-T.BERNARD).,0,2023,-10,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,3,795,0,0
2023092408,2023-09-24,1,0,59,WAS,BUF,4,19,11,0,0,"(:59) 5-T.WAY PUNTS 57 YARDS TO BUF 32, CENTER-54-C.CHEESEMAN. 11-D.HARTY TO WAS 45 FOR 23 YARDS (39-J.REAVES). PENALTY ON WAS-51-D.MAYO, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT WAS 45.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,11,OWN,1,WAS,0,OFFENSIVE HOLDING,10,3,841,0,0
2023092408,2023-09-24,1,0,47,BUF,WAS,1,10,65,1,0,"(:47) (SHOTGUN) 17-J.ALLEN PASS DEEP LEFT TO 13-G.DAVIS FOR 35 YARDS, TOUCHDOWN.",0,2023,35,SHOTGUN,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,3,853,0,0
2023092408,2023-09-24,1,0,47,WAS,BUF,0,0,100,1,0,TIMEOUT AT 00:47.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3,853,0,0
2023092408,2023-09-24,1,0,41,WAS,BUF,0,0,65,1,0,"2-T.BASS KICKS 65 YARDS FROM BUF 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,3,859,0,0
2023092408,2023-09-24,1,0,41,WAS,BUF,0,0,100,1,0,TIMEOUT AT 00:41.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3,859,0,0
2023092408,2023-09-24,1,0,41,BUF,WAS,0,0,85,1,0,"2-T.BASS EXTRA POINT IS GOOD, CENTER-69-R.FERGUSON, HOLDER-8-S.MARTIN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,3,859,0,0
2023092408,2023-09-24,1,0,41,WAS,BUF,1,10,25,1,0,(:41) (SHOTGUN) 14-S.HOWELL PASS DEEP LEFT TO 4-C.SAMUEL TO BUF 38 FOR 37 YARDS (47-C.BENFORD).,0,2023,37,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,3,859,0,0
2023092408,2023-09-24,1,0,0,WAS,BUF,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3,900,0,0
2023092408,2023-09-24,2,15,0,WAS,BUF,1,10,62,0,0,"(15:00) (SHOTGUN) 4-C.SAMUEL LEFT TACKLE TO BUF 38 FOR NO GAIN (43-T.BERNARD). PENALTY ON BUF-97-J.PHILLIPS, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT BUF 38 - NO PLAY.",0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT TACKLE,38,OPP,1,BUF,1,DEFENSIVE HOLDING,5,3,900,0,0
2023092408,2023-09-24,2,14,40,WAS,BUF,1,10,67,0,0,(14:40) (SHOTGUN) 14-S.HOWELL PASS SHORT RIGHT TO 17-T.MCLAURIN RAN OB AT BUF 24 FOR 9 YARDS.,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,3,920,0,0
2023092408,2023-09-24,2,14,5,WAS,BUF,2,1,76,1,0,(14:05) (SHOTGUN) 14-S.HOWELL SCRAMBLES UP THE MIDDLE TO BUF 6 FOR 18 YARDS (99-T.SETTLE; 58-M.MILANO).,0,2023,18,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,3,955,0,0
2023092408,2023-09-24,2,13,15,WAS,BUF,1,6,94,0,0,(13:15) (SHOTGUN) 14-S.HOWELL PASS INCOMPLETE SHORT MIDDLE TO 85-C.TURNER.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,3,1005,0,0
2023092408,2023-09-24,2,13,11,WAS,BUF,2,6,94,0,0,(13:11) (SHOTGUN) 14-S.HOWELL PASS SHORT RIGHT TO 85-C.TURNER TO BUF 1 FOR 5 YARDS (43-T.BERNARD).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,3,1009,0,0
2023092408,2023-09-24,2,12,29,WAS,BUF,3,1,99,0,0,"(12:29) (SHOTGUN) 8-B.ROBINSON RIGHT TACKLE TO BUF 2 FOR -1 YARDS (91-E.OLIVER, 58-M.MILANO).",0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1,OPP,0,,0,,0,3,1051,0,0
2023092408,2023-09-24,2,11,46,WAS,BUF,4,2,98,0,0,(11:46) 14-S.HOWELL PASS INCOMPLETE SHORT MIDDLE TO 85-C.TURNER.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,2,OPP,0,,0,,0,3,1094,0,0
2023092408,2023-09-24,2,11,42,BUF,WAS,1,10,2,0,0,(11:42) 76-D.EDWARDS REPORTED IN AS ELIGIBLE.  22-D.HARRIS RIGHT TACKLE TO BUF 4 FOR 2 YARDS (91-J.RIDGEWAY).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,2,OWN,0,,0,,0,3,1098,0,0
2023092408,2023-09-24,2,11,42,WAS,BUF,0,0,100,1,0,TIMEOUT AT 11:42.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3,1098,0,0
2023092408,2023-09-24,2,11,4,BUF,WAS,2,8,4,0,0,(11:04) 22-D.HARRIS LEFT END TO BUF 8 FOR 4 YARDS (29-K.FULLER; 93-J.ALLEN).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,4,OWN,0,,0,,0,3,1136,0,0
2023092408,2023-09-24,2,10,23,BUF,WAS,3,4,8,1,0,(10:23) (SHOTGUN) 17-J.ALLEN PASS SHORT RIGHT TO 10-K.SHAKIR RAN OB AT BUF 13 FOR 5 YARDS (25-B.ST-JUSTE).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,8,OWN,0,,0,,0,3,1177,0,0
2023092408,2023-09-24,2,9,37,BUF,WAS,1,10,13,0,0,"(9:37) 76-D.EDWARDS REPORTED IN AS ELIGIBLE.  17-J.ALLEN SCRAMBLES UP THE MIDDLE TO BUF 16 FOR 3 YARDS (57-C.BARTON). PENALTY ON BUF-86-D.KINCAID, ILLEGAL SHIFT, 5 YARDS, ENFORCED AT BUF 13 - NO PLAY.",0,2023,3,UNDER CENTER,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,13,OWN,1,BUF,1,ILLEGAL SHIFT,5,3,1223,0,0
2023092408,2023-09-24,2,9,10,BUF,WAS,1,15,8,0,0,(9:10) (SHOTGUN) 4-J.COOK RIGHT GUARD TO BUF 11 FOR 3 YARDS (52-J.DAVIS).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,8,OWN,0,,0,,0,3,1250,0,0
2023092408,2023-09-24,2,8,29,BUF,WAS,2,12,11,1,0,(8:29) (SHOTGUN) 17-J.ALLEN SCRAMBLES UP THE MIDDLE TO BUF 34 FOR 23 YARDS (57-C.BARTON).,0,2023,23,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,11,OWN,0,,0,,0,3,1291,0,0
2023092408,2023-09-24,2,7,48,BUF,WAS,1,10,34,0,0,"(7:48) 4-J.COOK LEFT END TO BUF 36 FOR 2 YARDS (52-J.DAVIS, 57-C.BARTON).",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,34,OWN,0,,0,,0,3,1332,0,0
2023092408,2023-09-24,2,7,4,BUF,WAS,2,8,36,0,0,(7:04) 76-D.EDWARDS REPORTED IN AS ELIGIBLE.  17-J.ALLEN PASS INCOMPLETE DEEP RIGHT TO 16-T.SHERFIELD (29-K.FULLER).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,3,1376,0,0
2023092408,2023-09-24,2,6,57,BUF,WAS,3,8,36,1,0,"(6:57) (SHOTGUN) 17-J.ALLEN PASS SHORT MIDDLE TO 14-S.DIGGS TO WAS 45 FOR 19 YARDS (22-D.FORREST, 29-K.FULLER). BUF-14-S.DIGGS WAS INJURED DURING THE PLAY.",0,2023,19,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,3,1383,0,0
2023092408,2023-09-24,2,6,57,BUF,WAS,0,0,100,1,0,TIMEOUT #1 BY WAS AT 06:57.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3,1383,0,0
2023092408,2023-09-24,2,6,29,BUF,WAS,0,0,100,1,0,TIMEOUT AT 06:29.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3,1411,0,0
2023092408,2023-09-24,2,6,24,BUF,WAS,1,10,55,0,0,(6:24) 11-D.HARTY RIGHT END PUSHED OB AT WAS 44 FOR 1 YARD (25-B.ST-JUSTE).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,45,OPP,0,,0,,0,3,1416,0,0
2023092408,2023-09-24,2,5,51,BUF,WAS,2,9,56,0,0,"(5:51) (NO HUDDLE, SHOTGUN) 17-J.ALLEN PASS SHORT MIDDLE TO 11-D.HARTY TO WAS 37 FOR 7 YARDS (31-K.CURL).",0,2023,7,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,3,1449,0,0
2023092408,2023-09-24,2,5,9,BUF,WAS,3,2,63,1,0,(5:09) (SHOTGUN) 22-D.HARRIS LEFT TACKLE TO WAS 30 FOR 7 YARDS (57-C.BARTON).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,37,OPP,0,,0,,0,3,1491,0,0
2023092408,2023-09-24,2,4,28,BUF,WAS,1,10,70,0,0,"(4:28) 17-J.ALLEN SACKED AT WAS 33 FOR -3 YARDS (90-M.SWEAT). PENALTY ON BUF-86-D.KINCAID, TRIPPING, 15 YARDS, ENFORCED AT WAS 30 - NO PLAY.",0,2023,-3,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,0,1,0,0,,30,OPP,1,BUF,1,TRIPPING,15,3,1532,0,0
2023092408,2023-09-24,2,4,2,BUF,WAS,1,25,55,0,0,(4:02) (SHOTGUN) 17-J.ALLEN PASS SHORT LEFT TO 14-S.DIGGS TO WAS 36 FOR 9 YARDS (25-B.ST-JUSTE; 52-J.DAVIS).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,3,1558,0,0
2023092408,2023-09-24,2,3,17,BUF,WAS,2,16,64,0,0,"(3:17) (SHOTGUN) PENALTY ON BUF-60-M.MORSE, FALSE START, 5 YARDS, ENFORCED AT WAS 36 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,36,OPP,1,BUF,1,FALSE START,5,3,1603,0,0
2023092408,2023-09-24,2,2,55,BUF,WAS,2,21,59,0,0,(2:55) (SHOTGUN) 17-J.ALLEN PASS SHORT MIDDLE TO 16-T.SHERFIELD TO WAS 32 FOR 9 YARDS (25-B.ST-JUSTE).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,3,1625,0,0
2023092408,2023-09-24,2,2,11,BUF,WAS,3,12,68,0,0,(2:11) (SHOTGUN) 17-J.ALLEN PASS SHORT RIGHT TO 14-S.DIGGS TO WAS 36 FOR -4 YARDS (99-C.YOUNG).,0,2023,-4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,3,1669,0,0
2023092408,2023-09-24,2,2,0,BUF,WAS,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3,1680,0,0
2023092408,2023-09-24,2,2,0,BUF,WAS,4,16,64,0,0,"(2:00) 2-T.BASS 54 YARD FIELD GOAL IS GOOD, CENTER-69-R.FERGUSON, HOLDER-8-S.MARTIN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,36,OPP,0,,0,,0,3,1680,0,0
2023092408,2023-09-24,2,1,55,WAS,BUF,0,0,65,1,0,"2-T.BASS KICKS 65 YARDS FROM BUF 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,3,1685,0,0
2023092408,2023-09-24,2,1,55,WAS,BUF,1,10,25,0,0,(1:55) (SHOTGUN) 14-S.HOWELL PASS SHORT RIGHT TO 17-T.MCLAURIN TO WAS 29 FOR 4 YARDS (7-TA.JOHNSON).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,3,1685,0,0
