GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,NO,GB
2023092403,2023-09-24,1,10,23,NO,GB,1,10,60,0,0,"(10:23) (SHOTGUN) 25-K.MILLER RIGHT GUARD TO GB 39 FOR 1 YARD (26-D.SAVAGE, 7-Q.WALKER).",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,40,OPP,0,,0,,0,3,277,0,0
2023092403,2023-09-24,1,9,52,NO,GB,2,9,61,1,0,(9:52) (SHOTGUN) 4-D.CARR PASS SHORT LEFT TO 12-C.OLAVE TO GB 27 FOR 12 YARDS (20-R.FORD; 47-J.HOLLINS).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,3,308,0,0
2023092403,2023-09-24,1,9,18,NO,GB,1,10,73,0,0,(9:18) 75-A.PEAT REPORTED IN AS ELIGIBLE.  7-T.HILL RIGHT TACKLE TO GB 28 FOR -1 YARDS (55-K.ENAGBARE).,0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,27,OPP,0,,0,,0,3,342,0,0
2023092403,2023-09-24,1,8,44,NO,GB,2,11,72,0,0,(8:44) (SHOTGUN) 25-K.MILLER UP THE MIDDLE TO GB 23 FOR 5 YARDS (7-Q.WALKER).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,28,OPP,0,,0,,0,3,376,0,0
2023092403,2023-09-24,1,8,3,NO,GB,3,6,77,1,0,(8:03) (SHOTGUN) 4-D.CARR PASS SHORT LEFT TO 34-T.JONES RAN OB AT GB 13 FOR 10 YARDS (29-R.DOUGLAS) [52-R.GARY].,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,3,417,0,0
2023092403,2023-09-24,1,7,25,NO,GB,1,10,87,0,0,"(7:25) (SHOTGUN) 7-T.HILL UP THE MIDDLE TO GB 8 FOR 5 YARDS (59-D.CAMPBELL, 7-Q.WALKER).",0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,13,OPP,0,,0,,0,3,455,0,0
2023092403,2023-09-24,1,6,48,NO,GB,2,5,92,0,0,(6:48) (SHOTGUN) 4-D.CARR PASS INCOMPLETE SHORT LEFT TO 18-K.KIRKWOOD.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,3,492,0,0
2023092403,2023-09-24,1,6,44,NO,GB,3,5,92,1,0,"(6:44) (SHOTGUN) 4-D.CARR PASS SHORT LEFT TO 80-J.GRAHAM FOR 8 YARDS, TOUCHDOWN.",0,2023,8,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,3,496,0,0
2023092403,2023-09-24,1,6,40,NO,GB,0,0,85,1,0,"19-B.GRUPE EXTRA POINT IS GOOD, CENTER-49-Z.WOOD, HOLDER-39-L.HEDLEY.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,3,500,0,0
2023092403,2023-09-24,1,6,40,GB,NO,0,0,65,1,0,"19-B.GRUPE KICKS 65 YARDS FROM NO 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,3,500,0,0
2023092403,2023-09-24,1,6,40,GB,NO,0,0,100,1,0,TIMEOUT AT 06:40.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3,500,0,0
2023092403,2023-09-24,1,6,40,GB,NO,1,10,25,1,0,(6:40) 10-J.LOVE PASS SHORT RIGHT TO 87-R.DOUBS PUSHED OB AT GB 38 FOR 13 YARDS (23-M.LATTIMORE).,0,2023,13,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,3,500,0,0
2023092403,2023-09-24,1,6,2,GB,NO,1,10,38,0,0,(6:02) 10-J.LOVE PASS INCOMPLETE SHORT RIGHT [56-D.DAVIS].,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,3,538,0,0
2023092403,2023-09-24,1,5,56,GB,NO,2,10,38,0,0,(5:56) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE DEEP MIDDLE TO 88-L.MUSGRAVE.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,3,544,0,0
2023092403,2023-09-24,1,5,51,GB,NO,3,10,38,1,0,"(5:51) (SHOTGUN) 28-A.DILLON LEFT END PUSHED OB AT NO 48 FOR 14 YARDS (20-P.WERNER, 28-L.JOHNSON).",0,2023,14,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,38,OWN,0,,0,,0,3,549,0,0
2023092403,2023-09-24,1,5,10,GB,NO,1,10,52,0,0,(5:10) 28-A.DILLON LEFT TACKLE TO NO 41 FOR 7 YARDS (32-T.MATHIEU; 20-P.WERNER).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,48,OPP,0,,0,,0,3,590,0,0
2023092403,2023-09-24,1,4,29,GB,NO,2,3,59,0,0,(4:29) (SHOTGUN) 28-A.DILLON UP THE MIDDLE TO NO 43 FOR -2 YARDS (97-M.ROACH).,0,2023,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,41,OPP,0,,0,,0,3,631,0,0
2023092403,2023-09-24,1,3,49,GB,NO,3,5,57,0,0,"(3:49) (SHOTGUN) PENALTY ON GB-50-Z.TOM, FALSE START, 5 YARDS, ENFORCED AT NO 43 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,43,OPP,1,GB,1,FALSE START,5,3,671,0,0
2023092403,2023-09-24,1,3,25,GB,NO,3,10,52,0,0,(3:25) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE SHORT LEFT TO 87-R.DOUBS (90-B.BRESEE).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,3,695,0,0
2023092403,2023-09-24,1,3,19,GB,NO,4,10,52,0,0,"(3:19) 19-D.WHELAN PUNTS 38 YARDS TO NO 10, CENTER-42-M.ORZECH, FAIR CATCH BY 22-R.SHAHEED.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,3,701,0,0
2023092403,2023-09-24,1,3,12,NO,GB,1,10,10,0,0,(3:12) 25-K.MILLER LEFT GUARD TO NO 10 FOR NO GAIN (55-K.ENAGBARE).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,10,OWN,0,,0,,0,3,708,0,0
2023092403,2023-09-24,1,3,12,GB,NO,0,0,100,1,0,TIMEOUT AT 03:12.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3,708,0,0
2023092403,2023-09-24,1,2,38,NO,GB,2,10,10,0,0,(2:38) (SHOTGUN) 4-D.CARR PASS SHORT LEFT TO 83-J.JOHNSON PUSHED OB AT NO 17 FOR 7 YARDS (58-I.MCDUFFIE).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,10,OWN,0,,0,,0,3,742,0,0
2023092403,2023-09-24,1,2,4,NO,GB,3,3,17,1,0,(2:04) (SHOTGUN) 4-D.CARR PASS SHORT LEFT TO 12-C.OLAVE TO NO 21 FOR 4 YARDS (45-ER.WILSON).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,3,776,0,0
2023092403,2023-09-24,1,1,28,NO,GB,1,10,21,0,0,(1:28) 75-A.PEAT REPORTED IN AS ELIGIBLE.  4-D.CARR PASS SHORT LEFT TO 34-T.JONES TO NO 25 FOR 4 YARDS (58-I.MCDUFFIE).,0,2023,4,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,3,812,0,0
2023092403,2023-09-24,1,0,51,NO,GB,2,6,25,0,0,"(:51) 25-K.MILLER RIGHT TACKLE TO NO 31 FOR 6 YARDS (58-I.MCDUFFIE). PENALTY ON NO-74-J.HURST, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT NO 25 - NO PLAY.",0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT TACKLE,25,OWN,1,NO,1,OFFENSIVE HOLDING,10,3,849,0,0
2023092403,2023-09-24,1,0,21,NO,GB,2,16,15,0,0,(:21) 4-D.CARR PASS SHORT RIGHT TO 34-T.JONES TO NO 22 FOR 7 YARDS (26-D.SAVAGE).,0,2023,7,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,15,OWN,0,,0,,0,3,879,0,0
2023092403,2023-09-24,2,15,0,NO,GB,3,9,22,0,0,(15:00) (SHOTGUN) 4-D.CARR SACKED AT NO 17 FOR -5 YARDS (52-R.GARY).,0,2023,-5,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,22,OWN,0,,0,,0,3,900,0,0
2023092403,2023-09-24,1,0,0,NO,GB,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3,900,0,0
2023092403,2023-09-24,2,14,28,NO,GB,4,14,17,0,0,"(14:28) 39-L.HEDLEY PUNTS 49 YARDS TO GB 34, CENTER-49-Z.WOOD. 11-J.REED PUSHED OB AT GB 38 FOR 4 YARDS (45-N.SEWELL). PENALTY ON GB-34-J.OWENS, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT GB 36.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,17,OWN,1,GB,0,OFFENSIVE HOLDING,10,3,932,0,0
2023092403,2023-09-24,2,14,18,GB,NO,1,10,26,0,0,(14:18) (SHOTGUN) 31-EM.WILSON LEFT END TO GB 30 FOR 4 YARDS (96-C.GRANDERSON).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,26,OWN,0,,0,,0,3,942,0,0
2023092403,2023-09-24,2,13,39,GB,NO,2,6,30,0,0,(13:39) (SHOTGUN) 31-EM.WILSON LEFT TACKLE TO GB 32 FOR 2 YARDS (96-C.GRANDERSON; 56-D.DAVIS).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,30,OWN,0,,0,,0,3,981,0,0
2023092403,2023-09-24,2,12,52,GB,NO,3,4,32,1,0,"(12:52) (SHOTGUN) 10-J.LOVE PASS SHORT LEFT TO 88-L.MUSGRAVE TO GB 41 FOR 9 YARDS (32-T.MATHIEU, 23-M.LATTIMORE).",0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,3,1028,0,0
2023092403,2023-09-24,2,12,10,GB,NO,1,10,41,0,0,(12:10) (SHOTGUN) 10-J.LOVE SCRAMBLES RIGHT END TO GB 46 FOR 5 YARDS (56-D.DAVIS).,0,2023,5,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,3,1070,0,0
2023092403,2023-09-24,2,11,27,GB,NO,2,5,46,0,0,"(11:27) 31-EM.WILSON LEFT END PUSHED OB AT NO 45 FOR 9 YARDS (56-D.DAVIS). PENALTY ON GB-11-J.REED, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT GB 46 - NO PLAY.",0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,46,OWN,1,GB,1,OFFENSIVE HOLDING,10,3,1113,0,0
2023092403,2023-09-24,2,10,58,GB,NO,2,15,36,0,0,(10:58) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE SHORT LEFT TO 18-M.HEATH (1-A.TAYLOR).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,3,1142,0,0
2023092403,2023-09-24,2,10,54,GB,NO,3,15,36,0,0,(10:54) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE DEEP LEFT TO 83-S.TOURE (23-M.LATTIMORE).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,3,1146,0,0
2023092403,2023-09-24,2,10,47,GB,NO,4,15,36,0,0,"(10:47) 19-D.WHELAN PUNTS 40 YARDS TO NO 24, CENTER-42-M.ORZECH. 22-R.SHAHEED FOR 76 YARDS, TOUCHDOWN.",0,2023,0,PUNT,PUNT,0,0,0,1,,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,3,1153,0,0
2023092403,2023-09-24,2,10,30,GB,NO,0,0,65,1,0,19-B.GRUPE KICKS 71 YARDS FROM NO 35 TO GB -6. 25-K.NIXON TO GB 18 FOR 24 YARDS (27-I.YIADOM).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,3,1170,0,0
2023092403,2023-09-24,2,10,30,GB,NO,0,0,15,1,0,"19-B.GRUPE EXTRA POINT IS GOOD, CENTER-49-Z.WOOD, HOLDER-39-L.HEDLEY.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OWN,0,,0,,0,3,1170,0,0
2023092403,2023-09-24,2,10,30,GB,NO,0,0,100,1,0,TIMEOUT AT 10:30.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3,1170,0,0
2023092403,2023-09-24,2,10,25,GB,NO,1,10,18,0,0,(10:25) (SHOTGUN) 10-J.LOVE PASS SHORT LEFT TO 88-L.MUSGRAVE PUSHED OB AT GB 26 FOR 8 YARDS (20-P.WERNER).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,18,OWN,0,,0,,0,3,1175,0,0
2023092403,2023-09-24,2,9,50,GB,NO,2,2,26,1,0,(9:50) 10-J.LOVE PASS SHORT LEFT TO 13-D.WICKS TO GB 44 FOR 18 YARDS (1-A.TAYLOR).,0,2023,18,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,3,1210,0,0
2023092403,2023-09-24,2,9,8,GB,NO,1,10,44,1,0,(9:08) 25-K.NIXON RIGHT END TO NO 45 FOR 11 YARDS (23-M.LATTIMORE; 31-J.HOWDEN).,0,2023,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,44,OWN,0,,0,,0,3,1252,0,0
2023092403,2023-09-24,2,8,11,GB,NO,1,10,55,0,0,(8:11) 10-J.LOVE PASS INCOMPLETE DEEP MIDDLE TO 83-S.TOURE (32-T.MATHIEU).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,3,1309,0,0
2023092403,2023-09-24,2,8,5,GB,NO,2,10,55,0,0,"(8:05) (SHOTGUN) 10-J.LOVE PASS SHORT LEFT TO 11-J.REED TO NO 48 FOR -3 YARDS (1-A.TAYLOR). PENALTY ON NO-90-B.BRESEE, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT NO 45 - NO PLAY.",0,2023,-3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,45,OPP,1,NO,1,DEFENSIVE HOLDING,5,3,1315,0,0
2023092403,2023-09-24,2,7,41,GB,NO,1,10,60,0,0,(7:41) (SHOTGUN) 28-A.DILLON LEFT TACKLE TO NO 35 FOR 5 YARDS (56-D.DAVIS; 96-C.GRANDERSON).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,40,OPP,0,,0,,0,3,1339,0,0
2023092403,2023-09-24,2,6,55,GB,NO,2,5,65,0,0,(6:55) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE SHORT RIGHT TO 87-R.DOUBS (1-A.TAYLOR).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,3,1385,0,0
2023092403,2023-09-24,2,6,51,GB,NO,3,5,65,0,0,"(6:51) (SHOTGUN) 27-P.TAYLOR LEFT GUARD TO NO 32 FOR 3 YARDS (92-T.KPASSAGNON). PENALTY ON GB, ILLEGAL FORMATION, 5 YARDS, ENFORCED AT NO 35 - NO PLAY.",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT GUARD,35,OPP,1,GB,1,ILLEGAL FORMATION,5,3,1389,0,0
2023092403,2023-09-24,2,6,23,GB,NO,3,10,60,1,0,(6:23) (SHOTGUN) 10-J.LOVE PASS SHORT LEFT TO 13-D.WICKS RAN OB AT NO 29 FOR 11 YARDS.,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,3,1417,0,0
2023092403,2023-09-24,2,5,47,GB,NO,1,10,71,0,0,(5:47) (SHOTGUN) 28-A.DILLON UP THE MIDDLE TO NO 27 FOR 2 YARDS (99-K.SAUNDERS; 93-N.SHEPHERD).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,29,OPP,0,,0,,0,3,1453,0,0
2023092403,2023-09-24,2,5,5,GB,NO,2,8,73,0,0,(5:05) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE DEEP RIGHT TO 87-R.DOUBS (1-A.TAYLOR) [99-K.SAUNDERS].,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,3,1495,0,0
2023092403,2023-09-24,2,4,59,GB,NO,3,8,73,0,0,(4:59) (SHOTGUN) 10-J.LOVE SACKED AT NO 41 FOR -14 YARDS (1-A.TAYLOR).,0,2023,-14,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,3,1501,0,0
2023092403,2023-09-24,2,4,39,GB,NO,0,0,100,1,0,TIMEOUT AT 04:39.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3,1521,0,0
2023092403,2023-09-24,2,4,36,GB,NO,4,22,59,0,0,"(4:36) 19-D.WHELAN PUNTS 30 YARDS TO NO 11, CENTER-42-M.ORZECH, FAIR CATCH BY 22-R.SHAHEED.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,3,1524,0,0
2023092403,2023-09-24,2,4,30,NO,GB,1,10,11,1,0,(4:30) 67-L.YOUNG REPORTED IN AS ELIGIBLE.  34-T.JONES LEFT END PUSHED OB AT NO 30 FOR 19 YARDS (20-R.FORD).,0,2023,19,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,11,OWN,0,,0,,0,3,1530,0,0
2023092403,2023-09-24,2,3,54,NO,GB,1,10,30,0,0,(3:54) 4-D.CARR PASS INCOMPLETE DEEP RIGHT TO 22-R.SHAHEED (20-R.FORD).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,3,1566,0,0
2023092403,2023-09-24,2,3,43,NO,GB,2,10,30,1,0,(3:43) (SHOTGUN) 25-K.MILLER RIGHT END TO NO 40 FOR 10 YARDS (55-K.ENAGBARE).,0,2023,10,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,30,OWN,0,,0,,0,3,1577,0,0
2023092403,2023-09-24,2,3,0,NO,GB,1,10,40,0,0,(3:00) (SHOTGUN) 4-D.CARR PASS SHORT LEFT TO 7-T.HILL PUSHED OB AT NO 49 FOR 9 YARDS (7-Q.WALKER).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,3,1620,0,0
2023092403,2023-09-24,2,2,31,NO,GB,2,1,49,1,0,(2:31) 25-K.MILLER RIGHT END PUSHED OB AT GB 45 FOR 6 YARDS (26-D.SAVAGE).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,49,OWN,0,,0,,0,3,1649,0,0
2023092403,2023-09-24,2,2,0,NO,GB,1,10,55,0,0,(2:00) (SHOTGUN) 25-K.MILLER LEFT END TO GB 44 FOR 1 YARD (90-L.VAN NESS).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,45,OPP,0,,0,,0,3,1680,0,0
