GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,WAS,NE
2023110506,2023-11-05,2,12,0,NE,WAS,2,10,25,0,0,"(12:00) (NO HUDDLE, SHOTGUN) 10-M.JONES PASS SHORT LEFT TO 81-D.DOUGLAS TO NE 31 FOR 6 YARDS (51-D.MAYO).",0,2023,6,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,9,1080,0,0
2023110506,2023-11-05,2,11,28,NE,WAS,3,4,31,0,0,"(11:28) (NO HUDDLE, SHOTGUN) 10-M.JONES PASS INCOMPLETE SHORT MIDDLE TO 11-T.THORNTON (13-E.FORBES).",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,9,1112,0,0
2023110506,2023-11-05,2,11,24,NE,WAS,4,4,31,0,0,"(11:24) 17-B.BARINGER PUNTS 52 YARDS TO WAS 17, CENTER-49-J.CARDONA. 83-J.CROWDER TO WAS 14 FOR -3 YARDS (30-M.MAPU).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,9,1116,0,0
2023110506,2023-11-05,2,11,12,NE,WAS,0,0,100,1,0,TIMEOUT AT 11:12.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,9,1128,0,0
2023110506,2023-11-05,2,11,12,WAS,NE,1,10,14,0,0,(11:12) 8-B.ROBINSON LEFT GUARD TO WAS 16 FOR 2 YARDS (5-J.PEPPERS).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,14,OWN,0,,0,,0,9,1128,0,0
2023110506,2023-11-05,2,10,32,WAS,NE,2,8,16,0,0,"(10:32) (SHOTGUN) 8-B.ROBINSON LEFT GUARD TO WAS 23 FOR 7 YARDS (48-JA.TAVAI; 92-D.GODCHAUX). FUMBLES (48-JA.TAVAI), RECOVERED BY NE-92-D.GODCHAUX AT WAS 25.",0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,1,0,0,0,LEFT GUARD,16,OWN,0,,0,,0,9,1168,0,0
2023110506,2023-11-05,2,10,25,NE,WAS,1,10,75,0,0,(10:25) (SHOTGUN) 15-E.ELLIOTT LEFT END TO WAS 17 FOR 8 YARDS (31-K.CURL).,0,2023,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,25,OPP,0,,0,,0,9,1175,0,0
2023110506,2023-11-05,2,10,1,NE,WAS,2,2,83,1,0,"(10:01) (NO HUDDLE, SHOTGUN) 15-E.ELLIOTT RIGHT GUARD TO WAS 14 FOR 3 YARDS (94-D.PAYNE; 47-K.HUDSON).",0,2023,3,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,17,OPP,0,,0,,0,9,1199,0,0
2023110506,2023-11-05,2,9,31,NE,WAS,1,10,86,1,0,"(9:31) (NO HUDDLE) 10-M.JONES PASS SHORT RIGHT TO 85-H.HENRY FOR 14 YARDS, TOUCHDOWN.",0,2023,14,NO HUDDLE,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,9,1229,0,0
2023110506,2023-11-05,2,9,26,NE,WAS,0,0,85,1,0,"37-C.RYLAND EXTRA POINT IS GOOD, CENTER-49-J.CARDONA, HOLDER-17-B.BARINGER.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,9,1234,0,0
