GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,CLE,ARI
2023110503,2023-11-05,1,9,27,CLE,ARI,1,20,26,0,0,(9:27) (SHOTGUN) 4-D.WATSON PASS INCOMPLETE SHORT LEFT TO 85-D.NJOKU.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,333,0,0
2023110503,2023-11-05,1,9,27,CLE,ARI,0,0,100,1,0,TIMEOUT #1 BY CLE AT 09:27.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,333,0,0
2023110503,2023-11-05,1,9,23,CLE,ARI,2,20,26,0,0,(9:23) (SHOTGUN) 4-D.WATSON PASS INCOMPLETE SHORT LEFT TO 27-K.HUNT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,337,0,0
2023110503,2023-11-05,1,9,18,CLE,ARI,3,20,26,0,0,(9:18) (SHOTGUN) 4-D.WATSON PASS SHORT LEFT TO 85-D.NJOKU TO CLE 41 FOR 15 YARDS (34-J.THOMPSON).,0,2023,15,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,342,0,0
2023110503,2023-11-05,1,8,34,CLE,ARI,4,5,41,0,0,"(8:34) 13-C.BOJORQUEZ PUNTS 44 YARDS TO ARI 15, CENTER-47-C.HUGHLETT. 83-G.DORTCH TO ARI 19 FOR 4 YARDS (20-P.STRONG).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,386,0,0
2023110503,2023-11-05,1,8,24,CLE,ARI,0,0,100,1,0,TIMEOUT AT 08:24.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,396,0,0
2023110503,2023-11-05,1,8,24,ARI,CLE,1,10,19,0,0,(8:24) 15-C.TUNE SCRAMBLES RIGHT END RAN OB AT ARI 21 FOR 2 YARDS (22-G.DELPIT).,0,2023,2,UNDER CENTER,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,19,OWN,0,,0,,0,396,0,0
2023110503,2023-11-05,1,7,51,ARI,CLE,2,8,21,0,0,(7:51) (SHOTGUN) 4-R.MOORE UP THE MIDDLE TO ARI 17 FOR -4 YARDS (93-S.HARRIS).,0,2023,-4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,21,OWN,0,,0,,0,429,0,0
2023110503,2023-11-05,1,7,16,ARI,CLE,3,12,17,0,0,(7:16) (SHOTGUN) 15-C.TUNE PASS INCOMPLETE SHORT LEFT TO 37-T.JONES.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,464,0,0
2023110503,2023-11-05,1,7,12,ARI,CLE,4,12,17,0,0,"(7:12) 12-B.GILLIKIN PUNTS 44 YARDS TO CLE 39, CENTER-46-A.BREWER. 11-J.PROCHE TO CLE 44 FOR 5 YARDS (32-J.BLOUNT).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,468,0,0
2023110503,2023-11-05,1,7,5,CLE,ARI,1,10,44,0,0,(7:05) 20-P.STRONG RIGHT END TO CLE 48 FOR 4 YARDS (95-L.FOTU; 25-Z.COLLINS).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,44,OWN,0,,0,,0,475,0,0
2023110503,2023-11-05,1,7,5,CLE,ARI,0,0,100,1,0,TIMEOUT AT 07:05.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,475,0,0
2023110503,2023-11-05,1,6,26,CLE,ARI,2,6,48,1,0,(6:26) (SHOTGUN) 34-J.FORD RIGHT GUARD TO ARI 43 FOR 9 YARDS (18-B.OJULARI).,0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,48,OWN,0,,0,,0,514,0,0
2023110503,2023-11-05,1,5,48,CLE,ARI,1,10,57,0,0,(5:48) (SHOTGUN) 4-D.WATSON PASS SHORT RIGHT TO 2-A.COOPER TO ARI 40 FOR 3 YARDS (24-S.THOMAS).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,43,OPP,0,,0,,0,552,0,0
2023110503,2023-11-05,1,5,15,CLE,ARI,2,7,60,0,0,(5:15) (SHOTGUN) 4-D.WATSON PASS SHORT RIGHT TO 85-D.NJOKU TO ARI 38 FOR 2 YARDS (92-K.STRONG).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,585,0,0
2023110503,2023-11-05,1,4,30,CLE,ARI,3,5,62,0,0,(4:30) (SHOTGUN) 4-D.WATSON PASS SHORT RIGHT TO 34-J.FORD TO ARI 36 FOR 2 YARDS (24-S.THOMAS).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,630,0,0
2023110503,2023-11-05,1,3,46,CLE,ARI,4,3,64,0,0,(3:46) (SHOTGUN) 4-D.WATSON PASS INCOMPLETE SHORT RIGHT TO 84-J.AKINS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,36,OPP,0,,0,,0,674,0,0
2023110503,2023-11-05,1,3,43,CLE,ARI,0,0,100,1,0,TIMEOUT AT 03:43.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,677,0,0
2023110503,2023-11-05,1,3,43,ARI,CLE,1,10,37,0,0,(3:43) 15-C.TUNE SACKED AT ARI 27 FOR -10 YARDS (96-J.ELLIOTT).,0,2023,-10,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,677,0,0
2023110503,2023-11-05,1,3,5,ARI,CLE,2,20,27,0,0,(3:05) (SHOTGUN) 15-C.TUNE PASS SHORT RIGHT TO 83-G.DORTCH TO ARI 29 FOR 2 YARDS (29-C.MITCHELL).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,27,OWN,0,,0,,0,715,0,0
2023110503,2023-11-05,1,2,28,ARI,CLE,3,18,29,0,0,"(2:28) (SHOTGUN) 15-C.TUNE PASS SHORT RIGHT TO 37-T.JONES TO ARI 33 FOR 4 YARDS (21-D.WARD). PENALTY ON ARI-2-M.BROWN, OFFENSIVE PASS INTERFERENCE, DECLINED.",0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,29,OWN,0,ARI,0,OFFENSIVE PASS INTERFERENCE,0,752,0,0
2023110503,2023-11-05,1,2,12,ARI,CLE,4,14,33,0,0,"(2:12) 12-B.GILLIKIN PUNTS 56 YARDS TO CLE 11, CENTER-46-A.BREWER. 11-J.PROCHE TO CLE 28 FOR 17 YARDS (26-B.PRICE; 51-K.BARNES).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,768,0,0
2023110503,2023-11-05,1,2,1,CLE,ARI,0,0,100,1,0,TIMEOUT AT 02:01.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,779,0,0
2023110503,2023-11-05,1,2,1,CLE,ARI,1,10,28,1,0,(2:01) (SHOTGUN) 66-J.HUDSON REPORTED IN AS ELIGIBLE.  4-D.WATSON PASS DEEP LEFT TO 2-A.COOPER PUSHED OB AT ARI 13 FOR 59 YARDS (34-J.THOMPSON).,0,2023,59,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,779,0,0
2023110503,2023-11-05,1,1,21,CLE,ARI,1,10,87,0,0,(1:21) (SHOTGUN) 27-K.HUNT RIGHT GUARD TO ARI 10 FOR 3 YARDS (92-K.STRONG).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,13,OPP,0,,0,,0,819,0,0
2023110503,2023-11-05,1,0,41,CLE,ARI,2,7,90,0,0,(:41) 53-N.HARRIS REPORTED IN AS ELIGIBLE.  4-D.WATSON SACKED AT ARI 16 FOR -6 YARDS (SACK SPLIT BY 10-J.WOODS AND 95-L.FOTU).,0,2023,-6,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,10,OPP,0,,0,,0,859,0,0
2023110503,2023-11-05,2,15,0,CLE,ARI,3,13,84,0,0,(15:00) (SHOTGUN) 4-D.WATSON PASS SHORT RIGHT TO 85-D.NJOKU TO ARI 12 FOR 4 YARDS (3-B.BAKER).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,16,OPP,0,,0,,0,900,0,0
2023110503,2023-11-05,1,0,0,CLE,ARI,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023110503,2023-11-05,2,14,18,CLE,ARI,4,9,88,0,0,"(14:18) 7-D.HOPKINS 30 YARD FIELD GOAL IS GOOD, CENTER-47-C.HUGHLETT, HOLDER-13-C.BOJORQUEZ. PENALTY ON ARI-55-D.STILLS, DEFENSIVE OFFSIDE, DECLINED.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,1,0,0,,12,OPP,0,ARI,0,DEFENSIVE OFFSIDE,0,942,0,0
2023110503,2023-11-05,2,14,15,ARI,CLE,1,10,25,0,0,(14:15) (SHOTGUN) 30-K.INGRAM RIGHT END TO ARI 25 FOR NO GAIN (23-M.EMERSON).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,25,OWN,0,,0,,0,945,0,0
