GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,CLE,ARI
2023110503,2023-11-05,2,14,15,CLE,ARI,0,0,100,1,0,TIMEOUT AT 14:15.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,945,0,0
2023110503,2023-11-05,2,14,15,ARI,CLE,0,0,65,1,0,"7-D.HOPKINS KICKS 65 YARDS FROM CLE 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,945,0,0
2023110503,2023-11-05,2,13,38,ARI,CLE,2,10,25,0,0,"(13:38) 30-K.INGRAM LEFT GUARD TO ARI 21 FOR -4 YARDS (29-C.MITCHELL, 96-J.ELLIOTT). PENALTY ON CLE-96-J.ELLIOTT, FACE MASK, 15 YARDS, ENFORCED AT ARI 25 - NO PLAY.",0,2023,-4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT GUARD,25,OWN,1,CLE,1,FACE MASK,15,982,0,0
2023110503,2023-11-05,2,13,16,ARI,CLE,1,10,40,0,0,(13:16) (SHOTGUN) 15-C.TUNE PASS SHORT RIGHT INTENDED FOR 2-M.BROWN INTERCEPTED BY 21-D.WARD [99-Z.SMITH] AT ARI 49. 21-D.WARD TO ARI 49 FOR NO GAIN (2-M.BROWN).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,1,0,0,0,0,,40,OWN,0,,0,,0,1004,0,0
2023110503,2023-11-05,2,13,10,CLE,ARI,1,10,51,0,0,(13:10) (SHOTGUN) 66-J.HUDSON REPORTED IN AS ELIGIBLE.  20-P.STRONG LEFT END TO ARI 45 FOR 4 YARDS (52-V.DIMUKEJE).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,49,OPP,0,,0,,0,1010,0,0
2023110503,2023-11-05,2,13,10,CLE,ARI,0,0,100,1,0,TIMEOUT AT 13:10.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1010,0,0
2023110503,2023-11-05,2,12,34,CLE,ARI,2,6,55,0,0,(12:34) (SHOTGUN) 20-P.STRONG RIGHT END TO ARI 44 FOR 1 YARD (34-J.THOMPSON).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,45,OPP,0,,0,,0,1046,0,0
2023110503,2023-11-05,2,12,5,CLE,ARI,3,5,56,0,0,(12:05) (SHOTGUN) 4-D.WATSON SCRAMBLES LEFT GUARD TO ARI 40 FOR 4 YARDS (55-D.STILLS; 3-B.BAKER).,0,2023,4,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,1075,0,0
2023110503,2023-11-05,2,11,28,CLE,ARI,4,1,60,1,0,(11:28) 66-J.HUDSON AND 53-N.HARRIS REPORTED IN AS ELIGIBLE.  27-K.HUNT UP THE MIDDLE TO ARI 38 FOR 2 YARDS (7-K.WHITE; 3-B.BAKER).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,40,OPP,0,,0,,0,1112,0,0
2023110503,2023-11-05,2,10,49,CLE,ARI,1,10,62,0,0,(10:49) (SHOTGUN) 53-N.HARRIS REPORTED IN AS ELIGIBLE.  4-D.WATSON SCRAMBLES RIGHT END RAN OB AT ARI 33 FOR 5 YARDS (7-K.WHITE).,0,2023,5,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,1151,0,0
2023110503,2023-11-05,2,10,10,CLE,ARI,2,5,67,0,0,(10:10) (SHOTGUN) DIRECT SNAP TO 27-K.HUNT.  27-K.HUNT RIGHT END TO ARI 23 FOR 10 YARDS (18-B.OJULARI).,0,2023,0,SHOTGUN,,0,0,0,0,,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,1190,0,0
2023110503,2023-11-05,2,9,26,CLE,ARI,1,10,77,0,0,(9:26) (SHOTGUN) 53-N.HARRIS REPORTED IN AS ELIGIBLE.  27-K.HUNT RIGHT END TO ARI 21 FOR 2 YARDS (92-K.STRONG).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,23,OPP,0,,0,,0,1234,0,0
2023110503,2023-11-05,2,8,47,CLE,ARI,2,8,79,0,0,(8:47) 27-K.HUNT RIGHT GUARD TO ARI 15 FOR 6 YARDS (98-R.LOPEZ).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,21,OPP,0,,0,,0,1273,0,0
2023110503,2023-11-05,2,8,13,CLE,ARI,3,2,85,1,0,(8:13) 66-J.HUDSON AND 53-N.HARRIS REPORTED IN AS ELIGIBLE.  27-K.HUNT LEFT GUARD TO ARI 12 FOR 3 YARDS (3-B.BAKER; 20-MA.WILSON).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,15,OPP,0,,0,,0,1307,0,0
2023110503,2023-11-05,2,7,33,CLE,ARI,1,10,88,0,0,(7:33) 53-N.HARRIS REPORTED IN AS ELIGIBLE.  34-J.FORD RIGHT GUARD TO ARI 11 FOR 1 YARD (93-J.LEDBETTER; 10-J.WOODS).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,12,OPP,0,,0,,0,1347,0,0
2023110503,2023-11-05,2,6,52,CLE,ARI,2,9,89,1,0,"(6:52) (SHOTGUN) 4-D.WATSON PASS SHORT RIGHT TO 2-A.COOPER FOR 11 YARDS, TOUCHDOWN. PASS DEFLECTED BY 55 D.STILLS",0,2023,11,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,,11,OPP,0,,0,,0,1388,0,0
2023110503,2023-11-05,2,6,48,CLE,ARI,0,0,85,1,0,"7-D.HOPKINS EXTRA POINT IS GOOD, CENTER-47-C.HUGHLETT, HOLDER-13-C.BOJORQUEZ.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1392,0,0
2023110503,2023-11-05,2,6,48,CLE,ARI,0,0,100,1,0,TIMEOUT AT 06:48.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1392,0,0
2023110503,2023-11-05,2,6,48,ARI,CLE,0,0,65,1,0,"7-D.HOPKINS KICKS 65 YARDS FROM CLE 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1392,0,0
2023110503,2023-11-05,2,6,48,ARI,CLE,1,10,25,0,0,(6:48) (SHOTGUN) 15-C.TUNE SCRAMBLES RIGHT GUARD TO ARI 29 FOR 4 YARDS (22-G.DELPIT).,0,2023,4,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1392,0,0
2023110503,2023-11-05,2,6,14,ARI,CLE,2,6,29,0,0,(6:14) 30-K.INGRAM LEFT GUARD TO ARI 31 FOR 2 YARDS (26-R.MCLEOD; 5-A.WALKER).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,29,OWN,0,,0,,0,1426,0,0
2023110503,2023-11-05,2,5,36,ARI,CLE,3,4,31,0,0,"(5:36) (SHOTGUN) 15-C.TUNE PASS SHORT RIGHT TO 4-R.MOORE RAN OB AT CLE 44 FOR 25 YARDS (1-J.THORNHILL). PENALTY ON ARI-2-M.BROWN, OFFENSIVE PASS INTERFERENCE, 10 YARDS, ENFORCED AT ARI 31 - NO PLAY.",0,2023,25,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,31,OWN,1,ARI,1,OFFENSIVE PASS INTERFERENCE,10,1464,0,0
2023110503,2023-11-05,2,5,10,ARI,CLE,3,14,21,0,0,(5:10) (SHOTGUN) 15-C.TUNE SCRAMBLES LEFT END RAN OB AT ARI 27 FOR 6 YARDS (1-J.THORNHILL).,0,2023,6,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,1490,0,0
2023110503,2023-11-05,2,4,37,ARI,CLE,4,8,27,0,0,"(4:37) 12-B.GILLIKIN PUNTS 55 YARDS TO CLE 18, CENTER-46-A.BREWER. 11-J.PROCHE PUSHED OB AT CLE 30 FOR 12 YARDS (47-E.TURNER).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,27,OWN,0,,0,,0,1523,0,0
2023110503,2023-11-05,2,4,27,CLE,ARI,1,10,30,0,0,(4:27) 34-J.FORD LEFT END TO CLE 30 FOR NO GAIN (21-G.WILLIAMS).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,30,OWN,0,,0,,0,1533,0,0
2023110503,2023-11-05,2,3,49,CLE,ARI,2,10,30,0,0,(3:49) 4-D.WATSON PASS INCOMPLETE SHORT RIGHT TO 85-D.NJOKU.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,1571,0,0
2023110503,2023-11-05,2,3,47,CLE,ARI,3,10,30,0,0,(3:47) (SHOTGUN) 4-D.WATSON PASS INCOMPLETE SHORT RIGHT TO 34-J.FORD [34-J.THOMPSON].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,1573,0,0
2023110503,2023-11-05,2,3,39,CLE,ARI,4,10,30,0,0,"(3:39) 13-C.BOJORQUEZ PUNTS 60 YARDS TO ARI 10, CENTER-47-C.HUGHLETT. 83-G.DORTCH TO ARI 24 FOR 14 YARDS (26-R.MCLEOD).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,1581,0,0
2023110503,2023-11-05,2,3,27,ARI,CLE,1,10,24,0,0,(3:27) 37-T.JONES LEFT GUARD TO ARI 21 FOR -3 YARDS (22-G.DELPIT).,0,2023,-3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,24,OWN,0,,0,,0,1593,0,0
2023110503,2023-11-05,2,2,51,ARI,CLE,2,13,21,0,0,"(2:51) (SHOTGUN) 15-C.TUNE SCRAMBLES RIGHT END RAN OB AT ARI 23 FOR 2 YARDS (29-C.MITCHELL). PENALTY ON ARI-74-D.HUMPHRIES, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT ARI 21 - NO PLAY.",0,2023,2,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,21,OWN,1,ARI,1,OFFENSIVE HOLDING,10,1629,0,0
2023110503,2023-11-05,2,2,21,ARI,CLE,2,23,11,0,0,(2:21) (SHOTGUN) 15-C.TUNE PASS SHORT RIGHT TO 2-M.BROWN TO ARI 15 FOR 4 YARDS (21-D.WARD; 29-C.MITCHELL).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,11,OWN,0,,0,,0,1659,0,0
2023110503,2023-11-05,2,2,0,ARI,CLE,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1680,0,0
2023110503,2023-11-05,2,2,0,ARI,CLE,3,19,15,0,0,(2:00) (SHOTGUN) 15-C.TUNE SACKED AT ARI 12 FOR -3 YARDS (94-D.TOMLINSON).,0,2023,-3,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,15,OWN,0,,0,,0,1680,0,0
2023110503,2023-11-05,2,1,55,ARI,CLE,0,0,100,1,0,TIMEOUT #2 BY CLE AT 01:55.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1685,0,0
2023110503,2023-11-05,2,1,55,ARI,CLE,4,22,12,0,0,"(1:55) 12-B.GILLIKIN PUNTS 55 YARDS TO CLE 33, CENTER-46-A.BREWER. 11-J.PROCHE TO ARI 47 FOR 20 YARDS (0-Z.PASCAL). PENALTY ON CLE-28-M.FORD, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT CLE 44.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,12,OWN,1,CLE,0,OFFENSIVE HOLDING,10,1685,0,0
2023110503,2023-11-05,2,1,44,CLE,ARI,1,10,34,0,0,(1:44) (SHOTGUN) 4-D.WATSON PASS SHORT RIGHT TO 34-J.FORD TO CLE 35 FOR 1 YARD (10-J.WOODS).,0,2023,1,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,1696,0,0
2023110503,2023-11-05,2,1,24,CLE,ARI,2,9,35,0,0,"(1:24) (NO HUDDLE, SHOTGUN) 4-D.WATSON PASS INCOMPLETE DEEP LEFT TO 3-M.GOODWIN [55-D.STILLS]. CLE-71-J.WILLS WAS INJURED DURING THE PLAY.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,1716,0,0
2023110503,2023-11-05,2,1,18,CLE,ARI,0,0,100,1,0,TIMEOUT #3 BY CLE AT 01:18.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1722,0,0
2023110503,2023-11-05,2,1,18,CLE,ARI,3,9,35,0,0,"(1:18) (SHOTGUN) 4-D.WATSON PASS INCOMPLETE SHORT LEFT TO 85-D.NJOKU. PENALTY ON ARI-97-C.THOMAS, ROUGHING THE PASSER, 15 YARDS, ENFORCED AT CLE 35 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,35,OWN,1,ARI,1,ROUGHING THE PASSER,15,1722,0,0
2023110503,2023-11-05,2,1,15,CLE,ARI,1,10,100,0,0,(1:15) (SHOTGUN) 4-D.WATSON PASS INCOMPLETE SHORT RIGHT TO 84-J.AKINS [45-D.GARDECK].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1725,0,0
2023110503,2023-11-05,2,1,11,CLE,ARI,2,10,100,0,0,(1:11) (SHOTGUN) 34-J.FORD LEFT GUARD TO ARI 49 FOR 1 YARD (45-D.GARDECK).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,0,OPP,0,,0,,0,1729,0,0
2023110503,2023-11-05,2,0,44,CLE,ARI,3,9,51,1,0,"(:44) (NO HUDDLE, SHOTGUN) 4-D.WATSON PASS SHORT RIGHT TO 84-J.AKINS TO ARI 38 FOR 11 YARDS (21-G.WILLIAMS).",0,2023,11,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,49,OPP,0,,0,,0,1756,0,0
2023110503,2023-11-05,2,0,21,CLE,ARI,1,10,62,0,0,"(:21) (NO HUDDLE, SHOTGUN) 4-D.WATSON PASS INCOMPLETE SHORT LEFT TO 34-J.FORD.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,1779,0,0
2023110503,2023-11-05,2,0,16,CLE,ARI,2,10,62,1,0,"(:16) (SHOTGUN) 4-D.WATSON PASS SHORT LEFT TO 8-E.MOORE TO ARI 27 FOR 11 YARDS (21-G.WILLIAMS). THE REPLAY OFFICIAL REVIEWED THE PASS COMPLETION RULING, AND THE PLAY WAS UPHELD. THE RULING ON THE FIELD STANDS.",0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,1784,0,0
2023110503,2023-11-05,2,0,5,CLE,ARI,1,10,73,0,0,(:05) 4-D.WATSON SPIKED THE BALL TO STOP THE CLOCK.,0,2023,0,UNDER CENTER,CLOCK STOP,0,0,0,0,,0,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,1795,0,0
2023110503,2023-11-05,2,0,4,CLE,ARI,2,10,73,0,0,"(:04) 7-D.HOPKINS 45 YARD FIELD GOAL IS GOOD, CENTER-47-C.HUGHLETT, HOLDER-13-C.BOJORQUEZ.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,1796,0,0
2023110503,2023-11-05,3,15,0,CLE,ARI,1,10,25,0,0,(15:00) 34-J.FORD RIGHT GUARD TO CLE 21 FOR -4 YARDS (55-D.STILLS).,0,2023,-4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,25,OWN,0,,0,,0,1800,0,0
2023110503,2023-11-05,3,15,0,CLE,ARI,0,0,65,1,0,"5-M.PRATER KICKS 65 YARDS FROM ARI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1800,0,0
2023110503,2023-11-05,2,0,0,CLE,ARI,0,0,100,1,0,END QUARTER 2,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1800,0,0
2023110503,2023-11-05,3,14,16,CLE,ARI,2,14,21,0,0,(14:16) (SHOTGUN) 34-J.FORD RIGHT GUARD TO CLE 26 FOR 5 YARDS (97-C.THOMAS). CLE-79-D.JONES WAS INJURED DURING THE PLAY. HIS RETURN IS QUESTIONABLE.,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,21,OWN,0,,0,,0,1844,0,0
2023110503,2023-11-05,3,14,2,CLE,ARI,0,0,100,1,0,TIMEOUT AT 14:02.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1858,0,0
2023110503,2023-11-05,3,13,47,CLE,ARI,3,9,26,0,0,(13:47) (SHOTGUN) 4-D.WATSON PASS INCOMPLETE DEEP MIDDLE TO 3-M.GOODWIN (21-G.WILLIAMS). CLE-3-M.GOODWIN WAS INJURED DURING THE PLAY. HE IS OUT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,1873,0,0
2023110503,2023-11-05,3,13,40,CLE,ARI,4,9,26,0,0,"(13:40) 13-C.BOJORQUEZ PUNTS 73 YARDS TO ARI 1, CENTER-47-C.HUGHLETT, DOWNED BY CLE-28-M.FORD.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,1880,0,0
2023110503,2023-11-05,3,13,27,ARI,CLE,1,10,1,0,0,(13:27) 61-C.O'DONNELL REPORTED IN AS ELIGIBLE.  30-K.INGRAM LEFT GUARD TO ARI 1 FOR NO GAIN (6-J.OWUSU-KORAMOAH).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,1,OWN,0,,0,,0,1893,0,0
2023110503,2023-11-05,3,12,48,ARI,CLE,2,10,1,0,0,(12:48) 15-C.TUNE PASS INCOMPLETE SHORT RIGHT TO 85-T.MCBRIDE (1-J.THORNHILL) [1-J.THORNHILL].,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,1,OWN,0,,0,,0,1932,0,0
2023110503,2023-11-05,3,12,43,ARI,CLE,3,10,1,0,0,(12:43) (SHOTGUN) 15-C.TUNE PASS INCOMPLETE SHORT RIGHT TO 2-M.BROWN (5-A.WALKER).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,1,OWN,0,,0,,0,1937,0,0
2023110503,2023-11-05,3,12,39,ARI,CLE,4,10,1,0,0,"(12:39) 12-B.GILLIKIN PUNTS 55 YARDS TO CLE 44, CENTER-46-A.BREWER. 11-J.PROCHE TO ARI 40 FOR 16 YARDS (45-D.GARDECK). PENALTY ON CLE-25-K.HAILASSIE, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT CLE 44.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,1,OWN,1,CLE,0,OFFENSIVE HOLDING,10,1941,0,0
2023110503,2023-11-05,3,12,29,CLE,ARI,0,0,100,1,0,TIMEOUT AT 12:29.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1951,0,0
