GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,CIN,BUF
2023110511,2023-11-05,2,14,16,BUF,CIN,2,11,43,0,0,(14:16) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE SHORT RIGHT [91-T.HENDRICKSON].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,9,944,0,0
2023110511,2023-11-05,2,14,11,BUF,CIN,3,11,43,0,0,"(14:11) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE DEEP RIGHT. PENALTY ON BUF-79-S.BROWN, OFFENSIVE HOLDING, DECLINED.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,43,OWN,0,BUF,0,OFFENSIVE HOLDING,0,9,949,0,0
2023110511,2023-11-05,2,14,3,BUF,CIN,4,11,43,0,0,"(14:03) 8-S.MARTIN PUNTS 38 YARDS TO CIN 19, CENTER-69-R.FERGUSON. 16-T.IRWIN TO CIN 22 FOR 3 YARDS (25-T.DODSON).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,9,957,0,0
2023110511,2023-11-05,2,13,55,CIN,BUF,0,0,100,1,0,TIMEOUT AT 13:55.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,9,965,0,0
2023110511,2023-11-05,2,13,55,CIN,BUF,1,10,22,1,0,(13:55) (SHOTGUN) 9-J.BURROW PASS SHORT LEFT TO 5-T.HIGGINS TO CIN 34 FOR 12 YARDS (47-C.BENFORD).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,22,OWN,0,,0,,0,9,965,0,0
2023110511,2023-11-05,2,13,12,CIN,BUF,1,10,34,0,0,(13:12) (SHOTGUN) 9-J.BURROW PASS SHORT LEFT TO 1-J.CHASE TO CIN 32 FOR -2 YARDS (25-T.DODSON).,0,2023,-2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,9,1008,0,0
2023110511,2023-11-05,2,12,30,CIN,BUF,2,12,32,1,0,(12:30) (SHOTGUN) 28-J.MIXON RIGHT TACKLE TO CIN 44 FOR 12 YARDS (21-J.POYER).,0,2023,12,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,32,OWN,0,,0,,0,9,1050,0,0
2023110511,2023-11-05,2,11,48,CIN,BUF,1,10,44,0,0,"(11:48) (SHOTGUN) 28-J.MIXON LEFT END TO CIN 46 FOR 2 YARDS (43-T.BERNARD, 57-A.EPENESA).",0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,44,OWN,0,,0,,0,9,1092,0,0
2023110511,2023-11-05,2,11,2,CIN,BUF,2,8,46,0,0,(11:02) (SHOTGUN) 32-T.WILLIAMS UP THE MIDDLE TO BUF 49 FOR 5 YARDS (91-E.OLIVER).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,46,OWN,0,,0,,0,9,1138,0,0
2023110511,2023-11-05,2,10,18,CIN,BUF,3,3,51,0,0,"(10:18) (SHOTGUN) PENALTY ON CIN-65-A.CAPPA, FALSE START, 5 YARDS, ENFORCED AT BUF 49 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,49,OPP,1,CIN,1,FALSE START,5,9,1182,0,0
2023110511,2023-11-05,2,10,1,CIN,BUF,3,8,46,0,0,(10:01) (SHOTGUN) 9-J.BURROW PASS SHORT LEFT TO 89-D.SAMPLE TO BUF 48 FOR 6 YARDS (43-T.BERNARD; 21-J.POYER).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,9,1199,0,0
2023110511,2023-11-05,2,9,13,CIN,BUF,4,2,52,0,0,"(9:13) 10-B.ROBBINS PUNTS 36 YARDS TO BUF 12, CENTER-48-C.ADOMITIS, FAIR CATCH BY 11-D.HARTY.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,9,1247,0,0
