GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,LA,GB
2023110504,2023-11-05,4,8,26,GB,LA,1,10,28,0,0,(8:26) (SHOTGUN) 10-J.LOVE PASS SHORT RIGHT TO 33-A.JONES TO GB 30 FOR 2 YARDS (97-M.HOECHT).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,3094,0,0
2023110504,2023-11-05,4,7,51,GB,LA,2,8,30,0,0,"(7:51) 33-A.JONES LEFT TACKLE TO GB 32 FOR 2 YARDS (91-K.TURNER, 2-R.YEAST).",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,30,OWN,0,,0,,0,3129,0,0
2023110504,2023-11-05,4,7,8,GB,LA,3,6,32,1,0,(7:08) (SHOTGUN) 10-J.LOVE PASS SHORT RIGHT TO 87-R.DOUBS TO GB 42 FOR 10 YARDS (26-D.SHELLEY).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,3172,0,0
2023110504,2023-11-05,4,6,26,GB,LA,1,10,42,0,0,"(6:26) (SHOTGUN) 28-A.DILLON RIGHT GUARD TO GB 42 FOR NO GAIN (91-K.TURNER, 4-J.FULLER).",0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,42,OWN,0,,0,,0,3214,0,0
2023110504,2023-11-05,4,5,43,GB,LA,2,10,42,0,0,(5:43) (SHOTGUN) 10-J.LOVE SACKED AT GB 40 FOR -2 YARDS (0-B.YOUNG).,0,2023,-2,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,3257,0,0
2023110504,2023-11-05,4,5,1,GB,LA,3,12,40,1,0,(5:01) (SHOTGUN) 10-J.LOVE PASS DEEP RIGHT TO 9-C.WATSON TO LAR 23 FOR 37 YARDS (2-R.YEAST) [97-M.HOECHT]. GB-9-C.WATSON WAS INJURED DURING THE PLAY.,0,2023,37,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,3299,0,0
2023110504,2023-11-05,4,4,30,GB,LA,1,10,77,0,0,(4:30) 33-A.JONES LEFT END TO LAR 20 FOR 3 YARDS (0-B.YOUNG).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,23,OPP,0,,0,,0,3330,0,0
2023110504,2023-11-05,4,3,46,GB,LA,2,7,80,1,0,"(3:46) (SHOTGUN) 10-J.LOVE PASS SHORT MIDDLE TO 88-L.MUSGRAVE FOR 20 YARDS, TOUCHDOWN.",0,2023,20,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,3374,0,0
2023110504,2023-11-05,4,3,41,LA,GB,0,0,65,1,0,17-A.CARLSON KICKS 66 YARDS FROM GB 35 TO LAR -1. 81-A.TRAMMELL TO LAR 35 FOR 36 YARDS (34-J.OWENS).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,3379,0,0
2023110504,2023-11-05,4,3,41,GB,LA,0,0,85,1,0,"17-A.CARLSON EXTRA POINT IS GOOD, CENTER-42-M.ORZECH, HOLDER-19-D.WHELAN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,3379,0,0
2023110504,2023-11-05,4,3,34,LA,GB,1,10,65,0,0,(3:34) (SHOTGUN) 11-B.RYPIEN PASS SHORT LEFT TO 5-T.ATWELL RAN OB AT LAR 40 FOR 5 YARDS (34-J.OWENS).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,3386,0,0
2023110504,2023-11-05,4,3,30,LA,GB,2,5,60,1,0,"(3:30) (NO HUDDLE, SHOTGUN) 11-B.RYPIEN PASS SHORT MIDDLE TO 10-C.KUPP TO GB 46 FOR 14 YARDS (58-I.MCDUFFIE; 34-J.OWENS).",0,2023,14,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,3390,0,0
2023110504,2023-11-05,4,3,13,LA,GB,1,10,54,0,0,"(3:13) (NO HUDDLE, SHOTGUN) 11-B.RYPIEN PASS SHORT LEFT TO 5-T.ATWELL RAN OB AT GB 44 FOR 2 YARDS (23-J.ALEXANDER).",0,2023,2,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,3407,0,0
2023110504,2023-11-05,4,3,8,LA,GB,2,8,56,0,0,"(3:08) (NO HUDDLE, SHOTGUN) 11-B.RYPIEN PASS INCOMPLETE DEEP MIDDLE TO 10-C.KUPP.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,3412,0,0
2023110504,2023-11-05,4,3,3,LA,GB,3,8,56,0,0,(3:03) (SHOTGUN) 11-B.RYPIEN PASS SHORT LEFT TO 81-A.TRAMMELL TO GB 38 FOR 6 YARDS (23-J.ALEXANDER).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,3417,0,0
2023110504,2023-11-05,4,2,36,LA,GB,4,2,62,0,0,(2:36) (SHOTGUN) 11-B.RYPIEN PASS INCOMPLETE DEEP MIDDLE TO 10-C.KUPP (91-P.SMITH) [52-R.GARY].,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,3444,0,0
2023110504,2023-11-05,4,2,36,LA,GB,0,0,100,1,0,TIMEOUT #1 BY GB AT 02:36.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3444,0,0
2023110504,2023-11-05,4,2,32,GB,LA,1,10,38,0,0,(2:32) (SHOTGUN) 31-EM.WILSON UP THE MIDDLE TO GB 43 FOR 5 YARDS (92-J.WILLIAMS; 56-C.ROZEBOOM).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,38,OWN,0,,0,,0,3448,0,0
2023110504,2023-11-05,4,2,0,GB,LA,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3480,0,0
2023110504,2023-11-05,4,2,0,GB,LA,2,5,43,0,0,"(2:00) 31-EM.WILSON LEFT END TO GB 43 FOR NO GAIN (59-T.REEDER, 32-O.MATHIS).",0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,43,OWN,0,,0,,0,3480,0,0
2023110504,2023-11-05,4,1,55,GB,LA,0,0,100,1,0,TIMEOUT #1 BY LAR AT 01:55.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3485,0,0
2023110504,2023-11-05,4,1,55,GB,LA,3,5,43,0,0,(1:55) (SHOTGUN) 10-J.LOVE PASS SHORT RIGHT TO 11-J.REED TO GB 47 FOR 4 YARDS (37-Q.LAKE).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,3485,0,0
2023110504,2023-11-05,4,1,45,GB,LA,0,0,100,1,0,TIMEOUT #2 BY LAR AT 01:45.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3495,0,0
2023110504,2023-11-05,4,1,45,GB,LA,4,1,47,1,0,(1:45) 10-J.LOVE UP THE MIDDLE TO GB 49 FOR 2 YARDS (4-J.FULLER; 51-Z.VANVALKENBURG).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,47,OWN,0,,0,,0,3495,0,0
2023110504,2023-11-05,4,1,36,GB,LA,0,0,100,1,0,TIMEOUT #3 BY LAR AT 01:36.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3504,0,0
2023110504,2023-11-05,4,1,36,GB,LA,1,10,49,0,0,"(1:36) 31-EM.WILSON LEFT END TO LAR 44 FOR 7 YARDS (52-L.MURCHISON; 37-Q.LAKE). PENALTY ON GB-85-T.KRAFT, OFFENSIVE HOLDING, DECLINED.",0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT END,49,OWN,0,GB,0,OFFENSIVE HOLDING,0,3504,0,0
2023110504,2023-11-05,4,1,31,GB,LA,2,3,56,1,0,(1:31) 31-EM.WILSON RIGHT TACKLE PUSHED OB AT LAR 13 FOR 31 YARDS (44-A.WITHERSPOON).,0,2023,31,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,44,OPP,0,,0,,0,3509,0,0
2023110504,2023-11-05,4,1,24,GB,LA,1,10,87,0,0,(1:24) 10-J.LOVE KNEELS TO LAR 14 FOR -1 YARDS.,0,2023,0,UNDER CENTER,QB KNEEL,0,0,0,0,,0,0,0,,0,0,0,0,0,,13,OPP,0,,0,,0,3516,0,0
2023110504,2023-11-05,4,0,41,GB,LA,2,11,86,0,0,(:41) 10-J.LOVE KNEELS TO LAR 16 FOR -2 YARDS.,0,2023,0,UNDER CENTER,QB KNEEL,0,0,0,0,,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,3559,0,0
2023110504,2023-11-05,4,0,0,GB,LA,0,0,100,1,0,END GAME,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3600,0,0
