GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,IND,TEN
2023100803,2023-10-08,2,14,38,IND,TEN,0,0,100,1,0,TIMEOUT AT 14:38.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,5,922,0,0
2023100803,2023-10-08,2,13,57,IND,TEN,2,6,39,0,0,"(13:57) (SHOTGUN) 21-Z.MOSS LEFT TACKLE TO IND 39 FOR NO GAIN (50-J.GIBBENS, 37-A.HOOKER).",0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,39,OWN,0,,0,,0,5,963,0,0
2023100803,2023-10-08,2,13,14,IND,TEN,3,6,39,1,0,(13:14) (SHOTGUN) 5-A.RICHARDSON PASS SHORT LEFT TO 85-A.OGLETREE TO TEN 48 FOR 13 YARDS (26-K.FULTON).,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,5,1006,0,0
2023100803,2023-10-08,2,12,50,IND,TEN,1,10,52,0,0,"(12:50) (NO HUDDLE, SHOTGUN) 5-A.RICHARDSON PASS INCOMPLETE SHORT RIGHT TO 1-J.DOWNS [51-T.GIPSON]. PENALTY ON IND-72-B.SMITH, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT TEN 48 - NO PLAY.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,48,OPP,1,IND,1,OFFENSIVE HOLDING,10,5,1030,0,0
2023100803,2023-10-08,2,12,44,IND,TEN,1,20,42,0,0,(12:44) (SHOTGUN) 5-A.RICHARDSON PASS SHORT RIGHT TO 21-Z.MOSS TO IND 46 FOR 4 YARDS (50-J.GIBBENS; 31-K.BYARD).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,5,1036,0,0
2023100803,2023-10-08,2,12,4,IND,TEN,2,16,46,0,0,(12:04) (SHOTGUN) 5-A.RICHARDSON PASS INCOMPLETE DEEP RIGHT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,5,1076,0,0
2023100803,2023-10-08,2,11,56,IND,TEN,3,16,46,1,0,(11:56) (SHOTGUN) 5-A.RICHARDSON PASS DEEP LEFT TO 1-J.DOWNS TO TEN 16 FOR 38 YARDS (24-E.MOLDEN).,0,2023,38,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,5,1084,0,0
2023100803,2023-10-08,2,11,15,IND,TEN,1,10,84,0,0,"(11:15) (NO HUDDLE, SHOTGUN) 5-A.RICHARDSON RIGHT TACKLE TO TEN 15 FOR 1 YARD (2-A.AL-SHAAIR).",0,2023,1,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,16,OPP,0,,0,,0,5,1125,0,0
2023100803,2023-10-08,2,10,39,IND,TEN,2,9,85,0,0,"(10:39) (SHOTGUN) 5-A.RICHARDSON SACKED AT TEN 28 FOR -13 YARDS (21-R.MCCREARY). FUMBLES (21-R.MCCREARY) [21-R.MCCREARY], BALL OUT OF BOUNDS AT TEN 32.",0,2023,-13,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,1,0,0,0,,15,OPP,0,,0,,0,5,1161,0,0
2023100803,2023-10-08,2,10,1,IND,TEN,3,26,68,0,0,(10:01) (SHOTGUN) 5-A.RICHARDSON PASS SHORT LEFT TO 11-M.PITTMAN TO TEN 25 FOR 7 YARDS (21-R.MCCREARY). TEN-98-J.SIMMONS WAS INJURED DURING THE PLAY.,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,5,1199,0,0
