GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,SF,DAL
2023100811,2023-10-08,2,14,50,DAL,SF,2,10,2,0,0,"(14:50) (SHOTGUN) 4-D.PRESCOTT PASS SHORT LEFT TO 13-M.GALLUP TO DAL 10 FOR 8 YARDS (2-D.LENOIR, 48-O.BURKS).",0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,2,OWN,0,,0,,0,5,910,0,0
2023100811,2023-10-08,2,14,21,DAL,SF,3,2,10,0,0,(14:21) (SHOTGUN) 4-D.PRESCOTT SACKED AT DAL 4 FOR -6 YARDS (54-F.WARNER).,0,2023,-6,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,10,OWN,0,,0,,0,5,939,0,0
2023100811,2023-10-08,2,13,40,DAL,SF,4,8,4,0,0,"(13:40) 5-B.ANGER PUNTS 48 YARDS TO SF 48, CENTER-44-T.SIEG. 3-R.MCCLOUD TO DAL 38 FOR 14 YARDS (44-T.SIEG).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,4,OWN,0,,0,,0,5,980,0,0
2023100811,2023-10-08,2,13,26,SF,DAL,1,10,62,1,0,"(13:26) (SHOTGUN) 13-B.PURDY PASS DEEP RIGHT TO 85-G.KITTLE FOR 38 YARDS, TOUCHDOWN [97-O.ODIGHIZUWA].",0,2023,38,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,5,994,0,0
2023100811,2023-10-08,2,13,16,SF,DAL,0,0,100,1,0,TIMEOUT AT 13:16.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,5,1004,0,0
2023100811,2023-10-08,2,13,16,DAL,SF,0,0,65,1,0,4-J.MOODY KICKS 61 YARDS FROM SF 35 TO DAL 4. 9-K.TURPIN TO DAL 22 FOR 18 YARDS (30-G.ODUM).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,5,1004,0,0
2023100811,2023-10-08,2,13,16,SF,DAL,0,0,85,1,0,"4-J.MOODY EXTRA POINT IS GOOD, CENTER-46-T.PEPPER, HOLDER-18-M.WISHNOWSKY.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,5,1004,0,0
2023100811,2023-10-08,2,13,12,DAL,SF,1,10,22,0,0,(13:12) 20-T.POLLARD UP THE MIDDLE TO DAL 25 FOR 3 YARDS (54-F.WARNER; 26-I.OLIVER). DAL-63-T.BIADASZ WAS INJURED DURING THE PLAY.,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,22,OWN,0,,0,,0,5,1008,0,0
2023100811,2023-10-08,2,12,43,DAL,SF,2,7,25,0,0,(12:43) 3-B.COOKS LEFT END PUSHED OB AT DAL 31 FOR 6 YARDS (31-T.GIPSON).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,25,OWN,0,,0,,0,5,1037,0,0
2023100811,2023-10-08,2,12,20,DAL,SF,3,1,31,1,0,(12:20) 4-D.PRESCOTT UP THE MIDDLE TO DAL 33 FOR 2 YARDS (91-A.ARMSTEAD; 97-N.BOSA).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,31,OWN,0,,0,,0,5,1060,0,0
2023100811,2023-10-08,2,11,46,DAL,SF,1,10,33,0,0,"(11:46) (SHOTGUN) 23-R.DOWDLE LEFT GUARD TO DAL 38 FOR 5 YARDS (57-D.GREENLAW, 54-F.WARNER).",0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,33,OWN,0,,0,,0,5,1094,0,0
2023100811,2023-10-08,2,11,14,DAL,SF,2,5,38,1,0,(11:14) (SHOTGUN) 4-D.PRESCOTT PASS SHORT RIGHT TO 3-B.COOKS RAN OB AT DAL 45 FOR 7 YARDS.,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,5,1126,0,0
2023100811,2023-10-08,2,10,36,DAL,SF,1,10,45,0,0,(10:36) (SHOTGUN) 4-D.PRESCOTT PASS SHORT MIDDLE TO 20-T.POLLARD TO DAL 48 FOR 3 YARDS (57-D.GREENLAW).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,5,1164,0,0
2023100811,2023-10-08,2,10,2,DAL,SF,2,7,48,0,0,(10:02) 20-T.POLLARD LEFT END TO DAL 48 FOR NO GAIN (31-T.GIPSON; 48-O.BURKS).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,48,OWN,0,,0,,0,5,1198,0,0
2023100811,2023-10-08,2,9,16,DAL,SF,3,7,48,1,0,(9:16) (SHOTGUN) 4-D.PRESCOTT PASS SHORT RIGHT TO 87-J.FERGUSON TO SF 32 FOR 20 YARDS (54-F.WARNER).,0,2023,20,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,5,1244,0,0
2023100811,2023-10-08,2,8,38,DAL,SF,1,10,68,0,0,(8:38) (SHOTGUN) 4-D.PRESCOTT PASS INCOMPLETE SHORT MIDDLE TO 23-R.DOWDLE (57-D.GREENLAW).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,5,1282,0,0
2023100811,2023-10-08,2,8,34,DAL,SF,2,10,68,0,0,"(8:34) (SHOTGUN) 4-D.PRESCOTT PASS SHORT LEFT TO 88-C.LAMB TO SF 26 FOR 6 YARDS (26-I.OLIVER, 2-D.LENOIR) [97-N.BOSA].",0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,5,1286,0,0
2023100811,2023-10-08,2,7,51,DAL,SF,3,4,74,1,0,"(7:51) (SHOTGUN) 4-D.PRESCOTT PASS DEEP RIGHT TO 9-K.TURPIN FOR 26 YARDS, TOUCHDOWN [91-A.ARMSTEAD].",0,2023,26,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,,26,OPP,0,,0,,0,5,1329,0,0
2023100811,2023-10-08,2,7,45,SF,DAL,1,10,25,1,0,(7:45) (SHOTGUN) 13-B.PURDY PASS SHORT LEFT TO 11-B.AIYUK TO SF 40 FOR 15 YARDS (28-M.HOOKER).,0,2023,15,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,5,1335,0,0
2023100811,2023-10-08,2,7,45,SF,DAL,0,0,100,1,0,TIMEOUT AT 07:45.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,5,1335,0,0
2023100811,2023-10-08,2,7,45,DAL,SF,0,0,85,1,0,"17-B.AUBREY EXTRA POINT IS GOOD, CENTER-44-T.SIEG, HOLDER-5-B.ANGER.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,5,1335,0,0
2023100811,2023-10-08,2,7,45,SF,DAL,0,0,65,1,0,"17-B.AUBREY KICKS 65 YARDS FROM DAL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,5,1335,0,0
2023100811,2023-10-08,2,7,5,SF,DAL,1,10,40,0,0,"(7:05) (SHOTGUN) 23-C.MCCAFFREY UP THE MIDDLE TO SF 46 FOR 6 YARDS (33-D.CLARK, 90-D.LAWRENCE).",0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,40,OWN,0,,0,,0,5,1375,0,0
2023100811,2023-10-08,2,6,22,SF,DAL,2,4,46,0,0,(6:22) 13-B.PURDY PASS INCOMPLETE DEEP LEFT TO 11-B.AIYUK.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,5,1418,0,0
2023100811,2023-10-08,2,6,16,SF,DAL,3,4,46,0,0,"(6:16) (SHOTGUN) 13-B.PURDY PASS INCOMPLETE SHORT LEFT TO 23-C.MCCAFFREY (30-J.THOMAS). PENALTY ON DAL-6-D.WILSON, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT SF 46 - NO PLAY. PENALTY ON DAL-1-J.KEARSE, TAUNTING, DECLINED.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,46,OWN,0,DAL,1,UNNECESSARY ROUGHNESS,0,5,1424,0,0
