GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,LV,GB
2023100900,2023-10-09,2,10,43,LV,GB,2,14,46,0,0,(10:43) 10-J.GAROPPOLO SCRAMBLES UP THE MIDDLE TO LV 49 FOR 3 YARDS (91-P.SMITH).,0,2023,3,UNDER CENTER,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,1157,0,0
2023100900,2023-10-09,2,10,2,LV,GB,3,11,49,0,0,"(10:02) 10-J.GAROPPOLO PASS SHORT LEFT TO 22-A.ABDULLAH TO GB 41 FOR 10 YARDS (20-R.FORD; 7-Q.WALKER). LAS VEGAS CHALLENGED THE SHORT OF THE LINE TO GAIN RULING, AND THE PLAY WAS REVERSED. 10-J.GAROPPOLO PASS SHORT LEFT TO 22-A.ABDULLAH TO GB 40 FOR 11 YARDS (20-R.FORD; 7-Q.WALKER).",0,2023,10,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,1,1,,0,0,0,0,0,,49,OWN,0,,0,,0,1198,0,0
2023100900,2023-10-09,2,9,41,LV,GB,1,10,60,0,0,(9:41) 8-J.JACOBS LEFT GUARD TO GB 35 FOR 5 YARDS (90-L.VAN NESS; 96-C.WOODEN).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,40,OPP,0,,0,,0,1219,0,0
2023100900,2023-10-09,2,9,7,LV,GB,2,5,65,0,0,(9:07) (SHOTGUN) 10-J.GAROPPOLO PASS SHORT LEFT TO 8-J.JACOBS TO GB 35 FOR NO GAIN (90-L.VAN NESS).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1253,0,0
2023100900,2023-10-09,2,8,28,LV,GB,3,5,65,1,0,(8:28) (SHOTGUN) 10-J.GAROPPOLO PASS SHORT RIGHT TO 16-J.MEYERS TO GB 25 FOR 10 YARDS (45-ER.WILSON).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1292,0,0
2023100900,2023-10-09,2,7,44,LV,GB,1,10,75,0,0,"(7:44) (SHOTGUN) PENALTY ON GB-97-K.CLARK, NEUTRAL ZONE INFRACTION, 5 YARDS, ENFORCED AT GB 25 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,25,OPP,1,GB,1,NEUTRAL ZONE INFRACTION,5,1336,0,0
2023100900,2023-10-09,2,7,26,LV,GB,1,5,80,0,0,(7:26) (SHOTGUN) 8-J.JACOBS RIGHT GUARD TO GB 17 FOR 3 YARDS (94-K.BROOKS; 52-R.GARY).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,20,OPP,0,,0,,0,1354,0,0
2023100900,2023-10-09,2,6,47,LV,GB,2,2,83,0,0,(6:47) 8-J.JACOBS RIGHT GUARD TO GB 16 FOR 1 YARD (94-K.BROOKS; 45-ER.WILSON).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,17,OPP,0,,0,,0,1393,0,0
2023100900,2023-10-09,2,6,8,LV,GB,3,1,84,0,0,(6:08) 16-J.MEYERS LEFT END TO GB 16 FOR NO GAIN (29-R.DOUGLAS).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,16,OPP,0,,0,,0,1432,0,0
2023100900,2023-10-09,2,5,24,LV,GB,4,1,84,1,0,(5:24) 3-D.CARTER LEFT END TO GB 13 FOR 3 YARDS (25-K.NIXON).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,16,OPP,0,,0,,0,1476,0,0
2023100900,2023-10-09,2,4,51,LV,GB,1,10,87,0,0,"(4:51) 8-J.JACOBS RIGHT GUARD TO GB 9 FOR 4 YARDS (93-T.SLATON, 55-K.ENAGBARE).",0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,13,OPP,0,,0,,0,1509,0,0
2023100900,2023-10-09,2,4,13,LV,GB,2,6,91,1,0,"(4:13) (SHOTGUN) 10-J.GAROPPOLO PASS SHORT LEFT TO 16-J.MEYERS FOR 9 YARDS, TOUCHDOWN.",0,2023,9,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,0,0,0,,9,OPP,0,,0,,0,1547,0,0
2023100900,2023-10-09,2,4,9,LV,GB,0,0,100,1,0,TIMEOUT AT 04:09.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1551,0,0
2023100900,2023-10-09,2,4,9,GB,LV,1,10,25,1,0,(4:09) (SHOTGUN) 10-J.LOVE PASS SHORT LEFT INTENDED FOR 87-R.DOUBS INTERCEPTED BY 41-R.SPILLANE AT GB 31. 41-R.SPILLANE PUSHED OB AT GB 7 FOR 24 YARDS (11-J.REED).,0,2023,24,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,1,0,0,0,0,,25,OWN,0,,0,,0,1551,0,0
2023100900,2023-10-09,2,4,9,GB,LV,0,0,65,1,0,"2-D.CARLSON KICKS 65 YARDS FROM LV 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1551,0,0
2023100900,2023-10-09,2,4,9,LV,GB,0,0,85,1,0,"2-D.CARLSON EXTRA POINT IS GOOD, CENTER-50-J.BOBENMOYER, HOLDER-6-A.COLE.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1551,0,0
2023100900,2023-10-09,2,4,0,LV,GB,1,7,93,0,0,"(4:00) 8-J.JACOBS UP THE MIDDLE TO GB 8 FOR -1 YARDS (58-I.MCDUFFIE, 91-P.SMITH).",0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,7,OPP,0,,0,,0,1560,0,0
2023100900,2023-10-09,2,3,20,LV,GB,2,8,92,0,0,(3:20) (SHOTGUN) 10-J.GAROPPOLO PASS SHORT LEFT TO 8-J.JACOBS TO GB 8 FOR NO GAIN (25-K.NIXON).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,1600,0,0
2023100900,2023-10-09,2,2,38,LV,GB,3,8,92,0,0,(2:38) 10-J.GAROPPOLO PASS INCOMPLETE SHORT LEFT TO 3-D.CARTER (91-P.SMITH).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,1642,0,0
2023100900,2023-10-09,2,2,35,LV,GB,4,8,92,0,0,"(2:35) 2-D.CARLSON 26 YARD FIELD GOAL IS GOOD, CENTER-50-J.BOBENMOYER, HOLDER-6-A.COLE.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,1645,0,0
2023100900,2023-10-09,2,2,32,GB,LV,0,0,65,1,0,"2-D.CARLSON KICKS 65 YARDS FROM LV 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1648,0,0
2023100900,2023-10-09,2,2,32,GB,LV,1,10,25,0,0,"(2:32) 28-A.DILLON LEFT GUARD TO GB 24 FOR -1 YARDS (98-M.CROSBY, 69-A.BUTLER).",0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0,1648,0,0
2023100900,2023-10-09,2,2,32,LV,GB,0,0,100,1,0,TIMEOUT AT 02:32.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1648,0,0
2023100900,2023-10-09,2,2,0,GB,LV,2,11,24,0,0,(2:00) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE SHORT RIGHT TO 27-P.TAYLOR.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,1680,0,0
2023100900,2023-10-09,2,2,0,GB,LV,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1680,0,0
2023100900,2023-10-09,2,1,53,GB,LV,3,11,24,0,0,(1:53) (SHOTGUN) 10-J.LOVE PASS SHORT RIGHT TO 88-L.MUSGRAVE TO GB 28 FOR 4 YARDS (37-T.HALL).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,1687,0,0
