GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,NO,NE
2023100805,2023-10-08,1,1,0,NO,NE,2,6,67,1,0,(1:00) (SHOTGUN) 4-D.CARR PASS DEEP LEFT TO 22-R.SHAHEED TO NE 8 FOR 25 YARDS (5-J.PEPPERS).,0,2023,25,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,840,0,0
2023100805,2023-10-08,1,0,24,NO,NE,1,8,92,0,0,(:24) (SHOTGUN) 41-A.KAMARA UP THE MIDDLE TO NE 5 FOR 3 YARDS (91-D.WISE; 21-A.PHILLIPS).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,8,OPP,0,,0,,0,876,0,0
2023100805,2023-10-08,2,15,0,NO,NE,2,5,95,0,0,(15:00) NO 7-HILL NOW AT QB. (SHOTGUN) 41-A.KAMARA UP THE MIDDLE TO NE 2 FOR 3 YARDS (48-JA.TAVAI).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,5,OPP,0,,0,,0,900,0,0
2023100805,2023-10-08,1,0,0,NO,NE,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023100805,2023-10-08,2,14,27,NO,NE,3,2,98,1,0,"(14:27) NO 4-CARR NOW AT QB. 73-M.GARCIA REPORTED IN AS ELIGIBLE.  41-A.KAMARA RIGHT GUARD FOR 2 YARDS, TOUCHDOWN.",0,2023,2,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,RIGHT GUARD,2,OPP,0,,0,,0,933,0,0
2023100805,2023-10-08,2,14,23,NO,NE,0,0,85,1,0,"19-B.GRUPE EXTRA POINT IS GOOD, CENTER-49-Z.WOOD, HOLDER-39-L.HEDLEY.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,937,0,0
2023100805,2023-10-08,2,14,23,NE,NO,0,0,100,1,0,TIMEOUT AT 14:23.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,937,0,0
2023100805,2023-10-08,2,14,23,NE,NO,0,0,65,1,0,19-B.GRUPE KICKS 67 YARDS FROM NO 35 TO NE -2. 14-T.MONTGOMERY TO NE 17 FOR 19 YARDS (52-D.JACKSON).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,937,0,0
2023100805,2023-10-08,2,14,18,NE,NO,1,10,17,0,0,(14:18) (SHOTGUN) 10-M.JONES PASS INCOMPLETE SHORT RIGHT TO 81-D.DOUGLAS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,942,0,0
2023100805,2023-10-08,2,14,14,NE,NO,2,10,17,0,0,(14:14) 38-R.STEVENSON RIGHT TACKLE TO NE 21 FOR 4 YARDS (97-M.ROACH; 56-D.DAVIS).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,17,OWN,0,,0,,0,946,0,0
2023100805,2023-10-08,2,13,35,NE,NO,3,6,21,0,0,(13:35) (SHOTGUN) 10-M.JONES PASS INCOMPLETE DEEP RIGHT TO 1-D.PARKER (29-P.ADEBO).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,985,0,0
2023100805,2023-10-08,2,13,30,NE,NO,4,6,21,0,0,"(13:30) 17-B.BARINGER PUNTS 43 YARDS TO NO 36, CENTER-49-J.CARDONA, OUT OF BOUNDS. PENALTY ON NE-18-M.SLATER, ILLEGAL TOUCH KICK, 5 YARDS, ENFORCED AT NO 36.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,21,OWN,1,NE,0,ILLEGAL TOUCH KICK,5,990,0,0
2023100805,2023-10-08,2,13,22,NE,NO,0,0,100,1,0,TIMEOUT AT 13:22.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,998,0,0
2023100805,2023-10-08,2,13,22,NO,NE,1,10,41,1,0,(13:22) 4-D.CARR PASS SHORT RIGHT TO 25-K.MILLER TO NE 26 FOR 33 YARDS (21-A.PHILLIPS).,0,2023,33,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,998,0,0
2023100805,2023-10-08,2,12,43,NO,NE,1,10,74,0,0,(12:43) 41-A.KAMARA RIGHT GUARD TO NE 19 FOR 7 YARDS (8-J.BENTLEY; 23-K.DUGGER).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,26,OPP,0,,0,,0,1037,0,0
2023100805,2023-10-08,2,12,6,NO,NE,2,3,81,1,0,(12:06) NO 7-HILL NOW AT QB. (SHOTGUN) 7-T.HILL SCRAMBLES RIGHT END PUSHED OB AT NE 7 FOR 12 YARDS (55-J.UCHE).,0,2023,12,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,19,OPP,0,,0,,0,1074,0,0
2023100805,2023-10-08,2,11,28,NO,NE,1,7,93,0,0,(11:28) NO 4-CARR NOW AT QB. 41-A.KAMARA RIGHT GUARD TO NE 5 FOR 2 YARDS (93-L.GUY).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,7,OPP,0,,0,,0,1112,0,0
2023100805,2023-10-08,2,10,53,NO,NE,2,5,95,1,0,"(10:53) 4-D.CARR PASS SHORT MIDDLE TO 12-C.OLAVE FOR 5 YARDS, TOUCHDOWN.",0,2023,5,UNDER CENTER,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,5,OPP,0,,0,,0,1147,0,0
2023100805,2023-10-08,2,10,47,NE,NO,1,10,25,0,0,(10:47) 15-E.ELLIOTT LEFT TACKLE TO NE 33 FOR 8 YARDS (23-M.LATTIMORE).,0,2023,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,25,OWN,0,,0,,0,1153,0,0
2023100805,2023-10-08,2,10,47,NO,NE,0,0,85,1,0,"19-B.GRUPE EXTRA POINT IS GOOD, CENTER-49-Z.WOOD, HOLDER-39-L.HEDLEY.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1153,0,0
2023100805,2023-10-08,2,10,47,NE,NO,0,0,100,1,0,TIMEOUT AT 10:47.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1153,0,0
2023100805,2023-10-08,2,10,47,NE,NO,0,0,65,1,0,"19-B.GRUPE KICKS 65 YARDS FROM NO 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1153,0,0
2023100805,2023-10-08,2,10,18,NE,NO,2,2,33,1,0,"(10:18) (SHOTGUN) 15-E.ELLIOTT RIGHT TACKLE TO NE 35 FOR 2 YARDS (23-M.LATTIMORE, 99-K.SAUNDERS).",0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,33,OWN,0,,0,,0,1182,0,0
2023100805,2023-10-08,2,9,40,NE,NO,1,10,35,0,0,(9:40) (SHOTGUN) 10-M.JONES PASS SHORT RIGHT TO 15-E.ELLIOTT TO NE 37 FOR 2 YARDS (56-D.DAVIS).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,1220,0,0
2023100805,2023-10-08,2,8,59,NE,NO,2,8,37,0,0,"(8:59) PENALTY ON NE-84-K.BOURNE, FALSE START, 5 YARDS, ENFORCED AT NE 37 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,37,OWN,1,NE,1,FALSE START,5,1261,0,0
2023100805,2023-10-08,2,8,43,NE,NO,2,13,32,0,0,"(8:43) (SHOTGUN) 10-M.JONES PASS SHORT RIGHT TO 15-E.ELLIOTT TO NE 37 FOR 5 YARDS (29-P.ADEBO). PENALTY ON NO-90-B.BRESEE, ILLEGAL USE OF HANDS, 5 YARDS, ENFORCED AT NE 32 - NO PLAY.",0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,32,OWN,1,NO,1,ILLEGAL USE OF HANDS,5,1277,0,0
2023100805,2023-10-08,2,8,15,NE,NO,1,10,37,0,0,(8:15) (SHOTGUN) 10-M.JONES PASS SHORT RIGHT TO 7-J.SMITH-SCHUSTER PUSHED OB AT NE 39 FOR 2 YARDS (31-J.HOWDEN).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,1305,0,0
2023100805,2023-10-08,2,7,40,NE,NO,2,8,39,0,0,"(7:40) 38-R.STEVENSON RIGHT END TO NE 39 FOR NO GAIN (29-P.ADEBO, 23-M.LATTIMORE).",0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,39,OWN,0,,0,,0,1340,0,0
2023100805,2023-10-08,2,6,58,NE,NO,3,8,39,0,0,(6:58) (SHOTGUN) 10-M.JONES PASS INCOMPLETE DEEP RIGHT TO 1-D.PARKER (29-P.ADEBO).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1382,0,0
2023100805,2023-10-08,2,6,52,NE,NO,4,8,39,0,0,"(6:52) 17-B.BARINGER PUNTS 45 YARDS TO NO 16, CENTER-49-J.CARDONA, FAIR CATCH BY 22-R.SHAHEED.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1388,0,0
2023100805,2023-10-08,2,6,44,NE,NO,0,0,100,1,0,TIMEOUT AT 06:44.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1396,0,0
