GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,ATL,HOU
2023100801,2023-10-08,2,10,6,ATL,HOU,2,10,39,1,0,"(10:06) (SHOTGUN) 9-D.RIDDER PASS SHORT LEFT TO 12-K.HODGE TO 50 FOR 11 YARDS (35-J.HANSEN, 6-D.PERRYMAN).",0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1194,0,0
2023100801,2023-10-08,2,9,31,ATL,HOU,1,10,100,0,0,"(9:31) (SHOTGUN) PENALTY ON HOU-96-M.COLLINS, ENCROACHMENT, 5 YARDS, ENFORCED AT 50 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,0,OPP,1,HOU,1,ENCROACHMENT,5,1229,0,0
2023100801,2023-10-08,2,9,22,ATL,HOU,1,5,55,1,0,(9:22) (SHOTGUN) 7-B.ROBINSON LEFT END TO HOU 39 FOR 6 YARDS (92-D.HORTON).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,45,OPP,0,,0,,0,1238,0,0
2023100801,2023-10-08,2,8,42,ATL,HOU,1,10,61,0,0,"(8:42) (SHOTGUN) 7-B.ROBINSON LEFT TACKLE TO HOU 40 FOR -1 YARDS (52-J.GREENARD, 55-J.HUGHES).",0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,39,OPP,0,,0,,0,1278,0,0
2023100801,2023-10-08,2,8,12,ATL,HOU,2,11,60,0,0,(8:12) (SHOTGUN) 9-D.RIDDER PASS INCOMPLETE SHORT LEFT TO 25-T.ALLGEIER [53-B.CASHMAN].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,1308,0,0
2023100801,2023-10-08,2,8,9,ATL,HOU,3,16,55,0,0,(8:09) (SHOTGUN) 9-D.RIDDER PASS INCOMPLETE DEEP LEFT TO 5-D.LONDON.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,1311,0,0
2023100801,2023-10-08,2,8,9,ATL,HOU,0,0,100,1,0,TIMEOUT #1 BY HOU AT 08:09.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1311,0,0
2023100801,2023-10-08,2,8,9,ATL,HOU,3,11,60,0,0,"(8:09) PENALTY ON ATL-8-K.PITTS, FALSE START, 5 YARDS, ENFORCED AT HOU 40 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,40,OPP,1,ATL,1,FALSE START,5,1311,0,0
2023100801,2023-10-08,2,8,6,ATL,HOU,4,16,55,0,0,"(8:06) 13-B.PINION PUNTS 45 YARDS TO END ZONE, CENTER-49-L.MCCULLOUGH, TOUCHBACK.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,1314,0,0
2023100801,2023-10-08,2,7,57,ATL,HOU,0,0,100,1,0,TIMEOUT AT 07:57.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1323,0,0
2023100801,2023-10-08,2,7,57,HOU,ATL,1,10,20,0,0,(7:57) 31-D.PIERCE RIGHT GUARD TO HOU 21 FOR 1 YARD (3-J.BATES).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,20,OWN,0,,0,,0,1323,0,0
2023100801,2023-10-08,2,7,25,HOU,ATL,2,9,21,0,0,(7:25) 7-C.STROUD PASS INCOMPLETE DEEP MIDDLE TO 2-R.WOODS.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,1355,0,0
2023100801,2023-10-08,2,7,20,HOU,ATL,3,9,21,0,0,(7:20) (SHOTGUN) 7-C.STROUD PASS SHORT LEFT TO 86-D.SCHULTZ TO HOU 25 FOR 4 YARDS (53-N.LANDMAN).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,1360,0,0
