GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,CAR,DET
2023100802,2023-10-08,1,1,25,CAR,DET,2,6,71,0,0,"(1:25) (NO HUDDLE, SHOTGUN) 9-B.YOUNG PASS SHORT MIDDLE TO 81-H.HURST TO DET 24 FOR 5 YARDS (34-A.ANZALONE, 21-T.WALKER). PENALTY ON CAR, ILLEGAL FORMATION, 5 YARDS, ENFORCED AT DET 29 - NO PLAY.",0,2023,5,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,1,0,0,,29,OPP,1,CAR,1,ILLEGAL FORMATION,5,815,0,0
2023100802,2023-10-08,1,0,53,CAR,DET,2,11,66,0,0,"(:53) (SHOTGUN) 9-B.YOUNG PASS SHORT RIGHT TO 82-T.TREMBLE PUSHED OB AT DET 29 FOR 5 YARDS (21-T.WALKER). PENALTY ON DET-46-J.CAMPBELL, ILLEGAL CONTACT, 5 YARDS, ENFORCED AT DET 34 - NO PLAY.",0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,34,OPP,1,DET,1,ILLEGAL CONTACT,5,847,0,0
2023100802,2023-10-08,1,0,26,CAR,DET,1,10,71,0,0,(:26) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT RIGHT [94-B.JONES]. BALL THROWN AWAY,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,874,0,0
2023100802,2023-10-08,1,0,18,CAR,DET,2,10,71,0,0,(:18) (SHOTGUN) 9-B.YOUNG PASS SHORT LEFT TO 19-A.THIELEN TO DET 20 FOR 9 YARDS (31-K.JOSEPH).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,882,0,0
2023100802,2023-10-08,1,0,0,CAR,DET,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023100802,2023-10-08,2,15,0,CAR,DET,3,1,80,1,0,(15:00) 14-A.DALTON UP THE MIDDLE TO DET 19 FOR 1 YARD (79-J.COMINSKY; 94-B.JONES).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,20,OPP,0,,0,,0,900,0,0
2023100802,2023-10-08,2,14,17,CAR,DET,0,0,100,1,0,TIMEOUT #1 BY CAR AT 14:17.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,943,0,0
2023100802,2023-10-08,2,14,17,CAR,DET,1,10,81,1,0,(14:17) 5-L.SHENAULT RIGHT TACKLE TO DET 8 FOR 11 YARDS (31-K.JOSEPH).,0,2023,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,19,OPP,0,,0,,0,943,0,0
2023100802,2023-10-08,2,13,36,CAR,DET,1,8,92,0,0,(13:36) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT LEFT TO 15-J.MINGO (25-W.HARRIS).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,984,0,0
2023100802,2023-10-08,2,13,31,CAR,DET,2,8,92,0,0,"(13:31) 5-L.SHENAULT LEFT END TO DET 1 FOR 7 YARDS (25-W.HARRIS, 34-A.ANZALONE).",0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,8,OPP,0,,0,,0,989,0,0
