GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,GB,DET
2023112300,2023-11-23,1,2,12,DET,GB,0,0,15,1,0,"17-A.CARLSON EXTRA POINT IS NO GOOD, WIDE LEFT, CENTER-42-M.ORZECH, HOLDER-19-D.WHELAN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OWN,0,,0,,0,12,768,0,0
2023112300,2023-11-23,1,2,12,DET,GB,0,0,65,1,0,17-A.CARLSON KICKS 65 YARDS FROM GB 35 TO DET 0. 30-K.DORSEY TO DET 16 FOR 16 YARDS (48-B.SAPP).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,12,768,0,0
2023112300,2023-11-23,1,2,9,DET,GB,1,10,16,0,0,(2:09) 26-J.GIBBS LEFT TACKLE TO DET 21 FOR 5 YARDS (97-K.CLARK; 7-Q.WALKER).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,16,OWN,0,,0,,0,12,771,0,0
2023112300,2023-11-23,1,1,35,DET,GB,2,5,21,0,0,(1:35) 16-J.GOFF PASS INCOMPLETE SHORT LEFT TO 26-J.GIBBS.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,12,805,0,0
2023112300,2023-11-23,1,1,30,DET,GB,3,5,21,0,0,"(1:30) (SHOTGUN) 16-J.GOFF SCRAMBLES UP THE MIDDLE TO DET 23 FOR 2 YARDS (94-K.BROOKS). FUMBLES (94-K.BROOKS), RECOVERED BY GB-94-K.BROOKS AT DET 23.",0,2023,2,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,1,0,0,0,,21,OWN,0,,0,,0,12,810,0,0
2023112300,2023-11-23,1,1,20,GB,DET,1,10,77,0,0,(1:20) 11-J.REED LEFT TACKLE TO DET 22 FOR 1 YARD (93-J.PASCHAL; 54-A.MCNEILL). DET-54-A.MCNEILL WAS INJURED DURING THE PLAY.,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,23,OPP,0,,0,,0,12,820,0,0
2023112300,2023-11-23,1,1,10,GB,DET,0,0,100,1,0,TIMEOUT AT 01:10.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,830,0,0
2023112300,2023-11-23,1,0,52,GB,DET,2,9,78,0,0,(:52) (SHOTGUN) 10-J.LOVE SCRAMBLES RIGHT END RAN OB AT DET 20 FOR 2 YARDS (91-L.ONWUZURIKE).,0,2023,2,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,22,OPP,0,,0,,0,12,848,0,0
2023112300,2023-11-23,1,0,7,GB,DET,0,0,100,1,0,TIMEOUT #1 BY GB AT 00:07.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,893,0,0
2023112300,2023-11-23,1,0,7,GB,DET,3,7,80,0,0,(:07) (SHOTGUN) 10-J.LOVE PASS SHORT LEFT TO 85-T.KRAFT TO DET 14 FOR 6 YARDS (55-D.BARNES).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,12,893,0,0
2023112300,2023-11-23,1,0,0,GB,DET,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,900,0,0
2023112300,2023-11-23,2,15,0,GB,DET,4,1,86,0,0,(15:00) 28-A.DILLON UP THE MIDDLE TO DET 14 FOR NO GAIN (32-B.BRANCH; 55-D.BARNES).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,14,OPP,0,,0,,0,12,900,0,0
2023112300,2023-11-23,2,14,55,DET,GB,1,10,14,0,0,"(14:55) 5-D.MONTGOMERY UP THE MIDDLE TO DET 18 FOR 4 YARDS (55-K.ENAGBARE, 34-J.OWENS).",0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,14,OWN,0,,0,,0,12,905,0,0
2023112300,2023-11-23,2,14,18,DET,GB,2,6,18,0,0,"(14:18) 5-D.MONTGOMERY UP THE MIDDLE TO DET 23 FOR 5 YARDS (90-L.VAN NESS, 35-C.BALLENTINE).",0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,18,OWN,0,,0,,0,12,942,0,0
2023112300,2023-11-23,2,13,38,DET,GB,3,1,23,1,0,(13:38) (SHOTGUN) 5-D.MONTGOMERY UP THE MIDDLE TO DET 25 FOR 2 YARDS (97-K.CLARK; 58-I.MCDUFFIE).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,23,OWN,0,,0,,0,12,982,0,0
2023112300,2023-11-23,2,12,55,DET,GB,1,10,25,0,0,(12:55) 70-D.SKIPPER REPORTED IN AS ELIGIBLE.  5-D.MONTGOMERY UP THE MIDDLE TO DET 34 FOR 9 YARDS (34-J.OWENS). DET-77-F.RAGNOW WAS INJURED DURING THE PLAY.,0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,12,1025,0,0
2023112300,2023-11-23,2,12,45,DET,GB,0,0,100,1,0,TIMEOUT AT 12:45.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,1035,0,0
2023112300,2023-11-23,2,12,39,DET,GB,2,1,34,1,0,(12:39) (SHOTGUN) 16-J.GOFF PASS SHORT LEFT TO 44-M.RODRIGUEZ TO DET 40 FOR 6 YARDS (35-C.BALLENTINE) [90-L.VAN NESS].,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,12,1041,0,0
2023112300,2023-11-23,2,12,2,DET,GB,1,10,40,0,0,(12:02) (SHOTGUN) 16-J.GOFF PASS SHORT LEFT TO 14-A.ST. BROWN TO DET 46 FOR 6 YARDS (35-C.BALLENTINE).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,12,1078,0,0
2023112300,2023-11-23,2,11,27,DET,GB,2,4,46,0,0,"(11:27) 5-D.MONTGOMERY UP THE MIDDLE TO DET 48 FOR 2 YARDS (7-Q.WALKER, 52-R.GARY).",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,46,OWN,0,,0,,0,12,1113,0,0
2023112300,2023-11-23,2,10,48,DET,GB,3,2,48,0,0,(10:48) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE SHORT MIDDLE TO 87-S.LAPORTA.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,12,1152,0,0
2023112300,2023-11-23,2,10,44,DET,GB,4,2,48,0,0,"(10:44) 3-J.FOX PUNTS 38 YARDS TO GB 14, CENTER-43-J.MCQUAIDE, FAIR CATCH BY 11-J.REED.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,12,1156,0,0
2023112300,2023-11-23,2,10,38,DET,GB,0,0,100,1,0,TIMEOUT AT 10:38.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,1162,0,0
2023112300,2023-11-23,2,10,38,GB,DET,1,10,14,1,0,(10:38) (SHOTGUN) 10-J.LOVE PASS SHORT LEFT TO 28-A.DILLON TO GB 36 FOR 22 YARDS (31-K.JOSEPH).,0,2023,22,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,12,1162,0,0
