GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,CAR,TEN
2023112605,2023-11-26,3,2,24,CAR,TEN,1,10,36,1,0,(2:24) (SHOTGUN) 30-C.HUBBARD LEFT END TO TEN 49 FOR 15 YARDS (56-M.RICE).,0,2023,15,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,36,OWN,0,,0,,0,2556,0,0
2023112605,2023-11-26,3,1,50,CAR,TEN,1,10,51,0,0,(1:50) (SHOTGUN) 30-C.HUBBARD UP THE MIDDLE TO TEN 49 FOR NO GAIN (56-M.RICE; 99-R.WEAVER).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,49,OPP,0,,0,,0,2590,0,0
2023112605,2023-11-26,3,1,15,CAR,TEN,2,10,51,0,0,(1:15) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT LEFT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,49,OPP,0,,0,,0,2625,0,0
2023112605,2023-11-26,3,1,10,CAR,TEN,3,10,51,0,0,(1:10) (SHOTGUN) 9-B.YOUNG SACKED AT CAR 42 FOR -9 YARDS (96-D.AUTRY).,0,2023,-9,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,49,OPP,0,,0,,0,2630,0,0
2023112605,2023-11-26,3,0,32,CAR,TEN,4,19,42,0,0,"(:32) 10-J.HEKKER PUNTS 58 YARDS TO END ZONE, CENTER-44-J.JANSEN, TOUCHBACK.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,2668,0,0
2023112605,2023-11-26,3,0,24,TEN,CAR,1,10,20,1,0,(:24) 8-W.LEVIS PASS DEEP LEFT TO 10-D.HOPKINS PUSHED OB AT TEN 39 FOR 19 YARDS (25-X.WOODS).,0,2023,19,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,2676,0,0
2023112605,2023-11-26,4,15,0,TEN,CAR,1,10,39,0,0,(15:00) 8-W.LEVIS PASS INCOMPLETE DEEP LEFT TO 10-D.HOPKINS.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,2700,0,0
2023112605,2023-11-26,3,0,0,TEN,CAR,0,0,100,1,0,END QUARTER 3,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2700,0,0
2023112605,2023-11-26,4,14,54,TEN,CAR,2,10,39,0,0,(14:54) 22-D.HENRY RIGHT END TO TEN 45 FOR 6 YARDS (20-D.LONG; 95-DER.BROWN).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,39,OWN,0,,0,,0,2706,0,0
2023112605,2023-11-26,4,14,10,TEN,CAR,3,4,45,0,0,(14:10) (SHOTGUN) 8-W.LEVIS PASS INCOMPLETE SHORT LEFT TO 10-D.HOPKINS (40-D.JONES).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,2750,0,0
