GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,NYJ,MIA
2023112400,2023-11-24,1,0,47,NYJ,MIA,2,15,20,0,0,(:47) (SHOTGUN) 7-T.BOYLE PASS SHORT LEFT TO 17-G.WILSON TO NYJ 25 FOR 5 YARDS (43-A.VAN GINKEL).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,853,0,0
2023112400,2023-11-24,1,0,6,NYJ,MIA,3,10,25,0,0,"(:06) (SHOTGUN) PENALTY ON NYJ-16-J.BROWNLEE, FALSE START, 5 YARDS, ENFORCED AT NYJ 25 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,25,OWN,1,NYJ,1,FALSE START,5,894,0,0
2023112400,2023-11-24,2,15,0,NYJ,MIA,3,15,20,0,0,(15:00) (SHOTGUN) 7-T.BOYLE PASS SHORT LEFT TO 20-BRE.HALL TO NYJ 18 FOR -2 YARDS (55-J.BAKER).,0,2023,-2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,900,0,0
2023112400,2023-11-24,1,0,0,NYJ,MIA,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023112400,2023-11-24,2,14,32,NYJ,MIA,4,17,18,0,0,"(14:32) 5-T.MORSTEAD PUNTS 61 YARDS TO MIA 21, CENTER-42-T.HENNESSY. 0-B.BERRIOS TO MIA 40 FOR 19 YARDS (21-A.DAVIS).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,18,OWN,0,,0,,0,928,0,0
2023112400,2023-11-24,2,14,20,MIA,NYJ,1,10,40,0,0,(14:20) (SHOTGUN) 31-R.MOSTERT RIGHT END TO MIA 44 FOR 4 YARDS (95-Q.WILLIAMS).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,40,OWN,0,,0,,0,940,0,0
2023112400,2023-11-24,2,13,39,MIA,NYJ,2,6,44,0,0,"(13:39) 31-R.MOSTERT LEFT END TO MIA 45 FOR 1 YARD (99-W.MCDONALD, 57-C.MOSLEY).",0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,44,OWN,0,,0,,0,981,0,0
2023112400,2023-11-24,2,12,55,MIA,NYJ,3,5,45,0,0,"(12:55) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT MIDDLE TO 17-J.WADDLE TO NYJ 44 FOR 11 YARDS (57-C.MOSLEY). PENALTY ON NYJ-95-Q.WILLIAMS, DEFENSIVE OFFSIDE, DECLINED.",0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,1,0,0,,45,OWN,0,NYJ,0,DEFENSIVE OFFSIDE,0,1025,0,0
2023112400,2023-11-24,2,12,30,MIA,NYJ,1,10,56,0,0,(12:30) 1-T.TAGOVAILOA PASS INCOMPLETE SHORT LEFT TO 10-T.HILL.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,1050,0,0
2023112400,2023-11-24,2,12,25,MIA,NYJ,2,10,56,0,0,(12:25) (SHOTGUN) 31-R.MOSTERT UP THE MIDDLE TO NYJ 39 FOR 5 YARDS (57-C.MOSLEY; 11-J.JOHNSON).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,44,OPP,0,,0,,0,1055,0,0
2023112400,2023-11-24,2,11,45,MIA,NYJ,3,5,61,1,0,(11:45) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT MIDDLE TO 23-J.WILSON TO NYJ 32 FOR 7 YARDS (56-QU.WILLIAMS).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,1095,0,0
2023112400,2023-11-24,2,11,6,MIA,NYJ,1,10,68,0,0,(11:06) (SHOTGUN) 23-J.WILSON LEFT TACKLE TO NYJ 29 FOR 3 YARDS (56-QU.WILLIAMS; 94-S.THOMAS).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,32,OPP,0,,0,,0,1134,0,0
2023112400,2023-11-24,2,10,24,MIA,NYJ,2,7,71,0,0,(10:24) (SHOTGUN) 31-R.MOSTERT RIGHT END TO NYJ 28 FOR 1 YARD (4-D.REED).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,29,OPP,0,,0,,0,1176,0,0
2023112400,2023-11-24,2,9,38,MIA,NYJ,0,0,100,1,0,TIMEOUT #2 BY MIA AT 09:38.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1222,0,0
2023112400,2023-11-24,2,9,38,MIA,NYJ,3,6,72,1,0,(9:38) (SHOTGUN) 1-T.TAGOVAILOA PASS DEEP LEFT TO 17-J.WADDLE TO NYJ 8 FOR 20 YARDS (57-C.MOSLEY; 1-A.GARDNER).,0,2023,20,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,28,OPP,0,,0,,0,1222,0,0
2023112400,2023-11-24,2,8,59,MIA,NYJ,1,8,92,0,0,(8:59) 31-R.MOSTERT RIGHT GUARD TO NYJ 7 FOR 1 YARD (22-T.ADAMS; 94-S.THOMAS).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,8,OPP,0,,0,,0,1261,0,0
2023112400,2023-11-24,2,8,25,MIA,NYJ,2,7,93,1,0,"(8:25) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT RIGHT TO 10-T.HILL FOR 7 YARDS, TOUCHDOWN.",0,2023,7,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,,7,OPP,0,,0,,0,1295,0,0
2023112400,2023-11-24,2,8,21,NYJ,MIA,1,10,25,1,0,(8:21) 20-BRE.HALL LEFT END RAN OB AT NYJ 36 FOR 11 YARDS (8-J.HOLLAND).,0,2023,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,25,OWN,0,,0,,0,1299,0,0
2023112400,2023-11-24,2,8,21,MIA,NYJ,0,0,85,1,0,"7-J.SANDERS EXTRA POINT IS GOOD, CENTER-44-B.FERGUSON, HOLDER-16-J.BAILEY.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1299,0,0
2023112400,2023-11-24,2,8,21,NYJ,MIA,0,0,100,1,0,TIMEOUT AT 08:21.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1299,0,0
2023112400,2023-11-24,2,8,21,NYJ,MIA,0,0,65,1,0,"7-J.SANDERS KICKS 65 YARDS FROM MIA 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1299,0,0
2023112400,2023-11-24,2,7,41,NYJ,MIA,1,10,36,0,0,(7:41) (SHOTGUN) 7-T.BOYLE PASS INCOMPLETE SHORT RIGHT TO 17-G.WILSON (15-J.PHILLIPS).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,1339,0,0
2023112400,2023-11-24,2,7,37,NYJ,MIA,2,10,36,0,0,(7:37) (SHOTGUN) 7-T.BOYLE PASS SHORT RIGHT TO 20-BRE.HALL TO NYJ 43 FOR 7 YARDS (55-J.BAKER).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,1343,0,0
2023112400,2023-11-24,2,6,57,NYJ,MIA,3,3,43,0,0,"(6:57) (NO HUDDLE, SHOTGUN) 7-T.BOYLE SACKED AT NYJ 36 FOR -7 YARDS (94-C.WILKINS).",0,2023,-7,NO HUDDLE SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,1383,0,0
2023112400,2023-11-24,2,6,20,NYJ,MIA,4,10,36,0,0,"(6:20) 5-T.MORSTEAD PUNTS 54 YARDS TO MIA 10, CENTER-42-T.HENNESSY. 0-B.BERRIOS TO MIA 18 FOR 8 YARDS (21-A.DAVIS).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,1420,0,0
2023112400,2023-11-24,2,6,9,NYJ,MIA,0,0,100,1,0,TIMEOUT AT 06:09.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1431,0,0
2023112400,2023-11-24,2,6,9,MIA,NYJ,1,10,18,0,0,"(6:09) (SHOTGUN) 23-J.WILSON LEFT TACKLE TO MIA 24 FOR 6 YARDS (57-C.MOSLEY, 4-D.REED).",0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,18,OWN,0,,0,,0,1431,0,0
2023112400,2023-11-24,2,5,25,MIA,NYJ,2,4,24,1,0,(5:25) 1-T.TAGOVAILOA PASS SHORT LEFT TO 17-J.WADDLE TO MIA 37 FOR 13 YARDS (57-C.MOSLEY).,0,2023,13,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,1475,0,0
2023112400,2023-11-24,2,4,47,MIA,NYJ,1,10,37,0,0,(4:47) (SHOTGUN) 23-J.WILSON RIGHT END TO MIA 41 FOR 4 YARDS (57-C.MOSLEY).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,37,OWN,0,,0,,0,1513,0,0
2023112400,2023-11-24,2,4,5,MIA,NYJ,2,6,41,0,0,(4:05) (SHOTGUN) 1-T.TAGOVAILOA SACKED AT MIA 32 FOR -9 YARDS (SACK SPLIT BY 94-S.THOMAS AND 72-M.CLEMONS).,0,2023,-9,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,1555,0,0
2023112400,2023-11-24,2,3,19,MIA,NYJ,3,15,32,0,0,(3:19) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT RIGHT TO 23-J.WILSON TO MIA 38 FOR 6 YARDS (1-A.GARDNER; 56-QU.WILLIAMS).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,1601,0,0
2023112400,2023-11-24,2,2,30,MIA,NYJ,4,9,38,0,0,"(2:30) 16-J.BAILEY PUNTS 40 YARDS TO NYJ 22, CENTER-44-B.FERGUSON, DOWNED BY MIA-22-E.CAMPBELL. PENALTY ON NYJ-19-I.CHARLES, RUNNING INTO THE KICKER, DECLINED.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,38,OWN,0,NYJ,0,RUNNING INTO THE KICKER,0,1650,0,0
2023112400,2023-11-24,2,2,17,NYJ,MIA,1,15,17,0,0,(2:17) (SHOTGUN) 7-T.BOYLE PASS SHORT LEFT TO 16-J.BROWNLEE TO NYJ 29 FOR 12 YARDS (51-D.LONG).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,1663,0,0
2023112400,2023-11-24,2,2,17,NYJ,MIA,1,10,22,0,0,"(2:17) PENALTY ON NYJ-65-X.NEWMAN-JOHNSON, FALSE START, 5 YARDS, ENFORCED AT NYJ 22 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,22,OWN,1,NYJ,1,FALSE START,5,1663,0,0
2023112400,2023-11-24,2,2,0,NYJ,MIA,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1680,0,0
