GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,KC,LV
2023112608,2023-11-26,1,15,0,LV,KC,1,10,25,0,0,(15:00) 8-J.JACOBS RIGHT TACKLE TO LV 32 FOR 7 YARDS (23-D.TRANQUILL).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,25,OWN,0,,0,,0,12,0,0,0
2023112608,2023-11-26,1,15,0,LV,KC,0,0,65,1,0,"7-H.BUTKER KICKS 65 YARDS FROM KC 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,12,0,0,0
2023112608,2023-11-26,1,14,20,LV,KC,2,3,32,0,0,(14:20) 8-J.JACOBS LEFT TACKLE TO LV 33 FOR 1 YARD (50-W.GAY).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,32,OWN,0,,0,,0,12,40,0,0
2023112608,2023-11-26,1,13,37,LV,KC,3,2,33,1,0,(13:37) 4-A.O'CONNELL PASS DEEP LEFT TO 17-D.ADAMS PUSHED OB AT KC 34 FOR 33 YARDS (38-L.SNEED).,0,2023,33,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,12,83,0,0
2023112608,2023-11-26,1,12,54,LV,KC,1,10,66,0,0,(12:54) 8-J.JACOBS LEFT END PUSHED OB AT KC 30 FOR 4 YARDS (20-J.REID).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,34,OPP,0,,0,,0,12,126,0,0
2023112608,2023-11-26,1,12,18,LV,KC,2,6,70,0,0,(12:18) (SHOTGUN) 8-J.JACOBS LEFT GUARD TO KC 27 FOR 3 YARDS (23-D.TRANQUILL).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,30,OPP,0,,0,,0,12,162,0,0
2023112608,2023-11-26,1,11,37,LV,KC,3,3,73,1,0,(11:37) (SHOTGUN) 4-A.O'CONNELL PASS SHORT RIGHT TO 16-J.MEYERS TO KC 23 FOR 4 YARDS (56-G.KARLAFTIS).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,12,203,0,0
2023112608,2023-11-26,1,10,59,LV,KC,1,10,77,0,0,(10:59) (SHOTGUN) 4-A.O'CONNELL PASS SHORT MIDDLE TO 16-J.MEYERS TO KC 21 FOR 2 YARDS (35-JA.WATSON).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,12,241,0,0
2023112608,2023-11-26,1,10,19,LV,KC,2,8,79,0,0,(10:19) 8-J.JACOBS RIGHT TACKLE TO KC 18 FOR 3 YARDS (21-M.EDWARDS; 51-M.DANNA).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,21,OPP,0,,0,,0,12,281,0,0
2023112608,2023-11-26,1,9,38,LV,KC,3,5,82,1,0,"(9:38) (SHOTGUN) 4-A.O'CONNELL PASS SHORT MIDDLE TO 16-J.MEYERS FOR 18 YARDS, TOUCHDOWN.",0,2023,18,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,12,322,0,0
2023112608,2023-11-26,1,9,32,KC,LV,0,0,65,1,0,"2-D.CARLSON KICKS 65 YARDS FROM LV 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,12,328,0,0
2023112608,2023-11-26,1,9,32,LV,KC,0,0,85,1,0,"2-D.CARLSON EXTRA POINT IS GOOD, CENTER-50-J.BOBENMOYER, HOLDER-6-A.COLE.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,12,328,0,0
2023112608,2023-11-26,1,9,32,LV,KC,0,0,100,1,0,TIMEOUT AT 09:32.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,328,0,0
2023112608,2023-11-26,1,9,32,KC,LV,1,10,25,0,0,(9:32) (SHOTGUN) 15-P.MAHOMES PASS SHORT LEFT TO 10-I.PACHECO TO KC 14 FOR -11 YARDS (91-B.NICHOLS).,0,2023,-11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,12,328,0,0
2023112608,2023-11-26,1,8,51,KC,LV,2,21,14,0,0,(8:51) (SHOTGUN) 15-P.MAHOMES PASS INCOMPLETE DEEP MIDDLE TO 87-T.KELCE.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,12,369,0,0
2023112608,2023-11-26,1,8,45,KC,LV,3,21,14,0,0,(8:45) (SHOTGUN) 15-P.MAHOMES PASS SHORT MIDDLE TO 24-S.MOORE PUSHED OB AT KC 25 FOR 11 YARDS (39-N.HOBBS).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,12,375,0,0
2023112608,2023-11-26,1,8,16,KC,LV,4,10,25,0,0,"(8:16) 5-T.TOWNSEND PUNTS 56 YARDS TO LV 19, CENTER-41-J.WINCHESTER, FAIR CATCH BY 3-D.CARTER. PENALTY ON LV-34-B.BOLDEN, RUNNING INTO THE KICKER, DECLINED.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,25,OWN,0,LV,0,RUNNING INTO THE KICKER,0,12,404,0,0
2023112608,2023-11-26,1,8,9,LV,KC,0,0,100,1,0,TIMEOUT AT 08:09.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,411,0,0
2023112608,2023-11-26,1,8,9,LV,KC,1,10,19,0,0,(8:09) 8-J.JACOBS LEFT GUARD TO LV 23 FOR 4 YARDS (98-T.WHARTON; 20-J.REID).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,19,OWN,0,,0,,0,12,411,0,0
2023112608,2023-11-26,1,7,30,LV,KC,2,6,23,0,0,(7:30) 4-A.O'CONNELL PASS INCOMPLETE SHORT RIGHT [54-L.CHENAL].,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,12,450,0,0
2023112608,2023-11-26,1,7,23,LV,KC,3,6,23,1,0,(7:23) (SHOTGUN) 4-A.O'CONNELL PASS SHORT LEFT TO 16-J.MEYERS PUSHED OB AT LV 41 FOR 18 YARDS (6-B.COOK).,0,2023,18,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,12,457,0,0
2023112608,2023-11-26,1,6,51,LV,KC,1,10,41,0,0,(6:51) 8-J.JACOBS RIGHT TACKLE TO LV 43 FOR 2 YARDS (95-C.JONES).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,41,OWN,0,,0,,0,12,489,0,0
2023112608,2023-11-26,1,6,8,LV,KC,2,8,43,0,0,"(6:08) (SHOTGUN) 4-A.O'CONNELL PASS SHORT RIGHT TO 17-D.ADAMS TO 50 FOR 7 YARDS (91-D.NNADI; 38-L.SNEED). LAS VEGAS CHALLENGED THE SHORT OF THE LINE TO GAIN RULING, AND THE PLAY WAS UPHELD. THE RULING ON THE FIELD STANDS. (TIMEOUT #1.)",0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,1,0,,0,0,0,0,0,,43,OWN,0,,0,,0,12,532,0,0
2023112608,2023-11-26,1,5,28,LV,KC,3,1,100,1,0,(5:28) 16-J.MEYERS RIGHT END TO KC 48 FOR 2 YARDS (56-G.KARLAFTIS).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,0,OPP,0,,0,,0,12,572,0,0
2023112608,2023-11-26,1,4,51,LV,KC,1,10,52,0,0,(4:51) 8-J.JACOBS RIGHT GUARD TO KC 43 FOR 5 YARDS (23-D.TRANQUILL; 20-J.REID).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,48,OPP,0,,0,,0,12,609,0,0
2023112608,2023-11-26,1,4,10,LV,KC,2,5,57,1,0,(4:10) 4-A.O'CONNELL PASS SHORT LEFT TO 17-D.ADAMS TO KC 34 FOR 9 YARDS (38-L.SNEED).,0,2023,9,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,43,OPP,0,,0,,0,12,650,0,0
2023112608,2023-11-26,1,3,25,LV,KC,1,10,66,0,0,(3:25) (SHOTGUN) 4-A.O'CONNELL PASS SHORT LEFT TO 13-H.RENFROW PUSHED OB AT KC 28 FOR 6 YARDS (38-L.SNEED).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,12,695,0,0
2023112608,2023-11-26,1,3,7,LV,KC,2,4,72,1,0,"(3:07) (NO HUDDLE, SHOTGUN) 4-A.O'CONNELL PASS SHORT RIGHT TO 13-H.RENFROW TO KC 21 FOR 7 YARDS (27-C.CONNER).",0,2023,7,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,28,OPP,0,,0,,0,12,713,0,0
2023112608,2023-11-26,1,2,44,LV,KC,1,10,79,0,0,"(2:44) (NO HUDDLE, SHOTGUN) 8-J.JACOBS UP THE MIDDLE TO KC 20 FOR 1 YARD (27-C.CONNER, 90-C.OMENIHU).",0,2023,1,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,21,OPP,0,,0,,0,12,736,0,0
2023112608,2023-11-26,1,2,8,LV,KC,2,9,80,0,0,(2:08) 8-J.JACOBS RIGHT TACKLE TO KC 22 FOR -2 YARDS (23-D.TRANQUILL).,0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,20,OPP,0,,0,,0,12,772,0,0
2023112608,2023-11-26,1,1,24,LV,KC,3,11,78,0,0,(1:24) (SHOTGUN) 4-A.O'CONNELL PASS SHORT RIGHT TO 17-D.ADAMS TO KC 12 FOR 10 YARDS (38-L.SNEED).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,22,OPP,0,,0,,0,12,816,0,0
2023112608,2023-11-26,1,0,35,LV,KC,4,1,88,0,0,"(:35) 2-D.CARLSON 30 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-50-J.BOBENMOYER, HOLDER-6-A.COLE.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,12,OPP,0,,0,,0,12,865,0,0
2023112608,2023-11-26,1,0,32,LV,KC,0,0,100,1,0,TIMEOUT AT 00:32.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,868,0,0
2023112608,2023-11-26,1,0,32,KC,LV,1,10,20,1,0,(:32) (SHOTGUN) 15-P.MAHOMES PASS SHORT LEFT TO 10-I.PACHECO TO KC 31 FOR 11 YARDS (39-N.HOBBS).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,12,868,0,0
2023112608,2023-11-26,1,0,0,KC,LV,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,900,0,0
2023112608,2023-11-26,2,15,0,KC,LV,1,10,31,0,0,"(15:00) (SHOTGUN) 10-I.PACHECO LEFT END TO KC 32 FOR 1 YARD (39-N.HOBBS, 41-R.SPILLANE).",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,31,OWN,0,,0,,0,12,900,0,0
2023112608,2023-11-26,2,14,24,KC,LV,2,9,32,0,0,(14:24) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 4-R.RICE TO KC 33 FOR 1 YARD (39-N.HOBBS).,0,2023,1,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,12,936,0,0
2023112608,2023-11-26,2,13,41,KC,LV,3,8,33,0,0,(13:41) (SHOTGUN) 15-P.MAHOMES PASS INCOMPLETE DEEP LEFT TO 84-JU.WATSON.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,12,979,0,0
