GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,KC,LV
2023112608,2023-11-26,2,13,35,KC,LV,4,8,33,0,0,"(13:35) 5-T.TOWNSEND PUNTS 57 YARDS TO LV 10, CENTER-41-J.WINCHESTER. 3-D.CARTER TO LV 23 FOR 13 YARDS (27-C.CONNER).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,12,985,0,0
2023112608,2023-11-26,2,13,23,LV,KC,1,10,23,0,0,"(13:23) 4-A.O'CONNELL PASS SHORT MIDDLE TO 17-D.ADAMS TO LV 37 FOR 14 YARDS (38-L.SNEED) [97-F.ANUDIKE-UZOMAH]. PENALTY ON KC-38-L.SNEED, DEFENSIVE PASS INTERFERENCE, DECLINED.",0,2023,14,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,1,0,0,,23,OWN,0,KC,0,DEFENSIVE PASS INTERFERENCE,0,12,997,0,0
2023112608,2023-11-26,2,13,23,LV,KC,0,0,100,1,0,TIMEOUT AT 13:23.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,997,0,0
2023112608,2023-11-26,2,12,51,LV,KC,1,10,37,1,0,"(12:51) 8-J.JACOBS LEFT END FOR 63 YARDS, TOUCHDOWN.",0,2023,63,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,LEFT END,37,OWN,0,,0,,0,12,1029,0,0
2023112608,2023-11-26,2,12,41,LV,KC,0,0,85,1,0,"2-D.CARLSON EXTRA POINT IS GOOD, CENTER-50-J.BOBENMOYER, HOLDER-6-A.COLE.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,12,1039,0,0
2023112608,2023-11-26,2,12,41,LV,KC,0,0,100,1,0,TIMEOUT AT 12:41.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,1039,0,0
2023112608,2023-11-26,2,12,41,KC,LV,0,0,65,1,0,2-D.CARLSON KICKS 65 YARDS FROM LV 35 TO KC 0. 17-R.JAMES PUSHED OB AT KC 29 FOR 29 YARDS (36-C.BOLTON).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,12,1039,0,0
2023112608,2023-11-26,2,12,35,KC,LV,1,10,29,0,0,(12:35) (SHOTGUN) 15-P.MAHOMES PASS INCOMPLETE SHORT RIGHT TO 4-R.RICE.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,12,1045,0,0
2023112608,2023-11-26,2,12,33,KC,LV,2,10,29,1,0,(12:33) (SHOTGUN) 15-P.MAHOMES PASS SHORT LEFT TO 87-T.KELCE TO KC 41 FOR 12 YARDS (39-N.HOBBS).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,12,1047,0,0
2023112608,2023-11-26,2,11,56,KC,LV,1,10,41,0,0,"(11:56) (SHOTGUN) 10-I.PACHECO LEFT TACKLE TO KC 45 FOR 4 YARDS (97-J.ROBINSON, 95-J.JENKINS).",0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,41,OWN,0,,0,,0,12,1084,0,0
2023112608,2023-11-26,2,11,18,KC,LV,2,6,45,1,0,(11:18) (SHOTGUN) 15-P.MAHOMES SCRAMBLES LEFT TACKLE TO LV 48 FOR 7 YARDS (18-J.JONES).,0,2023,7,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,12,1122,0,0
2023112608,2023-11-26,2,10,38,KC,LV,1,10,52,1,0,(10:38) 15-P.MAHOMES PASS SHORT MIDDLE TO 83-N.GRAY TO LV 36 FOR 12 YARDS (39-N.HOBBS; 41-R.SPILLANE).,0,2023,12,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,12,1162,0,0
2023112608,2023-11-26,2,10,0,KC,LV,1,10,64,1,0,(10:00) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 24-S.MOORE PUSHED OB AT LV 18 FOR 18 YARDS (25-T.MOEHRIG).,0,2023,18,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,36,OPP,0,,0,,0,12,1200,0,0
2023112608,2023-11-26,2,9,24,KC,LV,1,10,82,0,0,(9:24) (SHOTGUN) 15-P.MAHOMES PASS INCOMPLETE SHORT RIGHT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,12,1236,0,0
2023112608,2023-11-26,2,9,18,KC,LV,2,10,82,0,0,(9:18) (SHOTGUN) 15-P.MAHOMES SCRAMBLES LEFT END PUSHED OB AT LV 16 FOR 2 YARDS (51-M.KOONCE).,0,2023,2,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,12,1242,0,0
2023112608,2023-11-26,2,8,44,KC,LV,0,0,100,1,0,TIMEOUT #1 BY KC AT 08:44.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,1276,0,0
2023112608,2023-11-26,2,8,44,KC,LV,3,8,84,1,0,(8:44) (SHOTGUN) 15-P.MAHOMES PASS SHORT LEFT TO 4-R.RICE TO LV 6 FOR 10 YARDS (18-J.JONES).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,16,OPP,0,,0,,0,12,1276,0,0
2023112608,2023-11-26,2,8,3,KC,LV,1,6,94,0,0,"(8:03) 25-C.EDWARDS-HELAIRE LEFT TACKLE TO LV 1 FOR 5 YARDS (95-J.JENKINS, 1-M.EPPS).",0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,6,OPP,0,,0,,0,12,1317,0,0
2023112608,2023-11-26,2,7,22,KC,LV,2,1,99,0,0,(7:22) 25-C.EDWARDS-HELAIRE UP THE MIDDLE TO LV 1 FOR NO GAIN (52-M.REED; 41-R.SPILLANE).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,1,OPP,0,,0,,0,12,1358,0,0
2023112608,2023-11-26,2,6,44,KC,LV,0,0,100,1,0,TIMEOUT #2 BY LV AT 06:44.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,1396,0,0
2023112608,2023-11-26,2,6,44,KC,LV,3,1,99,1,0,"(6:44) (SHOTGUN) 10-I.PACHECO UP THE MIDDLE FOR 1 YARD, TOUCHDOWN.",0,2023,1,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,CENTER,1,OPP,0,,0,,0,12,1396,0,0
2023112608,2023-11-26,2,6,38,KC,LV,0,0,85,1,0,"7-H.BUTKER EXTRA POINT IS GOOD, CENTER-41-J.WINCHESTER, HOLDER-5-T.TOWNSEND.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,12,1402,0,0
2023112608,2023-11-26,2,6,38,LV,KC,0,0,100,1,0,TIMEOUT AT 06:38.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,1402,0,0
2023112608,2023-11-26,2,6,38,LV,KC,0,0,65,1,0,"7-H.BUTKER KICKS 65 YARDS FROM KC 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,12,1402,0,0
2023112608,2023-11-26,2,6,38,LV,KC,1,10,25,0,0,(6:38) 4-A.O'CONNELL PASS SHORT LEFT TO 8-J.JACOBS TO LV 33 FOR 8 YARDS (38-L.SNEED).,0,2023,8,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,12,1402,0,0
2023112608,2023-11-26,2,5,56,LV,KC,2,2,33,1,0,(5:56) 8-J.JACOBS UP THE MIDDLE TO LV 36 FOR 3 YARDS (38-L.SNEED; 6-B.COOK).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,33,OWN,0,,0,,0,12,1444,0,0
2023112608,2023-11-26,2,5,12,LV,KC,1,10,36,0,0,(5:12) 4-A.O'CONNELL PASS INCOMPLETE SHORT RIGHT TO 16-J.MEYERS.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,12,1488,0,0
2023112608,2023-11-26,2,5,7,LV,KC,2,10,36,0,0,(5:07) 35-Z.WHITE LEFT GUARD TO LV 36 FOR NO GAIN (91-D.NNADI).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,36,OWN,0,,0,,0,12,1493,0,0
2023112608,2023-11-26,2,4,27,LV,KC,3,10,36,0,0,(4:27) (SHOTGUN) 4-A.O'CONNELL PASS SHORT LEFT TO 22-A.ABDULLAH TO LV 38 FOR 2 YARDS (51-M.DANNA).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,12,1533,0,0
2023112608,2023-11-26,2,3,49,LV,KC,4,8,38,0,0,"(3:49) 6-A.COLE PUNTS 51 YARDS TO KC 11, CENTER-50-J.BOBENMOYER. 17-R.JAMES TO KC 21 FOR 10 YARDS (51-M.KOONCE).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,12,1571,0,0
2023112608,2023-11-26,2,3,37,LV,KC,0,0,100,1,0,TIMEOUT AT 03:37.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,1583,0,0
2023112608,2023-11-26,2,3,37,KC,LV,1,10,21,1,0,(3:37) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 10-I.PACHECO PUSHED OB AT KC 31 FOR 10 YARDS (5-D.DEABLO).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,12,1583,0,0
2023112608,2023-11-26,2,3,7,KC,LV,1,10,31,0,0,"(3:07) (SHOTGUN) 15-P.MAHOMES PASS SHORT LEFT TO 4-R.RICE TO KC 40 FOR 9 YARDS (41-R.SPILLANE, 25-T.MOEHRIG).",0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,12,1613,0,0
2023112608,2023-11-26,2,2,39,KC,LV,2,1,40,1,0,"(2:39) (NO HUDDLE, SHOTGUN) 10-I.PACHECO LEFT GUARD TO KC 43 FOR 3 YARDS (95-J.JENKINS; 90-J.TILLERY).",0,2023,3,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,40,OWN,0,,0,,0,12,1641,0,0
2023112608,2023-11-26,2,2,15,KC,LV,1,10,43,1,0,(2:15) (SHOTGUN) 15-P.MAHOMES PASS DEEP LEFT TO 87-T.KELCE TO LV 30 FOR 27 YARDS (5-D.DEABLO).,0,2023,27,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,12,1665,0,0
2023112608,2023-11-26,2,2,15,KC,LV,0,0,100,1,0,TIMEOUT #2 BY KC AT 02:15.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,1665,0,0
2023112608,2023-11-26,2,2,0,KC,LV,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,1680,0,0
2023112608,2023-11-26,2,2,0,KC,LV,1,10,70,1,0,(2:00) 15-P.MAHOMES PASS DEEP RIGHT TO 87-T.KELCE TO LV 7 FOR 23 YARDS (18-J.JONES).,0,2023,23,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,12,1680,0,0
2023112608,2023-11-26,2,1,14,KC,LV,1,7,93,0,0,(1:14) (SHOTGUN) 15-P.MAHOMES PASS INCOMPLETE SHORT LEFT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,7,OPP,0,,0,,0,12,1726,0,0
