GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,ATL,NO
2023112600,2023-11-26,1,10,46,NO,ATL,1,10,77,0,0,"(10:46) 41-A.KAMARA LEFT GUARD TO ATL 24 FOR -1 YARDS (55-K.ELLISS, 53-N.LANDMAN).",0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,23,OPP,0,,0,,0,254,0,0
2023112600,2023-11-26,1,10,11,NO,ATL,2,11,76,0,0,(10:11) (SHOTGUN) 4-D.CARR PASS SHORT RIGHT TO 12-C.OLAVE TO ATL 18 FOR 6 YARDS (1-J.OKUDAH).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,289,0,0
2023112600,2023-11-26,1,9,34,NO,ATL,3,5,82,1,0,"(9:34) (SHOTGUN) 41-A.KAMARA LEFT END TO ATL 10 FOR 8 YARDS (93-C.CAMPBELL, 3-J.BATES).",0,2023,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,18,OPP,0,,0,,0,326,0,0
2023112600,2023-11-26,1,8,52,NO,ATL,1,10,90,0,0,"(8:52) 21-J.WILLIAMS RIGHT GUARD TO ATL 7 FOR 3 YARDS (75-K.STREET, 37-D.HELLAMS).",0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,10,OPP,0,,0,,0,368,0,0
2023112600,2023-11-26,1,8,21,NO,ATL,2,7,93,0,0,(8:21) (SHOTGUN) 4-D.CARR PASS INCOMPLETE SHORT MIDDLE TO 22-R.SHAHEED.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,7,OPP,0,,0,,0,399,0,0
2023112600,2023-11-26,1,8,17,NO,ATL,3,7,93,0,0,(8:17) (SHOTGUN) 4-D.CARR PASS INCOMPLETE SHORT RIGHT TO 17-A.PERRY.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,7,OPP,0,,0,,0,403,0,0
2023112600,2023-11-26,1,8,14,NO,ATL,4,7,93,0,0,"(8:14) 19-B.GRUPE 25 YARD FIELD GOAL IS GOOD, CENTER-49-Z.WOOD, HOLDER-39-L.HEDLEY.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,7,OPP,0,,0,,0,406,0,0
2023112600,2023-11-26,1,8,10,ATL,NO,0,0,100,1,0,TIMEOUT AT 08:10.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,410,0,0
2023112600,2023-11-26,1,8,10,ATL,NO,0,0,65,1,0,"19-B.GRUPE KICKS 65 YARDS FROM NO 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,410,0,0
2023112600,2023-11-26,1,8,10,ATL,NO,1,10,25,0,0,(8:10) (SHOTGUN) 7-B.ROBINSON RIGHT END TO ATL 30 FOR 5 YARDS (20-P.WERNER).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,25,OWN,0,,0,,0,410,0,0
2023112600,2023-11-26,1,7,36,ATL,NO,2,5,30,1,0,(7:36) (SHOTGUN) 7-B.ROBINSON LEFT END TO ATL 36 FOR 6 YARDS (56-D.DAVIS; 96-C.GRANDERSON).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,30,OWN,0,,0,,0,444,0,0
2023112600,2023-11-26,1,7,6,ATL,NO,1,10,36,1,0,(7:06) 9-D.RIDDER PASS DEEP LEFT TO 5-D.LONDON TO NO 39 FOR 25 YARDS (20-P.WERNER).,0,2023,25,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,474,0,0
2023112600,2023-11-26,1,6,30,ATL,NO,1,10,61,0,0,(6:30) 7-B.ROBINSON RIGHT TACKLE TO NO 36 FOR 3 YARDS (97-M.ROACH; 90-B.BRESEE).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,39,OPP,0,,0,,0,510,0,0
2023112600,2023-11-26,1,5,52,ATL,NO,2,7,64,0,0,(5:52) 9-D.RIDDER PASS INCOMPLETE SHORT RIGHT.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,36,OPP,0,,0,,0,548,0,0
2023112600,2023-11-26,1,5,46,ATL,NO,3,7,64,0,0,(5:46) (SHOTGUN) 84-C.PATTERSON LEFT TACKLE TO NO 31 FOR 5 YARDS (20-P.WERNER).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,36,OPP,0,,0,,0,554,0,0
2023112600,2023-11-26,1,5,9,ATL,NO,4,2,69,0,0,"(5:09) (SHOTGUN) 9-D.RIDDER RIGHT END TO NO 32 FOR -1 YARDS (6-M.MAYE, 20-P.WERNER).",0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,31,OPP,0,,0,,0,591,0,0
2023112600,2023-11-26,1,5,3,NO,ATL,1,10,32,1,0,(5:03) 67-L.YOUNG REPORTED IN AS ELIGIBLE.  4-D.CARR PASS DEEP LEFT TO 83-J.JOHNSON TO ATL 45 FOR 23 YARDS (1-J.OKUDAH).,0,2023,23,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,597,0,0
2023112600,2023-11-26,1,5,3,ATL,NO,0,0,100,1,0,TIMEOUT AT 05:03.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,597,0,0
2023112600,2023-11-26,1,4,20,NO,ATL,1,10,55,0,0,"(4:20) (SHOTGUN) 7-T.HILL RIGHT END TO ATL 34 FOR 11 YARDS (1-J.OKUDAH). PENALTY ON NO-87-F.MOREAU, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT ATL 45 - NO PLAY.",0,2023,11,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT END,45,OPP,1,NO,1,OFFENSIVE HOLDING,10,640,0,0
2023112600,2023-11-26,1,3,56,NO,ATL,1,20,45,0,0,(3:56) 4-D.CARR PASS INCOMPLETE SHORT RIGHT TO 12-C.OLAVE (20-D.ALFORD).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,664,0,0
2023112600,2023-11-26,1,3,50,NO,ATL,2,20,45,1,0,(3:50) (SHOTGUN) 4-D.CARR PASS DEEP RIGHT TO 7-T.HILL TO ATL 19 FOR 36 YARDS (20-D.ALFORD).,0,2023,36,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,670,0,0
2023112600,2023-11-26,1,3,2,NO,ATL,1,10,81,0,0,"(3:02) (NO HUDDLE, SHOTGUN) 4-D.CARR PASS SHORT RIGHT TO 83-J.JOHNSON PUSHED OB AT ATL 18 FOR 1 YARD (37-D.HELLAMS).",0,2023,1,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,19,OPP,0,,0,,0,718,0,0
2023112600,2023-11-26,1,2,34,NO,ATL,2,9,82,0,0,(2:34) (SHOTGUN) 4-D.CARR PASS SHORT RIGHT TO 41-A.KAMARA PUSHED OB AT ATL 12 FOR 6 YARDS (37-D.HELLAMS).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,746,0,0
2023112600,2023-11-26,1,1,59,NO,ATL,3,3,88,1,0,"(1:59) (SHOTGUN) 4-D.CARR PASS SHORT RIGHT INTENDED FOR 22-R.SHAHEED INTERCEPTED BY 3-J.BATES AT ATL 8. 3-J.BATES FOR 92 YARDS, TOUCHDOWN.",0,2023,92,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,1,0,0,0,0,,12,OPP,0,,0,,0,781,0,0
2023112600,2023-11-26,1,1,46,NO,ATL,1,10,25,0,0,"(1:46) 67-L.YOUNG REPORTED IN AS ELIGIBLE.  41-A.KAMARA RIGHT GUARD TO NO 29 FOR 4 YARDS (53-N.LANDMAN). NO-5-L.BOWDEN WAS INJURED DURING THE PLAY.  PENALTY ON ATL-37-D.HELLAMS, TAUNTING, 15 YARDS, ENFORCED AT NO 29.",0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT GUARD,25,OWN,1,ATL,0,TAUNTING,15,794,0,0
2023112600,2023-11-26,1,1,46,NO,ATL,0,0,100,1,0,TIMEOUT AT 01:46.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,794,0,0
2023112600,2023-11-26,1,1,46,ATL,NO,0,0,85,1,0,"6-Y.KOO EXTRA POINT IS GOOD, CENTER-49-L.MCCULLOUGH, HOLDER-13-B.PINION.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,794,0,0
2023112600,2023-11-26,1,1,46,NO,ATL,0,0,65,1,0,"13-B.PINION KICKS 65 YARDS FROM ATL 35 TO END ZONE, TOUCHBACK. ATL-29-M.ABERNATHY WAS INJURED DURING THE PLAY.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,794,0,0
2023112600,2023-11-26,1,1,25,NO,ATL,1,10,44,0,0,(1:25) (SHOTGUN) 7-T.HILL LEFT GUARD TO ATL 48 FOR 8 YARDS (53-N.LANDMAN).,0,2023,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,44,OWN,0,,0,,0,815,0,0
2023112600,2023-11-26,1,0,52,NO,ATL,2,2,52,1,0,(:52) 41-A.KAMARA LEFT END TO ATL 42 FOR 6 YARDS (33-T.FLOWERS; 37-D.HELLAMS). ATL-93-C.CAMPBELL WAS INJURED DURING THE PLAY.,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,48,OPP,0,,0,,0,848,0,0
2023112600,2023-11-26,1,0,36,NO,ATL,0,0,100,1,0,TIMEOUT AT 00:36.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,864,0,0
2023112600,2023-11-26,1,0,22,NO,ATL,1,10,58,0,0,"(:22) (SHOTGUN) 4-D.CARR PASS INCOMPLETE SHORT LEFT TO 5-L.BOWDEN. PENALTY ON ATL-20-D.ALFORD, ILLEGAL CONTACT, 5 YARDS, ENFORCED AT ATL 42 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,42,OPP,1,ATL,1,ILLEGAL CONTACT,5,878,0,0
2023112600,2023-11-26,1,0,15,NO,ATL,1,10,63,0,0,(:15) (SHOTGUN) 67-L.YOUNG REPORTED IN AS ELIGIBLE.  7-T.HILL LEFT END TO ATL 38 FOR -1 YARDS (33-T.FLOWERS).,0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,37,OPP,0,,0,,0,885,0,0
2023112600,2023-11-26,1,0,0,NO,ATL,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023112600,2023-11-26,2,15,0,NO,ATL,2,11,62,0,0,(15:00) (SHOTGUN) 4-D.CARR PASS SHORT MIDDLE TO 22-R.SHAHEED TO ATL 34 FOR 4 YARDS (0-L.CARTER).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,900,0,0
2023112600,2023-11-26,2,14,24,NO,ATL,3,7,66,0,0,(14:24) (SHOTGUN) 4-D.CARR PASS INCOMPLETE SHORT MIDDLE TO 5-L.BOWDEN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,936,0,0
2023112600,2023-11-26,2,14,20,NO,ATL,4,7,66,0,0,"(14:20) 19-B.GRUPE 52 YARD FIELD GOAL IS GOOD, CENTER-49-Z.WOOD, HOLDER-39-L.HEDLEY.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,940,0,0
2023112600,2023-11-26,2,14,16,ATL,NO,0,0,65,1,0,"19-B.GRUPE KICKS 65 YARDS FROM NO 35 TO ATL 0. 84-C.PATTERSON TO ATL 22 FOR 22 YARDS (28-L.JOHNSON, 48-J.GRAY).",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,944,0,0
2023112600,2023-11-26,2,14,16,ATL,NO,0,0,100,1,0,TIMEOUT AT 14:16.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,944,0,0
2023112600,2023-11-26,2,14,10,ATL,NO,1,10,22,1,0,(14:10) 9-D.RIDDER PASS SHORT LEFT TO 5-D.LONDON TO ATL 41 FOR 19 YARDS (1-A.TAYLOR).,0,2023,19,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,22,OWN,0,,0,,0,950,0,0
2023112600,2023-11-26,2,13,34,ATL,NO,1,10,41,0,0,(13:34) (SHOTGUN) 25-T.ALLGEIER LEFT TACKLE TO ATL 43 FOR 2 YARDS (97-M.ROACH; 54-J.PIERRE-PAUL).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,41,OWN,0,,0,,0,986,0,0
2023112600,2023-11-26,2,13,0,ATL,NO,2,8,43,1,0,(13:00) (SHOTGUN) 9-D.RIDDER SCRAMBLES LEFT TACKLE TO NO 41 FOR 16 YARDS (32-T.MATHIEU).,0,2023,16,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,1020,0,0
2023112600,2023-11-26,2,12,19,ATL,NO,1,10,59,0,0,(12:19) (SHOTGUN) 9-D.RIDDER PASS SHORT RIGHT TO 7-B.ROBINSON PUSHED OB AT NO 42 FOR -1 YARDS (6-M.MAYE).,0,2023,-1,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,1061,0,0
2023112600,2023-11-26,2,11,47,ATL,NO,2,11,58,0,0,(11:47) (SHOTGUN) 84-C.PATTERSON RIGHT GUARD TO NO 41 FOR 1 YARD (1-A.TAYLOR; 94-C.JORDAN).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,42,OPP,0,,0,,0,1093,0,0
2023112600,2023-11-26,2,11,6,ATL,NO,3,10,59,1,0,(11:06) (SHOTGUN) 9-D.RIDDER PASS SHORT RIGHT TO 8-K.PITTS TO NO 30 FOR 11 YARDS (29-P.ADEBO).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,1134,0,0
2023112600,2023-11-26,2,10,30,ATL,NO,1,10,70,0,0,"(10:30) (SHOTGUN) 7-B.ROBINSON RIGHT END TO NO 26 FOR 4 YARDS (96-C.GRANDERSON, 97-M.ROACH).",0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,30,OPP,0,,0,,0,1170,0,0
2023112600,2023-11-26,2,9,58,ATL,NO,2,6,74,1,0,(9:58) (SHOTGUN) 9-D.RIDDER SCRAMBLES RIGHT GUARD TO NO 14 FOR 12 YARDS (56-D.DAVIS). NO-1-A.TAYLOR WAS INJURED DURING THE PLAY.,0,2023,12,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,26,OPP,0,,0,,0,1202,0,0
2023112600,2023-11-26,2,9,42,ATL,NO,0,0,100,1,0,TIMEOUT AT 09:42.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1218,0,0
2023112600,2023-11-26,2,9,36,ATL,NO,1,10,86,0,0,(9:36) 9-D.RIDDER PASS SHORT RIGHT TO 16-S.MILLER TO NO 10 FOR 4 YARDS (32-T.MATHIEU).,0,2023,4,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,1224,0,0
2023112600,2023-11-26,2,9,1,ATL,NO,2,6,90,1,0,"(9:01) (SHOTGUN) 7-B.ROBINSON RIGHT TACKLE FOR 10 YARDS, TOUCHDOWN.",0,2023,10,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,10,OPP,0,,0,,0,1259,0,0
2023112600,2023-11-26,2,8,56,ATL,NO,0,0,85,1,0,"6-Y.KOO EXTRA POINT IS GOOD, CENTER-49-L.MCCULLOUGH, HOLDER-13-B.PINION.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1264,0,0
2023112600,2023-11-26,2,8,56,NO,ATL,1,10,25,0,0,(8:56) 4-D.CARR PASS INCOMPLETE SHORT RIGHT TO 83-J.JOHNSON.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1264,0,0
2023112600,2023-11-26,2,8,56,NO,ATL,0,0,65,1,0,"13-B.PINION KICKS 65 YARDS FROM ATL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1264,0,0
2023112600,2023-11-26,2,8,56,ATL,NO,0,0,100,1,0,TIMEOUT AT 08:56.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1264,0,0
2023112600,2023-11-26,2,8,52,NO,ATL,2,10,25,0,0,(8:52) 41-A.KAMARA LEFT TACKLE TO NO 32 FOR 7 YARDS (21-M.HUGHES; 55-K.ELLISS).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,25,OWN,0,,0,,0,1268,0,0
2023112600,2023-11-26,2,8,13,NO,ATL,3,3,32,1,0,(8:13) (SHOTGUN) 4-D.CARR PASS SHORT LEFT TO 12-C.OLAVE RAN OB AT NO 42 FOR 10 YARDS.,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,1307,0,0
2023112600,2023-11-26,2,7,41,NO,ATL,1,10,42,0,0,"(7:41) (SHOTGUN) 41-A.KAMARA LEFT TACKLE TO NO 42 FOR NO GAIN (55-K.ELLISS, 93-C.CAMPBELL).",0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,42,OWN,0,,0,,0,1339,0,0
2023112600,2023-11-26,2,7,8,NO,ATL,2,10,42,1,0,(7:08) (SHOTGUN) 4-D.CARR PASS SHORT RIGHT TO 12-C.OLAVE TO ATL 48 FOR 10 YARDS (1-J.OKUDAH; 20-D.ALFORD).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,1372,0,0
2023112600,2023-11-26,2,6,27,NO,ATL,1,10,52,0,0,"(6:27) (SHOTGUN) 67-L.YOUNG REPORTED IN AS ELIGIBLE.  7-T.HILL RIGHT END TO ATL 49 FOR -1 YARDS (48-B.DUPREE, 93-C.CAMPBELL).",0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,48,OPP,0,,0,,0,1413,0,0
2023112600,2023-11-26,2,5,44,NO,ATL,2,11,51,0,0,"(5:44) (NO HUDDLE, SHOTGUN) 4-D.CARR PASS INCOMPLETE SHORT RIGHT TO 22-R.SHAHEED. NO-22-R.SHAHEED WAS INJURED DURING THE PLAY.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,49,OPP,0,,0,,0,1456,0,0
2023112600,2023-11-26,2,5,41,NO,ATL,3,11,51,1,0,(5:41) (SHOTGUN) 4-D.CARR PASS SHORT LEFT TO 12-C.OLAVE RAN OB AT ATL 24 FOR 25 YARDS (3-J.BATES).,0,2023,25,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,49,OPP,0,,0,,0,1459,0,0
2023112600,2023-11-26,2,5,3,NO,ATL,1,10,76,0,0,"(5:03) (SHOTGUN) 7-T.HILL RIGHT TACKLE TO ATL 21 FOR 3 YARDS (93-C.CAMPBELL). PENALTY ON NO-71-R.RAMCZYK, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT ATL 24 - NO PLAY.",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT TACKLE,24,OPP,1,NO,1,OFFENSIVE HOLDING,10,1497,0,0
