GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,JAX,HOU
2023112602,2023-11-26,1,15,0,HOU,JAX,0,0,65,1,0,"10-B.MCMANUS KICKS 65 YARDS FROM JAX 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,0,0,0
2023112602,2023-11-26,1,15,0,HOU,JAX,1,10,25,1,0,(15:00) 7-C.STROUD PASS SHORT LEFT TO 3-T.DELL TO HOU 41 FOR 16 YARDS (30-M.BROWN).,0,2023,16,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,0,0,0
2023112602,2023-11-26,1,14,34,HOU,JAX,1,10,41,0,0,(14:34) 7-C.STROUD PASS SHORT RIGHT TO 47-A.BECK TO HOU 42 FOR 1 YARD (2-R.JENKINS).,0,2023,1,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,26,0,0
2023112602,2023-11-26,1,13,59,HOU,JAX,2,9,42,0,0,(13:59) 26-D.SINGLETARY RIGHT END TO HOU 42 FOR NO GAIN (33-D.LLOYD).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,42,OWN,0,,0,,0,61,0,0
2023112602,2023-11-26,1,13,16,HOU,JAX,3,9,42,0,0,(13:16) (SHOTGUN) 7-C.STROUD SCRAMBLES LEFT END RAN OB AT HOU 47 FOR 5 YARDS (44-T.WALKER).,0,2023,5,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,104,0,0
2023112602,2023-11-26,1,11,56,HOU,JAX,4,10,41,0,0,"(11:56) 11-C.JOHNSTON PUNTS 46 YARDS TO JAX 13, CENTER-46-J.WEEKS, FAIR CATCH BY 11-P.WASHINGTON.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,184,0,0
2023112602,2023-11-26,1,11,48,JAX,HOU,1,10,13,0,0,(11:48) (SHOTGUN) 1-T.ETIENNE LEFT END TO JAX 19 FOR 6 YARDS (21-S.NELSON).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,13,OWN,0,,0,,0,192,0,0
2023112602,2023-11-26,1,11,48,HOU,JAX,0,0,100,1,0,TIMEOUT AT 11:48.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,192,0,0
2023112602,2023-11-26,1,11,11,JAX,HOU,2,4,19,1,0,(11:11) 16-T.LAWRENCE PASS SHORT MIDDLE TO 17-E.ENGRAM TO JAX 40 FOR 21 YARDS (5-J.PITRE; 30-D.HOUSTON-CARSON).,0,2023,21,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,19,OWN,0,,0,,0,229,0,0
2023112602,2023-11-26,1,10,39,JAX,HOU,1,10,40,0,0,"(10:39) (SHOTGUN) 1-T.ETIENNE UP THE MIDDLE TO JAX 43 FOR 3 YARDS (52-J.GREENARD, 39-H.TO'OTO'O).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,40,OWN,0,,0,,0,261,0,0
2023112602,2023-11-26,1,10,0,JAX,HOU,2,7,43,0,0,(10:00) (SHOTGUN) 1-T.ETIENNE LEFT TACKLE TO JAX 44 FOR 1 YARD (98-S.RANKINS).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,43,OWN,0,,0,,0,300,0,0
2023112602,2023-11-26,1,9,23,JAX,HOU,3,6,44,1,0,(9:23) (SHOTGUN) 16-T.LAWRENCE PASS SHORT RIGHT TO 7-Z.JONES TO HOU 46 FOR 10 YARDS (24-D.STINGLEY).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,337,0,0
2023112602,2023-11-26,1,8,44,JAX,HOU,1,10,54,0,0,"(8:44) 1-T.ETIENNE UP THE MIDDLE TO HOU 47 FOR -1 YARDS (5-J.PITRE, 94-K.DAVIS).",0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,46,OPP,0,,0,,0,376,0,0
2023112602,2023-11-26,1,8,5,JAX,HOU,2,11,53,0,0,(8:05) (SHOTGUN) 16-T.LAWRENCE PASS INCOMPLETE SHORT LEFT TO 13-C.KIRK.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,415,0,0
2023112602,2023-11-26,1,8,0,JAX,HOU,3,11,53,1,0,(8:00) (SHOTGUN) 16-T.LAWRENCE PASS SHORT RIGHT TO 13-C.KIRK TO HOU 29 FOR 18 YARDS (4-T.THOMAS; 24-D.STINGLEY).,0,2023,18,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,420,0,0
2023112602,2023-11-26,1,7,24,JAX,HOU,1,10,71,0,0,(7:24) (SHOTGUN) 1-T.ETIENNE LEFT END TO HOU 30 FOR -1 YARDS (39-H.TO'OTO'O).,0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,29,OPP,0,,0,,0,456,0,0
