GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,NE,NYG
2023112604,2023-11-26,2,1,53,NE,NYG,0,0,65,1,0,46-R.BULLOCK KICKS 67 YARDS FROM NYG 35 TO NE -2. 14-T.MONTGOMERY TO NE 20 FOR 22 YARDS (52-C.COUGHLIN).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,12,1687,0,0
2023112604,2023-11-26,2,1,48,NE,NYG,1,10,20,0,0,(1:48) (SHOTGUN) 10-M.JONES PASS INCOMPLETE DEEP RIGHT TO 80-K.BOUTTE.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,12,1692,0,0
2023112604,2023-11-26,2,1,42,NE,NYG,2,10,20,0,0,(1:42) (SHOTGUN) 38-R.STEVENSON UP THE MIDDLE TO NE 23 FOR 3 YARDS (93-R.NUNEZ-ROCHES).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,20,OWN,0,,0,,0,12,1698,0,0
2023112604,2023-11-26,2,1,37,NE,NYG,0,0,100,1,0,TIMEOUT #1 BY NYG AT 01:37.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,1703,0,0
2023112604,2023-11-26,2,1,37,NE,NYG,0,0,100,1,0,TIMEOUT #2 BY NE AT 01:37.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,1703,0,0
2023112604,2023-11-26,2,1,37,NE,NYG,3,7,23,0,0,"(1:37) (SHOTGUN) 10-M.JONES SACKED AT NE 23 FOR 0 YARDS (SACK SPLIT BY 5-K.THIBODEAUX AND 55-J.WARD). FUMBLES (5-K.THIBODEAUX) [55-J.WARD], RECOVERED BY NE-69-C.STRANGE AT NE 23.",0,2023,0,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,1,0,0,0,,23,OWN,0,,0,,0,12,1703,0,0
2023112604,2023-11-26,2,1,28,NE,NYG,4,7,23,0,0,"(1:28) 17-B.BARINGER PUNTS 54 YARDS TO NYG 23, CENTER-49-J.CARDONA, FAIR CATCH BY 80-G.OLSZEWSKI.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,12,1712,0,0
2023112604,2023-11-26,2,1,28,NE,NYG,0,0,100,1,0,TIMEOUT #2 BY NYG AT 01:28.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,1712,0,0
2023112604,2023-11-26,2,1,21,NYG,NE,1,10,23,1,0,(1:21) (SHOTGUN) 15-T.DEVITO PASS SHORT LEFT TO 17-W.ROBINSON PUSHED OB AT NYG 34 FOR 11 YARDS (29-J.JACKSON).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,12,1719,0,0
2023112604,2023-11-26,2,1,21,NYG,NE,0,0,100,1,0,TIMEOUT AT 01:21.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,1719,0,0
2023112604,2023-11-26,2,1,17,NYG,NE,1,10,34,0,0,(1:17) (SHOTGUN) 15-T.DEVITO SACKED AT NYG 34 FOR 0 YARDS (90-C.BARMORE).,0,2023,0,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,12,1723,0,0
2023112604,2023-11-26,2,0,54,NYG,NE,2,10,34,0,0,"(:54) (NO HUDDLE, SHOTGUN) 15-T.DEVITO PASS SHORT RIGHT TO 86-D.SLAYTON RAN OB AT NYG 41 FOR 7 YARDS (31-J.JONES).",0,2023,7,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,12,1746,0,0
