GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,ARI,LA
2023112606,2023-11-26,1,1,23,LA,ARI,2,9,59,0,0,(1:23) (SHOTGUN) 9-M.STAFFORD PASS INCOMPLETE DEEP LEFT TO 17-P.NACUA.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,817,0,0
2023112606,2023-11-26,1,1,18,LA,ARI,3,9,59,0,0,"(1:18) (SHOTGUN) 9-M.STAFFORD PASS SHORT LEFT TO 18-B.SKOWRONEK TO ARI 42 FOR -1 YARDS (13-K.CLARK, 3-B.BAKER).",0,2023,-1,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,822,0,0
2023112606,2023-11-26,1,0,40,LA,ARI,4,10,58,0,0,"(:40) 42-E.EVANS PUNTS 32 YARDS TO ARI 10, CENTER-47-A.WARD, FAIR CATCH BY 83-G.DORTCH.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,860,0,0
2023112606,2023-11-26,1,0,33,ARI,LA,1,10,10,0,0,(:33) (SHOTGUN) 1-K.MURRAY PASS INCOMPLETE SHORT RIGHT TO 2-M.BROWN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,10,OWN,0,,0,,0,867,0,0
2023112606,2023-11-26,1,0,31,ARI,LA,2,10,10,0,0,(:31) (SHOTGUN) 1-K.MURRAY PASS INCOMPLETE DEEP RIGHT TO 83-G.DORTCH.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,10,OWN,0,,0,,0,869,0,0
2023112606,2023-11-26,1,0,27,ARI,LA,3,10,10,0,0,(:27) (SHOTGUN) 1-K.MURRAY PASS SHORT LEFT TO 85-T.MCBRIDE TO ARI 14 FOR 4 YARDS (2-R.YEAST).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,10,OWN,0,,0,,0,873,0,0
2023112606,2023-11-26,2,15,0,ARI,LA,4,6,14,0,0,"(15:00) 12-B.GILLIKIN PUNTS 37 YARDS TO LAR 49, CENTER-46-A.BREWER, FAIR CATCH BY 81-A.TRAMMELL.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,900,0,0
2023112606,2023-11-26,1,0,0,ARI,LA,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023112606,2023-11-26,2,14,54,LA,ARI,1,10,51,1,0,(14:54) (SHOTGUN) 24-R.FREEMAN UP THE MIDDLE TO ARI 37 FOR 14 YARDS (3-B.BAKER; 51-K.BARNES).,0,2023,14,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,49,OPP,0,,0,,0,906,0,0
2023112606,2023-11-26,2,14,12,LA,ARI,1,10,63,0,0,"(14:12) (SHOTGUN) 24-R.FREEMAN LEFT TACKLE TO ARI 34 FOR 3 YARDS (90-B.STILLE, 51-K.BARNES).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,37,OPP,0,,0,,0,948,0,0
2023112606,2023-11-26,2,13,27,LA,ARI,2,7,66,1,0,(13:27) 9-M.STAFFORD PASS SHORT LEFT TO 5-T.ATWELL RAN OB AT ARI 21 FOR 13 YARDS (24-S.THOMAS).,0,2023,13,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,993,0,0
2023112606,2023-11-26,2,12,49,LA,ARI,1,10,79,0,0,(12:49) (SHOTGUN) 9-M.STAFFORD PASS SHORT RIGHT TO 17-P.NACUA TO ARI 19 FOR 2 YARDS (21-G.WILLIAMS).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,21,OPP,0,,0,,0,1031,0,0
2023112606,2023-11-26,2,12,5,LA,ARI,2,8,81,0,0,(12:05) 24-R.FREEMAN UP THE MIDDLE TO ARI 13 FOR 6 YARDS (34-J.THOMPSON).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,19,OPP,0,,0,,0,1075,0,0
2023112606,2023-11-26,2,11,23,LA,ARI,3,2,87,1,0,(11:23) 9-M.STAFFORD PASS SHORT RIGHT TO 87-D.ALLEN PUSHED OB AT ARI 7 FOR 6 YARDS (34-J.THOMPSON).,0,2023,6,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,13,OPP,0,,0,,0,1117,0,0
