GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,IND,TB
2023112603,2023-11-26,2,12,51,IND,TB,4,1,47,1,0,(12:51) (SHOTGUN) 10-G.MINSHEW PASS SHORT LEFT TO 11-M.PITTMAN PUSHED OB AT TB 29 FOR 24 YARDS (31-A.WINFIELD).,0,2023,24,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,1029,0,0
2023112603,2023-11-26,2,12,14,IND,TB,1,10,71,0,0,"(12:14) (NO HUDDLE, SHOTGUN) 21-Z.MOSS LEFT END TO TB 27 FOR 2 YARDS (7-S.BARRETT, 45-D.WHITE).",0,2023,2,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,29,OPP,0,,0,,0,1066,0,0
2023112603,2023-11-26,2,11,32,IND,TB,2,8,73,1,0,(11:32) (SHOTGUN) 10-G.MINSHEW PASS SHORT LEFT TO 11-M.PITTMAN TO TB 15 FOR 12 YARDS (27-Z.MCCOLLUM).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,1108,0,0
2023112603,2023-11-26,2,11,2,IND,TB,1,10,85,1,0,"(11:02) (NO HUDDLE, SHOTGUN) 10-G.MINSHEW PASS SHORT RIGHT TO 1-J.DOWNS TO TB 2 FOR 13 YARDS (29-C.IZIEN; 31-A.WINFIELD).",0,2023,13,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1138,0,0
2023112603,2023-11-26,2,10,29,IND,TB,1,2,98,0,0,"(10:29) (NO HUDDLE, SHOTGUN) 10-G.MINSHEW PASS INCOMPLETE SHORT RIGHT TO 1-J.DOWNS. TB-0-Y.DIABY WAS INJURED DURING THE PLAY.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,2,OPP,0,,0,,0,1171,0,0
2023112603,2023-11-26,2,10,25,IND,TB,2,2,98,0,0,(10:25) (SHOTGUN) DIRECT SNAP TO 28-J.TAYLOR.  28-J.TAYLOR UP THE MIDDLE TO TB 2 FOR NO GAIN (45-D.WHITE).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,2,OPP,0,,0,,0,1175,0,0
2023112603,2023-11-26,2,9,42,IND,TB,3,2,98,1,0,"(9:42) (SHOTGUN) 10-G.MINSHEW SCRAMBLES RIGHT END FOR 2 YARDS, TOUCHDOWN.",0,2023,2,SHOTGUN,SCRAMBLE,1,0,0,1,,0,0,0,,0,0,0,0,0,,2,OPP,0,,0,,0,1218,0,0
2023112603,2023-11-26,2,9,36,TB,IND,1,10,25,0,0,"(9:36) 6-B.MAYFIELD FUMBLES (ABORTED) AT TB 20, TOUCHED AT TB 20, RECOVERED BY TB-1-R.WHITE AT TB 19.",0,2023,0,UNDER CENTER,FUMBLES,0,0,0,0,,0,0,0,,0,1,0,0,0,,25,OWN,0,,0,,0,1224,0,0
2023112603,2023-11-26,2,9,36,TB,IND,0,0,65,1,0,"7-M.GAY KICKS 65 YARDS FROM IND 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1224,0,0
2023112603,2023-11-26,2,9,36,IND,TB,0,0,100,1,0,TIMEOUT AT 09:36.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1224,0,0
