GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week
2023112601,2023-11-26,2,12,47,PIT,CIN,3,10,77,0,0,(12:47) (SHOTGUN) 8-K.PICKETT PASS INCOMPLETE SHORT MIDDLE TO 18-D.JOHNSON (23-D.HILL).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,12
2023112601,2023-11-26,2,12,44,PIT,CIN,4,10,77,0,0,"(12:44) 9-C.BOSWELL 41 YARD FIELD GOAL IS GOOD, CENTER-46-C.KUNTZ, HOLDER-6-P.HARVIN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,12
2023121601,2023-12-16,1,6,56,PIT,IND,2,2,54,0,0,(6:56) 22-N.HARRIS LEFT END TO IND 47 FOR -1 YARDS (94-TY.LEWIS).,0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,46,OPP,0,,0,,0,15
2023121601,2023-12-16,1,6,19,PIT,IND,3,3,53,1,0,(6:19) (SHOTGUN) 10-M.TRUBISKY PASS SHORT MIDDLE TO 88-P.FREIERMUTH TO IND 42 FOR 5 YARDS (44-Z.FRANKLIN).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,15
2023121601,2023-12-16,1,5,41,PIT,IND,1,10,58,0,0,(5:41) 30-J.WARREN UP THE MIDDLE TO IND 38 FOR 4 YARDS (45-E.SPEED).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,42,OPP,0,,0,,0,15
2023121601,2023-12-16,1,5,5,PIT,IND,2,6,62,0,0,(5:05) 10-M.TRUBISKY PASS INCOMPLETE SHORT RIGHT TO 30-J.WARREN (44-Z.FRANKLIN).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,15
2023122300,2023-12-23,1,1,39,PIT,CIN,1,10,63,0,0,(1:39) 30-J.WARREN RIGHT TACKLE TO CIN 33 FOR 4 YARDS (27-J.BATTLE; 55-L.WILSON).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,37,OPP,0,,0,,0,16
2023122300,2023-12-23,1,0,58,PIT,CIN,2,6,67,1,0,(:58) (SHOTGUN) 2-M.RUDOLPH PASS SHORT LEFT TO 11-A.ROBINSON PUSHED OB AT CIN 19 FOR 14 YARDS (22-C.AWUZIE).,0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,16
2023123111,2023-12-31,2,1,50,PIT,SEA,3,4,85,1,0,(1:50) (SHOTGUN) 2-M.RUDOLPH PASS SHORT LEFT TO 18-D.JOHNSON PUSHED OB AT SEA 10 FOR 5 YARDS (20-J.LOVE).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,17
2023123111,2023-12-31,3,8,42,PIT,SEA,2,3,100,1,0,(8:42) 30-J.WARREN RIGHT TACKLE PUSHED OB AT SEA 46 FOR 4 YARDS (53-B.MAFE).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,0,OPP,0,,0,,0,17
2023123111,2023-12-31,3,7,55,PIT,SEA,1,10,54,1,0,(7:55) (SHOTGUN) 2-M.RUDOLPH PASS SHORT RIGHT TO 18-D.JOHNSON TO SEA 4 FOR 42 YARDS (20-J.LOVE).,0,2023,42,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,17
2023123111,2023-12-31,3,7,5,PIT,SEA,1,4,96,1,0,"(7:05) 22-N.HARRIS LEFT GUARD FOR 4 YARDS, TOUCHDOWN.",0,2023,4,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,LEFT GUARD,4,OPP,0,,0,,0,17
2024010600,2024-01-06,2,13,28,PIT,BAL,1,10,55,1,0,(13:28) (SHOTGUN) 22-N.HARRIS LEFT END PUSHED OB AT BAL 35 FOR 10 YARDS (6-P.QUEEN).,0,2023,10,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,45,OPP,0,,0,,0,18
2024010600,2024-01-06,4,7,14,PIT,BAL,1,10,68,0,0,(7:14) 22-N.HARRIS RIGHT TACKLE TO BAL 23 FOR 9 YARDS (32-M.WILLIAMS; 48-J.MOON).,0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,32,OPP,0,,0,,0,18
