GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,BUF,MIA
2024010713,2024-01-07,2,9,40,MIA,BUF,1,10,74,0,0,(9:40) 23-J.WILSON LEFT TACKLE TO BUF 25 FOR 1 YARD (7-TA.JOHNSON; 43-T.BERNARD).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,26,OPP,0,,0,,0,18,1220,0,0
2024010713,2024-01-07,2,8,58,MIA,BUF,2,9,75,1,0,"(8:58) (SHOTGUN) 28-D.ACHANE RIGHT END FOR 25 YARDS, TOUCHDOWN.",0,2023,25,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,RIGHT END,25,OPP,0,,0,,0,18,1262,0,0
2024010713,2024-01-07,2,8,51,BUF,MIA,1,10,25,1,0,(8:51) 17-J.ALLEN PASS DEEP RIGHT TO 88-D.KNOX PUSHED OB AT BUF 42 FOR 17 YARDS (29-B.JONES).,0,2023,17,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,18,1269,0,0
2024010713,2024-01-07,2,8,51,MIA,BUF,0,0,85,1,0,"7-J.SANDERS EXTRA POINT IS GOOD, CENTER-44-B.FERGUSON, HOLDER-16-J.BAILEY.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,18,1269,0,0
2024010713,2024-01-07,2,8,51,BUF,MIA,0,0,65,1,0,"7-J.SANDERS KICKS 65 YARDS FROM MIA 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,18,1269,0,0
2024010713,2024-01-07,2,8,51,MIA,BUF,0,0,100,1,0,TIMEOUT AT 08:51.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,1269,0,0
2024010713,2024-01-07,2,8,13,BUF,MIA,1,10,42,0,0,"(8:13) (SHOTGUN) PENALTY ON BUF-88-D.KNOX, FALSE START, 5 YARDS, ENFORCED AT BUF 42 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,42,OWN,1,BUF,1,FALSE START,5,18,1307,0,0
2024010713,2024-01-07,2,7,49,BUF,MIA,1,15,37,0,0,(7:49) (SHOTGUN) 17-J.ALLEN PASS SHORT MIDDLE TO 86-D.KINCAID TO BUF 44 FOR 7 YARDS (55-J.BAKER).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,18,1331,0,0
2024010713,2024-01-07,2,7,12,BUF,MIA,2,8,44,1,0,(7:12) (SHOTGUN) 17-J.ALLEN SCRAMBLES UP THE MIDDLE PUSHED OB AT MIA 46 FOR 10 YARDS (21-D.ELLIOTT).,0,2023,10,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,18,1368,0,0
2024010713,2024-01-07,2,6,37,BUF,MIA,1,10,54,0,0,(6:37) 4-J.COOK LEFT GUARD TO MIA 43 FOR 3 YARDS (29-B.JONES; 55-J.BAKER).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,46,OPP,0,,0,,0,18,1403,0,0
