GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,DEN,LV
2024010708,2024-01-07,1,15,0,DEN,LV,0,0,65,1,0,2-D.CARLSON KICKS 68 YARDS FROM LV 35 TO DEN -3. 19-M.MIMS TO DEN 32 FOR 35 YARDS (20-I.POLA-MAO).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,0,0,0
2024010708,2024-01-07,1,14,54,DEN,LV,1,10,32,0,0,(14:54) (SHOTGUN) 4-J.STIDHAM PASS INCOMPLETE SHORT RIGHT TO 33-J.WILLIAMS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,6,0,0
2024010708,2024-01-07,1,14,48,DEN,LV,2,10,32,0,0,"(14:48) 75-Q.BAILEY REPORTED IN AS ELIGIBLE.  38-J.MCLAUGHLIN LEFT END TO DEN 31 FOR -1 YARDS (5-D.DEABLO, 41-R.SPILLANE).",0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,32,OWN,0,,0,,0,12,0,0
2024010708,2024-01-07,1,14,5,DEN,LV,3,11,31,0,0,(14:05) (SHOTGUN) 4-J.STIDHAM PASS INCOMPLETE SHORT LEFT TO 14-C.SUTTON.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,55,0,0
2024010708,2024-01-07,1,14,0,DEN,LV,4,11,31,0,0,"(14:00) 9-R.DIXON PUNTS 48 YARDS TO LV 21, CENTER-48-M.FRABONI, OUT OF BOUNDS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,60,0,0
2024010708,2024-01-07,1,13,51,LV,DEN,1,10,21,0,0,(13:51) 75-B.PARKER REPORTED IN AS ELIGIBLE.  4-A.O'CONNELL SACKED AT LV 15 FOR -6 YARDS (56-B.BROWNING).,0,2023,-6,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,69,0,0
2024010708,2024-01-07,1,13,9,LV,DEN,2,16,15,0,0,(13:09) (SHOTGUN) 4-A.O'CONNELL PASS INCOMPLETE SHORT RIGHT TO 17-D.ADAMS (2-P.SURTAIN).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,15,OWN,0,,0,,0,111,0,0
2024010708,2024-01-07,1,13,5,LV,DEN,3,16,15,0,0,"(13:05) (SHOTGUN) 4-A.O'CONNELL PASS SHORT RIGHT TO 17-D.ADAMS TO LV 23 FOR 8 YARDS (2-P.SURTAIN, 37-R.MOSS).",0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,15,OWN,0,,0,,0,115,0,0
2024010708,2024-01-07,1,12,25,LV,DEN,4,8,23,0,0,"(12:25) 6-A.COLE PUNTS 66 YARDS TO DEN 11, CENTER-50-J.BOBENMOYER, OUT OF BOUNDS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,155,0,0
2024010708,2024-01-07,1,12,16,DEN,LV,1,10,11,0,0,(12:16) 33-J.WILLIAMS UP THE MIDDLE TO DEN 18 FOR 7 YARDS (95-J.JENKINS; 5-D.DEABLO).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,11,OWN,0,,0,,0,164,0,0
