GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,ARI,SEA
2024010712,2024-01-07,1,8,3,SEA,ARI,1,10,42,1,0,(8:03) (SHOTGUN) 9-K.WALKER RIGHT TACKLE TO ARI 42 FOR 16 YARDS (36-A.CHACHERE).,0,2023,16,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,42,OWN,0,,0,,0,18,417,0,0
2024010712,2024-01-07,1,7,18,SEA,ARI,1,10,58,1,0,(7:18) (SHOTGUN) 7-G.SMITH PASS SHORT RIGHT TO 89-W.DISSLY RAN OB AT ARI 21 FOR 21 YARDS (45-D.GARDECK).,0,2023,21,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,18,462,0,0
2024010712,2024-01-07,1,6,34,SEA,ARI,1,10,79,0,0,(6:34) (SHOTGUN) 26-Z.CHARBONNET UP THE MIDDLE TO ARI 14 FOR 7 YARDS (96-N.JONES).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,21,OPP,0,,0,,0,18,506,0,0
2024010712,2024-01-07,1,5,57,SEA,ARI,2,3,86,0,0,(5:57) (SHOTGUN) 26-Z.CHARBONNET UP THE MIDDLE TO ARI 15 FOR -1 YARDS (18-B.OJULARI).,0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,14,OPP,0,,0,,0,18,543,0,0
2024010712,2024-01-07,1,5,12,SEA,ARI,3,4,85,0,0,(5:12) (SHOTGUN) 7-G.SMITH PASS INCOMPLETE SHORT RIGHT TO 14-D.METCALF.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,18,588,0,0
2024010712,2024-01-07,1,5,8,SEA,ARI,4,4,85,0,0,"(5:08) 5-J.MYERS 33 YARD FIELD GOAL IS GOOD, CENTER-41-C.STOLL, HOLDER-4-M.DICKSON.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,18,592,0,0
2024010712,2024-01-07,1,5,5,ARI,SEA,0,0,100,1,0,TIMEOUT AT 05:05.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,595,0,0
2024010712,2024-01-07,1,5,5,ARI,SEA,0,0,65,1,0,"5-J.MYERS KICKS 65 YARDS FROM SEA 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,18,595,0,0
2024010712,2024-01-07,1,5,5,ARI,SEA,1,10,25,0,0,(5:05) (SHOTGUN) 6-J.CONNER RIGHT TACKLE TO ARI 26 FOR 1 YARD (54-B.WAGNER; 55-D.JONES).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,25,OWN,0,,0,,0,18,595,0,0
2024010712,2024-01-07,1,4,25,ARI,SEA,2,9,26,0,0,"(4:25) (NO HUDDLE, SHOTGUN) 6-J.CONNER UP THE MIDDLE TO ARI 29 FOR 3 YARDS (93-CA.YOUNG; 54-B.WAGNER).",0,2023,3,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,26,OWN,0,,0,,0,18,635,0,0
2024010712,2024-01-07,1,3,43,ARI,SEA,3,6,29,0,0,(3:43) (SHOTGUN) 1-K.MURRAY PASS SHORT LEFT TO 83-G.DORTCH PUSHED OB AT ARI 34 FOR 5 YARDS (21-D.WITHERSPOON).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,18,677,0,0
2024010712,2024-01-07,1,3,12,ARI,SEA,4,1,34,0,0,"(3:12) 12-B.GILLIKIN PUNTS 61 YARDS TO SEA 5, CENTER-46-A.BREWER. 31-D.DALLAS TO SEA 20 FOR 15 YARDS (84-E.HIGGINS; 47-E.TURNER).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,18,708,0,0
2024010712,2024-01-07,1,2,59,ARI,SEA,0,0,100,1,0,TIMEOUT AT 02:59.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,721,0,0
2024010712,2024-01-07,1,2,59,SEA,ARI,1,10,20,0,0,(2:59) 7-G.SMITH PASS INCOMPLETE SHORT MIDDLE TO 14-D.METCALF (44-O.PAPPOE).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,18,721,0,0
2024010712,2024-01-07,1,2,55,SEA,ARI,2,10,20,0,0,"(2:55) 9-K.WALKER LEFT TACKLE TO SEA 24 FOR 4 YARDS (25-Z.COLLINS, 95-L.FOTU).",0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,20,OWN,0,,0,,0,18,725,0,0
2024010712,2024-01-07,1,2,14,SEA,ARI,3,6,24,1,0,(2:14) (SHOTGUN) 7-G.SMITH PASS SHORT RIGHT TO 11-J.SMITH-NJIGBA TO SEA 30 FOR 6 YARDS (24-S.THOMAS).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,18,766,0,0
2024010712,2024-01-07,1,1,29,SEA,ARI,1,10,30,0,0,"(1:29) (NO HUDDLE, SHOTGUN) 7-G.SMITH PASS INCOMPLETE SHORT LEFT TO 11-J.SMITH-NJIGBA.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,18,811,0,0
2024010712,2024-01-07,1,1,27,SEA,ARI,2,10,30,0,0,(1:27) (SHOTGUN) 7-G.SMITH PASS INCOMPLETE SHORT RIGHT TO 14-D.METCALF.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,18,813,0,0
2024010712,2024-01-07,1,1,22,SEA,ARI,3,10,30,0,0,(1:22) (SHOTGUN) 7-G.SMITH PASS INCOMPLETE SHORT LEFT TO 14-D.METCALF (33-A.HAMILTON).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,18,818,0,0
2024010712,2024-01-07,1,1,16,SEA,ARI,4,10,30,0,0,"(1:16) 4-M.DICKSON PUNTS 59 YARDS TO ARI 11, CENTER-41-C.STOLL. 83-G.DORTCH TO ARI 16 FOR 5 YARDS (58-D.HALL, 31-D.DALLAS).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,18,824,0,0
2024010712,2024-01-07,1,1,5,ARI,SEA,0,0,100,1,0,TIMEOUT AT 01:05.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,835,0,0
2024010712,2024-01-07,1,1,5,ARI,SEA,1,10,16,0,0,(1:05) (SHOTGUN) 1-K.MURRAY PASS SHORT LEFT TO 4-R.MOORE PUSHED OB AT ARI 24 FOR 8 YARDS (8-C.BRYANT).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,18,835,0,0
2024010712,2024-01-07,1,0,28,ARI,SEA,2,2,24,1,0,(:28) 6-J.CONNER UP THE MIDDLE TO ARI 26 FOR 2 YARDS (93-CA.YOUNG; 99-L.WILLIAMS).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,24,OWN,0,,0,,0,18,872,0,0
2024010712,2024-01-07,1,0,0,ARI,SEA,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,900,0,0
2024010712,2024-01-07,2,15,0,ARI,SEA,1,10,26,1,0,"(15:00) 1-K.MURRAY PASS SHORT RIGHT TO 6-J.CONNER TO ARI 44 FOR 18 YARDS (56-J.BROOKS, 95-M.ADAMS).",0,2023,18,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,18,900,0,0
2024010712,2024-01-07,2,14,14,ARI,SEA,1,10,44,1,0,(14:14) 1-K.MURRAY SCRAMBLES LEFT END RAN OB AT SEA 23 FOR 33 YARDS (6-Q.DIGGS).,0,2023,33,UNDER CENTER,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,18,946,0,0
2024010712,2024-01-07,2,13,31,ARI,SEA,1,10,77,1,0,(13:31) 6-J.CONNER LEFT TACKLE TO SEA 3 FOR 20 YARDS (20-J.LOVE).,0,2023,20,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,23,OPP,0,,0,,0,18,989,0,0
2024010712,2024-01-07,2,12,42,ARI,SEA,1,3,97,0,0,(12:42) 1-K.MURRAY PASS INCOMPLETE SHORT LEFT TO 85-T.MCBRIDE [58-D.HALL].,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,3,OPP,0,,0,,0,18,1038,0,0
2024010712,2024-01-07,2,12,35,ARI,SEA,2,3,97,0,0,(12:35) 6-J.CONNER UP THE MIDDLE TO SEA 2 FOR 1 YARD (54-B.WAGNER; 99-L.WILLIAMS).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,3,OPP,0,,0,,0,18,1045,0,0
2024010712,2024-01-07,2,11,54,ARI,SEA,3,2,98,0,0,(11:54) (SHOTGUN) 1-K.MURRAY LEFT END TO SEA 5 FOR -3 YARDS (6-Q.DIGGS).,0,2023,-3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,2,OPP,0,,0,,0,18,1086,0,0
2024010712,2024-01-07,2,11,10,ARI,SEA,4,5,95,0,0,"(11:10) 5-M.PRATER 23 YARD FIELD GOAL IS GOOD, CENTER-46-A.BREWER, HOLDER-12-B.GILLIKIN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,5,OPP,0,,0,,0,18,1130,0,0
2024010712,2024-01-07,2,11,8,SEA,ARI,0,0,65,1,0,"5-M.PRATER KICKS 65 YARDS FROM ARI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,18,1132,0,0
2024010712,2024-01-07,2,11,8,ARI,SEA,0,0,100,1,0,TIMEOUT AT 11:08.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,1132,0,0
2024010712,2024-01-07,2,11,8,SEA,ARI,1,10,25,0,0,(11:08) 9-K.WALKER UP THE MIDDLE TO SEA 28 FOR 3 YARDS (3-B.BAKER).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,18,1132,0,0
2024010712,2024-01-07,2,10,29,SEA,ARI,2,7,28,1,0,"(10:29) 9-K.WALKER UP THE MIDDLE TO SEA 39 FOR 11 YARDS (24-S.THOMAS, 36-A.CHACHERE).",0,2023,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,28,OWN,0,,0,,0,18,1171,0,0
2024010712,2024-01-07,2,9,50,SEA,ARI,1,10,39,0,0,(9:50) 9-K.WALKER UP THE MIDDLE TO SEA 44 FOR 5 YARDS (51-K.BARNES; 3-B.BAKER).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,39,OWN,0,,0,,0,18,1210,0,0
2024010712,2024-01-07,2,9,11,SEA,ARI,2,5,44,0,0,(9:11) 9-K.WALKER UP THE MIDDLE TO SEA 41 FOR -3 YARDS (96-N.JONES).,0,2023,-3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,44,OWN,0,,0,,0,18,1249,0,0
2024010712,2024-01-07,2,8,33,SEA,ARI,3,8,41,1,0,(8:33) (SHOTGUN) 7-G.SMITH PASS DEEP MIDDLE TO 16-T.LOCKETT TO ARI 22 FOR 37 YARDS (36-A.CHACHERE).,0,2023,37,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,18,1287,0,0
2024010712,2024-01-07,2,7,51,SEA,ARI,1,10,78,0,0,"(7:51) 9-K.WALKER LEFT TACKLE TO ARI 19 FOR 3 YARDS (34-J.THOMPSON, 24-S.THOMAS).",0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,22,OPP,0,,0,,0,18,1329,0,0
2024010712,2024-01-07,2,7,11,SEA,ARI,2,7,81,1,0,"(7:11) 7-G.SMITH PASS SHORT LEFT TO 89-W.DISSLY FOR 19 YARDS, TOUCHDOWN.",0,2023,19,UNDER CENTER,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,0,0,0,,19,OPP,0,,0,,0,18,1369,0,0
2024010712,2024-01-07,2,7,6,ARI,SEA,1,10,25,0,0,(7:06) (SHOTGUN) 1-K.MURRAY PASS SHORT RIGHT TO 14-MI.WILSON TO ARI 32 FOR 7 YARDS (30-M.JACKSON).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,18,1374,0,0
2024010712,2024-01-07,2,7,6,ARI,SEA,0,0,100,1,0,TIMEOUT AT 07:06.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,1374,0,0
2024010712,2024-01-07,2,7,6,SEA,ARI,0,0,85,1,0,"5-J.MYERS EXTRA POINT IS GOOD, CENTER-41-C.STOLL, HOLDER-4-M.DICKSON.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,18,1374,0,0
2024010712,2024-01-07,2,7,6,ARI,SEA,0,0,65,1,0,"5-J.MYERS KICKS 65 YARDS FROM SEA 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,18,1374,0,0
2024010712,2024-01-07,2,6,50,ARI,SEA,2,3,32,0,0,(6:50) (SHOTGUN) 1-K.MURRAY PASS SHORT LEFT TO 22-M.CARTER TO ARI 34 FOR 2 YARDS (21-D.WITHERSPOON).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,18,1390,0,0
2024010712,2024-01-07,2,6,18,ARI,SEA,3,1,34,0,0,"(6:18) 22-M.CARTER UP THE MIDDLE TO ARI 35 FOR 1 YARD (58-D.HALL). PENALTY ON ARI-14-MI.WILSON, OFFENSIVE OFFSIDE, 4 YARDS, ENFORCED AT ARI 34 - NO PLAY.",0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,CENTER,34,OWN,1,ARI,1,OFFENSIVE OFFSIDE,4,18,1422,0,0
2024010712,2024-01-07,2,5,55,ARI,SEA,3,5,30,1,0,(5:55) (SHOTGUN) 6-J.CONNER LEFT TACKLE TO ARI 44 FOR 14 YARDS (99-L.WILLIAMS).,0,2023,14,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,30,OWN,0,,0,,0,18,1445,0,0
2024010712,2024-01-07,2,5,16,ARI,SEA,1,10,44,0,0,(5:16) 1-K.MURRAY PASS SHORT MIDDLE TO 83-G.DORTCH TO SEA 47 FOR 9 YARDS (58-D.HALL).,0,2023,9,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,18,1484,0,0
2024010712,2024-01-07,2,4,33,ARI,SEA,2,1,53,1,0,(4:33) 6-J.CONNER UP THE MIDDLE TO SEA 44 FOR 3 YARDS (54-B.WAGNER; 21-D.WITHERSPOON).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,47,OPP,0,,0,,0,18,1527,0,0
2024010712,2024-01-07,2,3,48,ARI,SEA,1,10,56,1,0,(3:48) 1-K.MURRAY PASS DEEP RIGHT TO 14-MI.WILSON TO SEA 16 FOR 28 YARDS (6-Q.DIGGS; 54-B.WAGNER). FLEA FLICKER.,0,2023,28,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,18,1572,0,0
2024010712,2024-01-07,2,2,59,ARI,SEA,1,10,84,0,0,(2:59) (SHOTGUN) 6-J.CONNER UP THE MIDDLE TO SEA 14 FOR 2 YARDS (30-M.JACKSON).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,16,OPP,0,,0,,0,18,1621,0,0
2024010712,2024-01-07,2,2,23,ARI,SEA,2,8,86,0,0,(2:23) (SHOTGUN) 1-K.MURRAY PASS INCOMPLETE SHORT RIGHT TO 22-M.CARTER.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,18,1657,0,0
2024010712,2024-01-07,2,2,23,ARI,SEA,0,0,100,1,0,TIMEOUT #1 BY SEA AT 02:23.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,1657,0,0
2024010712,2024-01-07,2,2,19,ARI,SEA,3,8,86,0,0,"(2:19) (SHOTGUN) PENALTY ON ARI-85-T.MCBRIDE, FALSE START, 5 YARDS, ENFORCED AT SEA 14 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,14,OPP,1,ARI,1,FALSE START,5,18,1661,0,0
2024010712,2024-01-07,2,2,19,ARI,SEA,3,13,81,0,0,(2:19) (SHOTGUN) 1-K.MURRAY PASS SHORT LEFT TO 4-R.MOORE TO SEA 16 FOR 3 YARDS (27-T.WOOLEN).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,19,OPP,0,,0,,0,18,1661,0,0
2024010712,2024-01-07,2,2,0,ARI,SEA,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,1680,0,0
2024010712,2024-01-07,2,2,0,ARI,SEA,4,10,84,0,0,"(2:00) 5-M.PRATER 34 YARD FIELD GOAL IS GOOD, CENTER-46-A.BREWER, HOLDER-12-B.GILLIKIN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,16,OPP,0,,0,,0,18,1680,0,0
2024010712,2024-01-07,2,1,57,SEA,ARI,1,10,25,0,0,(1:57) (SHOTGUN) 7-G.SMITH PASS INCOMPLETE SHORT RIGHT TO 11-J.SMITH-NJIGBA (45-D.GARDECK).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,18,1683,0,0
2024010712,2024-01-07,2,1,57,SEA,ARI,0,0,65,1,0,"5-M.PRATER KICKS 65 YARDS FROM ARI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,18,1683,0,0
