GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,NYJ,NE
2024010704,2024-01-07,1,12,27,NE,NYJ,0,0,100,1,0,TIMEOUT AT 12:27.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,153,0,0
2024010704,2024-01-07,1,11,52,NE,NYJ,2,8,41,0,0,(11:52) (SHOTGUN) 4-B.ZAPPE PASS SHORT LEFT TO 81-D.DOUGLAS TO NE 39 FOR -2 YARDS (44-J.SHERWOOD).,0,2023,-2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,188,0,0
2024010704,2024-01-07,1,11,11,NE,NYJ,3,10,39,0,0,(11:11) (SHOTGUN) 4-B.ZAPPE SACKED AT NE 27 FOR -12 YARDS (95-Q.WILLIAMS).,0,2023,-12,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,229,0,0
2024010704,2024-01-07,1,10,40,NE,NYJ,4,22,27,0,0,"(10:40) 17-B.BARINGER PUNTS 37 YARDS TO NYJ 36, CENTER-49-J.CARDONA, DOWNED BY NE-49-J.CARDONA.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,27,OWN,0,,0,,0,260,0,0
2024010704,2024-01-07,1,10,30,NE,NYJ,0,0,100,1,0,TIMEOUT AT 10:30.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,270,0,0
2024010704,2024-01-07,1,10,30,NYJ,NE,1,10,36,0,0,(10:30) 20-BRE.HALL LEFT END TO NYJ 37 FOR 1 YARD (31-J.JONES).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,36,OWN,0,,0,,0,270,0,0
2024010704,2024-01-07,1,9,45,NYJ,NE,2,9,37,0,0,(9:45) 20-BRE.HALL LEFT END RAN OB AT NYJ 38 FOR 1 YARD (31-J.JONES).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,37,OWN,0,,0,,0,315,0,0
2024010704,2024-01-07,1,9,4,NYJ,NE,3,8,38,0,0,(9:04) (SHOTGUN) 14-T.SIEMIAN PASS INCOMPLETE DEEP LEFT TO 82-X.GIPSON (5-J.PEPPERS).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,356,0,0
2024010704,2024-01-07,1,8,56,NYJ,NE,4,8,38,0,0,"(8:56) 5-T.MORSTEAD PUNTS 59 YARDS TO NE 3, CENTER-42-T.HENNESSY, DOWNED BY NYJ-34-J.HARDEE.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,364,0,0
2024010704,2024-01-07,1,8,45,NE,NYJ,0,0,100,1,0,TIMEOUT AT 08:45.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,375,0,0
2024010704,2024-01-07,1,8,45,NE,NYJ,1,10,3,0,0,(8:45) 36-K.HARRIS LEFT GUARD TO NE 3 FOR NO GAIN (99-W.MCDONALD; 72-M.CLEMONS).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,3,OWN,0,,0,,0,375,0,0
2024010704,2024-01-07,1,8,12,NE,NYJ,2,10,3,0,0,(8:12) 36-K.HARRIS LEFT TACKLE TO NE 5 FOR 2 YARDS (72-M.CLEMONS; 98-B.HECTOR).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,3,OWN,0,,0,,0,408,0,0
2024010704,2024-01-07,1,7,34,NE,NYJ,3,8,5,0,0,(7:34) (SHOTGUN) 4-B.ZAPPE PASS INCOMPLETE SHORT RIGHT TO 81-D.DOUGLAS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,5,OWN,0,,0,,0,446,0,0
2024010704,2024-01-07,1,7,30,NE,NYJ,4,8,5,0,0,"(7:30) 17-B.BARINGER PUNTS 37 YARDS TO NE 42, CENTER-49-J.CARDONA. 82-X.GIPSON PUSHED OB AT NE 38 FOR 4 YARDS (45-C.BOARD).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,5,OWN,0,,0,,0,450,0,0
2024010704,2024-01-07,1,7,20,NYJ,NE,1,10,62,0,0,(7:20) 14-T.SIEMIAN PASS SHORT RIGHT TO 20-BRE.HALL TO NE 37 FOR 1 YARD (33-A.JENNINGS).,0,2023,1,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,460,0,0
2024010704,2024-01-07,1,6,41,NYJ,NE,2,9,63,0,0,(6:41) 20-BRE.HALL RIGHT END TO NE 29 FOR 8 YARDS (48-JA.TAVAI).,0,2023,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,37,OPP,0,,0,,0,499,0,0
2024010704,2024-01-07,1,6,1,NYJ,NE,3,1,71,1,0,(6:01) (SHOTGUN) 20-BRE.HALL LEFT GUARD TO NE 26 FOR 3 YARDS (90-C.BARMORE; 23-K.DUGGER).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,29,OPP,0,,0,,0,539,0,0
2024010704,2024-01-07,1,5,28,NYJ,NE,1,10,74,0,0,(5:28) 20-BRE.HALL RIGHT TACKLE TO NE 25 FOR 1 YARD (33-A.JENNINGS; 23-K.DUGGER).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,26,OPP,0,,0,,0,572,0,0
2024010704,2024-01-07,1,4,53,NYJ,NE,2,9,75,0,0,(4:53) 25-I.ABANIKANDA LEFT GUARD TO NE 21 FOR 4 YARDS (90-C.BARMORE).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OPP,0,,0,,0,607,0,0
2024010704,2024-01-07,1,4,7,NYJ,NE,3,5,79,1,0,(4:07) (SHOTGUN) 20-BRE.HALL LEFT END PUSHED OB AT NE 10 FOR 11 YARDS (5-J.PEPPERS).,0,2023,11,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,21,OPP,0,,0,,0,653,0,0
2024010704,2024-01-07,1,4,7,NYJ,NE,0,0,100,1,0,TIMEOUT #1 BY NE AT 04:07.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,653,0,0
2024010704,2024-01-07,1,3,37,NYJ,NE,1,10,90,0,0,(3:37) 20-BRE.HALL LEFT TACKLE TO NE 10 FOR NO GAIN (48-JA.TAVAI).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,10,OPP,0,,0,,0,683,0,0
2024010704,2024-01-07,1,2,52,NYJ,NE,2,10,90,0,0,"(2:52) (SHOTGUN) 14-T.SIEMIAN PASS SHORT MIDDLE TO 83-T.CONKLIN TO NE 3 FOR 7 YARDS (8-J.BENTLEY, 5-J.PEPPERS).",0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,10,OPP,0,,0,,0,728,0,0
2024010704,2024-01-07,1,2,52,NYJ,NE,0,0,100,1,0,TIMEOUT #1 BY NYJ AT 02:52.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,728,0,0
2024010704,2024-01-07,1,2,11,NYJ,NE,3,3,97,0,0,(2:11) (SHOTGUN) 14-T.SIEMIAN PASS INCOMPLETE SHORT LEFT TO 83-T.CONKLIN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,3,OPP,0,,0,,0,769,0,0
2024010704,2024-01-07,1,2,7,NYJ,NE,4,3,97,0,0,"(2:07) 9-G.ZUERLEIN 21 YARD FIELD GOAL IS GOOD, CENTER-42-T.HENNESSY, HOLDER-5-T.MORSTEAD.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,3,OPP,0,,0,,0,773,0,0
2024010704,2024-01-07,1,2,4,NE,NYJ,0,0,100,1,0,TIMEOUT AT 02:04.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,776,0,0
2024010704,2024-01-07,1,2,4,NE,NYJ,0,0,65,1,0,"9-G.ZUERLEIN KICKS 65 YARDS FROM NYJ 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,776,0,0
2024010704,2024-01-07,1,2,4,NE,NYJ,1,10,25,0,0,(2:04) (SHOTGUN) 4-B.ZAPPE PASS SHORT RIGHT TO 1-D.PARKER TO NE 31 FOR 6 YARDS (56-QU.WILLIAMS).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,776,0,0
2024010704,2024-01-07,1,1,31,NE,NYJ,2,4,31,0,0,(1:31) (SHOTGUN) 4-B.ZAPPE PASS INCOMPLETE DEEP MIDDLE TO 1-D.PARKER [30-M.CARTER].,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,809,0,0
2024010704,2024-01-07,1,1,26,NE,NYJ,3,4,31,0,0,(1:26) (SHOTGUN) 4-B.ZAPPE SACKED AT NE 26 FOR -5 YARDS (47-B.HUFF).,0,2023,-5,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,814,0,0
2024010704,2024-01-07,1,0,55,NE,NYJ,4,9,26,0,0,"(:55) 17-B.BARINGER PUNTS 60 YARDS TO NYJ 14, CENTER-49-J.CARDONA, FAIR CATCH BY 82-X.GIPSON.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,845,0,0
2024010704,2024-01-07,1,0,47,NYJ,NE,1,10,14,0,0,(:47) (SHOTGUN) 20-BRE.HALL UP THE MIDDLE TO NYJ 16 FOR 2 YARDS (92-D.GODCHAUX; 33-A.JENNINGS).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,14,OWN,0,,0,,0,853,0,0
2024010704,2024-01-07,1,0,0,NYJ,NE,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2024010704,2024-01-07,2,15,0,NYJ,NE,2,8,16,0,0,(15:00) 14-T.SIEMIAN PASS INCOMPLETE SHORT LEFT.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,900,0,0
2024010704,2024-01-07,2,14,53,NYJ,NE,3,8,16,0,0,(14:53) (SHOTGUN) 14-T.SIEMIAN PASS INCOMPLETE DEEP MIDDLE TO 82-X.GIPSON [90-C.BARMORE].,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,907,0,0
2024010704,2024-01-07,2,14,49,NYJ,NE,4,8,16,0,0,"(14:49) 5-T.MORSTEAD PUNTS 51 YARDS TO NE 33, CENTER-42-T.HENNESSY, FAIR CATCH BY 27-M.BRYANT. PENALTY ON NYJ-34-J.HARDEE, PLAYER OUT OF BOUNDS ON KICK, 5 YARDS, ENFORCED AT NE 33.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,16,OWN,1,NYJ,0,PLAYER OUT OF BOUNDS ON KICK,5,911,0,0
2024010704,2024-01-07,2,14,41,NE,NYJ,1,10,38,0,0,"(14:41) 15-E.ELLIOTT RIGHT END PUSHED OB AT NYJ 49 FOR 13 YARDS (21-A.DAVIS). PENALTY ON NE-81-D.DOUGLAS, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT NE 47.",0,2023,13,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT END,38,OWN,1,NE,0,OFFENSIVE HOLDING,10,919,0,0
2024010704,2024-01-07,2,14,19,NE,NYJ,1,11,37,0,0,(14:19) (SHOTGUN) 15-E.ELLIOTT UP THE MIDDLE TO NE 39 FOR 2 YARDS (11-J.JOHNSON).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,37,OWN,0,,0,,0,941,0,0
2024010704,2024-01-07,2,13,47,NE,NYJ,2,9,39,0,0,(13:47) 4-B.ZAPPE PASS SHORT LEFT TO 88-M.GESICKI TO NE 44 FOR 5 YARDS (30-M.CARTER).,0,2023,5,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,973,0,0
2024010704,2024-01-07,2,12,58,NE,NYJ,3,4,44,0,0,"(12:58) (SHOTGUN) 4-B.ZAPPE PASS DEEP LEFT TO 83-J.REAGOR TO NYJ 23 FOR 33 YARDS (4-D.REED). PENALTY ON NE-83-J.REAGOR, DELAY OF GAME, 5 YARDS, ENFORCED AT NYJ 23.",0,2023,33,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,44,OWN,1,NE,0,DELAY OF GAME,5,1022,0,0
2024010704,2024-01-07,2,12,23,NE,NYJ,1,10,72,0,0,(12:23) (SHOTGUN) 15-E.ELLIOTT RIGHT TACKLE TO NYJ 22 FOR 6 YARDS (1-A.GARDNER; 56-QU.WILLIAMS).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,28,OPP,0,,0,,0,1057,0,0
2024010704,2024-01-07,2,11,43,NE,NYJ,2,4,78,1,0,(11:43) (SHOTGUN) 15-E.ELLIOTT RIGHT END PUSHED OB AT NYJ 18 FOR 4 YARDS (1-A.GARDNER).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,22,OPP,0,,0,,0,1097,0,0
2024010704,2024-01-07,2,10,53,NE,NYJ,1,10,82,0,0,(10:53) 36-K.HARRIS UP THE MIDDLE TO NYJ 16 FOR 2 YARDS (4-D.REED; 22-T.ADAMS).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,18,OPP,0,,0,,0,1147,0,0
2024010704,2024-01-07,2,10,16,NE,NYJ,2,8,84,0,0,(10:16) (SHOTGUN) 4-B.ZAPPE PASS SHORT RIGHT TO 36-K.HARRIS PUSHED OB AT NYJ 12 FOR 4 YARDS (56-QU.WILLIAMS).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,16,OPP,0,,0,,0,1184,0,0
2024010704,2024-01-07,2,9,40,NE,NYJ,3,4,88,0,0,(9:40) (SHOTGUN) 4-B.ZAPPE PASS INCOMPLETE SHORT LEFT TO 88-M.GESICKI (22-T.ADAMS).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,12,OPP,0,,0,,0,1220,0,0
2024010704,2024-01-07,2,9,35,NE,NYJ,4,4,88,0,0,"(9:35) 37-C.RYLAND 30 YARD FIELD GOAL IS GOOD, CENTER-49-J.CARDONA, HOLDER-17-B.BARINGER.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,12,OPP,0,,0,,0,1225,0,0
2024010704,2024-01-07,2,9,32,NE,NYJ,0,0,100,1,0,TIMEOUT AT 09:32.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1228,0,0
2024010704,2024-01-07,2,9,32,NYJ,NE,0,0,65,1,0,37-C.RYLAND KICKS 58 YARDS FROM NE 35 TO NYJ 7. 82-X.GIPSON TO NYJ 22 FOR 15 YARDS (22-C.DAVIS).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1228,0,0
2024010704,2024-01-07,2,9,22,NYJ,NE,1,10,22,0,0,(9:22) 20-BRE.HALL LEFT END PUSHED OB AT NYJ 21 FOR -1 YARDS (26-S.WADE).,0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,22,OWN,0,,0,,0,1238,0,0
2024010704,2024-01-07,2,8,48,NYJ,NE,2,11,21,1,0,(8:48) (SHOTGUN) 14-T.SIEMIAN PASS DEEP LEFT TO 17-G.WILSON PUSHED OB AT NE 49 FOR 30 YARDS (23-K.DUGGER).,0,2023,30,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,1272,0,0
2024010704,2024-01-07,2,8,18,NYJ,NE,1,10,51,1,0,(8:18) 20-BRE.HALL LEFT END RAN OB AT NE 37 FOR 12 YARDS (8-J.BENTLEY).,0,2023,12,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,49,OPP,0,,0,,0,1302,0,0
2024010704,2024-01-07,2,7,45,NYJ,NE,1,10,63,1,0,(7:45) (SHOTGUN) 20-BRE.HALL RIGHT GUARD TO NE 25 FOR 12 YARDS (28-A.AUSTIN).,0,2023,12,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,37,OPP,0,,0,,0,1335,0,0
2024010704,2024-01-07,2,7,8,NYJ,NE,1,10,75,0,0,"(7:08) 25-I.ABANIKANDA RIGHT TACKLE TO NE 22 FOR 3 YARDS (70-J.PHARMS, 8-J.BENTLEY).",0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,25,OPP,0,,0,,0,1372,0,0
2024010704,2024-01-07,2,6,25,NYJ,NE,2,7,78,0,0,(6:25) (SHOTGUN) 14-T.SIEMIAN PASS INCOMPLETE DEEP RIGHT TO 16-J.BROWNLEE (28-A.AUSTIN).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,22,OPP,0,,0,,0,1415,0,0
2024010704,2024-01-07,2,6,19,NYJ,NE,3,7,78,0,0,(6:19) (SHOTGUN) 14-T.SIEMIAN PASS INCOMPLETE SHORT RIGHT TO 17-G.WILSON.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,22,OPP,0,,0,,0,1421,0,0
2024010704,2024-01-07,2,6,12,NYJ,NE,4,7,78,0,0,"(6:12) 9-G.ZUERLEIN 40 YARD FIELD GOAL IS GOOD, CENTER-42-T.HENNESSY, HOLDER-5-T.MORSTEAD.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,22,OPP,0,,0,,0,1428,0,0
2024010704,2024-01-07,2,6,7,NE,NYJ,0,0,100,1,0,TIMEOUT AT 06:07.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1433,0,0
2024010704,2024-01-07,2,6,7,NE,NYJ,1,10,25,0,0,(6:07) (SHOTGUN) 15-E.ELLIOTT LEFT GUARD TO NE 29 FOR 4 YARDS (30-M.CARTER; 57-C.MOSLEY).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0,1433,0,0
2024010704,2024-01-07,2,6,7,NE,NYJ,0,0,65,1,0,"9-G.ZUERLEIN KICKS 65 YARDS FROM NYJ 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1433,0,0
2024010704,2024-01-07,2,5,35,NE,NYJ,2,6,29,0,0,(5:35) 15-E.ELLIOTT UP THE MIDDLE TO NE 29 FOR NO GAIN (56-QU.WILLIAMS).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,29,OWN,0,,0,,0,1465,0,0
2024010704,2024-01-07,2,4,57,NE,NYJ,3,6,29,0,0,(4:57) (SHOTGUN) 4-B.ZAPPE PASS INCOMPLETE SHORT RIGHT TO 86-P.BROWN (21-A.DAVIS) [47-B.HUFF]. NE-86-P.BROWN WAS INJURED DURING THE PLAY.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,1503,0,0
2024010704,2024-01-07,2,4,48,NE,NYJ,4,6,29,0,0,"(4:48) 17-B.BARINGER PUNTS 37 YARDS TO NYJ 34, CENTER-49-J.CARDONA. 82-X.GIPSON MUFFS CATCH, AND RECOVERS AT NYJ 36.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,1512,0,0
2024010704,2024-01-07,2,4,40,NE,NYJ,0,0,100,1,0,TIMEOUT AT 04:40.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1520,0,0
2024010704,2024-01-07,2,4,40,NYJ,NE,1,10,36,0,0,"(4:40) 20-BRE.HALL LEFT TACKLE TO NYJ 42 FOR 6 YARDS (48-JA.TAVAI, 31-J.JONES).",0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,36,OWN,0,,0,,0,1520,0,0
2024010704,2024-01-07,2,3,56,NYJ,NE,2,4,42,1,0,(3:56) 14-T.SIEMIAN PASS SHORT LEFT TO 17-G.WILSON PUSHED OB AT NYJ 46 FOR 4 YARDS (31-J.JONES). NE-48-JA.TAVAI WAS INJURED DURING THE PLAY.,0,2023,4,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,1564,0,0
2024010704,2024-01-07,2,3,50,NYJ,NE,0,0,100,1,0,TIMEOUT AT 03:50.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1570,0,0
