GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,LA,SF
2024010710,2024-01-07,1,7,27,SF,LA,0,0,100,1,0,TIMEOUT AT 07:27.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,453,0,0
2024010710,2024-01-07,1,7,27,LA,SF,0,0,65,1,0,"4-J.MOODY KICKS 62 YARDS FROM SF 35 TO LAR 3, FAIR CATCH BY 81-A.TRAMMELL.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,18,453,0,0
2024010710,2024-01-07,1,7,27,LA,SF,1,10,75,0,0,"(7:27) (SHOTGUN) 20-R.RIVERS UP THE MIDDLE TO LAR 30 FOR 5 YARDS (7-C.WARD, 48-O.BURKS).",0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OPP,0,,0,,0,18,453,0,0
2024010710,2024-01-07,1,7,0,LA,SF,2,5,70,1,0,"(7:00) (NO HUDDLE, SHOTGUN) 11-C.WENTZ PASS SHORT RIGHT TO 87-D.ALLEN PUSHED OB AT LAR 39 FOR 9 YARDS (7-C.WARD).",0,2023,9,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,18,480,0,0
2024010710,2024-01-07,1,6,26,LA,SF,1,10,61,0,0,"(6:26) (NO HUDDLE, SHOTGUN) 11-C.WENTZ PASS SHORT MIDDLE TO 17-P.NACUA TO LAR 48 FOR 9 YARDS (7-C.WARD).",0,2023,9,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,18,514,0,0
2024010710,2024-01-07,1,5,59,LA,SF,2,1,52,1,0,"(5:59) 20-R.RIVERS UP THE MIDDLE TO SF 42 FOR 10 YARDS (2-D.LENOIR, 41-T.HAWKINS).",0,2023,10,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,48,OPP,0,,0,,0,18,541,0,0
2024010710,2024-01-07,1,5,31,LA,SF,1,10,58,0,0,"(5:31) (NO HUDDLE, SHOTGUN) 11-C.WENTZ SCRAMBLES UP THE MIDDLE TO SF 40 FOR 2 YARDS (99-J.KINLAW).",0,2023,2,NO HUDDLE SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,18,569,0,0
2024010710,2024-01-07,1,4,47,LA,SF,2,8,60,0,0,(4:47) (SHOTGUN) 20-R.RIVERS UP THE MIDDLE TO SF 35 FOR 5 YARDS (26-I.OLIVER).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,40,OPP,0,,0,,0,18,613,0,0
2024010710,2024-01-07,1,4,7,LA,SF,3,3,65,0,0,(4:07) (SHOTGUN) 20-R.RIVERS RIGHT GUARD TO SF 34 FOR 1 YARD (97-N.BOSA; 48-O.BURKS).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,35,OPP,0,,0,,0,18,653,0,0
2024010710,2024-01-07,1,3,25,LA,SF,4,2,66,1,0,(3:25) (SHOTGUN) 11-C.WENTZ PASS SHORT RIGHT TO 87-D.ALLEN TO SF 24 FOR 10 YARDS (33-L.RYAN).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,18,695,0,0
2024010710,2024-01-07,1,2,46,LA,SF,1,10,76,0,0,(2:46) 11-C.WENTZ PASS INCOMPLETE SHORT RIGHT TO 17-P.NACUA.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,18,734,0,0
2024010710,2024-01-07,1,2,41,LA,SF,2,10,76,0,0,(2:41) (SHOTGUN) 11-C.WENTZ RIGHT GUARD TO SF 19 FOR 5 YARDS (7-C.WARD).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,24,OPP,0,,0,,0,18,739,0,0
2024010710,2024-01-07,1,1,59,LA,SF,3,5,81,0,0,"(1:59) (SHOTGUN) 11-C.WENTZ PASS DEEP RIGHT TO 17-P.NACUA FOR 19 YARDS, TOUCHDOWN. PENALTY ON SF-7-C.WARD, DEFENSIVE PASS INTERFERENCE, DECLINED.",0,2023,19,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,1,0,0,,19,OPP,0,SF,0,DEFENSIVE PASS INTERFERENCE,0,18,781,0,0
2024010710,2024-01-07,1,1,53,SF,LA,1,10,25,0,0,"(1:53) (SHOTGUN) 14-S.DARNOLD PASS SHORT LEFT TO 19-D.SAMUEL TO SF 38 FOR 13 YARDS (43-J.JOHNSON). PENALTY ON SF-19-D.SAMUEL, OFFENSIVE PASS INTERFERENCE, 10 YARDS, ENFORCED AT SF 25 - NO PLAY.",0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,25,OWN,1,SF,1,OFFENSIVE PASS INTERFERENCE,10,18,787,0,0
2024010710,2024-01-07,1,1,53,SF,LA,0,0,100,1,0,TIMEOUT AT 01:53.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,787,0,0
2024010710,2024-01-07,1,1,53,SF,LA,0,0,65,1,0,"42-E.EVANS KICKS 65 YARDS FROM LAR 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,18,787,0,0
2024010710,2024-01-07,1,1,53,LA,SF,0,0,85,1,0,"8-B.MAHER EXTRA POINT IS GOOD, CENTER-46-C.TINKER, HOLDER-42-E.EVANS.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,18,787,0,0
2024010710,2024-01-07,1,1,22,SF,LA,1,20,15,0,0,"(1:22) (SHOTGUN) 14-S.DARNOLD PASS SHORT LEFT TO 19-D.SAMUEL TO SF 30 FOR 15 YARDS (96-K.THOMAS, 44-A.WITHERSPOON).",0,2023,15,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,15,OWN,0,,0,,0,18,818,0,0
2024010710,2024-01-07,1,0,38,SF,LA,2,5,30,1,0,(:38) 24-J.MASON RIGHT GUARD TO SF 36 FOR 6 YARDS (59-T.REEDER; 96-K.THOMAS).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,30,OWN,0,,0,,0,18,862,0,0
2024010710,2024-01-07,1,0,0,SF,LA,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,900,0,0
2024010710,2024-01-07,2,15,0,SF,LA,1,10,36,0,0,(15:00) 14-S.DARNOLD PASS INCOMPLETE DEEP RIGHT TO 11-B.AIYUK.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,18,900,0,0
2024010710,2024-01-07,2,14,56,SF,LA,2,10,36,1,0,(14:56) 24-J.MASON LEFT TACKLE TO LAR 48 FOR 16 YARDS (2-R.YEAST).,0,2023,16,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,36,OWN,0,,0,,0,18,904,0,0
2024010710,2024-01-07,2,14,9,SF,LA,1,10,52,0,0,(14:09) 14-S.DARNOLD PASS INCOMPLETE SHORT RIGHT TO 10-R.BELL.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,18,951,0,0
2024010710,2024-01-07,2,14,4,SF,LA,2,10,52,0,0,(14:04) (SHOTGUN) 14-S.DARNOLD UP THE MIDDLE TO LAR 39 FOR 9 YARDS (31-N.HAMPTON).,0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,48,OPP,0,,0,,0,18,956,0,0
2024010710,2024-01-07,2,13,26,SF,LA,3,1,61,1,0,(13:26) 14-S.DARNOLD UP THE MIDDLE TO LAR 37 FOR 2 YARDS (92-J.WILLIAMS).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,39,OPP,0,,0,,0,18,994,0,0
2024010710,2024-01-07,2,12,47,SF,LA,1,10,63,0,0,(12:47) (SHOTGUN) 14-S.DARNOLD PASS SHORT LEFT TO 11-B.AIYUK TO LAR 28 FOR 9 YARDS (43-J.JOHNSON).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,37,OPP,0,,0,,0,18,1033,0,0
2024010710,2024-01-07,2,12,6,SF,LA,2,1,72,0,0,"(12:06) 14-S.DARNOLD FUMBLES (ABORTED) AT LAR 28, AND RECOVERS AT LAR 29.",0,2023,0,UNDER CENTER,FUMBLES,0,0,0,0,,0,0,0,,0,1,0,0,0,,28,OPP,0,,0,,0,18,1074,0,0
2024010710,2024-01-07,2,11,27,SF,LA,3,2,71,0,0,(11:27) 14-S.DARNOLD UP THE MIDDLE TO LAR 28 FOR 1 YARD (92-J.WILLIAMS; 59-T.REEDER).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,29,OPP,0,,0,,0,18,1113,0,0
2024010710,2024-01-07,2,10,43,SF,LA,4,1,72,1,0,(10:43) 24-J.MASON LEFT TACKLE TO LAR 25 FOR 3 YARDS (44-A.WITHERSPOON; 43-J.JOHNSON).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,28,OPP,0,,0,,0,18,1157,0,0
2024010710,2024-01-07,2,9,58,SF,LA,1,10,75,1,0,(9:58) 25-E.MITCHELL LEFT TACKLE PUSHED OB AT LAR 11 FOR 14 YARDS (2-R.YEAST).,0,2023,14,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,25,OPP,0,,0,,0,18,1202,0,0
2024010710,2024-01-07,2,9,10,SF,LA,1,10,89,0,0,(9:10) (SHOTGUN) 25-E.MITCHELL RIGHT TACKLE TO LAR 4 FOR 7 YARDS (14-C.DURANT; 2-R.YEAST).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,11,OPP,0,,0,,0,18,1250,0,0
2024010710,2024-01-07,2,8,30,SF,LA,2,3,96,0,0,"(8:30) 25-E.MITCHELL RIGHT GUARD TO LAR 5 FOR -1 YARDS (95-B.BROWN, 59-T.REEDER).",0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,4,OPP,0,,0,,0,18,1290,0,0
2024010710,2024-01-07,2,7,48,SF,LA,3,4,95,0,0,"(7:48) (SHOTGUN) 14-S.DARNOLD PASS INCOMPLETE SHORT RIGHT [92-J.WILLIAMS]. PENALTY ON LAR-37-Q.LAKE, DEFENSIVE HOLDING, 3 YARDS, ENFORCED AT LAR 5 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,5,OPP,1,LAR,1,DEFENSIVE HOLDING,3,18,1332,0,0
2024010710,2024-01-07,2,7,41,SF,LA,1,2,98,0,0,(7:41) (SHOTGUN) 25-E.MITCHELL LEFT GUARD TO LAR 1 FOR 1 YARD (95-B.BROWN).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,2,OPP,0,,0,,0,18,1339,0,0
2024010710,2024-01-07,2,7,4,SF,LA,2,1,99,1,0,"(7:04) 14-S.DARNOLD UP THE MIDDLE FOR 1 YARD, TOUCHDOWN.",0,2023,1,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,CENTER,1,OPP,0,,0,,0,18,1376,0,0
2024010710,2024-01-07,2,6,59,SF,LA,0,0,85,1,0,"4-J.MOODY EXTRA POINT IS GOOD, CENTER-46-T.PEPPER, HOLDER-18-M.WISHNOWSKY.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,18,1381,0,0
2024010710,2024-01-07,2,6,59,SF,LA,0,0,100,1,0,TIMEOUT AT 06:59.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,1381,0,0
2024010710,2024-01-07,2,6,59,LA,SF,0,0,65,1,0,"4-J.MOODY KICKS 61 YARDS FROM SF 35 TO LAR 4, FAIR CATCH BY 81-A.TRAMMELL.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,18,1381,0,0
2024010710,2024-01-07,2,6,59,LA,SF,1,10,75,0,0,(6:59) (SHOTGUN) 11-C.WENTZ PASS SHORT LEFT INTENDED FOR 5-T.ATWELL INTERCEPTED BY 41-T.HAWKINS (98-J.HARGRAVE) AT LAR 36. 41-T.HAWKINS TO LAR 36 FOR NO GAIN (5-T.ATWELL).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,1,0,0,0,0,,25,OPP,0,,0,,0,18,1381,0,0
2024010710,2024-01-07,2,6,54,SF,LA,1,10,64,0,0,"(6:54) (SHOTGUN) 24-J.MASON RIGHT GUARD TO LAR 33 FOR 3 YARDS (90-E.BROWN, 59-T.REEDER).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,36,OPP,0,,0,,0,18,1386,0,0
2024010710,2024-01-07,2,6,54,SF,LA,0,0,100,1,0,TIMEOUT AT 06:54.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,1386,0,0
2024010710,2024-01-07,2,6,12,SF,LA,2,7,67,1,0,"(6:12) (SHOTGUN) 14-S.DARNOLD PASS SHORT LEFT TO 3-R.MCCLOUD PUSHED OB AT LAR 22 FOR 11 YARDS (56-C.ROZEBOOM, 43-J.JOHNSON).",0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,18,1428,0,0
2024010710,2024-01-07,2,5,32,SF,LA,1,10,78,0,0,"(5:32) (SHOTGUN) 24-J.MASON LEFT TACKLE TO LAR 18 FOR 4 YARDS (43-J.JOHNSON). PENALTY ON SF-65-A.BANKS, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT LAR 22 - NO PLAY.",0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT TACKLE,22,OPP,1,SF,1,OFFENSIVE HOLDING,10,18,1468,0,0
2024010710,2024-01-07,2,5,2,SF,LA,1,20,68,0,0,(5:02) (SHOTGUN) 14-S.DARNOLD PASS INCOMPLETE DEEP MIDDLE TO 10-R.BELL.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,18,1498,0,0
2024010710,2024-01-07,2,4,57,SF,LA,2,20,68,0,0,(4:57) 14-S.DARNOLD PASS SHORT MIDDLE TO 24-J.MASON TO LAR 20 FOR 12 YARDS (37-Q.LAKE; 56-C.ROZEBOOM). LAR-59-T.REEDER WAS INJURED DURING THE PLAY.,0,2023,12,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,18,1503,0,0
2024010710,2024-01-07,2,4,38,SF,LA,0,0,100,1,0,TIMEOUT AT 04:38.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,1522,0,0
2024010710,2024-01-07,2,4,27,SF,LA,3,8,80,0,0,(4:27) (SHOTGUN) 14-S.DARNOLD PASS INCOMPLETE SHORT LEFT TO 10-R.BELL (1-D.KENDRICK).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,18,1533,0,0
2024010710,2024-01-07,2,4,22,SF,LA,4,8,80,0,0,"(4:22) 4-J.MOODY 38 YARD FIELD GOAL IS NO GOOD, HIT RIGHT UPRIGHT, CENTER-46-T.PEPPER, HOLDER-18-M.WISHNOWSKY.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,18,1538,0,0
2024010710,2024-01-07,2,4,19,SF,LA,0,0,100,1,0,TIMEOUT AT 04:19.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,1541,0,0
2024010710,2024-01-07,2,4,19,LA,SF,1,10,72,0,0,(4:19) (SHOTGUN) 11-C.WENTZ PASS SHORT LEFT TO 87-D.ALLEN PUSHED OB AT LAR 33 FOR 5 YARDS (33-L.RYAN).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,28,OPP,0,,0,,0,18,1541,0,0
2024010710,2024-01-07,2,3,46,LA,SF,2,5,67,0,0,"(3:46) (SHOTGUN) 20-R.RIVERS LEFT GUARD TO LAR 37 FOR 4 YARDS (33-L.RYAN, 45-D.FLANNIGAN-FOWLES).",0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,33,OPP,0,,0,,0,18,1574,0,0
2024010710,2024-01-07,2,3,18,LA,SF,3,1,63,1,0,(3:18) 20-R.RIVERS RIGHT GUARD TO LAR 40 FOR 3 YARDS (41-T.HAWKINS).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,37,OPP,0,,0,,0,18,1602,0,0
2024010710,2024-01-07,2,2,44,LA,SF,1,10,60,0,0,(2:44) (SHOTGUN) 11-C.WENTZ PASS SHORT LEFT TO 87-D.ALLEN TO LAR 41 FOR 1 YARD (26-I.OLIVER).,0,2023,1,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,18,1636,0,0
2024010710,2024-01-07,2,2,3,LA,SF,2,9,59,0,0,(2:03) (SHOTGUN) 11-C.WENTZ PASS INCOMPLETE SHORT LEFT TO 17-P.NACUA.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,18,1677,0,0
2024010710,2024-01-07,2,1,59,LA,SF,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,1681,0,0
2024010710,2024-01-07,2,1,59,LA,SF,3,9,59,0,0,"(1:59) (SHOTGUN) 11-C.WENTZ PASS INCOMPLETE DEEP RIGHT TO 15-D.ROBINSON. PENALTY ON SF-97-N.BOSA, DEFENSIVE OFFSIDE, 5 YARDS, ENFORCED AT LAR 41 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,41,OPP,1,SF,1,DEFENSIVE OFFSIDE,5,18,1681,0,0
2024010710,2024-01-07,2,1,53,LA,SF,3,4,54,0,0,(1:53) (SHOTGUN) 11-C.WENTZ PASS INCOMPLETE DEEP LEFT TO 88-B.HOPKINS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,18,1687,0,0
2024010710,2024-01-07,2,1,48,LA,SF,4,4,54,0,0,"(1:48) 42-E.EVANS PUNTS 51 YARDS TO SF 3, CENTER-46-C.TINKER. 3-R.MCCLOUD TO SF 10 FOR 7 YARDS (14-C.DURANT).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,18,1692,0,0
2024010710,2024-01-07,2,1,38,SF,LA,0,0,100,1,0,TIMEOUT AT 01:38.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,1702,0,0
2024010710,2024-01-07,2,1,38,SF,LA,1,10,10,0,0,(1:38) (SHOTGUN) 3-R.MCCLOUD RIGHT END TO SF 17 FOR 7 YARDS (2-R.YEAST; 94-D.JOHNSON).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,10,OWN,0,,0,,0,18,1702,0,0
2024010710,2024-01-07,2,1,32,SF,LA,0,0,100,1,0,TIMEOUT #1 BY LAR AT 01:32.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,1708,0,0
2024010710,2024-01-07,2,1,32,SF,LA,2,3,17,1,0,(1:32) (SHOTGUN) 14-S.DARNOLD PASS SHORT RIGHT TO 3-R.MCCLOUD RAN OB AT SF 23 FOR 6 YARDS.,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,18,1708,0,0
