GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,GB,CHI
2023091008,2023-09-10,2,7,16,CHI,GB,1,10,20,0,0,(7:16) 24-K.HERBERT RIGHT GUARD TO CHI 20 FOR NO GAIN (29-R.DOUGLAS).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,20,OWN,0,,0,,0,1,1364,0,0
2023091008,2023-09-10,2,6,37,CHI,GB,2,10,20,0,0,"(6:37) (SHOTGUN) 1-J.FIELDS SCRAMBLES LEFT END PUSHED OB AT CHI 26 FOR 6 YARDS (59-D.CAMPBELL). PENALTY ON CHI-70-B.JONES, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT CHI 20 - NO PLAY.",0,2023,6,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,20,OWN,1,CHI,1,OFFENSIVE HOLDING,10,1,1403,0,0
2023091008,2023-09-10,2,6,15,CHI,GB,2,20,10,0,0,(6:15) (SHOTGUN) 1-J.FIELDS PASS INCOMPLETE SHORT RIGHT TO 35-K.BLASINGAME.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,10,OWN,0,,0,,0,1,1425,0,0
2023091008,2023-09-10,2,6,9,CHI,GB,3,20,10,0,0,(6:09) (SHOTGUN) 1-J.FIELDS SCRAMBLES LEFT GUARD TO CHI 20 FOR 10 YARDS (29-R.DOUGLAS).,0,2023,10,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,10,OWN,0,,0,,0,1,1431,0,0
2023091008,2023-09-10,2,5,38,CHI,GB,4,10,20,0,0,"(5:38) 16-T.GILL PUNTS 53 YARDS TO GB 27, CENTER-48-P.SCALES. 11-J.REED TO GB 31 FOR 4 YARDS (39-J.BLACKWELL).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,1,1462,0,0
2023091008,2023-09-10,2,5,28,GB,CHI,1,10,31,0,0,(5:28) (SHOTGUN) 63-R.WALKER REPORTED IN AS ELIGIBLE.  10-J.LOVE PASS INCOMPLETE SHORT RIGHT TO 28-A.DILLON.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,1,1472,0,0
2023091008,2023-09-10,2,5,28,CHI,GB,0,0,100,1,0,TIMEOUT AT 05:28.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1472,0,0
2023091008,2023-09-10,2,5,23,GB,CHI,2,10,31,0,0,"(5:23) (SHOTGUN) 10-J.LOVE PASS SHORT MIDDLE TO 88-L.MUSGRAVE TO GB 35 FOR 4 YARDS (49-T.EDMUNDS, 53-T.EDWARDS).",0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,1,1477,0,0
2023091008,2023-09-10,2,4,42,GB,CHI,3,6,35,1,0,(4:42) (SHOTGUN) 10-J.LOVE PASS SHORT MIDDLE TO 83-S.TOURE TO CHI 49 FOR 16 YARDS (9-J.BRISKER).,0,2023,16,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,1,1518,0,0
2023091008,2023-09-10,2,4,6,GB,CHI,1,10,51,0,0,(4:06) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE DEEP MIDDLE TO 83-S.TOURE.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,49,OPP,0,,0,,0,1,1554,0,0
2023091008,2023-09-10,2,3,59,GB,CHI,2,10,51,0,0,(3:59) (SHOTGUN) 28-A.DILLON RIGHT GUARD TO CHI 45 FOR 4 YARDS (9-J.BRISKER; 91-Y.NGAKOUE).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,49,OPP,0,,0,,0,1,1561,0,0
2023091008,2023-09-10,2,3,20,GB,CHI,3,6,55,0,0,(3:20) (SHOTGUN) 10-J.LOVE SCRAMBLES RIGHT END TO CHI 43 FOR 2 YARDS (95-D.WALKER).,0,2023,2,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,1,1600,0,0
2023091008,2023-09-10,2,2,28,GB,CHI,4,4,57,0,0,"(2:28) (SHOTGUN) PENALTY ON GB, DELAY OF GAME, 5 YARDS, ENFORCED AT CHI 43 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,43,OPP,1,GB,1,DELAY OF GAME,5,1,1652,0,0
2023091008,2023-09-10,2,2,19,GB,CHI,4,9,52,0,0,"(2:19) 19-D.WHELAN PUNTS 42 YARDS TO CHI 6, CENTER-42-M.ORZECH, FAIR CATCH BY 15-T.TAYLOR.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,1,1661,0,0
2023091008,2023-09-10,2,2,12,CHI,GB,0,0,100,1,0,TIMEOUT AT 02:12.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1668,0,0
2023091008,2023-09-10,2,2,12,CHI,GB,1,10,6,0,0,"(2:12) (SHOTGUN) 24-K.HERBERT RIGHT GUARD TO CHI 7 FOR 1 YARD (96-C.WOODEN, 26-D.SAVAGE).",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,6,OWN,0,,0,,0,1,1668,0,0
2023091008,2023-09-10,2,2,0,CHI,GB,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1680,0,0
2023091008,2023-09-10,2,2,0,CHI,GB,2,9,7,1,0,(2:00) 24-K.HERBERT RIGHT TACKLE TO CHI 19 FOR 12 YARDS (20-R.FORD; 26-D.SAVAGE).,0,2023,12,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,7,OWN,0,,0,,0,1,1680,0,0
2023091008,2023-09-10,2,1,38,CHI,GB,1,10,19,0,0,"(1:38) (NO HUDDLE, SHOTGUN) 1-J.FIELDS PASS SHORT LEFT TO 85-C.KMET PUSHED OB AT CHI 24 FOR 5 YARDS (26-D.SAVAGE).",0,2023,5,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,19,OWN,0,,0,,0,1,1702,0,0
2023091008,2023-09-10,2,1,32,CHI,GB,2,5,24,0,0,(1:32) (SHOTGUN) 1-J.FIELDS PASS SHORT RIGHT TO 11-D.MOONEY TO CHI 20 FOR -4 YARDS (25-K.NIXON).,0,2023,-4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,1,1708,0,0
2023091008,2023-09-10,2,1,28,CHI,GB,3,9,20,0,0,(1:28) (SHOTGUN) 1-J.FIELDS PASS INCOMPLETE SHORT RIGHT TO 24-K.HERBERT (52-R.GARY).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,1,1712,0,0
2023091008,2023-09-10,2,1,28,CHI,GB,0,0,100,1,0,TIMEOUT #2 BY GB AT 01:28.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1712,0,0
2023091008,2023-09-10,2,1,23,CHI,GB,4,9,20,0,0,"(1:23) 16-T.GILL PUNTS 51 YARDS TO GB 29, CENTER-48-P.SCALES. 11-J.REED TO GB 44 FOR 15 YARDS (18-R.TONYAN).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,1,1717,0,0
2023091008,2023-09-10,2,1,12,GB,CHI,1,10,44,0,0,(1:12) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE SHORT LEFT TO 33-A.JONES.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,1,1728,0,0
2023091008,2023-09-10,2,1,12,CHI,GB,0,0,100,1,0,TIMEOUT AT 01:12.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1728,0,0
2023091008,2023-09-10,2,1,7,GB,CHI,2,10,44,0,0,(1:07) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE DEEP LEFT TO 88-L.MUSGRAVE.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,1,1733,0,0
2023091008,2023-09-10,2,1,2,GB,CHI,3,10,44,1,0,(1:02) (SHOTGUN) 10-J.LOVE PASS SHORT LEFT TO 11-J.REED TO CHI 26 FOR 30 YARDS (4-E.JACKSON).,0,2023,30,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,1,1738,0,0
2023091008,2023-09-10,2,0,41,GB,CHI,1,10,74,0,0,"(:41) (NO HUDDLE, SHOTGUN) 10-J.LOVE PASS INCOMPLETE SHORT RIGHT TO 13-D.WICKS.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,26,OPP,0,,0,,0,1,1759,0,0
2023091008,2023-09-10,2,0,37,GB,CHI,2,10,74,0,0,(:37) (SHOTGUN) 10-J.LOVE SACKED AT CHI 34 FOR -8 YARDS (91-Y.NGAKOUE).,0,2023,-8,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,26,OPP,0,,0,,0,1,1763,0,0
2023091008,2023-09-10,2,0,4,GB,CHI,3,18,66,0,0,"(:04) 17-A.CARLSON 52 YARD FIELD GOAL IS GOOD, CENTER-42-M.ORZECH, HOLDER-19-D.WHELAN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,1,1796,0,0
2023091008,2023-09-10,2,0,4,GB,CHI,0,0,100,1,0,TIMEOUT #3 BY GB AT 00:04.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1796,0,0
2023091008,2023-09-10,3,15,0,GB,CHI,1,10,25,0,0,(15:00) 33-A.JONES LEFT GUARD TO GB 34 FOR 9 YARDS (49-T.EDMUNDS).,0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0,1,1800,0,0
2023091008,2023-09-10,3,15,0,GB,CHI,0,0,65,1,0,"8-C.SANTOS KICKS 65 YARDS FROM CHI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1,1800,0,0
2023091008,2023-09-10,2,0,0,CHI,GB,0,0,100,1,0,END QUARTER 2,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1800,0,0
2023091008,2023-09-10,3,14,19,GB,CHI,2,1,34,0,0,(14:19) 33-A.JONES LEFT TACKLE TO GB 34 FOR NO GAIN (53-T.EDWARDS; 49-T.EDMUNDS).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,34,OWN,0,,0,,0,1,1841,0,0
2023091008,2023-09-10,3,13,44,GB,CHI,3,1,34,1,0,(13:44) 10-J.LOVE UP THE MIDDLE TO GB 35 FOR 1 YARD (97-A.BILLINGS; 53-T.EDWARDS).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,34,OWN,0,,0,,0,1,1876,0,0
2023091008,2023-09-10,3,13,3,GB,CHI,1,10,35,0,0,(13:03) (SHOTGUN) 33-A.JONES LEFT END TO GB 42 FOR 7 YARDS (53-T.EDWARDS).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,35,OWN,0,,0,,0,1,1917,0,0
2023091008,2023-09-10,3,12,24,GB,CHI,2,3,42,1,0,(12:24) 63-R.WALKER REPORTED IN AS ELIGIBLE.  10-J.LOVE PASS SHORT RIGHT TO 33-A.JONES PUSHED OB AT CHI 7 FOR 51 YARDS (29-T.STEVENSON).,0,2023,51,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,42,OWN,0,,0,,0,1,1956,0,0
2023091008,2023-09-10,3,11,43,GB,CHI,1,7,93,0,0,(11:43) (SHOTGUN) 28-A.DILLON RIGHT TACKLE TO CHI 2 FOR 5 YARDS (49-T.EDMUNDS).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,7,OPP,0,,0,,0,1,1997,0,0
2023091008,2023-09-10,3,11,1,GB,CHI,2,2,98,0,0,(11:01) (SHOTGUN) 28-A.DILLON RIGHT GUARD TO CHI 1 FOR 1 YARD (94-R.GREEN).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,2,OPP,0,,0,,0,1,2039,0,0
2023091008,2023-09-10,3,10,23,GB,CHI,3,1,99,1,0,"(10:23) (SHOTGUN) 33-A.JONES RIGHT GUARD FOR 1 YARD, TOUCHDOWN.",0,2023,1,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,RIGHT GUARD,1,OPP,0,,0,,0,1,2077,0,0
2023091008,2023-09-10,3,10,19,GB,CHI,0,0,85,1,0,"17-A.CARLSON EXTRA POINT IS GOOD, CENTER-42-M.ORZECH, HOLDER-19-D.WHELAN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1,2081,0,0
2023091008,2023-09-10,3,10,19,CHI,GB,0,0,100,1,0,TIMEOUT AT 10:19.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,2081,0,0
2023091008,2023-09-10,3,10,19,CHI,GB,1,10,25,0,0,(10:19) 1-J.FIELDS SACKED AT CHI 14 FOR -11 YARDS (95-D.WYATT).,0,2023,-11,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1,2081,0,0
2023091008,2023-09-10,3,10,19,CHI,GB,0,0,65,1,0,"17-A.CARLSON KICKS 65 YARDS FROM GB 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1,2081,0,0
2023091008,2023-09-10,3,9,37,CHI,GB,2,21,14,0,0,(9:37) (SHOTGUN) 1-J.FIELDS PASS SHORT LEFT TO 21-D.FOREMAN TO CHI 17 FOR 3 YARDS (97-K.CLARK; 7-Q.WALKER).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,1,2123,0,0
2023091008,2023-09-10,3,8,56,CHI,GB,3,18,17,0,0,(8:56) (SHOTGUN) 1-J.FIELDS PASS SHORT LEFT TO 23-R.JOHNSON TO CHI 23 FOR 6 YARDS (29-R.DOUGLAS).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,1,2164,0,0
2023091008,2023-09-10,3,8,20,CHI,GB,4,12,23,0,0,"(8:20) 16-T.GILL PUNTS 54 YARDS TO GB 23, CENTER-48-P.SCALES. 11-J.REED PUSHED OB AT CHI 42 FOR 35 YARDS (43-D.GATES).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,1,2200,0,0
2023091008,2023-09-10,3,8,5,CHI,GB,0,0,100,1,0,TIMEOUT AT 08:05.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,2215,0,0
2023091008,2023-09-10,3,8,5,GB,CHI,1,10,58,0,0,"(8:05) (SHOTGUN) 28-A.DILLON RIGHT TACKLE TO CHI 44 FOR -2 YARDS (49-T.EDMUNDS, 53-T.EDWARDS).",0,2023,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,42,OPP,0,,0,,0,1,2215,0,0
2023091008,2023-09-10,3,7,24,GB,CHI,2,12,56,0,0,(7:24) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE SHORT RIGHT TO 87-R.DOUBS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,1,2256,0,0
2023091008,2023-09-10,3,7,20,GB,CHI,3,12,56,0,0,(7:20) (SHOTGUN) 10-J.LOVE SCRAMBLES LEFT END TO CHI 35 FOR 9 YARDS (33-J.JOHNSON).,0,2023,9,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,1,2260,0,0
2023091008,2023-09-10,3,6,34,GB,CHI,4,3,65,1,0,"(6:34) (SHOTGUN) 10-J.LOVE PASS SHORT MIDDLE TO 33-A.JONES FOR 35 YARDS, TOUCHDOWN. GB-33-A.JONES WAS INJURED DURING THE PLAY. HIS RETURN IS QUESTIONABLE.",0,2023,35,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1,2306,0,0
2023091008,2023-09-10,3,6,34,GB,CHI,0,0,100,1,0,TIMEOUT #1 BY GB AT 06:34.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,2306,0,0
2023091008,2023-09-10,3,6,26,GB,CHI,0,0,85,1,0,"17-A.CARLSON EXTRA POINT IS GOOD, CENTER-42-M.ORZECH, HOLDER-19-D.WHELAN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1,2314,0,0
2023091008,2023-09-10,3,6,26,CHI,GB,0,0,100,1,0,TIMEOUT AT 06:26.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,2314,0,0
2023091008,2023-09-10,3,6,26,CHI,GB,0,0,65,1,0,17-A.CARLSON KICKS 65 YARDS FROM GB 35 TO CHI 0. 13-T.SCOTT TO CHI 11 FOR 11 YARDS (45-ER.WILSON).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1,2314,0,0
2023091008,2023-09-10,3,6,22,CHI,GB,1,10,11,0,0,"(6:22) 24-K.HERBERT RIGHT TACKLE TO CHI 15 FOR 4 YARDS (59-D.CAMPBELL, 29-R.DOUGLAS).",0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,11,OWN,0,,0,,0,1,2318,0,0
2023091008,2023-09-10,3,5,49,CHI,GB,2,6,15,0,0,(5:49) (SHOTGUN) 24-K.HERBERT LEFT END TO CHI 18 FOR 3 YARDS (26-D.SAVAGE).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,15,OWN,0,,0,,0,1,2351,0,0
2023091008,2023-09-10,3,5,8,CHI,GB,3,3,18,0,0,"(5:08) (SHOTGUN) 1-J.FIELDS SACKED AT CHI 18 FOR 0 YARDS (SACK SPLIT BY 97-K.CLARK AND 95-D.WYATT). FUMBLES (97-K.CLARK) [95-D.WYATT], RECOVERED BY GB-29-R.DOUGLAS AT CHI 28. 29-R.DOUGLAS TO CHI 28 FOR NO GAIN (2-D.MOORE). PENALTY ON GB-59-D.CAMPBELL, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT CHI 28.",0,2023,0,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,1,1,0,0,,18,OWN,1,GB,0,UNNECESSARY ROUGHNESS,15,1,2392,0,0
2023091008,2023-09-10,3,4,58,GB,CHI,1,10,57,0,0,(4:58) 10-J.LOVE PASS SHORT LEFT TO 83-S.TOURE PUSHED OB AT CHI 41 FOR 2 YARDS (53-T.EDWARDS).,0,2023,2,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,43,OPP,0,,0,,0,1,2402,0,0
2023091008,2023-09-10,3,4,20,GB,CHI,2,8,59,0,0,(4:20) 28-A.DILLON RIGHT TACKLE TO CHI 41 FOR NO GAIN (49-T.EDMUNDS).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,41,OPP,0,,0,,0,1,2440,0,0
2023091008,2023-09-10,3,3,38,GB,CHI,3,8,59,0,0,(3:38) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE SHORT RIGHT TO 11-J.REED (4-E.JACKSON).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,1,2482,0,0
2023091008,2023-09-10,3,3,31,GB,CHI,4,8,59,0,0,"(3:31) 19-D.WHELAN PUNTS 41 YARDS TO END ZONE, CENTER-42-M.ORZECH, TOUCHBACK. PENALTY ON GB-38-I.GAINES, FACE MASK, 15 YARDS, ENFORCED AT CHI 20.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,41,OPP,1,GB,0,FACE MASK,15,1,2489,0,0
2023091008,2023-09-10,3,3,22,CHI,GB,1,10,35,0,0,"(3:22) (SHOTGUN) 23-R.JOHNSON LEFT GUARD TO CHI 45 FOR 10 YARDS (25-K.NIXON). PENALTY ON CHI-70-B.JONES, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT CHI 39.",0,2023,10,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT GUARD,35,OWN,1,CHI,0,OFFENSIVE HOLDING,10,1,2498,0,0
2023091008,2023-09-10,3,2,57,CHI,GB,1,16,29,0,0,(2:57) (SHOTGUN) 1-J.FIELDS PASS SHORT RIGHT TO 23-R.JOHNSON TO CHI 34 FOR 5 YARDS (25-K.NIXON).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,1,2523,0,0
2023091008,2023-09-10,3,2,36,CHI,GB,2,11,34,0,0,"(2:36) (NO HUDDLE) 1-J.FIELDS SACKED AT CHI 25 FOR -9 YARDS (52-R.GARY). PENALTY ON GB-55-K.ENAGBARE, DEFENSIVE OFFSIDE, 5 YARDS, ENFORCED AT CHI 34 - NO PLAY. PENALTY ON GB-55-K.ENAGBARE, DEFENSIVE TOO MANY MEN ON FIELD, DECLINED.",0,2023,-9,NO HUDDLE,SACK,0,0,0,0,,1,0,0,,0,0,1,0,0,,34,OWN,0,GB,1,DEFENSIVE OFFSIDE,0,1,2544,0,0
2023091008,2023-09-10,3,2,31,CHI,GB,2,6,39,1,0,(2:31) (SHOTGUN) 1-J.FIELDS PASS SHORT RIGHT TO 11-D.MOONEY PUSHED OB AT GB 47 FOR 14 YARDS (29-R.DOUGLAS).,0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1,2549,0,0
2023091008,2023-09-10,3,2,8,CHI,GB,1,10,53,0,0,"(2:08) (NO HUDDLE, SHOTGUN) 23-R.JOHNSON LEFT GUARD TO GB 36 FOR 11 YARDS (20-R.FORD). PENALTY ON GB-20-R.FORD, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT GB 36.",0,2023,11,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT GUARD,47,OPP,1,GB,0,UNNECESSARY ROUGHNESS,15,1,2572,0,0
2023091008,2023-09-10,3,1,44,CHI,GB,1,10,79,0,0,"(1:44) (NO HUDDLE, SHOTGUN) 23-R.JOHNSON RIGHT GUARD TO GB 20 FOR 1 YARD (7-Q.WALKER; 93-T.SLATON).",0,2023,1,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,21,OPP,0,,0,,0,1,2596,0,0
2023091008,2023-09-10,3,1,4,CHI,GB,2,9,80,1,0,"(1:04) (SHOTGUN) 1-J.FIELDS PASS DEEP RIGHT TO 11-D.MOONEY FOR 20 YARDS, TOUCHDOWN.",0,2023,20,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,1,2636,0,0
2023091008,2023-09-10,3,0,59,GB,CHI,0,0,65,0,0,"8-C.SANTOS KICKS 68 YARDS FROM CHI 35 TO GB -3. 25-K.NIXON TO GB 24 FOR 27 YARDS (57-J.SANBORN; 20-T.HOMER). PENALTY ON CHI-20-T.HOMER, FACE MASK, 15 YARDS, ENFORCED AT GB 24.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,1,0,0,,35,OPP,1,CHI,0,FACE MASK,15,1,2641,0,0
2023091008,2023-09-10,3,0,59,CHI,GB,0,0,98,1,0,TWO-POINT CONVERSION ATTEMPT. 24-K.HERBERT RUSHES RIGHT GUARD. ATTEMPT SUCCEEDS.,0,2023,0,UNDER CENTER,TWO-POINT CONVERSION,0,0,0,0,,0,0,0,,0,0,0,1,1,,2,OPP,0,,0,,0,1,2641,0,0
2023091008,2023-09-10,3,0,54,GB,CHI,1,10,39,0,0,(:54) (SHOTGUN) 28-A.DILLON LEFT GUARD TO GB 41 FOR 2 YARDS (4-E.JACKSON; 97-A.BILLINGS).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,39,OWN,0,,0,,0,1,2646,0,0
2023091008,2023-09-10,3,0,14,GB,CHI,2,8,41,0,0,(:14) 10-J.LOVE PASS SHORT MIDDLE TO 28-A.DILLON TO GB 46 FOR 5 YARDS (53-T.EDWARDS).,0,2023,5,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,1,2686,0,0
