GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,MIA,LAC
2023091010,2023-09-10,1,15,0,MIA,LAC,0,0,65,1,0,"11-C.DICKER KICKS 65 YARDS FROM LAC 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1,0,0,0
2023091010,2023-09-10,1,15,0,MIA,LAC,1,10,25,0,0,"(15:00) 1-T.TAGOVAILOA FUMBLES (ABORTED) AT MIA 23, AND RECOVERS AT MIA 21. 1-T.TAGOVAILOA TO MIA 21 FOR NO GAIN (97-J.BOSA). PENALTY ON LAC-97-J.BOSA, DEFENSIVE OFFSIDE, 5 YARDS, ENFORCED AT MIA 25 - NO PLAY.",0,2023,0,UNDER CENTER,FUMBLES,0,0,0,0,,0,0,0,,0,1,1,0,0,,25,OWN,1,LAC,1,DEFENSIVE OFFSIDE,5,1,0,0,0
2023091010,2023-09-10,1,14,40,MIA,LAC,1,5,30,1,0,(14:40) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT LEFT TO 10-T.HILL PUSHED OB AT MIA 46 FOR 16 YARDS (32-A.GILMAN).,0,2023,16,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,1,20,0,0
2023091010,2023-09-10,1,14,7,MIA,LAC,1,10,46,1,0,(14:07) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT MIDDLE TO 17-J.WADDLE PUSHED OB AT LAC 19 FOR 35 YARDS (22-J.WOODS).,0,2023,35,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,1,53,0,0
2023091010,2023-09-10,1,13,31,MIA,LAC,1,10,81,0,0,(13:31) (SHOTGUN) 26-S.AHMED LEFT END TO LAC 14 FOR 5 YARDS (43-M.DAVIS).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,19,OPP,0,,0,,0,1,89,0,0
2023091010,2023-09-10,1,12,51,MIA,LAC,2,5,86,1,0,(12:51) (SHOTGUN) 18-E.EZUKANMA RIGHT END TO LAC 2 FOR 12 YARDS (97-J.BOSA).,0,2023,12,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,14,OPP,0,,0,,0,1,129,0,0
2023091010,2023-09-10,1,12,11,MIA,LAC,1,2,98,0,0,"(12:11) 1-T.TAGOVAILOA FUMBLES (ABORTED) AT LAC 3, RECOVERED BY LAC-95-N.WILLIAMS AT LAC 6.",0,2023,0,UNDER CENTER,FUMBLES,0,0,0,0,,0,0,0,,0,1,0,0,0,,2,OPP,0,,0,,0,1,169,0,0
2023091010,2023-09-10,1,12,2,LAC,MIA,1,10,6,0,0,"(12:02) (SHOTGUN) 30-A.EKELER LEFT TACKLE TO LAC 12 FOR 6 YARDS (21-D.ELLIOTT, 15-J.PHILLIPS).",0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,6,OWN,0,,0,,0,1,178,0,0
2023091010,2023-09-10,1,12,2,LAC,MIA,0,0,100,1,0,TIMEOUT AT 12:02.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,178,0,0
2023091010,2023-09-10,1,11,25,LAC,MIA,2,4,12,0,0,(11:25) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE SHORT LEFT TO 13-K.ALLEN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,12,OWN,0,,0,,0,1,215,0,0
2023091010,2023-09-10,1,11,20,LAC,MIA,3,4,12,1,0,(11:20) (SHOTGUN) 10-J.HERBERT SCRAMBLES UP THE MIDDLE TO LAC 17 FOR 5 YARDS (21-D.ELLIOTT).,0,2023,5,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,12,OWN,0,,0,,0,1,220,0,0
2023091010,2023-09-10,1,10,39,LAC,MIA,1,10,17,0,0,(10:39) 25-J.KELLEY LEFT GUARD TO LAC 21 FOR 4 YARDS (15-J.PHILLIPS).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,17,OWN,0,,0,,0,1,261,0,0
2023091010,2023-09-10,1,9,58,LAC,MIA,2,6,21,1,0,(9:58) (SHOTGUN) 10-J.HERBERT PASS DEEP LEFT TO 13-K.ALLEN PUSHED OB AT MIA 43 FOR 36 YARDS (21-D.ELLIOTT).,0,2023,36,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,1,302,0,0
2023091010,2023-09-10,1,9,23,LAC,MIA,1,10,57,0,0,(9:23) (SHOTGUN) 30-A.EKELER LEFT TACKLE TO MIA 37 FOR 6 YARDS (43-A.VAN GINKEL; 55-J.BAKER).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,43,OPP,0,,0,,0,1,337,0,0
2023091010,2023-09-10,1,8,48,LAC,MIA,2,4,63,0,0,(8:48) 7-G.EVERETT RIGHT END TO MIA 35 FOR 2 YARDS (33-E.APPLE; 8-J.HOLLAND).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,37,OPP,0,,0,,0,1,372,0,0
