GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,PIT,SF
2023091006,2023-09-10,1,1,17,SF,PIT,1,10,55,0,0,(1:17) 25-E.MITCHELL RIGHT TACKLE TO PIT 44 FOR 1 YARD (90-T.WATT).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,45,OPP,0,,0,,0,823,0,0
2023091006,2023-09-10,1,0,37,SF,PIT,2,9,56,1,0,(:37) (SHOTGUN) 13-B.PURDY PASS SHORT MIDDLE TO 11-B.AIYUK TO PIT 34 FOR 10 YARDS (54-K.ALEXANDER).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,863,0,0
2023091006,2023-09-10,1,0,6,SF,PIT,1,10,66,0,0,"(:06) (NO HUDDLE) PENALTY ON SF-74-S.BURFORD, FALSE START, 5 YARDS, ENFORCED AT PIT 34 - NO PLAY.",0,2023,0,NO HUDDLE,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,34,OPP,1,SF,1,FALSE START,5,894,0,0
2023091006,2023-09-10,2,15,0,SF,PIT,1,15,61,1,0,(15:00) 13-B.PURDY PASS DEEP MIDDLE TO 19-D.SAMUEL TO PIT 17 FOR 22 YARDS (23-D.KAZEE).,0,2023,22,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,900,0,0
2023091006,2023-09-10,1,0,0,SF,PIT,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023091006,2023-09-10,2,14,17,SF,PIT,1,10,83,0,0,(14:17) 23-C.MCCAFFREY LEFT END TO PIT 19 FOR -2 YARDS (54-K.ALEXANDER; 56-A.HIGHSMITH).,0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,17,OPP,0,,0,,0,943,0,0
2023091006,2023-09-10,2,13,36,SF,PIT,2,12,81,1,0,"(13:36) (SHOTGUN) 13-B.PURDY PASS DEEP RIGHT TO 11-B.AIYUK FOR 19 YARDS, TOUCHDOWN.",0,2023,19,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,,19,OPP,0,,0,,0,984,0,0
2023091006,2023-09-10,2,13,30,PIT,SF,1,10,25,0,0,"(13:30) (SHOTGUN) 8-K.PICKETT PASS SHORT RIGHT TO 30-J.WARREN TO PIT 20 FOR -5 YARDS (29-T.HUFANGA). PENALTY ON PIT-76-C.OKORAFOR, OFFENSIVE HOLDING, DECLINED.",0,2023,-5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,25,OWN,0,PIT,0,OFFENSIVE HOLDING,0,990,0,0
2023091006,2023-09-10,2,13,30,SF,PIT,0,0,85,1,0,"4-J.MOODY EXTRA POINT IS GOOD, CENTER-46-T.PEPPER, HOLDER-18-M.WISHNOWSKY.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,990,0,0
2023091006,2023-09-10,2,13,30,PIT,SF,0,0,100,1,0,TIMEOUT AT 13:30.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,990,0,0
2023091006,2023-09-10,2,13,30,PIT,SF,0,0,65,1,0,"18-M.WISHNOWSKY KICKS 65 YARDS FROM SF 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,990,0,0
2023091006,2023-09-10,2,13,11,PIT,SF,2,15,20,0,0,(13:11) (SHOTGUN) 8-K.PICKETT PASS INCOMPLETE SHORT LEFT TO 11-A.ROBINSON [94-C.FERRELL].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,1009,0,0
2023091006,2023-09-10,2,13,5,PIT,SF,3,15,20,0,0,"(13:05) (SHOTGUN) PENALTY ON PIT-73-I.SEUMALO, FALSE START, 5 YARDS, ENFORCED AT PIT 20 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,20,OWN,1,PIT,1,FALSE START,5,1015,0,0
2023091006,2023-09-10,2,13,5,PIT,SF,3,20,15,0,0,(13:05) (SHOTGUN) 8-K.PICKETT SACKED AT PIT 15 FOR 0 YARDS (95-D.JACKSON).,0,2023,0,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,15,OWN,0,,0,,0,1015,0,0
2023091006,2023-09-10,2,12,30,PIT,SF,4,20,15,0,0,"(12:30) 6-P.HARVIN PUNTS 57 YARDS TO SF 28, CENTER-46-C.KUNTZ. 3-R.MCCLOUD TO SF 35 FOR 7 YARDS (46-C.KUNTZ, 37-E.RILEY). PENALTY ON PIT-46-C.KUNTZ, FACE MASK, 15 YARDS, ENFORCED AT SF 35.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,15,OWN,1,PIT,0,FACE MASK,15,1050,0,0
2023091006,2023-09-10,2,12,17,PIT,SF,0,0,100,1,0,TIMEOUT AT 12:17.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1063,0,0
2023091006,2023-09-10,2,12,17,SF,PIT,1,10,100,0,0,"(12:17) (SHOTGUN) 23-C.MCCAFFREY LEFT GUARD TO PIT 49 FOR 1 YARD (98-D.LEAL, 99-L.OGUNJOBI). PENALTY ON SF-19-D.SAMUEL, ILLEGAL MOTION, 5 YARDS, ENFORCED AT 50 - NO PLAY.",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT GUARD,0,OPP,1,SF,1,ILLEGAL MOTION,5,1063,0,0
2023091006,2023-09-10,2,11,53,SF,PIT,1,15,45,0,0,(11:53) 23-C.MCCAFFREY UP THE MIDDLE TO SF 46 FOR 1 YARD (44-M.GOLDEN).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,45,OWN,0,,0,,0,1087,0,0
2023091006,2023-09-10,2,11,16,SF,PIT,2,14,46,0,0,(11:16) 13-B.PURDY PASS SHORT MIDDLE TO 19-D.SAMUEL TO PIT 47 FOR 7 YARDS (54-K.ALEXANDER).,0,2023,7,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,1124,0,0
2023091006,2023-09-10,2,10,32,SF,PIT,3,7,53,0,0,"(10:32) (SHOTGUN) 13-B.PURDY PASS DEEP RIGHT TO 11-B.AIYUK TO PIT 31 FOR 16 YARDS (54-K.ALEXANDER, 31-K.NEAL). PENALTY ON PIT-29-L.WALLACE, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT PIT 31.",0,2023,16,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,47,OPP,1,PIT,0,UNNECESSARY ROUGHNESS,15,1168,0,0
2023091006,2023-09-10,2,9,52,SF,PIT,1,10,84,0,0,(9:52) 23-C.MCCAFFREY LEFT END PUSHED OB AT PIT 13 FOR 3 YARDS (50-E.ROBERTS).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,16,OPP,0,,0,,0,1208,0,0
2023091006,2023-09-10,2,9,10,SF,PIT,2,7,87,0,0,"(9:10) (SHOTGUN) 13-B.PURDY SACKED AT PIT 13 FOR 0 YARDS (90-T.WATT). FUMBLES (90-T.WATT) [90-T.WATT], AND RECOVERS AT PIT 13. 13-B.PURDY TO PIT 13 FOR NO GAIN (90-T.WATT). PITTSBURGH CHALLENGED THE LOOSE BALL RECOVERY RULING, AND THE PLAY WAS UPHELD. THE RULING ON THE FIELD STANDS. (TIMEOUT #2.)",0,2023,0,SHOTGUN,SACK,0,0,0,0,,1,1,0,,0,1,0,0,0,,13,OPP,0,,0,,0,1250,0,0
