GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,DEN,LV
2023091009,2023-09-10,1,9,28,DEN,LV,0,0,80,0,0,"2-D.CARLSON KICKS 81 YARDS FROM LV 20 TO DEN -1. 19-M.MIMS TO DEN 27 FOR 28 YARDS (34-B.BOLDEN; 80-J.HORSTED). PENALTY ON DEN-40-J.STRNAD, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT DEN 24.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,1,0,0,,20,OPP,1,DEN,0,OFFENSIVE HOLDING,10,332,0,0
2023091009,2023-09-10,1,9,28,DEN,LV,0,0,100,1,0,TIMEOUT AT 09:28.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,332,0,0
2023091009,2023-09-10,1,9,28,LV,DEN,0,0,85,1,0,"2-D.CARLSON EXTRA POINT IS GOOD, CENTER-50-J.BOBENMOYER, HOLDER-6-A.COLE.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,332,0,0
2023091009,2023-09-10,1,9,22,DEN,LV,1,10,14,0,0,(9:22) (SHOTGUN) 3-R.WILSON PASS SHORT RIGHT TO 82-A.TRAUTMAN TO DEN 20 FOR 6 YARDS (39-N.HOBBS).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,14,OWN,0,,0,,0,338,0,0
2023091009,2023-09-10,1,8,39,DEN,LV,2,4,20,1,0,(8:39) 3-R.WILSON PASS DEEP RIGHT TO 89-B.JOHNSON TO DEN 41 FOR 21 YARDS (1-M.EPPS).,0,2023,21,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,381,0,0
2023091009,2023-09-10,1,8,8,DEN,LV,1,10,41,0,0,(8:08) 33-J.WILLIAMS LEFT GUARD TO DEN 49 FOR 8 YARDS (1-M.EPPS; 39-N.HOBBS).,0,2023,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,41,OWN,0,,0,,0,412,0,0
2023091009,2023-09-10,1,7,37,DEN,LV,2,2,49,1,0,(7:37) 33-J.WILLIAMS LEFT GUARD TO LV 48 FOR 3 YARDS (90-J.TILLERY; 91-B.NICHOLS).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,49,OWN,0,,0,,0,443,0,0
2023091009,2023-09-10,1,6,56,DEN,LV,1,10,52,0,0,(6:56) 3-R.WILSON PASS INCOMPLETE SHORT LEFT TO 33-J.WILLIAMS.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,484,0,0
2023091009,2023-09-10,1,6,50,DEN,LV,2,10,52,0,0,"(6:50) 3-R.WILSON PASS SHORT RIGHT TO 19-M.MIMS TO LV 40 FOR 8 YARDS (41-R.SPILLANE, 24-M.PETERS). PENALTY ON DEN-14-C.SUTTON, ILLEGAL MOTION, 5 YARDS, ENFORCED AT LV 48 - NO PLAY.",0,2023,8,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,48,OPP,1,DEN,1,ILLEGAL MOTION,5,490,0,0
2023091009,2023-09-10,1,6,25,DEN,LV,2,15,47,0,0,(6:25) (SHOTGUN) 3-R.WILSON PASS SHORT RIGHT TO 89-B.JOHNSON PUSHED OB AT LV 43 FOR 10 YARDS (24-M.PETERS) [98-M.CROSBY].,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,515,0,0
2023091009,2023-09-10,1,5,45,DEN,LV,3,5,57,0,0,"(5:45) (SHOTGUN) 3-R.WILSON PASS INCOMPLETE SHORT LEFT TO 14-C.SUTTON (0-J.BENNETT) [98-M.CROSBY]. PENALTY ON LV-0-J.BENNETT, DEFENSIVE PASS INTERFERENCE, 5 YARDS, ENFORCED AT LV 43 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,43,OPP,1,LV,1,DEFENSIVE PASS INTERFERENCE,5,555,0,0
2023091009,2023-09-10,1,5,42,DEN,LV,1,10,62,0,0,(5:42) 33-J.WILLIAMS LEFT GUARD TO LV 36 FOR 2 YARDS (25-T.MOEHRIG).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,38,OPP,0,,0,,0,558,0,0
2023091009,2023-09-10,1,5,4,DEN,LV,2,8,64,0,0,(5:04) 3-R.WILSON PASS SHORT LEFT TO 33-J.WILLIAMS TO LV 38 FOR -2 YARDS (39-N.HOBBS).,0,2023,-2,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OPP,0,,0,,0,596,0,0
2023091009,2023-09-10,1,4,19,DEN,LV,3,10,62,1,0,(4:19) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 80-G.DULCICH TO LV 25 FOR 13 YARDS (0-J.BENNETT).,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,641,0,0
2023091009,2023-09-10,1,3,39,DEN,LV,1,10,75,0,0,(3:39) 25-S.PERINE RIGHT END TO LV 25 FOR NO GAIN (39-N.HOBBS).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,25,OPP,0,,0,,0,681,0,0
2023091009,2023-09-10,1,3,1,DEN,LV,2,10,75,0,0,(3:01) (SHOTGUN) 33-J.WILLIAMS LEFT END TO LV 18 FOR 7 YARDS (25-T.MOEHRIG).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,25,OPP,0,,0,,0,719,0,0
2023091009,2023-09-10,1,2,12,DEN,LV,3,3,82,1,0,(2:12) (SHOTGUN) 3-R.WILSON PASS SHORT RIGHT TO 82-A.TRAUTMAN TO LV 3 FOR 15 YARDS (1-M.EPPS; 25-T.MOEHRIG).,0,2023,15,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,768,0,0
2023091009,2023-09-10,1,1,24,DEN,LV,1,3,97,0,0,(1:24) (SHOTGUN) 33-J.WILLIAMS UP THE MIDDLE TO LV 5 FOR -2 YARDS (41-R.SPILLANE).,0,2023,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,3,OPP,0,,0,,0,816,0,0
2023091009,2023-09-10,1,0,50,DEN,LV,2,5,95,1,0,"(:50) (SHOTGUN) 3-R.WILSON PASS SHORT RIGHT TO 17-L.HUMPHREY FOR 5 YARDS, TOUCHDOWN.",0,2023,5,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,,5,OPP,0,,0,,0,850,0,0
2023091009,2023-09-10,1,0,44,DEN,LV,0,0,85,1,0,"16-W.LUTZ EXTRA POINT IS NO GOOD, WIDE RIGHT, CENTER-48-M.FRABONI, HOLDER-9-R.DIXON.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,856,0,0
2023091009,2023-09-10,1,0,44,DEN,LV,0,0,100,1,0,TIMEOUT AT 00:44.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,856,0,0
2023091009,2023-09-10,1,0,44,LV,DEN,0,0,65,1,0,"16-W.LUTZ KICKS 65 YARDS FROM DEN 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,856,0,0
2023091009,2023-09-10,1,0,44,LV,DEN,1,10,25,0,0,(:44) (SHOTGUN) 10-J.GAROPPOLO PASS SHORT LEFT TO 8-J.JACOBS TO LV 29 FOR 4 YARDS (22-K.JACKSON).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,856,0,0
2023091009,2023-09-10,1,0,8,LV,DEN,2,6,29,0,0,(:08) (SHOTGUN) 8-J.JACOBS UP THE MIDDLE TO LV 33 FOR 4 YARDS (99-Z.ALLEN; 92-J.HARRIS).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,29,OWN,0,,0,,0,892,0,0
2023091009,2023-09-10,1,0,0,LV,DEN,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023091009,2023-09-10,2,15,0,LV,DEN,3,2,33,1,0,(15:00) (SHOTGUN) 8-J.JACOBS UP THE MIDDLE TO LV 39 FOR 6 YARDS (47-J.JEWELL; 31-J.SIMMONS). DEN-30-C.STERNS WAS INJURED DURING THE PLAY.,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,33,OWN,0,,0,,0,900,0,0
2023091009,2023-09-10,2,14,47,LV,DEN,0,0,100,1,0,TIMEOUT AT 14:47.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,913,0,0
2023091009,2023-09-10,2,14,30,LV,DEN,1,10,39,1,0,(14:30) 77-T.MUNFORD REPORTED IN AS ELIGIBLE.  10-J.GAROPPOLO PASS DEEP RIGHT TO 16-J.MEYERS TO DEN 40 FOR 21 YARDS (27-D.MATHIS).,0,2023,21,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,930,0,0
2023091009,2023-09-10,2,13,45,LV,DEN,1,10,60,1,0,(13:45) (SHOTGUN) 10-J.GAROPPOLO PASS SHORT RIGHT TO 16-J.MEYERS PUSHED OB AT DEN 27 FOR 13 YARDS (27-D.MATHIS).,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,975,0,0
2023091009,2023-09-10,2,13,7,LV,DEN,1,10,73,1,0,(13:07) 77-T.MUNFORD REPORTED IN AS ELIGIBLE.  10-J.GAROPPOLO PASS SHORT RIGHT TO 8-J.JACOBS PUSHED OB AT DEN 8 FOR 19 YARDS (22-K.JACKSON).,0,2023,19,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,1013,0,0
2023091009,2023-09-10,2,12,32,LV,DEN,1,8,92,0,0,(12:32) (SHOTGUN) 77-T.MUNFORD REPORTED IN AS ELIGIBLE.  8-J.JACOBS LEFT GUARD TO DEN 7 FOR 1 YARD (99-Z.ALLEN).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,8,OPP,0,,0,,0,1048,0,0
2023091009,2023-09-10,2,11,51,LV,DEN,2,7,93,0,0,"(11:51) 77-T.MUNFORD REPORTED IN AS ELIGIBLE.  35-Z.WHITE LEFT END TO DEN 5 FOR 2 YARDS (42-N.BONITTO, 49-A.SINGLETON).",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,7,OPP,0,,0,,0,1089,0,0
2023091009,2023-09-10,2,11,3,LV,DEN,3,5,95,0,0,(11:03) (SHOTGUN) 10-J.GAROPPOLO PASS INCOMPLETE SHORT MIDDLE TO 16-J.MEYERS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,5,OPP,0,,0,,0,1137,0,0
2023091009,2023-09-10,2,10,57,LV,DEN,4,5,95,0,0,"(10:57) 2-D.CARLSON 24 YARD FIELD GOAL IS GOOD, CENTER-50-J.BOBENMOYER, HOLDER-6-A.COLE.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,5,OPP,0,,0,,0,1143,0,0
2023091009,2023-09-10,2,10,54,DEN,LV,1,10,25,1,0,(10:54) 33-J.WILLIAMS RIGHT END PUSHED OB AT DEN 36 FOR 11 YARDS (59-L.MASTERSON).,0,2023,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,25,OWN,0,,0,,0,1146,0,0
2023091009,2023-09-10,2,10,54,DEN,LV,0,0,100,1,0,TIMEOUT AT 10:54.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1146,0,0
2023091009,2023-09-10,2,10,54,DEN,LV,0,0,65,1,0,"2-D.CARLSON KICKS 65 YARDS FROM LV 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1146,0,0
2023091009,2023-09-10,2,10,12,DEN,LV,1,10,36,0,0,(10:12) 33-J.WILLIAMS RIGHT END TO DEN 39 FOR 3 YARDS (98-M.CROSBY; 59-L.MASTERSON).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,36,OWN,0,,0,,0,1188,0,0
2023091009,2023-09-10,2,9,28,DEN,LV,2,7,39,0,0,(9:28) (SHOTGUN) 3-R.WILSON PASS SHORT RIGHT TO 17-L.HUMPHREY PUSHED OB AT DEN 45 FOR 6 YARDS (24-M.PETERS).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1232,0,0
2023091009,2023-09-10,2,8,52,DEN,LV,3,1,45,0,0,(8:52) 25-S.PERINE LEFT END TO DEN 45 FOR NO GAIN (0-J.BENNETT).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,45,OWN,0,,0,,0,1268,0,0
2023091009,2023-09-10,2,8,30,DEN,LV,4,1,45,0,0,"(8:30) (NO HUDDLE) PENALTY ON LV-90-J.TILLERY, NEUTRAL ZONE INFRACTION, 5 YARDS, ENFORCED AT DEN 45 - NO PLAY.",0,2023,0,NO HUDDLE,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,45,OWN,1,LV,1,NEUTRAL ZONE INFRACTION,5,1290,0,0
2023091009,2023-09-10,2,8,18,DEN,LV,1,10,100,0,0,(8:18) (SHOTGUN) 3-R.WILSON SCRAMBLES LEFT END PUSHED OB AT LV 49 FOR 1 YARD (5-D.DEABLO).,0,2023,1,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1302,0,0
2023091009,2023-09-10,2,7,36,DEN,LV,2,9,51,0,0,"(7:36) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 38-J.MCLAUGHLIN TO DEN 48 FOR -3 YARDS (5-D.DEABLO). PENALTY ON LV-5-D.DEABLO, FACE MASK, 15 YARDS, ENFORCED AT LV 49 - NO PLAY.",0,2023,-3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,49,OPP,1,LV,1,FACE MASK,15,1344,0,0
2023091009,2023-09-10,2,7,36,DEN,LV,0,0,100,1,0,TIMEOUT #1 BY DEN AT 07:36.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1344,0,0
2023091009,2023-09-10,2,7,17,DEN,LV,1,10,66,0,0,"(7:17) 38-J.MCLAUGHLIN RIGHT END TO LV 35 FOR -1 YARDS (98-M.CROSBY; 95-J.JENKINS). PENALTY ON DEN-84-C.MANHERTZ, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT LV 34 - NO PLAY.",0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT END,34,OPP,1,DEN,1,OFFENSIVE HOLDING,10,1363,0,0
2023091009,2023-09-10,2,6,55,DEN,LV,1,20,56,0,0,(6:55) (SHOTGUN) 3-R.WILSON SACKED AT DEN 49 FOR -7 YARDS (98-M.CROSBY).,0,2023,-7,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,1385,0,0
2023091009,2023-09-10,2,6,11,DEN,LV,2,27,49,0,0,(6:11) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 38-J.MCLAUGHLIN TO DEN 42 FOR -7 YARDS (5-D.DEABLO).,0,2023,-7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,1429,0,0
2023091009,2023-09-10,2,5,32,DEN,LV,3,34,42,0,0,(5:32) (SHOTGUN) 25-S.PERINE LEFT GUARD TO LV 48 FOR 10 YARDS (5-D.DEABLO).,0,2023,10,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,42,OWN,0,,0,,0,1468,0,0
2023091009,2023-09-10,2,4,57,DEN,LV,4,24,52,0,0,"(4:57) 9-R.DIXON PUNTS 43 YARDS TO LV 5, CENTER-48-M.FRABONI, DOWNED BY DEN-23-F.MOREAU.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,1503,0,0
2023091009,2023-09-10,2,4,49,LV,DEN,1,10,5,0,0,(4:49) 8-J.JACOBS UP THE MIDDLE TO LV 9 FOR 4 YARDS (95-E.GARCIA; 91-M.HENNINGSEN).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,5,OWN,0,,0,,0,1511,0,0
2023091009,2023-09-10,2,4,49,DEN,LV,0,0,100,1,0,TIMEOUT AT 04:49.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1511,0,0
2023091009,2023-09-10,2,4,10,LV,DEN,2,6,9,0,0,(4:10) 10-J.GAROPPOLO PASS SHORT RIGHT TO 17-D.ADAMS TO LV 12 FOR 3 YARDS (2-P.SURTAIN).,0,2023,3,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,9,OWN,0,,0,,0,1550,0,0
2023091009,2023-09-10,2,3,23,LV,DEN,3,3,12,0,0,"(3:23) (SHOTGUN) PENALTY ON DEN-55-F.CLARK, NEUTRAL ZONE INFRACTION, 5 YARDS, ENFORCED AT LV 12 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,12,OWN,1,DEN,1,NEUTRAL ZONE INFRACTION,5,1597,0,0
2023091009,2023-09-10,2,3,6,LV,DEN,1,10,17,0,0,(3:06) (SHOTGUN) 10-J.GAROPPOLO PASS INCOMPLETE SHORT MIDDLE TO 17-D.ADAMS (2-P.SURTAIN) [49-A.SINGLETON].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,1614,0,0
2023091009,2023-09-10,2,3,2,LV,DEN,2,10,17,0,0,(3:02) (SHOTGUN) 10-J.GAROPPOLO PASS SHORT LEFT TO 16-J.MEYERS TO LV 21 FOR 4 YARDS (49-A.SINGLETON).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,1618,0,0
2023091009,2023-09-10,2,2,53,LV,DEN,3,6,21,0,0,(2:53) (SHOTGUN) 10-J.GAROPPOLO PASS SHORT RIGHT TO 16-J.MEYERS TO LV 26 FOR 5 YARDS (49-A.SINGLETON; 47-J.JEWELL).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,1627,0,0
2023091009,2023-09-10,2,2,53,LV,DEN,0,0,100,1,0,TIMEOUT #2 BY DEN AT 02:53.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1627,0,0
2023091009,2023-09-10,2,2,38,LV,DEN,4,1,26,0,0,"(2:38) 6-A.COLE PUNTS 49 YARDS TO DEN 25, CENTER-50-J.BOBENMOYER, FAIR CATCH BY 19-M.MIMS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,1642,0,0
2023091009,2023-09-10,2,2,38,LV,DEN,0,0,100,1,0,TIMEOUT #3 BY DEN AT 02:38.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1642,0,0
2023091009,2023-09-10,2,2,30,DEN,LV,1,10,25,0,0,(2:30) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 14-C.SUTTON RAN OB AT DEN 34 FOR 9 YARDS.,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1650,0,0
2023091009,2023-09-10,2,2,1,DEN,LV,2,1,34,1,0,(2:01) (SHOTGUN) 3-R.WILSON PASS SHORT MIDDLE TO 80-G.DULCICH TO DEN 43 FOR 9 YARDS (39-N.HOBBS; 41-R.SPILLANE).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,1679,0,0
