GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,WAS,ARI
2023091007,2023-09-10,2,13,34,ARI,WAS,3,9,64,0,0,(13:34) (SHOTGUN) 9-J.DOBBS PASS INCOMPLETE SHORT LEFT TO 2-M.BROWN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OPP,0,,0,,0,1,986,0,0
2023091007,2023-09-10,2,13,31,ARI,WAS,4,9,64,0,0,"(13:31) 5-M.PRATER 54 YARD FIELD GOAL IS GOOD, CENTER-46-A.BREWER, HOLDER-16-N.COONEY.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,36,OPP,0,,0,,0,1,989,0,0
2023091007,2023-09-10,2,13,26,WAS,ARI,1,10,25,0,0,(13:26) (SHOTGUN) 8-B.ROBINSON LEFT GUARD TO WAS 31 FOR 6 YARDS (25-Z.COLLINS; 22-K.WALLACE).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0,1,994,0,0
2023091007,2023-09-10,2,13,26,WAS,ARI,0,0,65,1,0,"5-M.PRATER KICKS 65 YARDS FROM ARI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1,994,0,0
2023091007,2023-09-10,2,13,26,WAS,ARI,0,0,100,1,0,TIMEOUT AT 13:26.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,994,0,0
2023091007,2023-09-10,2,12,49,WAS,ARI,2,4,31,1,0,(12:49) (SHOTGUN) 8-B.ROBINSON LEFT TACKLE TO WAS 36 FOR 5 YARDS (94-C.WATKINS; 34-J.THOMPSON). ARI-92-K.STRONG WAS INJURED DURING THE PLAY.,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,31,OWN,0,,0,,0,1,1031,0,0
2023091007,2023-09-10,2,12,15,WAS,ARI,1,10,36,0,0,(12:15) 14-S.HOWELL SCRAMBLES LEFT END TO WAS 41 FOR 5 YARDS (7-K.WHITE).,0,2023,5,UNDER CENTER,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,1,1065,0,0
2023091007,2023-09-10,2,11,31,WAS,ARI,2,5,41,0,0,(11:31) 24-A.GIBSON RIGHT GUARD TO WAS 44 FOR 3 YARDS (51-K.BARNES; 93-J.LEDBETTER).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,41,OWN,0,,0,,0,1,1109,0,0
2023091007,2023-09-10,2,10,47,WAS,ARI,3,2,44,1,0,(10:47) (SHOTGUN) 14-S.HOWELL PASS SHORT MIDDLE TO 17-T.MCLAURIN TO ARI 37 FOR 19 YARDS (3-B.BAKER). ARI-34-J.THOMPSON WAS INJURED DURING THE PLAY.,0,2023,19,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,1,1153,0,0
2023091007,2023-09-10,2,10,10,WAS,ARI,1,10,63,0,0,(10:10) (SHOTGUN) 14-S.HOWELL PASS SHORT LEFT TO 4-C.SAMUEL TO ARI 36 FOR 1 YARD (20-MA.WILSON).,0,2023,1,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,37,OPP,0,,0,,0,1,1190,0,0
2023091007,2023-09-10,2,9,36,WAS,ARI,2,9,64,1,0,(9:36) (SHOTGUN) 14-S.HOWELL PASS DEEP RIGHT TO 85-C.TURNER TO ARI 19 FOR 17 YARDS (20-MA.WILSON).,0,2023,17,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,36,OPP,0,,0,,0,1,1224,0,0
2023091007,2023-09-10,2,8,55,WAS,ARI,1,10,81,0,0,"(8:55) (SHOTGUN) 24-A.GIBSON UP THE MIDDLE TO ARI 16 FOR 3 YARDS (52-V.DIMUKEJE; 7-K.WHITE). FUMBLES (52-V.DIMUKEJE), RECOVERED BY ARI-25-Z.COLLINS AT ARI 16.",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,1,0,0,0,CENTER,19,OPP,0,,0,,0,1,1265,0,0
2023091007,2023-09-10,2,8,51,WAS,ARI,0,0,100,1,0,TIMEOUT AT 08:51.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1269,0,0
