GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,NO,TEN
2023091005,2023-09-10,1,15,0,NO,TEN,0,0,65,0,0,"6-N.FOLK KICKS 63 YARDS FROM TEN 35 TO NO 2. 22-R.SHAHEED TO NO 21 FOR 19 YARDS (37-A.HOOKER). FUMBLES (37-A.HOOKER), BALL OUT OF BOUNDS AT NO 24. PENALTY ON NO-46-A.PRENTICE, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT NO 20. TENNESSEE CHALLENGED THE BALL WAS OUT OF BOUNDS RULING, AND THE PLAY WAS REVERSED. 6-N.FOLK KICKS 63 YARDS FROM TEN 35 TO NO 2. 22-R.SHAHEED TO NO 21 FOR 19 YARDS (37-A.HOOKER). FUMBLES (37-A.HOOKER), RECOVERED BY TEN-37-A.HOOKER AT NO 24. PENALTY ON NO-46-A.PRENTICE, OFFENSIVE HOLDING, DECLINED.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,1,1,,0,1,1,0,0,,35,OPP,0,NO,0,OFFENSIVE HOLDING,0,1,0,0,0
2023091005,2023-09-10,1,14,56,TEN,NO,1,15,71,0,0,(14:56) (SHOTGUN) 17-R.TANNEHILL PASS INCOMPLETE SHORT RIGHT TO 85-C.OKONKWO.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,1,4,0,0
2023091005,2023-09-10,1,14,56,TEN,NO,1,10,76,0,0,"(14:56) PENALTY ON TEN-88-T.WESCO, FALSE START, 5 YARDS, ENFORCED AT NO 24 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,24,OPP,1,TEN,1,FALSE START,5,1,4,0,0
2023091005,2023-09-10,1,14,53,TEN,NO,2,15,71,0,0,(14:53) (SHOTGUN) 17-R.TANNEHILL SCRAMBLES RIGHT END TO NO 27 FOR 2 YARDS (99-K.SAUNDERS).,0,2023,2,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,1,7,0,0
2023091005,2023-09-10,1,14,5,TEN,NO,3,13,73,0,0,"(14:05) (SHOTGUN) PENALTY ON TEN-10-D.HOPKINS, FALSE START, 5 YARDS, ENFORCED AT NO 27 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,27,OPP,1,TEN,1,FALSE START,5,1,55,0,0
2023091005,2023-09-10,1,13,49,TEN,NO,3,18,68,0,0,(13:49) (SHOTGUN) 17-R.TANNEHILL PASS INCOMPLETE SHORT RIGHT TO 32-T.SPEARS [96-C.GRANDERSON].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,1,71,0,0
2023091005,2023-09-10,1,13,45,TEN,NO,4,18,68,0,0,"(13:45) 6-N.FOLK 50 YARD FIELD GOAL IS GOOD, CENTER-46-M.COX, HOLDER-4-R.STONEHOUSE.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,1,75,0,0
2023091005,2023-09-10,1,13,40,NO,TEN,0,0,100,1,0,TIMEOUT AT 13:40.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,80,0,0
2023091005,2023-09-10,1,13,40,NO,TEN,0,0,65,1,0,6-N.FOLK KICKS 62 YARDS FROM TEN 35 TO NO 3. 22-R.SHAHEED TO NO 25 FOR 22 YARDS (56-M.RICE; 41-O.REESE).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1,80,0,0
2023091005,2023-09-10,1,13,35,NO,TEN,1,10,25,1,0,(13:35) (SHOTGUN) 4-D.CARR PASS DEEP LEFT TO 13-M.THOMAS PUSHED OB AT 50 FOR 25 YARDS (26-K.FULTON).,0,2023,25,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1,85,0,0
2023091005,2023-09-10,1,13,15,NO,TEN,1,10,100,0,0,(13:15) (NO HUDDLE) 4-D.CARR PASS SHORT RIGHT TO 21-J.WILLIAMS TO TEN 45 FOR 5 YARDS (58-H.LANDRY).,0,2023,5,NO HUDDLE,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,105,0,0
2023091005,2023-09-10,1,12,42,NO,TEN,2,5,55,0,0,(12:42) (SHOTGUN) 21-J.WILLIAMS RIGHT GUARD TO TEN 45 FOR NO GAIN (96-D.AUTRY).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,45,OPP,0,,0,,0,1,138,0,0
2023091005,2023-09-10,1,12,11,NO,TEN,3,5,55,1,0,(12:11) (SHOTGUN) 4-D.CARR PASS SHORT MIDDLE TO 13-M.THOMAS TO TEN 33 FOR 12 YARDS (0-S.MURPHY-BUNTING).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,1,169,0,0
2023091005,2023-09-10,1,11,34,NO,TEN,1,10,67,1,0,(11:34) (SHOTGUN) 4-D.CARR PASS DEEP RIGHT TO 22-R.SHAHEED PUSHED OB AT TEN 11 FOR 22 YARDS [96-D.AUTRY].,0,2023,22,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,1,206,0,0
2023091005,2023-09-10,1,11,13,NO,TEN,1,10,89,0,0,(11:13) 21-J.WILLIAMS RIGHT GUARD TO TEN 8 FOR 3 YARDS (95-K.PEKO; 31-K.BYARD).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,11,OPP,0,,0,,0,1,227,0,0
2023091005,2023-09-10,1,10,32,NO,TEN,2,7,92,0,0,(10:32) (SHOTGUN) 4-D.CARR PASS INCOMPLETE SHORT RIGHT TO 13-M.THOMAS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,1,268,0,0
2023091005,2023-09-10,1,10,25,NO,TEN,3,7,92,0,0,(10:25) (SHOTGUN) 4-D.CARR PASS INCOMPLETE SHORT MIDDLE TO 13-M.THOMAS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,1,275,0,0
2023091005,2023-09-10,1,10,21,NO,TEN,4,7,92,0,0,"(10:21) 19-B.GRUPE 26 YARD FIELD GOAL IS GOOD, CENTER-49-Z.WOOD, HOLDER-39-L.HEDLEY.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,1,279,0,0
2023091005,2023-09-10,1,10,18,NO,TEN,0,0,100,1,0,TIMEOUT AT 10:18.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,282,0,0
2023091005,2023-09-10,1,10,18,TEN,NO,1,10,25,0,0,(10:18) 22-D.HENRY LEFT GUARD TO TEN 31 FOR 6 YARDS (23-M.LATTIMORE).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0,1,282,0,0
2023091005,2023-09-10,1,10,18,TEN,NO,0,0,65,1,0,"19-B.GRUPE KICKS 65 YARDS FROM NO 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1,282,0,0
2023091005,2023-09-10,1,9,41,TEN,NO,2,4,31,1,0,(9:41) (SHOTGUN) 22-D.HENRY LEFT GUARD TO TEN 37 FOR 6 YARDS (20-P.WERNER; 32-T.MATHIEU).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,31,OWN,0,,0,,0,1,319,0,0
2023091005,2023-09-10,1,8,59,TEN,NO,1,10,37,0,0,(8:59) (SHOTGUN) 17-R.TANNEHILL SACKED AT TEN 37 FOR 0 YARDS (SACK SPLIT BY 94-C.JORDAN AND 96-C.GRANDERSON).,0,2023,0,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,1,361,0,0
2023091005,2023-09-10,1,8,16,TEN,NO,2,10,37,0,0,(8:16) 22-D.HENRY LEFT TACKLE TO TEN 43 FOR 6 YARDS (20-P.WERNER).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,37,OWN,0,,0,,0,1,404,0,0
2023091005,2023-09-10,1,7,33,TEN,NO,3,4,43,0,0,"(7:33) (SHOTGUN) 17-R.TANNEHILL PASS SHORT RIGHT TO 32-T.SPEARS TO TEN 45 FOR 2 YARDS (20-P.WERNER). PENALTY ON NO-1-A.TAYLOR, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT TEN 43 - NO PLAY.",0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,43,OWN,1,NO,1,DEFENSIVE HOLDING,5,1,447,0,0
2023091005,2023-09-10,1,7,9,TEN,NO,1,10,48,0,0,"(7:09) PENALTY ON TEN-85-C.OKONKWO, FALSE START, 5 YARDS, ENFORCED AT TEN 48 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,48,OWN,1,TEN,1,FALSE START,5,1,471,0,0
2023091005,2023-09-10,1,6,47,TEN,NO,1,15,43,0,0,(6:47) (SHOTGUN) 17-R.TANNEHILL PASS SHORT MIDDLE TO 10-D.HOPKINS TO NO 48 FOR 9 YARDS (23-M.LATTIMORE).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,1,493,0,0
2023091005,2023-09-10,1,6,5,TEN,NO,2,6,52,1,0,(6:05) 22-D.HENRY RIGHT END TO NO 30 FOR 18 YARDS (56-D.DAVIS).,0,2023,18,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,48,OPP,0,,0,,0,1,535,0,0
2023091005,2023-09-10,1,5,20,TEN,NO,1,10,70,1,0,(5:20) 17-R.TANNEHILL PASS SHORT LEFT TO 10-D.HOPKINS TO NO 15 FOR 15 YARDS (6-M.MAYE).,0,2023,15,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,1,580,0,0
2023091005,2023-09-10,1,4,34,TEN,NO,1,10,85,0,0,(4:34) (SHOTGUN) 17-R.TANNEHILL PASS INCOMPLETE SHORT LEFT TO 32-T.SPEARS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1,626,0,0
2023091005,2023-09-10,1,4,29,TEN,NO,2,10,85,0,0,(4:29) (SHOTGUN) DIRECT SNAP TO 22-D.HENRY.  22-D.HENRY LEFT END TO NO 12 FOR 3 YARDS (32-T.MATHIEU).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1,631,0,0
2023091005,2023-09-10,1,3,48,TEN,NO,3,7,88,0,0,(3:48) (SHOTGUN) 17-R.TANNEHILL PASS SHORT RIGHT TO 15-N.WESTBROOK-IKHINE TO NO 9 FOR 3 YARDS (1-A.TAYLOR) [92-T.KPASSAGNON].,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,12,OPP,0,,0,,0,1,672,0,0
2023091005,2023-09-10,1,3,10,TEN,NO,4,4,91,0,0,"(3:10) 6-N.FOLK 27 YARD FIELD GOAL IS GOOD, CENTER-46-M.COX, HOLDER-4-R.STONEHOUSE.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,9,OPP,0,,0,,0,1,710,0,0
2023091005,2023-09-10,1,3,7,NO,TEN,0,0,65,1,0,6-N.FOLK KICKS 63 YARDS FROM TEN 35 TO NO 2. 22-R.SHAHEED TO NO 28 FOR 26 YARDS (40-A.KENDALL).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1,713,0,0
2023091005,2023-09-10,1,3,7,NO,TEN,0,0,100,1,0,TIMEOUT AT 03:07.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,713,0,0
2023091005,2023-09-10,1,3,1,NO,TEN,1,10,28,0,0,(3:01) (SHOTGUN) 4-D.CARR PASS SHORT LEFT TO 22-R.SHAHEED TO NO 27 FOR -1 YARDS (37-A.HOOKER).,0,2023,-1,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,1,719,0,0
