GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,DAL,NYG
2023091013,2023-09-10,2,14,23,DAL,NYG,3,8,57,0,0,"(14:23) (NO HUDDLE, SHOTGUN) 4-D.PRESCOTT PASS SHORT RIGHT TO 20-T.POLLARD TO NYG 38 FOR 5 YARDS (19-I.SIMMONS, 37-T.HAWKINS).",0,2023,5,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,43,OPP,0,,0,,0,1,937,0,0
2023091013,2023-09-10,2,13,42,DAL,NYG,4,3,62,1,0,(13:42) (SHOTGUN) 4-D.PRESCOTT PASS SHORT MIDDLE TO 3-B.COOKS TO NYG 32 FOR 6 YARDS (37-T.HAWKINS).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,1,978,0,0
2023091013,2023-09-10,2,13,6,DAL,NYG,1,10,68,1,0,(13:06) 23-R.DOWDLE RIGHT GUARD TO NYG 22 FOR 10 YARDS (24-D.BELTON; 5-K.THIBODEAUX).,0,2023,10,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,32,OPP,0,,0,,0,1,1014,0,0
2023091013,2023-09-10,2,12,24,DAL,NYG,1,10,78,0,0,(12:24) 23-R.DOWDLE LEFT GUARD TO NYG 20 FOR 2 YARDS (97-D.LAWRENCE; 51-A.OJULARI).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,22,OPP,0,,0,,0,1,1056,0,0
2023091013,2023-09-10,2,11,45,DAL,NYG,2,8,80,0,0,(11:45) 23-R.DOWDLE RIGHT GUARD TO NYG 20 FOR NO GAIN (5-K.THIBODEAUX).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,20,OPP,0,,0,,0,1,1095,0,0
2023091013,2023-09-10,2,11,5,DAL,NYG,3,8,80,0,0,(11:05) (SHOTGUN) 4-D.PRESCOTT PASS INCOMPLETE SHORT RIGHT TO 87-J.FERGUSON.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,1,1135,0,0
2023091013,2023-09-10,2,11,0,DAL,NYG,4,8,80,0,0,"(11:00) 17-B.AUBREY 38 YARD FIELD GOAL IS GOOD, CENTER-44-T.SIEG, HOLDER-5-B.ANGER.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,1,1140,0,0
2023091013,2023-09-10,2,10,55,NYG,DAL,1,10,25,0,0,"(10:55) (SHOTGUN) 8-D.JONES PASS SHORT RIGHT INTENDED FOR 12-D.WALLER INTERCEPTED BY 21-S.GILMORE [11-M.PARSONS] AT NYG 38. 21-S.GILMORE TO NYG 38 FOR NO GAIN (12-D.WALLER). PENALTY ON NYG-73-E.NEAL, OFFENSIVE HOLDING, DECLINED.",0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,1,0,1,0,0,,25,OWN,0,NYG,0,OFFENSIVE HOLDING,0,1,1145,0,0
2023091013,2023-09-10,2,10,55,NYG,DAL,0,0,100,1,0,TIMEOUT AT 10:55.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1145,0,0
2023091013,2023-09-10,2,10,55,NYG,DAL,0,0,65,1,0,"17-B.AUBREY KICKS 65 YARDS FROM DAL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1,1145,0,0
2023091013,2023-09-10,2,10,48,DAL,NYG,1,10,62,1,0,(10:48) 4-D.PRESCOTT PASS DEEP MIDDLE TO 3-B.COOKS TO NYG 22 FOR 16 YARDS (22-A.JACKSON) [97-D.LAWRENCE].,0,2023,16,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,38,OPP,0,,0,,0,1,1152,0,0
