GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,KC,DET
2023090700,2023-09-07,1,10,10,DET,KC,2,7,12,0,0,(10:10) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE SHORT LEFT TO 0-M.JONES (51-M.DANNA).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,12,OWN,0,,0,,0,1,290,0,0
2023090700,2023-09-07,1,10,6,DET,KC,3,7,12,0,0,(10:06) (SHOTGUN) 16-J.GOFF PASS SHORT LEFT TO 0-M.JONES TO DET 17 FOR 5 YARDS (20-J.REID) [97-F.ANUDIKE-UZOMAH].,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,12,OWN,0,,0,,0,1,294,0,0
2023090700,2023-09-07,1,8,50,DET,KC,1,10,20,0,0,(8:50) 26-J.GIBBS RIGHT GUARD TO DET 21 FOR 1 YARD (22-T.MCDUFFIE).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,20,OWN,0,,0,,0,1,370,0,0
2023090700,2023-09-07,1,8,9,DET,KC,2,9,21,1,0,(8:09) (SHOTGUN) 16-J.GOFF PASS SHORT LEFT TO 14-A.ST. BROWN TO DET 34 FOR 13 YARDS (20-J.REID).,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,1,411,0,0
2023090700,2023-09-07,1,7,30,DET,KC,1,10,34,1,0,(7:30) 16-J.GOFF PASS SHORT RIGHT TO 8-J.REYNOLDS TO KC 45 FOR 21 YARDS (22-T.MCDUFFIE).,0,2023,21,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,1,450,0,0
2023090700,2023-09-07,1,6,57,DET,KC,1,10,55,0,0,(6:57) 5-D.MONTGOMERY UP THE MIDDLE TO KC 41 FOR 4 YARDS (54-L.CHENAL).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,45,OPP,0,,0,,0,1,483,0,0
2023090700,2023-09-07,1,6,21,DET,KC,2,6,59,1,0,(6:21) (SHOTGUN) 26-J.GIBBS LEFT END TO KC 24 FOR 17 YARDS (50-W.GAY).,0,2023,17,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,41,OPP,0,,0,,0,1,519,0,0
2023090700,2023-09-07,1,5,36,DET,KC,1,10,76,0,0,(5:36) (SHOTGUN) 16-J.GOFF PASS SHORT RIGHT TO 14-A.ST. BROWN TO KC 19 FOR 5 YARDS (54-L.CHENAL; 38-L.SNEED).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,1,564,0,0
2023090700,2023-09-07,1,4,59,DET,KC,2,5,81,1,0,(4:59) 5-D.MONTGOMERY LEFT TACKLE TO KC 13 FOR 6 YARDS (32-N.BOLTON).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,19,OPP,0,,0,,0,1,601,0,0
2023090700,2023-09-07,1,4,20,DET,KC,1,10,87,0,0,(4:20) 5-D.MONTGOMERY LEFT END TO KC 9 FOR 4 YARDS (91-D.NNADI; 20-J.REID).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,13,OPP,0,,0,,0,1,640,0,0
2023090700,2023-09-07,1,3,37,DET,KC,2,6,91,0,0,"(3:37) 26-J.GIBBS RIGHT GUARD TO KC 9 FOR NO GAIN (6-B.COOK, 38-L.SNEED).",0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,9,OPP,0,,0,,0,1,683,0,0
2023090700,2023-09-07,1,2,52,DET,KC,3,6,91,1,0,"(2:52) (SHOTGUN) 16-J.GOFF PASS SHORT RIGHT TO 14-A.ST. BROWN FOR 9 YARDS, TOUCHDOWN.",0,2023,9,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,,9,OPP,0,,0,,0,1,728,0,0
2023090700,2023-09-07,1,2,46,KC,DET,0,0,100,1,0,TIMEOUT AT 02:46.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,734,0,0
2023090700,2023-09-07,1,2,46,DET,KC,0,0,85,1,0,"36-R.PATTERSON EXTRA POINT IS GOOD, CENTER-47-S.DALY, HOLDER-3-J.FOX.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1,734,0,0
2023090700,2023-09-07,1,2,46,KC,DET,0,0,65,1,0,"3-J.FOX KICKS 65 YARDS FROM DET 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1,734,0,0
2023090700,2023-09-07,1,2,46,KC,DET,1,10,25,0,0,(2:46) 10-I.PACHECO LEFT END PUSHED OB AT KC 27 FOR 2 YARDS (34-A.ANZALONE).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,25,OWN,0,,0,,0,1,734,0,0
2023090700,2023-09-07,1,2,11,KC,DET,2,8,27,0,0,(2:11) (SHOTGUN) 15-P.MAHOMES PASS INCOMPLETE SHORT LEFT TO 83-N.GRAY (34-A.ANZALONE).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,27,OWN,0,,0,,0,1,769,0,0
2023090700,2023-09-07,1,2,6,KC,DET,3,8,27,1,0,(2:06) (SHOTGUN) 15-P.MAHOMES PASS DEEP RIGHT TO 84-JU.WATSON TO KC 46 FOR 19 YARDS (31-K.JOSEPH).,0,2023,19,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,27,OWN,0,,0,,0,1,774,0,0
2023090700,2023-09-07,1,1,29,KC,DET,1,10,46,0,0,(1:29) 24-S.MOORE LEFT END TO 50 FOR 4 YARDS (2-C.GARDNER-JOHNSON).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,46,OWN,0,,0,,0,1,811,0,0
2023090700,2023-09-07,1,0,52,KC,DET,2,6,100,0,0,(:52) (SHOTGUN) 10-I.PACHECO LEFT END TO 50 FOR NO GAIN (2-C.GARDNER-JOHNSON).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,0,OPP,0,,0,,0,1,848,0,0
2023090700,2023-09-07,1,0,13,KC,DET,3,6,100,1,0,(:13) (SHOTGUN) 15-P.MAHOMES SCRAMBLES RIGHT END PUSHED OB AT DET 44 FOR 6 YARDS (32-B.BRANCH).,0,2023,6,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,887,0,0
2023090700,2023-09-07,1,0,0,KC,DET,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,900,0,0
2023090700,2023-09-07,2,15,0,KC,DET,1,10,56,0,0,(15:00) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 10-I.PACHECO TO DET 39 FOR 5 YARDS (97-A.HUTCHINSON).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,1,900,0,0
2023090700,2023-09-07,2,14,25,KC,DET,2,5,61,1,0,(14:25) 15-P.MAHOMES PASS SHORT RIGHT TO 11-M.VALDES-SCANTLING TO DET 25 FOR 14 YARDS (2-C.GARDNER-JOHNSON).,0,2023,14,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,1,935,0,0
2023090700,2023-09-07,2,13,54,KC,DET,1,10,75,0,0,(13:54) (SHOTGUN) 15-P.MAHOMES PASS INCOMPLETE SHORT LEFT TO 4-R.RICE.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,1,966,0,0
2023090700,2023-09-07,2,13,49,KC,DET,2,10,75,1,0,(13:49) (SHOTGUN) 15-P.MAHOMES SCRAMBLES UP THE MIDDLE RAN OB AT DET 9 FOR 16 YARDS (31-K.JOSEPH).,0,2023,16,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,1,971,0,0
2023090700,2023-09-07,2,13,9,KC,DET,1,9,91,0,0,(13:09) 10-I.PACHECO RIGHT END TO DET 2 FOR 7 YARDS (93-J.PASCHAL).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,9,OPP,0,,0,,0,1,1011,0,0
2023090700,2023-09-07,2,12,31,KC,DET,2,2,98,0,0,(12:31) (SHOTGUN) DIRECT SNAP TO 1-J.MCKINNON.  15-P.MAHOMES PASS SHORT MIDDLE TO 19-K.TONEY TO DET 1 FOR 1 YARD (94-B.JONES).,0,2023,1,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,2,OPP,0,,0,,0,1,1049,0,0
2023090700,2023-09-07,2,11,56,KC,DET,3,1,99,1,0,"(11:56) (SHOTGUN) 15-P.MAHOMES PASS SHORT LEFT TO 4-R.RICE FOR 1 YARD, TOUCHDOWN.",0,2023,1,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,0,0,0,,1,OPP,0,,0,,0,1,1084,0,0
2023090700,2023-09-07,2,11,50,KC,DET,0,0,100,1,0,TIMEOUT AT 11:50.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1090,0,0
2023090700,2023-09-07,2,11,50,DET,KC,0,0,100,1,0,TIMEOUT #1 BY DET AT 11:50.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1090,0,0
2023090700,2023-09-07,2,11,50,DET,KC,0,0,65,1,0,"7-H.BUTKER KICKS 65 YARDS FROM KC 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1,1090,0,0
2023090700,2023-09-07,2,11,50,KC,DET,0,0,85,1,0,"7-H.BUTKER EXTRA POINT IS GOOD, CENTER-41-J.WINCHESTER, HOLDER-5-T.TOWNSEND.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1,1090,0,0
2023090700,2023-09-07,2,11,50,DET,KC,1,10,25,0,0,"(11:50) 16-J.GOFF PASS SHORT MIDDLE TO 89-B.WRIGHT TO DET 34 FOR 9 YARDS (32-N.BOLTON, 50-W.GAY).",0,2023,9,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1,1090,0,0
2023090700,2023-09-07,2,11,30,DET,KC,2,1,34,1,0,(11:30) (NO HUDDLE) 16-J.GOFF UP THE MIDDLE TO DET 36 FOR 2 YARDS (51-M.DANNA; 93-M.DICKERSON).,0,2023,2,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,34,OWN,0,,0,,0,1,1110,0,0
2023090700,2023-09-07,2,10,51,DET,KC,1,10,36,0,0,(10:51) 5-D.MONTGOMERY LEFT END TO DET 39 FOR 3 YARDS (51-M.DANNA; 54-L.CHENAL).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,36,OWN,0,,0,,0,1,1149,0,0
2023090700,2023-09-07,2,10,11,DET,KC,2,7,39,1,0,(10:11) 16-J.GOFF PASS DEEP LEFT TO 14-A.ST. BROWN TO KC 40 FOR 21 YARDS (20-J.REID).,0,2023,21,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1,1189,0,0
2023090700,2023-09-07,2,9,29,DET,KC,1,10,60,0,0,"(9:29) 5-D.MONTGOMERY LEFT GUARD TO KC 41 FOR -1 YARDS (99-K.COBURN, 22-T.MCDUFFIE).",0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,40,OPP,0,,0,,0,1,1231,0,0
2023090700,2023-09-07,2,8,49,DET,KC,2,11,59,1,0,"(8:49) (SHOTGUN) 16-J.GOFF PASS SHORT LEFT TO 87-S.LAPORTA TO KC 27 FOR 14 YARDS (51-M.DANNA, 6-B.COOK).",0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,1,1271,0,0
2023090700,2023-09-07,2,8,6,DET,KC,1,10,73,0,0,(8:06) 5-D.MONTGOMERY UP THE MIDDLE TO KC 25 FOR 2 YARDS (56-G.KARLAFTIS; 32-N.BOLTON).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,27,OPP,0,,0,,0,1,1314,0,0
2023090700,2023-09-07,2,7,24,DET,KC,2,8,75,1,0,(7:24) (SHOTGUN) 16-J.GOFF PASS SHORT RIGHT TO 26-J.GIBBS TO KC 17 FOR 8 YARDS (23-D.TRANQUILL).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,1,1356,0,0
2023090700,2023-09-07,2,6,44,DET,KC,1,10,83,0,0,"(6:44) (SHOTGUN) 16-J.GOFF ABORTED. 77-F.RAGNOW FUMBLES AT KC 24, RECOVERED BY DET-16-J.GOFF AT KC 27. 16-J.GOFF TO KC 27 FOR NO GAIN (56-G.KARLAFTIS).",0,2023,0,SHOTGUN,FUMBLES,0,0,0,0,,0,0,0,,0,1,0,0,0,,17,OPP,0,,0,,0,1,1396,0,0
2023090700,2023-09-07,2,6,1,DET,KC,2,20,73,0,0,(6:01) (SHOTGUN) 16-J.GOFF PASS SHORT LEFT TO 26-J.GIBBS PUSHED OB AT KC 17 FOR 10 YARDS (32-N.BOLTON).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,1,1439,0,0
2023090700,2023-09-07,2,5,21,DET,KC,3,10,83,0,0,"(5:21) (SHOTGUN) 16-J.GOFF PASS SHORT RIGHT TO 0-M.JONES TO KC 14 FOR 3 YARDS (22-T.MCDUFFIE). FUMBLES (22-T.MCDUFFIE), RECOVERED BY KC-6-B.COOK AT KC 7.",0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,,17,OPP,0,,0,,0,1,1479,0,0
2023090700,2023-09-07,2,5,14,KC,DET,0,0,100,1,0,TIMEOUT AT 05:14.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1486,0,0
2023090700,2023-09-07,2,5,14,KC,DET,1,10,7,0,0,(5:14) (SHOTGUN) 25-C.EDWARDS-HELAIRE LEFT TACKLE TO KC 9 FOR 2 YARDS (23-J.JACOBS).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,7,OWN,0,,0,,0,1,1486,0,0
2023090700,2023-09-07,2,4,38,KC,DET,2,8,9,0,0,(4:38) (SHOTGUN) 15-P.MAHOMES SCRAMBLES LEFT END TO KC 12 FOR 3 YARDS (34-A.ANZALONE).,0,2023,3,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,9,OWN,0,,0,,0,1,1522,0,0
2023090700,2023-09-07,2,4,0,KC,DET,0,0,100,1,0,TIMEOUT #1 BY KC AT 04:00.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1560,0,0
2023090700,2023-09-07,2,4,0,KC,DET,3,5,12,0,0,(4:00) (SHOTGUN) 15-P.MAHOMES PASS INCOMPLETE DEEP RIGHT TO 83-N.GRAY [97-A.HUTCHINSON].,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,12,OWN,0,,0,,0,1,1560,0,0
2023090700,2023-09-07,2,3,54,KC,DET,4,5,12,0,0,"(3:54) 5-T.TOWNSEND PUNTS 47 YARDS TO DET 41, CENTER-41-J.WINCHESTER, FAIR CATCH BY 11-K.RAYMOND.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,12,OWN,0,,0,,0,1,1566,0,0
2023090700,2023-09-07,2,3,47,DET,KC,1,10,41,0,0,(3:47) 5-D.MONTGOMERY RIGHT END TO DET 46 FOR 5 YARDS (56-G.KARLAFTIS; 93-M.DICKERSON).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,41,OWN,0,,0,,0,1,1573,0,0
2023090700,2023-09-07,2,3,6,DET,KC,2,5,46,0,0,(3:06) 16-J.GOFF PASS INCOMPLETE DEEP LEFT TO 0-M.JONES.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,1,1614,0,0
2023090700,2023-09-07,2,3,1,DET,KC,3,5,46,0,0,(3:01) (SHOTGUN) 16-J.GOFF SACKED AT DET 43 FOR -3 YARDS (51-M.DANNA).,0,2023,-3,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,1,1619,0,0
2023090700,2023-09-07,2,2,13,DET,KC,4,8,43,0,0,"(2:13) 3-J.FOX PUNTS 40 YARDS TO KC 17, CENTER-47-S.DALY. 17-R.JAMES TO KC 18 FOR 1 YARD (42-J.REEVES-MAYBIN, 30-K.DORSEY).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,1,1667,0,0
2023090700,2023-09-07,2,2,2,KC,DET,1,10,18,1,0,(2:02) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 4-R.RICE TO KC 43 FOR 25 YARDS (46-J.CAMPBELL).,0,2023,25,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,18,OWN,0,,0,,0,1,1678,0,0
2023090700,2023-09-07,2,1,54,KC,DET,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1686,0,0
2023090700,2023-09-07,2,1,54,KC,DET,1,10,43,0,0,(1:54) (SHOTGUN) 15-P.MAHOMES PASS INCOMPLETE DEEP LEFT TO 17-R.JAMES.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,1,1686,0,0
2023090700,2023-09-07,2,1,48,KC,DET,2,10,43,0,0,(1:48) (SHOTGUN) 15-P.MAHOMES PASS SHORT LEFT TO 4-R.RICE TO KC 46 FOR 3 YARDS (32-B.BRANCH).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,1,1692,0,0
2023090700,2023-09-07,2,1,13,KC,DET,3,7,46,0,0,"(1:13) (SHOTGUN) 15-P.MAHOMES PASS SHORT MIDDLE TO 83-N.GRAY TO DET 48 FOR 6 YARDS (31-K.JOSEPH). PENALTY ON KC-65-T.SMITH, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT KC 46 - NO PLAY.",0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,1,0,0,,46,OWN,1,KC,1,OFFENSIVE HOLDING,10,1,1727,0,0
2023090700,2023-09-07,2,1,7,KC,DET,0,0,100,1,0,TIMEOUT #2 BY KC AT 01:07.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1733,0,0
2023090700,2023-09-07,2,1,7,KC,DET,3,17,36,1,0,(1:07) (SHOTGUN) 15-P.MAHOMES PASS DEEP MIDDLE TO 11-M.VALDES-SCANTLING TO DET 30 FOR 34 YARDS (23-J.JACOBS).,0,2023,34,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,1,1733,0,0
2023090700,2023-09-07,2,0,45,KC,DET,1,10,70,1,0,"(:45) (NO HUDDLE, SHOTGUN) 15-P.MAHOMES PASS DEEP LEFT TO 84-JU.WATSON PUSHED OB AT DET 4 FOR 26 YARDS (2-C.GARDNER-JOHNSON).",0,2023,26,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,1,1755,0,0
2023090700,2023-09-07,2,0,37,KC,DET,1,4,96,1,0,"(:37) (SHOTGUN) 15-P.MAHOMES PASS SHORT RIGHT TO 81-B.BELL FOR 4 YARDS, TOUCHDOWN.",0,2023,4,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,,4,OPP,0,,0,,0,1,1763,0,0
