GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,MIN,TB
2023091004,2023-09-10,1,12,12,MIN,TB,1,10,24,0,0,(12:12) (SHOTGUN) 8-K.COUSINS PASS SHORT MIDDLE TO 30-C.HAM TO MIN 25 FOR 1 YARD (45-D.WHITE; 9-J.TRYON).,0,2023,1,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,1,168,0,0
2023091004,2023-09-10,1,11,32,MIN,TB,2,9,25,1,0,(11:32) (SHOTGUN) 8-K.COUSINS PASS DEEP LEFT TO 18-J.JEFFERSON TO TB 45 FOR 30 YARDS (23-R.NEAL).,0,2023,30,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1,208,0,0
2023091004,2023-09-10,1,10,33,MIN,TB,1,10,55,0,0,(10:33) 8-K.COUSINS PASS INCOMPLETE SHORT LEFT TO 30-C.HAM.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,1,267,0,0
2023091004,2023-09-10,1,10,30,MIN,TB,2,10,55,1,0,(10:30) (SHOTGUN) 8-K.COUSINS PASS SHORT MIDDLE TO 87-T.HOCKENSON TO TB 34 FOR 11 YARDS (98-A.NELSON; 45-D.WHITE).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,1,270,0,0
2023091004,2023-09-10,1,9,47,MIN,TB,1,10,66,0,0,(9:47) 8-K.COUSINS PASS SHORT LEFT TO 2-A.MATTISON TO TB 31 FOR 3 YARDS (54-L.DAVID).,0,2023,3,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,1,313,0,0
2023091004,2023-09-10,1,9,9,MIN,TB,2,7,69,0,0,(9:09) 2-A.MATTISON LEFT END TO TB 26 FOR 5 YARDS (98-A.NELSON).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,31,OPP,0,,0,,0,1,351,0,0
2023091004,2023-09-10,1,8,23,MIN,TB,3,2,74,0,0,"(8:23) 8-K.COUSINS FUMBLES (ABORTED) AT TB 26, TOUCHED AT TB 27, RECOVERED BY TB-9-J.TRYON AT TB 25.",0,2023,0,UNDER CENTER,FUMBLES,0,0,0,0,,0,0,0,,0,1,0,0,0,,26,OPP,0,,0,,0,1,397,0,0
2023091004,2023-09-10,1,8,19,MIN,TB,0,0,100,1,0,TIMEOUT AT 08:19.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,401,0,0
2023091004,2023-09-10,1,8,19,TB,MIN,1,10,25,0,0,(8:19) (SHOTGUN) 1-R.WHITE LEFT GUARD TO TB 29 FOR 4 YARDS (99-D.HUNTER).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0,1,401,0,0
2023091004,2023-09-10,1,7,42,TB,MIN,2,6,29,1,0,(7:42) 6-B.MAYFIELD PASS SHORT RIGHT TO 14-C.GODWIN PUSHED OB AT TB 35 FOR 6 YARDS (7-B.MURPHY).,0,2023,6,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,1,438,0,0
2023091004,2023-09-10,1,7,11,TB,MIN,1,10,35,0,0,"(7:11) (NO HUDDLE, SHOTGUN) 6-B.MAYFIELD PASS SHORT LEFT TO 14-C.GODWIN TO TB 39 FOR 4 YARDS (24-C.BYNUM; 98-D.WONNUM).",0,2023,4,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,1,469,0,0
2023091004,2023-09-10,1,6,32,TB,MIN,2,6,39,1,0,"(6:32) (SHOTGUN) 6-B.MAYFIELD PASS SHORT MIDDLE TO 88-C.OTTON TO MIN 47 FOR 14 YARDS (21-A.EVANS). FUMBLES (21-A.EVANS), RECOVERED BY TB-10-T.PALMER AT MIN 43. MINNESOTA CHALLENGED THE PASS COMPLETION RULING, AND THE PLAY WAS REVERSED. (SHOTGUN) 6-B.MAYFIELD PASS INCOMPLETE SHORT MIDDLE TO 88-C.OTTON (21-A.EVANS).",0,2023,14,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,1,1,,0,1,0,0,0,,39,OWN,0,,0,,0,1,508,0,0
2023091004,2023-09-10,1,6,29,TB,MIN,0,0,100,1,0,TIMEOUT AT 06:29.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,511,0,0
2023091004,2023-09-10,1,6,29,TB,MIN,3,6,39,0,0,(6:29) (SHOTGUN) 6-B.MAYFIELD PASS INCOMPLETE DEEP RIGHT TO 13-M.EVANS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1,511,0,0
2023091004,2023-09-10,1,6,23,TB,MIN,4,6,39,0,0,"(6:23) 5-J.CAMARDA PUNTS 42 YARDS TO MIN 19, CENTER-97-Z.TRINER. 4-B.POWELL TO MIN 26 FOR 7 YARDS (49-C.GILL).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1,517,0,0
2023091004,2023-09-10,1,6,14,MIN,TB,1,10,26,0,0,"(6:14) 2-A.MATTISON LEFT GUARD TO MIN 29 FOR 3 YARDS (9-J.TRYON, 50-V.VEA).",0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,26,OWN,0,,0,,0,1,526,0,0
2023091004,2023-09-10,1,5,44,MIN,TB,2,7,29,0,0,(5:44) (NO HUDDLE) 8-K.COUSINS PASS SHORT RIGHT TO 84-J.OLIVER TO MIN 30 FOR 1 YARD (45-D.WHITE).,0,2023,1,NO HUDDLE,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,1,556,0,0
2023091004,2023-09-10,1,5,4,MIN,TB,3,6,30,0,0,"(5:04) (SHOTGUN) 8-K.COUSINS SACKED AT MIN 21 FOR -9 YARDS (31-A.WINFIELD). FUMBLES (31-A.WINFIELD) [31-A.WINFIELD], TOUCHED AT MIN 20, RECOVERED BY TB-31-A.WINFIELD AT MIN 18.",0,2023,-9,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,1,0,0,0,,30,OWN,0,,0,,0,1,596,0,0
2023091004,2023-09-10,1,4,58,TB,MIN,1,10,82,0,0,(4:58) (SHOTGUN) 6-B.MAYFIELD PASS INCOMPLETE SHORT MIDDLE TO 41-K.KIEFT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,1,602,0,0
2023091004,2023-09-10,1,4,54,TB,MIN,2,10,82,0,0,(4:54) 1-R.WHITE LEFT GUARD TO MIN 14 FOR 4 YARDS (58-J.HICKS; 33-B.ASAMOAH).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,18,OPP,0,,0,,0,1,606,0,0
2023091004,2023-09-10,1,4,10,TB,MIN,3,6,86,0,0,(4:10) (SHOTGUN) 6-B.MAYFIELD SACKED AT MIN 18 FOR -4 YARDS (99-D.HUNTER).,0,2023,-4,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,1,650,0,0
2023091004,2023-09-10,1,3,27,TB,MIN,4,10,82,0,0,"(3:27) 4-C.MCLAUGHLIN 36 YARD FIELD GOAL IS GOOD, CENTER-97-Z.TRINER, HOLDER-5-J.CAMARDA.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,1,693,0,0
2023091004,2023-09-10,1,3,23,MIN,TB,0,0,65,1,0,5-J.CAMARDA KICKS 63 YARDS FROM TB 35 TO MIN 2. 32-T.CHANDLER TO MIN 17 FOR 15 YARDS (27-Z.MCCOLLUM).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1,697,0,0
2023091004,2023-09-10,1,3,23,MIN,TB,0,0,100,1,0,TIMEOUT AT 03:23.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,697,0,0
2023091004,2023-09-10,1,3,20,MIN,TB,1,10,17,0,0,"(3:20) (SHOTGUN) 8-K.COUSINS PASS SHORT LEFT TO 30-C.HAM TO MIN 23 FOR 6 YARDS (45-D.WHITE, 24-C.DAVIS).",0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,1,700,0,0
2023091004,2023-09-10,1,2,39,MIN,TB,2,4,23,0,0,"(2:39) 2-A.MATTISON LEFT END TO MIN 25 FOR 2 YARDS (23-R.NEAL, 45-D.WHITE).",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,23,OWN,0,,0,,0,1,741,0,0
2023091004,2023-09-10,1,1,56,MIN,TB,3,2,25,0,0,(1:56) (SHOTGUN) 8-K.COUSINS PASS SHORT RIGHT TO 3-J.ADDISON TO MIN 25 FOR NO GAIN (29-C.IZIEN).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1,784,0,0
2023091004,2023-09-10,1,1,14,MIN,TB,4,2,25,0,0,"(1:14) 14-R.WRIGHT PUNTS 55 YARDS TO TB 20, CENTER-42-A.DEPAOLA. 83-D.THOMPKINS PUSHED OB AT TB 20 FOR NO GAIN (11-N.THOMPSON). PENALTY ON TB-8-S.DENNIS, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT TB 20.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,25,OWN,1,TB,0,OFFENSIVE HOLDING,10,1,826,0,0
2023091004,2023-09-10,1,1,5,TB,MIN,1,10,10,0,0,(1:05) 1-R.WHITE LEFT GUARD TO TB 16 FOR 6 YARDS (24-C.BYNUM).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,10,OWN,0,,0,,0,1,835,0,0
2023091004,2023-09-10,1,1,5,MIN,TB,0,0,100,1,0,TIMEOUT AT 01:05.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,835,0,0
2023091004,2023-09-10,1,0,35,TB,MIN,2,4,16,0,0,"(:35) (NO HUDDLE) 1-R.WHITE RIGHT GUARD TO TB 16 FOR NO GAIN (90-J.BULLARD, 45-T.DYE).",0,2023,0,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,16,OWN,0,,0,,0,1,865,0,0
2023091004,2023-09-10,1,0,0,TB,MIN,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,900,0,0
2023091004,2023-09-10,2,15,0,TB,MIN,3,4,16,0,0,(15:00) (SHOTGUN) 1-R.WHITE LEFT END TO TB 17 FOR 1 YARD (24-C.BYNUM).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,16,OWN,0,,0,,0,1,900,0,0
2023091004,2023-09-10,2,14,21,TB,MIN,4,3,17,0,0,"(14:21) 5-J.CAMARDA PUNTS 63 YARDS TO MIN 20, CENTER-97-Z.TRINER. 4-B.POWELL TO MIN 35 FOR 15 YARDS (26-K.MERRIWEATHER). PENALTY ON MIN-83-J.NAILOR, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT MIN 27.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,17,OWN,1,MIN,0,OFFENSIVE HOLDING,10,1,939,0,0
2023091004,2023-09-10,2,14,8,MIN,TB,1,10,17,1,0,(14:08) 8-K.COUSINS PASS DEEP MIDDLE TO 18-J.JEFFERSON TO MIN 42 FOR 25 YARDS (31-A.WINFIELD).,0,2023,25,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,1,952,0,0
2023091004,2023-09-10,2,14,8,MIN,TB,0,0,100,1,0,TIMEOUT AT 14:08.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,952,0,0
2023091004,2023-09-10,2,13,32,MIN,TB,1,10,42,0,0,"(13:32) 32-T.CHANDLER LEFT END TO MIN 44 FOR 2 YARDS (45-D.WHITE, 35-J.DEAN). TB-45-D.WHITE WAS INJURED DURING THE PLAY.",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,42,OWN,0,,0,,0,1,988,0,0
2023091004,2023-09-10,2,13,7,MIN,TB,0,0,100,1,0,TIMEOUT AT 13:07.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1013,0,0
2023091004,2023-09-10,2,12,54,MIN,TB,2,8,44,1,0,(12:54) 8-K.COUSINS PASS SHORT LEFT TO 32-T.CHANDLER TO TB 38 FOR 18 YARDS (50-V.VEA).,0,2023,18,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,1,1026,0,0
2023091004,2023-09-10,2,12,16,MIN,TB,1,10,62,0,0,(12:16) (NO HUDDLE) 32-T.CHANDLER RIGHT END TO TB 41 FOR -3 YARDS (90-L.HALL).,0,2023,-3,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,38,OPP,0,,0,,0,1,1064,0,0
2023091004,2023-09-10,2,11,43,MIN,TB,2,13,59,0,0,(11:43) (SHOTGUN) 8-K.COUSINS PASS SHORT RIGHT TO 87-T.HOCKENSON TO TB 39 FOR 2 YARDS (54-L.DAVID).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,1,1097,0,0
2023091004,2023-09-10,2,11,21,MIN,TB,3,11,61,0,0,"(11:21) (NO HUDDLE, SHOTGUN) 8-K.COUSINS PASS DEEP MIDDLE TO 3-J.ADDISON FOR 39 YARDS, TOUCHDOWN. PENALTY ON TB-35-J.DEAN, ILLEGAL CONTACT, DECLINED.",0,2023,39,NO HUDDLE SHOTGUN,PASS,0,1,0,1,DEEP MIDDLE,0,0,0,,0,0,1,0,0,,39,OPP,0,TB,0,ILLEGAL CONTACT,0,1,1119,0,0
2023091004,2023-09-10,2,11,15,TB,MIN,0,0,65,1,0,1-G.JOSEPH KICKS 70 YARDS FROM MIN 35 TO TB -5. 83-D.THOMPKINS PUSHED OB AT TB 18 FOR 23 YARDS (44-J.METELLUS).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1,1125,0,0
2023091004,2023-09-10,2,11,15,MIN,TB,0,0,100,1,0,TIMEOUT AT 11:15.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1125,0,0
2023091004,2023-09-10,2,11,15,MIN,TB,0,0,85,1,0,"1-G.JOSEPH EXTRA POINT IS GOOD, CENTER-42-A.DEPAOLA, HOLDER-14-R.WRIGHT.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1,1125,0,0
2023091004,2023-09-10,2,11,11,TB,MIN,1,10,18,0,0,"(11:11) 44-S.TUCKER LEFT END TO TB 23 FOR 5 YARDS (40-I.PACE, 94-D.LOWRY).",0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,18,OWN,0,,0,,0,1,1129,0,0
2023091004,2023-09-10,2,10,31,TB,MIN,2,5,23,0,0,(10:31) 6-B.MAYFIELD PASS INCOMPLETE SHORT LEFT.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,1,1169,0,0
2023091004,2023-09-10,2,10,27,TB,MIN,3,5,23,0,0,(10:27) (SHOTGUN) 6-B.MAYFIELD SCRAMBLES RIGHT END PUSHED OB AT TB 24 FOR 1 YARD (44-J.METELLUS).,0,2023,1,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,1,1173,0,0
2023091004,2023-09-10,2,9,36,TB,MIN,4,9,19,0,0,"(9:36) 5-J.CAMARDA PUNTS 50 YARDS TO MIN 31, CENTER-97-Z.TRINER, DOWNED BY TB-97-Z.TRINER.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,19,OWN,0,,0,,0,1,1224,0,0
2023091004,2023-09-10,2,9,24,MIN,TB,0,0,100,1,0,TIMEOUT AT 09:24.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1236,0,0
2023091004,2023-09-10,2,9,24,MIN,TB,1,10,31,1,0,(9:24) 8-K.COUSINS PASS DEEP LEFT TO 17-K.OSBORN TO 50 FOR 19 YARDS (35-J.DEAN).,0,2023,19,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,1,1236,0,0
2023091004,2023-09-10,2,8,55,MIN,TB,1,10,100,0,0,(8:55) (NO HUDDLE) 8-K.COUSINS PASS SHORT LEFT TO 18-J.JEFFERSON PUSHED OB AT TB 45 FOR 5 YARDS (24-C.DAVIS).,0,2023,5,NO HUDDLE,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1265,0,0
2023091004,2023-09-10,2,8,20,MIN,TB,2,5,55,0,0,(8:20) (SHOTGUN) 2-A.MATTISON LEFT GUARD TO TB 41 FOR 4 YARDS (7-S.BARRETT).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,45,OPP,0,,0,,0,1,1300,0,0
2023091004,2023-09-10,2,7,43,MIN,TB,3,1,59,1,0,(7:43) 8-K.COUSINS PASS SHORT RIGHT TO 18-J.JEFFERSON PUSHED OB AT TB 19 FOR 22 YARDS (24-C.DAVIS).,0,2023,22,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,1,1337,0,0
2023091004,2023-09-10,2,7,8,MIN,TB,1,10,81,1,0,(7:08) 8-K.COUSINS PASS SHORT LEFT TO 84-J.OLIVER PUSHED OB AT TB 6 FOR 13 YARDS (31-A.WINFIELD; 35-J.DEAN).,0,2023,13,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,19,OPP,0,,0,,0,1,1372,0,0
2023091004,2023-09-10,2,6,37,MIN,TB,1,6,94,0,0,(6:37) 8-K.COUSINS PASS INCOMPLETE SHORT LEFT TO 17-K.OSBORN.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,1,1403,0,0
2023091004,2023-09-10,2,6,32,MIN,TB,2,6,94,0,0,"(6:32) (SHOTGUN) 2-A.MATTISON UP THE MIDDLE TO TB 7 FOR -1 YARDS (54-L.DAVID, 92-W.GHOLSTON).",0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,6,OPP,0,,0,,0,1,1408,0,0
2023091004,2023-09-10,2,5,48,MIN,TB,3,7,93,0,0,(5:48) (SHOTGUN) 8-K.COUSINS PASS INCOMPLETE SHORT RIGHT TO 3-J.ADDISON [9-J.TRYON].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,7,OPP,0,,0,,0,1,1452,0,0
2023091004,2023-09-10,2,5,43,MIN,TB,4,7,93,0,0,"(5:43) 1-G.JOSEPH 25 YARD FIELD GOAL IS GOOD, CENTER-42-A.DEPAOLA, HOLDER-14-R.WRIGHT.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,7,OPP,0,,0,,0,1,1457,0,0
2023091004,2023-09-10,2,5,41,TB,MIN,1,10,25,0,0,(5:41) 1-R.WHITE RIGHT TACKLE TO TB 30 FOR 5 YARDS (94-D.LOWRY).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,25,OWN,0,,0,,0,1,1459,0,0
2023091004,2023-09-10,2,5,41,TB,MIN,0,0,65,1,0,"1-G.JOSEPH KICKS 65 YARDS FROM MIN 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1,1459,0,0
