GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,LA,SEA
2023091012,2023-09-10,2,11,39,SEA,LA,1,10,68,0,0,(11:39) (SHOTGUN) 7-G.SMITH PASS SHORT RIGHT TO 9-K.WALKER TO LAR 26 FOR 6 YARDS (90-E.BROWN; 4-J.FULLER).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,1,1101,0,0
2023091012,2023-09-10,2,11,0,SEA,LA,2,4,74,1,0,(11:00) 9-K.WALKER RIGHT END PUSHED OB AT LAR 21 FOR 5 YARDS (44-A.WITHERSPOON).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,26,OPP,0,,0,,0,1,1140,0,0
2023091012,2023-09-10,2,10,33,SEA,LA,1,10,79,0,0,"(10:33) (NO HUDDLE, SHOTGUN) 7-G.SMITH PASS INCOMPLETE DEEP RIGHT TO 16-T.LOCKETT.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,21,OPP,0,,0,,0,1,1167,0,0
2023091012,2023-09-10,2,10,27,SEA,LA,2,10,79,1,0,(10:27) (SHOTGUN) 7-G.SMITH PASS SHORT MIDDLE TO 11-J.SMITH-NJIGBA TO LAR 11 FOR 10 YARDS (56-C.ROZEBOOM).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,21,OPP,0,,0,,0,1,1173,0,0
2023091012,2023-09-10,2,10,0,SEA,LA,1,10,89,0,0,"(10:00) (NO HUDDLE, SHOTGUN) 26-Z.CHARBONNET RIGHT GUARD TO LAR 10 FOR 1 YARD (91-K.TURNER; 53-E.JONES).",0,2023,1,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,11,OPP,0,,0,,0,1,1200,0,0
2023091012,2023-09-10,2,9,21,SEA,LA,2,9,90,1,0,"(9:21) (SHOTGUN) 7-G.SMITH PASS SHORT LEFT TO 14-D.METCALF FOR 10 YARDS, TOUCHDOWN.",0,2023,10,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,0,0,0,,10,OPP,0,,0,,0,1,1239,0,0
2023091012,2023-09-10,2,9,16,LA,SEA,0,0,65,0,0,"5-J.MYERS KICKS 65 YARDS FROM SEA 35 TO END ZONE, TOUCHBACK. PENALTY ON SEA-58-D.HALL, OFFSIDE ON FREE KICK, 5 YARDS, ENFORCED AT LAR 25.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,1,0,0,,35,OPP,1,SEA,0,OFFSIDE ON FREE KICK,5,1,1244,0,0
2023091012,2023-09-10,2,9,16,SEA,LA,0,0,100,1,0,TIMEOUT AT 09:16.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1,1244,0,0
2023091012,2023-09-10,2,9,16,SEA,LA,0,0,85,1,0,"5-J.MYERS EXTRA POINT IS GOOD, CENTER-41-C.STOLL, HOLDER-4-M.DICKSON.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1,1244,0,0
2023091012,2023-09-10,2,9,16,LA,SEA,1,10,70,0,0,"(9:16) 9-M.STAFFORD PASS INCOMPLETE DEEP RIGHT TO 5-T.ATWELL. PENALTY ON LAR-77-A.JACKSON, FACE MASK, 15 YARDS, ENFORCED AT LAR 30 - NO PLAY.",0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,30,OPP,1,LAR,1,FACE MASK,15,1,1244,0,0
