GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,SEA,SF
2023121008,2023-12-10,2,13,36,SEA,SF,2,8,39,0,0,"(13:36) (SHOTGUN) 2-D.LOCK PASS SHORT LEFT TO 89-W.DISSLY TO SEA 42 FOR 3 YARDS (2-D.LENOIR, 57-D.GREENLAW).",0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,984,0,0
2023121008,2023-12-10,2,12,52,SEA,SF,3,5,42,0,0,"(12:52) (SHOTGUN) 2-D.LOCK PASS INCOMPLETE DEEP LEFT TO 14-D.METCALF. PENALTY ON SF-2-D.LENOIR, ILLEGAL CONTACT, 5 YARDS, ENFORCED AT SEA 42 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,42,OWN,1,SF,1,ILLEGAL CONTACT,5,1028,0,0
2023121008,2023-12-10,2,12,47,SEA,SF,1,10,47,0,0,(12:47) 26-Z.CHARBONNET LEFT GUARD TO SF 49 FOR 4 YARDS (48-O.BURKS; 31-T.GIPSON).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,47,OWN,0,,0,,0,1033,0,0
2023121008,2023-12-10,2,12,8,SEA,SF,2,6,51,0,0,(12:08) 26-Z.CHARBONNET RIGHT TACKLE TO SEA 48 FOR -3 YARDS (99-J.KINLAW).,0,2023,-3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,49,OPP,0,,0,,0,1072,0,0
2023121008,2023-12-10,2,11,23,SEA,SF,3,9,48,0,0,(11:23) (SHOTGUN) 2-D.LOCK PASS INCOMPLETE SHORT MIDDLE TO 11-J.SMITH-NJIGBA.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,1117,0,0
2023121008,2023-12-10,2,11,20,SEA,SF,4,9,48,0,0,"(11:20) 4-M.DICKSON PUNTS 35 YARDS TO SF 17, CENTER-41-C.STOLL, OUT OF BOUNDS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,1120,0,0
2023121008,2023-12-10,2,11,12,SF,SEA,0,0,100,1,0,TIMEOUT AT 11:12.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1128,0,0
2023121008,2023-12-10,2,11,12,SF,SEA,1,10,17,1,0,(11:12) (SHOTGUN) 13-B.PURDY PASS SHORT MIDDLE TO 11-B.AIYUK TO SF 27 FOR 10 YARDS (20-J.LOVE).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,1128,0,0
2023121008,2023-12-10,2,10,33,SF,SEA,1,10,27,1,0,(10:33) (SHOTGUN) 23-C.MCCAFFREY LEFT END PUSHED OB AT SF 47 FOR 20 YARDS (6-Q.DIGGS).,0,2023,20,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,27,OWN,0,,0,,0,1167,0,0
2023121008,2023-12-10,2,9,54,SF,SEA,1,10,47,0,0,(9:54) (SHOTGUN) 13-B.PURDY SACKED AT SF 39 FOR -8 YARDS (90-JA.REED).,0,2023,-8,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,1206,0,0
2023121008,2023-12-10,2,9,9,SF,SEA,2,18,39,0,0,(9:09) (SHOTGUN) 13-B.PURDY PASS SHORT MIDDLE TO 19-D.SAMUEL TO SF 46 FOR 7 YARDS (54-B.WAGNER) [99-L.WILLIAMS].,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1251,0,0
2023121008,2023-12-10,2,8,26,SF,SEA,3,11,46,1,0,"(8:26) (SHOTGUN) 13-B.PURDY PASS DEEP LEFT TO 19-D.SAMUEL FOR 54 YARDS, TOUCHDOWN.",0,2023,54,SHOTGUN,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,1294,0,0
2023121008,2023-12-10,2,8,18,SF,SEA,0,0,85,1,0,"4-J.MOODY EXTRA POINT IS GOOD, CENTER-46-T.PEPPER, HOLDER-18-M.WISHNOWSKY.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1302,0,0
2023121008,2023-12-10,2,8,18,SF,SEA,0,0,100,1,0,TIMEOUT AT 08:18.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1302,0,0
2023121008,2023-12-10,2,8,18,SEA,SF,0,0,65,1,0,"4-J.MOODY KICKS 65 YARDS FROM SF 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1302,0,0
2023121008,2023-12-10,2,8,18,SEA,SF,1,10,25,1,0,(8:18) (SHOTGUN) 2-D.LOCK PASS DEEP RIGHT TO 16-T.LOCKETT PUSHED OB AT SEA 45 FOR 20 YARDS (20-A.THOMAS).,0,2023,20,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1302,0,0
2023121008,2023-12-10,2,7,38,SEA,SF,1,10,45,0,0,(7:38) (SHOTGUN) 2-D.LOCK PASS SHORT RIGHT TO 84-C.PARKINSON TO SEA 48 FOR 3 YARDS (27-J.BROWN).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,1342,0,0
2023121008,2023-12-10,2,7,2,SEA,SF,2,7,48,0,0,(7:02) 2-D.LOCK PASS SHORT RIGHT TO 9-K.WALKER TO SEA 49 FOR 1 YARD (54-F.WARNER).,0,2023,1,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,1378,0,0
2023121008,2023-12-10,2,6,14,SEA,SF,3,6,49,0,0,(6:14) (SHOTGUN) 2-D.LOCK PASS SHORT RIGHT TO 26-Z.CHARBONNET TO SF 47 FOR 4 YARDS (57-D.GREENLAW).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,1426,0,0
2023121008,2023-12-10,2,5,23,SEA,SF,4,7,48,0,0,"(5:23) 4-M.DICKSON PUNTS 37 YARDS TO SF 15, CENTER-41-C.STOLL, FAIR CATCH BY 10-R.BELL.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,1477,0,0
