GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,MIA,TEN
2023121100,2023-12-11,4,13,27,MIA,TEN,3,3,97,0,0,(13:27) (SHOTGUN) 1-T.TAGOVAILOA SACKED AT TEN 13 FOR -10 YARDS (58-H.LANDRY).,0,2023,-10,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,3,OPP,0,,0,,0,14,2793,0,0
2023121100,2023-12-11,4,12,41,MIA,TEN,4,13,87,0,0,"(12:41) 7-J.SANDERS 31 YARD FIELD GOAL IS GOOD, CENTER-44-B.FERGUSON, HOLDER-16-J.BAILEY. PENALTY ON MIA-44-B.FERGUSON, UNSPORTSMANLIKE CONDUCT, 15 YARDS, ENFORCED BETWEEN DOWNS.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,1,0,0,,13,OPP,1,MIA,0,UNSPORTSMANLIKE CONDUCT,15,14,2839,0,0
2023121100,2023-12-11,4,12,37,TEN,MIA,0,0,80,0,0,"7-J.SANDERS KICKS 62 YARDS FROM MIA 20 TO TEN 18. 11-C.MOORE TO TEN 41 FOR 23 YARDS (22-E.CAMPBELL; 83-C.CLAYPOOL). PENALTY ON MIA-29-B.JONES, ILLEGAL FORMATION, 5 YARDS, ENFORCED AT TEN 41.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,1,0,0,,20,OPP,1,MIA,0,ILLEGAL FORMATION,5,14,2843,0,0
2023121100,2023-12-11,4,12,31,TEN,MIA,1,10,46,0,0,(12:31) (SHOTGUN) 8-W.LEVIS PASS INCOMPLETE DEEP LEFT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,14,2849,0,0
2023121100,2023-12-11,4,12,25,TEN,MIA,2,10,46,0,0,"(12:25) (SHOTGUN) 22-D.HENRY UP THE MIDDLE TO TEN 45 FOR -1 YARDS (51-D.LONG, 29-B.JONES).",0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,46,OWN,0,,0,,0,14,2855,0,0
2023121100,2023-12-11,4,11,41,TEN,MIA,3,11,45,0,0,(11:41) (SHOTGUN) 8-W.LEVIS PASS SHORT LEFT TO 85-C.OKONKWO TO MIA 49 FOR 6 YARDS (4-K.KOHOU) [2-B.CHUBB].,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,14,2899,0,0
2023121100,2023-12-11,4,10,55,TEN,MIA,4,5,51,0,0,"(10:55) 13-T.ZENTNER PUNTS 49 YARDS TO END ZONE, CENTER-46-M.COX, TOUCHBACK.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,49,OPP,0,,0,,0,14,2945,0,0
2023121100,2023-12-11,4,10,48,MIA,TEN,0,0,100,1,0,TIMEOUT AT 10:48.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,14,2952,0,0
2023121100,2023-12-11,4,10,48,MIA,TEN,1,10,20,0,0,(10:48) (SHOTGUN) 31-R.MOSTERT RIGHT END TO MIA 27 FOR 7 YARDS (2-A.AL-SHAAIR).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,20,OWN,0,,0,,0,14,2952,0,0
2023121100,2023-12-11,4,10,9,MIA,TEN,2,3,27,1,0,(10:09) 31-R.MOSTERT LEFT END PUSHED OB AT MIA 32 FOR 5 YARDS (2-A.AL-SHAAIR).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,27,OWN,0,,0,,0,14,2991,0,0
2023121100,2023-12-11,4,9,31,MIA,TEN,1,10,32,0,0,(9:31) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT RIGHT TO 28-D.ACHANE TO MIA 32 FOR NO GAIN (50-J.GIBBENS).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,14,3029,0,0
2023121100,2023-12-11,4,8,44,MIA,TEN,2,10,32,1,0,(8:44) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT MIDDLE TO 17-J.WADDLE PUSHED OB AT MIA 47 FOR 15 YARDS (35-K.WALLACE).,0,2023,15,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,14,3076,0,0
