GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,IND,CIN
2023121003,2023-12-10,1,8,52,IND,CIN,3,2,45,0,0,(8:52) (SHOTGUN) 10-G.MINSHEW PASS INCOMPLETE SHORT LEFT TO 83-K.GRANSON.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,14,368,0,0
2023121003,2023-12-10,1,8,49,IND,CIN,4,2,45,0,0,"(8:49) 8-R.SANCHEZ PUNTS 47 YARDS TO CIN 8, CENTER-46-L.RHODES, FAIR CATCH BY 15-C.JONES.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,14,371,0,0
2023121003,2023-12-10,1,8,42,CIN,IND,0,0,100,1,0,TIMEOUT AT 08:42.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,14,378,0,0
2023121003,2023-12-10,1,8,42,CIN,IND,1,10,8,1,0,(8:42) 6-J.BROWNING PASS SHORT MIDDLE TO 83-T.BOYD TO CIN 25 FOR 17 YARDS (39-D.BAKER) [94-TY.LEWIS].,0,2023,17,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,8,OWN,0,,0,,0,14,378,0,0
2023121003,2023-12-10,1,7,58,CIN,IND,1,10,25,0,0,(7:58) 28-J.MIXON RIGHT GUARD TO CIN 32 FOR 7 YARDS (32-J.BLACKMON).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,25,OWN,0,,0,,0,14,422,0,0
2023121003,2023-12-10,1,7,16,CIN,IND,2,3,32,1,0,(7:16) (SHOTGUN) 6-J.BROWNING PASS SHORT MIDDLE TO 1-J.CHASE TO CIN 46 FOR 14 YARDS (40-J.JONES).,0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,14,464,0,0
2023121003,2023-12-10,1,6,42,CIN,IND,1,10,46,1,0,"(6:42) 6-J.BROWNING PASS SHORT RIGHT TO 30-C.BROWN FOR 54 YARDS, TOUCHDOWN.",0,2023,54,UNDER CENTER,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,14,498,0,0
2023121003,2023-12-10,1,6,31,CIN,IND,0,0,85,1,0,"2-E.MCPHERSON EXTRA POINT IS GOOD, CENTER-48-C.ADOMITIS, HOLDER-10-B.ROBBINS.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,14,509,0,0
2023121003,2023-12-10,1,6,31,CIN,IND,0,0,100,1,0,TIMEOUT AT 06:31.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,14,509,0,0
2023121003,2023-12-10,1,6,31,IND,CIN,0,0,65,1,0,"2-E.MCPHERSON KICKS 65 YARDS FROM CIN 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,14,509,0,0
2023121003,2023-12-10,1,6,31,IND,CIN,1,10,25,1,0,(6:31) (SHOTGUN) 10-G.MINSHEW PASS SHORT RIGHT TO 11-M.PITTMAN TO IND 38 FOR 13 YARDS (23-D.HILL; 55-L.WILSON).,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,14,509,0,0
2023121003,2023-12-10,1,5,50,IND,CIN,1,10,38,1,0,(5:50) (SHOTGUN) 10-G.MINSHEW PASS SHORT LEFT TO 86-W.MALLORY TO IND 49 FOR 11 YARDS (23-D.HILL; 57-G.PRATT).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,14,550,0,0
2023121003,2023-12-10,1,5,25,IND,CIN,1,10,49,1,0,"(5:25) (NO HUDDLE, SHOTGUN) 21-Z.MOSS RIGHT TACKLE TO CIN 39 FOR 12 YARDS (23-D.HILL, 57-G.PRATT).",0,2023,12,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,49,OWN,0,,0,,0,14,575,0,0
2023121003,2023-12-10,1,4,59,IND,CIN,1,10,61,0,0,"(4:59) (NO HUDDLE, SHOTGUN) 10-G.MINSHEW SACKED AT CIN 39 FOR 0 YARDS (SACK SPLIT BY 57-G.PRATT AND 96-C.SAMPLE).",0,2023,0,NO HUDDLE SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,14,601,0,0
2023121003,2023-12-10,1,4,20,IND,CIN,2,10,61,1,0,(4:20) (SHOTGUN) 10-G.MINSHEW PASS SHORT LEFT TO 14-A.PIERCE TO CIN 29 FOR 10 YARDS (20-D.TURNER).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,14,640,0,0
2023121003,2023-12-10,1,4,1,IND,CIN,1,10,71,0,0,"(4:01) (NO HUDDLE, SHOTGUN) 21-Z.MOSS LEFT GUARD TO CIN 20 FOR 9 YARDS (99-M.MURPHY, 23-D.HILL). PENALTY ON CIN-99-M.MURPHY, DEFENSIVE OFFSIDE, 5 YARDS, ENFORCED AT CIN 29 - NO PLAY.",0,2023,9,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT GUARD,29,OPP,1,CIN,1,DEFENSIVE OFFSIDE,5,14,659,0,0
2023121003,2023-12-10,1,3,36,IND,CIN,1,5,76,1,0,(3:36) (SHOTGUN) 10-G.MINSHEW PASS SHORT LEFT TO 11-M.PITTMAN TO CIN 18 FOR 6 YARDS (57-G.PRATT).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,14,684,0,0
2023121003,2023-12-10,1,2,58,IND,CIN,1,10,82,0,0,"(2:58) (SHOTGUN) 21-Z.MOSS LEFT TACKLE TO CIN 19 FOR -1 YARDS (57-G.PRATT, 94-S.HUBBARD).",0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,18,OPP,0,,0,,0,14,722,0,0
2023121003,2023-12-10,1,2,22,IND,CIN,2,11,81,0,0,"(2:22) (SHOTGUN) PENALTY ON IND-79-B.RAIMANN, FALSE START, 5 YARDS, ENFORCED AT CIN 19 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,19,OPP,1,IND,1,FALSE START,5,14,758,0,0
2023121003,2023-12-10,1,2,6,IND,CIN,2,16,76,0,0,(2:06) (SHOTGUN) 10-G.MINSHEW PASS INCOMPLETE DEEP RIGHT TO 83-K.GRANSON (55-L.WILSON).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,14,774,0,0
2023121003,2023-12-10,1,1,59,IND,CIN,3,16,76,0,0,"(1:59) (SHOTGUN) 10-G.MINSHEW PASS SHORT LEFT TO 21-Z.MOSS TO CIN 20 FOR 4 YARDS (59-A.DAVIS-GAITHER, 57-G.PRATT).",0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,14,781,0,0
2023121003,2023-12-10,1,1,19,IND,CIN,4,12,80,0,0,"(1:19) 7-M.GAY 38 YARD FIELD GOAL IS NO GOOD, HIT LEFT UPRIGHT, CENTER-46-L.RHODES, HOLDER-8-R.SANCHEZ.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,20,OPP,0,,0,,0,14,821,0,0
2023121003,2023-12-10,1,1,15,CIN,IND,1,10,28,0,0,(1:15) (SHOTGUN) 28-J.MIXON RIGHT GUARD TO CIN 31 FOR 3 YARDS (48-R.HARRISON).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,28,OWN,0,,0,,0,14,825,0,0
2023121003,2023-12-10,1,1,15,CIN,IND,0,0,100,1,0,TIMEOUT AT 01:15.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,14,825,0,0
2023121003,2023-12-10,1,0,35,CIN,IND,2,7,31,0,0,(:35) (SHOTGUN) 30-C.BROWN RIGHT GUARD TO CIN 36 FOR 5 YARDS (51-K.PAYE; 99-D.BUCKNER).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,31,OWN,0,,0,,0,14,865,0,0
2023121003,2023-12-10,1,0,0,CIN,IND,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,14,900,0,0
2023121003,2023-12-10,2,15,0,CIN,IND,3,2,36,1,0,"(15:00) (SHOTGUN) 6-J.BROWNING PASS SHORT RIGHT TO 89-D.SAMPLE PUSHED OB AT CIN 39 FOR 3 YARDS (44-Z.FRANKLIN, 40-J.JONES).",0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,14,900,0,0
2023121003,2023-12-10,2,14,20,CIN,IND,1,10,39,1,0,(14:20) 6-J.BROWNING PASS SHORT RIGHT TO 28-J.MIXON TO IND 16 FOR 45 YARDS (25-R.THOMAS).,0,2023,45,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,14,940,0,0
2023121003,2023-12-10,2,13,34,CIN,IND,1,10,84,0,0,(13:34) (SHOTGUN) 6-J.BROWNING PASS INCOMPLETE DEEP LEFT TO 1-J.CHASE (39-D.BAKER) [54-D.ODEYINGBO].,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,16,OPP,0,,0,,0,14,986,0,0
2023121003,2023-12-10,2,13,28,CIN,IND,2,10,84,0,0,(13:28) (SHOTGUN) 6-J.BROWNING PASS INCOMPLETE SHORT LEFT TO 83-T.BOYD (99-D.BUCKNER).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,16,OPP,0,,0,,0,14,992,0,0
2023121003,2023-12-10,2,13,24,CIN,IND,3,10,84,0,0,(13:24) (SHOTGUN) 6-J.BROWNING PASS SHORT RIGHT TO 89-D.SAMPLE PUSHED OB AT IND 15 FOR 1 YARD (40-J.JONES).,0,2023,1,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,16,OPP,0,,0,,0,14,996,0,0
2023121003,2023-12-10,2,12,35,CIN,IND,1,7,93,0,0,(12:35) (SHOTGUN) 28-J.MIXON RIGHT GUARD TO IND 5 FOR 2 YARDS (32-J.BLACKMON).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,7,OPP,0,,0,,0,14,1045,0,0
2023121003,2023-12-10,2,11,56,CIN,IND,2,5,95,0,0,"(11:56) (SHOTGUN) 6-J.BROWNING SACKED AT IND 5 FOR 0 YARDS (23-K.MOORE). PENALTY ON IND-40-J.JONES, DEFENSIVE HOLDING, 3 YARDS, ENFORCED AT IND 5 - NO PLAY.",0,2023,0,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,1,0,0,,5,OPP,1,IND,1,DEFENSIVE HOLDING,3,14,1084,0,0
2023121003,2023-12-10,2,11,32,CIN,IND,1,2,98,0,0,"(11:32) (SHOTGUN) 28-J.MIXON UP THE MIDDLE TO IND 1 FOR 1 YARD (32-J.BLACKMON, 44-Z.FRANKLIN).",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,2,OPP,0,,0,,0,14,1108,0,0
2023121003,2023-12-10,2,11,6,CIN,IND,0,0,100,1,0,TIMEOUT #1 BY IND AT 11:06.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,14,1134,0,0
2023121003,2023-12-10,2,11,6,CIN,IND,2,1,99,0,0,(11:06) (SHOTGUN) 28-J.MIXON LEFT GUARD TO IND 1 FOR NO GAIN (52-S.EBUKAM; 99-D.BUCKNER).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,1,OPP,0,,0,,0,14,1134,0,0
2023121003,2023-12-10,2,10,22,CIN,IND,3,1,99,1,0,"(10:22) (SHOTGUN) 28-J.MIXON LEFT GUARD FOR 1 YARD, TOUCHDOWN.",0,2023,1,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,LEFT GUARD,1,OPP,0,,0,,0,14,1178,0,0
2023121003,2023-12-10,2,10,18,IND,CIN,0,0,65,1,0,2-E.MCPHERSON KICKS 61 YARDS FROM CIN 35 TO IND 4. 6-I.MCKENZIE TO IND 21 FOR 17 YARDS (30-C.BROWN; 51-M.BAILEY).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,14,1182,0,0
2023121003,2023-12-10,2,10,18,CIN,IND,0,0,100,1,0,TIMEOUT AT 10:18.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,14,1182,0,0
2023121003,2023-12-10,2,10,18,CIN,IND,0,0,85,1,0,"2-E.MCPHERSON EXTRA POINT IS GOOD, CENTER-48-C.ADOMITIS, HOLDER-10-B.ROBBINS.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,14,1182,0,0
2023121003,2023-12-10,2,10,14,IND,CIN,1,10,21,0,0,(10:14) (SHOTGUN) 21-Z.MOSS LEFT GUARD TO IND 22 FOR 1 YARD (92-B.HILL).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,21,OWN,0,,0,,0,14,1186,0,0
2023121003,2023-12-10,2,9,36,IND,CIN,2,9,22,0,0,"(9:36) (SHOTGUN) PENALTY ON IND-75-W.FRIES, FALSE START, 5 YARDS, ENFORCED AT IND 22 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,22,OWN,1,IND,1,FALSE START,5,14,1224,0,0
2023121003,2023-12-10,2,9,25,IND,CIN,2,14,17,0,0,(9:25) (SHOTGUN) 10-G.MINSHEW PASS INCOMPLETE SHORT MIDDLE TO 21-Z.MOSS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,17,OWN,0,,0,,0,14,1235,0,0
2023121003,2023-12-10,2,9,21,IND,CIN,3,14,17,0,0,"(9:21) (SHOTGUN) 10-G.MINSHEW PASS SHORT RIGHT TO 83-K.GRANSON TO IND 26 FOR 9 YARDS (22-C.AWUZIE, 57-G.PRATT). PENALTY ON CIN-91-T.HENDRICKSON, ROUGHING THE PASSER, 15 YARDS, ENFORCED AT IND 26.",0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,17,OWN,1,CIN,0,ROUGHING THE PASSER,15,14,1239,0,0
2023121003,2023-12-10,2,8,58,IND,CIN,1,10,41,1,0,(8:58) (SHOTGUN) 10-G.MINSHEW PASS SHORT LEFT TO 86-W.MALLORY TO CIN 43 FOR 16 YARDS (55-L.WILSON).,0,2023,16,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,14,1262,0,0
2023121003,2023-12-10,2,8,15,IND,CIN,1,10,57,0,0,(8:15) (SHOTGUN) 10-G.MINSHEW PASS INCOMPLETE DEEP LEFT TO 14-A.PIERCE (38-D.IVEY).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,43,OPP,0,,0,,0,14,1305,0,0
2023121003,2023-12-10,2,8,8,IND,CIN,2,10,57,0,0,(8:08) (SHOTGUN) 21-Z.MOSS LEFT TACKLE TO CIN 44 FOR -1 YARDS (68-J.TUPOU).,0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,43,OPP,0,,0,,0,14,1312,0,0
2023121003,2023-12-10,2,7,29,IND,CIN,3,11,56,1,0,(7:29) (SHOTGUN) 10-G.MINSHEW PASS SHORT RIGHT TO 14-A.PIERCE TO CIN 32 FOR 12 YARDS (21-M.HILTON).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,14,1351,0,0
2023121003,2023-12-10,2,7,6,IND,CIN,1,10,68,0,0,"(7:06) (NO HUDDLE, SHOTGUN) 10-G.MINSHEW PASS INCOMPLETE SHORT RIGHT TO 85-A.OGLETREE.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,14,1374,0,0
2023121003,2023-12-10,2,7,2,IND,CIN,2,10,68,0,0,"(7:02) (SHOTGUN) 10-G.MINSHEW PASS SHORT LEFT TO 11-M.PITTMAN TO CIN 28 FOR 4 YARDS (38-D.IVEY, 55-L.WILSON).",0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,14,1378,0,0
2023121003,2023-12-10,2,6,19,IND,CIN,3,6,72,1,0,"(6:19) (SHOTGUN) 10-G.MINSHEW SCRAMBLES RIGHT END TO CIN 22 FOR 6 YARDS (57-G.PRATT, 55-L.WILSON).",0,2023,6,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,28,OPP,0,,0,,0,14,1421,0,0
2023121003,2023-12-10,2,5,30,IND,CIN,1,10,78,0,0,"(5:30) (SHOTGUN) 21-Z.MOSS RIGHT GUARD TO CIN 15 FOR 7 YARDS (27-J.BATTLE, 22-C.AWUZIE).",0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,22,OPP,0,,0,,0,14,1470,0,0
2023121003,2023-12-10,2,5,6,IND,CIN,2,3,85,0,0,"(5:06) (NO HUDDLE, SHOTGUN) 21-Z.MOSS LEFT GUARD TO CIN 13 FOR 2 YARDS (94-S.HUBBARD).",0,2023,2,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,15,OPP,0,,0,,0,14,1494,0,0
2023121003,2023-12-10,2,4,28,IND,CIN,3,1,87,1,0,(4:28) 21-Z.MOSS RIGHT GUARD TO CIN 11 FOR 2 YARDS (98-D.READER).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,13,OPP,0,,0,,0,14,1532,0,0
2023121003,2023-12-10,2,3,45,IND,CIN,1,10,89,0,0,"(3:45) (SHOTGUN) 21-Z.MOSS LEFT GUARD TO CIN 5 FOR 6 YARDS (59-A.DAVIS-GAITHER, 55-L.WILSON).",0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,11,OPP,0,,0,,0,14,1575,0,0
2023121003,2023-12-10,2,3,7,IND,CIN,2,4,95,0,0,(3:07) (SHOTGUN) 21-Z.MOSS LEFT TACKLE TO CIN 2 FOR 3 YARDS (22-C.AWUZIE).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,5,OPP,0,,0,,0,14,1613,0,0
2023121003,2023-12-10,2,2,29,IND,CIN,0,0,100,1,0,TIMEOUT #2 BY IND AT 02:29.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,14,1651,0,0
2023121003,2023-12-10,2,2,29,IND,CIN,3,1,98,0,0,"(2:29) (SHOTGUN) 21-Z.MOSS LEFT GUARD TO CIN 2 FOR NO GAIN (68-J.TUPOU, 55-L.WILSON).",0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,2,OPP,0,,0,,0,14,1651,0,0
2023121003,2023-12-10,2,2,0,IND,CIN,4,1,98,1,0,"(2:00) 10-G.MINSHEW PASS SHORT RIGHT TO 81-M.ALIE-COX FOR 2 YARDS, TOUCHDOWN.",0,2023,2,UNDER CENTER,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,,2,OPP,0,,0,,0,14,1680,0,0
2023121003,2023-12-10,2,2,0,IND,CIN,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,14,1680,0,0
2023121003,2023-12-10,2,1,56,CIN,IND,0,0,100,1,0,TIMEOUT AT 01:56.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,14,1684,0,0
