GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,BAL,LA
2023121001,2023-12-10,1,4,15,BAL,LA,3,10,45,0,0,"(4:15) (NO HUDDLE, SHOTGUN) 8-L.JACKSON PASS INCOMPLETE SHORT RIGHT TO 34-K.MITCHELL [91-K.TURNER].",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,645,0,0
2023121001,2023-12-10,1,4,7,BAL,LA,4,10,45,0,0,"(4:07) 11-J.STOUT PUNTS 47 YARDS TO LAR 8, CENTER-69-T.OTT, FAIR CATCH BY 81-A.TRAMMELL.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,653,0,0
2023121001,2023-12-10,1,4,0,LA,BAL,1,10,92,1,0,"(4:00) (SHOTGUN) 9-M.STAFFORD PASS SHORT MIDDLE TO 17-P.NACUA TO LAR 25 FOR 17 YARDS (32-M.WILLIAMS, 14-K.HAMILTON).",0,2023,17,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,660,0,0
2023121001,2023-12-10,1,4,0,BAL,LA,0,0,100,1,0,TIMEOUT AT 04:00.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,660,0,0
2023121001,2023-12-10,1,3,37,LA,BAL,1,10,75,0,0,"(3:37) (NO HUDDLE, SHOTGUN) 9-M.STAFFORD PASS INCOMPLETE SHORT RIGHT TO 17-P.NACUA.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,683,0,0
2023121001,2023-12-10,1,3,30,LA,BAL,2,10,75,0,0,(3:30) (SHOTGUN) 9-M.STAFFORD PASS SHORT RIGHT TO 17-P.NACUA TO LAR 29 FOR 4 YARDS (14-K.HAMILTON).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,690,0,0
2023121001,2023-12-10,1,2,45,LA,BAL,3,6,71,0,0,(2:45) (SHOTGUN) 9-M.STAFFORD SACKED AT LAR 21 FOR -8 YARDS (92-J.MADUBUIKE).,0,2023,-8,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,29,OPP,0,,0,,0,735,0,0
2023121001,2023-12-10,1,2,6,LA,BAL,4,14,79,0,0,"(2:06) 42-E.EVANS PUNTS 59 YARDS TO BAL 20, CENTER-47-A.WARD. 13-D.DUVERNAY PUSHED OB AT BAL 34 FOR 14 YARDS (18-B.SKOWRONEK).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,21,OPP,0,,0,,0,774,0,0
2023121001,2023-12-10,1,1,54,BAL,LA,1,10,34,0,0,"(1:54) 34-K.MITCHELL RIGHT END TO BAL 40 FOR 6 YARDS (97-M.HOECHT, 53-E.JONES).",0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,34,OWN,0,,0,,0,786,0,0
2023121001,2023-12-10,1,1,54,BAL,LA,0,0,100,1,0,TIMEOUT AT 01:54.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,786,0,0
2023121001,2023-12-10,1,1,14,BAL,LA,2,4,40,1,0,(1:14) (SHOTGUN) 34-K.MITCHELL RIGHT GUARD TO BAL 46 FOR 6 YARDS (95-B.BROWN).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,40,OWN,0,,0,,0,826,0,0
2023121001,2023-12-10,1,0,34,BAL,LA,1,10,46,1,0,"(:34) (SHOTGUN) 8-L.JACKSON PASS DEEP LEFT TO 80-I.LIKELY FOR 54 YARDS, TOUCHDOWN.",0,2023,54,SHOTGUN,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,0,0,,46,OWN,0,,0,,0,866,0,0
2023121001,2023-12-10,1,0,25,LA,BAL,1,10,75,0,0,"(:25) 24-R.FREEMAN LEFT TACKLE TO LAR 28 FOR 3 YARDS (92-J.MADUBUIKE, 95-T.ROBINSON). BAL-14-K.HAMILTON WAS INJURED DURING THE PLAY.",0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,25,OPP,0,,0,,0,875,0,0
2023121001,2023-12-10,1,0,25,LA,BAL,0,0,65,1,0,"9-J.TUCKER KICKS 65 YARDS FROM BAL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,875,0,0
2023121001,2023-12-10,1,0,25,BAL,LA,0,0,85,1,0,"9-J.TUCKER EXTRA POINT IS GOOD, CENTER-69-T.OTT, HOLDER-11-J.STOUT.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,875,0,0
2023121001,2023-12-10,1,0,0,LA,BAL,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023121001,2023-12-10,2,15,0,LA,BAL,2,7,72,0,0,(15:00) 23-K.WILLIAMS RIGHT END TO LAR 33 FOR 5 YARDS (92-J.MADUBUIKE; 6-P.QUEEN).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,28,OPP,0,,0,,0,900,0,0
2023121001,2023-12-10,2,14,17,LA,BAL,3,2,67,0,0,"(14:17) (SHOTGUN) 9-M.STAFFORD PASS DEEP RIGHT TO 15-D.ROBINSON TO BAL 45 FOR 22 YARDS (32-M.WILLIAMS). PENALTY ON BAL-32-M.WILLIAMS, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT BAL 45.",0,2023,22,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,33,OPP,1,BAL,0,UNNECESSARY ROUGHNESS,15,943,0,0
2023121001,2023-12-10,2,13,55,LA,BAL,1,10,70,1,0,(13:55) 9-M.STAFFORD PASS SHORT RIGHT TO 10-C.KUPP PUSHED OB AT BAL 3 FOR 27 YARDS (21-B.STEPHENS).,0,2023,27,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,965,0,0
2023121001,2023-12-10,2,13,12,LA,BAL,1,3,97,0,0,"(13:12) 23-K.WILLIAMS UP THE MIDDLE TO BAL 1 FOR 2 YARDS (92-J.MADUBUIKE, 0-R.SMITH).",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,3,OPP,0,,0,,0,1008,0,0
2023121001,2023-12-10,2,13,12,LA,BAL,0,0,100,1,0,TIMEOUT #1 BY LAR AT 13:12.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1008,0,0
2023121001,2023-12-10,2,12,29,LA,BAL,2,1,99,0,0,"(12:29) (SHOTGUN) PENALTY ON LAR-65-C.SHELTON, FALSE START, 5 YARDS, ENFORCED AT BAL 1 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,1,OPP,1,LAR,1,FALSE START,5,1051,0,0
2023121001,2023-12-10,2,12,10,LA,BAL,2,6,94,0,0,(12:10) (SHOTGUN) 9-M.STAFFORD PASS INCOMPLETE SHORT LEFT TO 10-C.KUPP.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,1070,0,0
2023121001,2023-12-10,2,12,6,LA,BAL,3,6,94,1,0,"(12:06) (SHOTGUN) 9-M.STAFFORD PASS SHORT LEFT TO 10-C.KUPP FOR 6 YARDS, TOUCHDOWN.",0,2023,6,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,1074,0,0
2023121001,2023-12-10,2,12,1,BAL,LA,1,10,25,1,0,(12:01) (SHOTGUN) 8-L.JACKSON SCRAMBLES LEFT END RAN OB AT BAL 36 FOR 11 YARDS (53-E.JONES).,0,2023,11,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1079,0,0
2023121001,2023-12-10,2,12,1,LA,BAL,0,0,85,1,0,"8-L.HAVRISIK EXTRA POINT IS GOOD, CENTER-47-A.WARD, HOLDER-42-E.EVANS.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1079,0,0
2023121001,2023-12-10,2,12,1,BAL,LA,0,0,100,1,0,TIMEOUT AT 12:01.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1079,0,0
2023121001,2023-12-10,2,12,1,BAL,LA,0,0,65,1,0,"42-E.EVANS KICKS 65 YARDS FROM LAR 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1079,0,0
2023121001,2023-12-10,2,11,20,BAL,LA,1,10,36,0,0,(11:20) (SHOTGUN) 8-L.JACKSON LEFT END TO BAL 39 FOR 3 YARDS (43-J.JOHNSON).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,36,OWN,0,,0,,0,1120,0,0
2023121001,2023-12-10,2,10,44,BAL,LA,2,7,39,0,0,(10:44) (SHOTGUN) 8-L.JACKSON PASS INCOMPLETE SHORT MIDDLE TO 3-O.BECKHAM.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1156,0,0
2023121001,2023-12-10,2,10,41,BAL,LA,3,7,39,1,0,(10:41) (SHOTGUN) 8-L.JACKSON PASS SHORT LEFT TO 4-Z.FLOWERS TO LAR 46 FOR 15 YARDS (43-J.JOHNSON).,0,2023,15,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,1159,0,0
2023121001,2023-12-10,2,9,48,BAL,LA,1,10,54,1,0,"(9:48) (SHOTGUN) 8-L.JACKSON PASS DEEP LEFT TO 3-O.BECKHAM FOR 46 YARDS, TOUCHDOWN.",0,2023,46,SHOTGUN,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,1212,0,0
2023121001,2023-12-10,2,9,40,BAL,LA,0,0,100,1,0,TIMEOUT AT 09:40.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1220,0,0
2023121001,2023-12-10,2,9,40,LA,BAL,1,10,75,0,0,(9:40) 24-R.FREEMAN LEFT END TO LAR 28 FOR 3 YARDS (97-B.URBAN; 0-R.SMITH).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,25,OPP,0,,0,,0,1220,0,0
2023121001,2023-12-10,2,9,40,LA,BAL,0,0,65,1,0,"9-J.TUCKER KICKS 65 YARDS FROM BAL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1220,0,0
2023121001,2023-12-10,2,9,40,BAL,LA,0,0,85,1,0,"9-J.TUCKER EXTRA POINT IS GOOD, CENTER-69-T.OTT, HOLDER-11-J.STOUT.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1220,0,0
2023121001,2023-12-10,2,8,58,LA,BAL,2,7,72,0,0,(8:58) (SHOTGUN) 9-M.STAFFORD PASS SHORT RIGHT TO 10-C.KUPP TO LAR 32 FOR 4 YARDS (26-G.STONE).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,28,OPP,0,,0,,0,1262,0,0
2023121001,2023-12-10,2,8,14,LA,BAL,3,3,68,0,0,"(8:14) (SHOTGUN) 9-M.STAFFORD PASS SHORT LEFT TO 10-C.KUPP TO LAR 30 FOR -2 YARDS (50-K.VAN NOY, 14-K.HAMILTON).",0,2023,-2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,1306,0,0
2023121001,2023-12-10,2,7,20,LA,BAL,0,0,100,1,0,TIMEOUT AT 07:20.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1360,0,0
2023121001,2023-12-10,2,7,20,LA,BAL,1,10,65,0,0,(7:20) 23-K.WILLIAMS LEFT GUARD TO LAR 41 FOR 6 YARDS (92-J.MADUBUIKE).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,35,OPP,0,,0,,0,1360,0,0
2023121001,2023-12-10,2,6,38,LA,BAL,2,4,59,0,0,(6:38) 9-M.STAFFORD PASS INCOMPLETE DEEP LEFT TO 15-D.ROBINSON.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,1402,0,0
2023121001,2023-12-10,2,6,32,LA,BAL,3,4,59,1,0,(6:32) (SHOTGUN) 9-M.STAFFORD PASS SHORT LEFT TO 17-P.NACUA PUSHED OB AT BAL 25 FOR 34 YARDS (32-M.WILLIAMS).,0,2023,34,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,41,OPP,0,,0,,0,1408,0,0
2023121001,2023-12-10,2,5,59,LA,BAL,1,10,75,0,0,(5:59) 9-M.STAFFORD PASS INCOMPLETE DEEP LEFT TO 5-T.ATWELL (32-M.WILLIAMS). LAR-5-T.ATWELL WAS INJURED DURING THE PLAY.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,1441,0,0
2023121001,2023-12-10,2,5,53,LA,BAL,0,0,100,1,0,TIMEOUT AT 05:53.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1447,0,0
2023121001,2023-12-10,2,5,53,LA,BAL,2,10,75,0,0,"(5:53) (SHOTGUN) 9-M.STAFFORD PASS INCOMPLETE DEEP LEFT TO 17-P.NACUA. PENALTY ON BAL-14-K.HAMILTON, DEFENSIVE PASS INTERFERENCE, 15 YARDS, ENFORCED AT BAL 25 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,25,OPP,1,BAL,1,DEFENSIVE PASS INTERFERENCE,15,1447,0,0
2023121001,2023-12-10,2,5,47,LA,BAL,1,10,90,0,0,(5:47) 23-K.WILLIAMS RIGHT GUARD TO BAL 7 FOR 3 YARDS (24-J.CLOWNEY; 98-T.JONES).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,10,OPP,0,,0,,0,1453,0,0
2023121001,2023-12-10,2,5,6,LA,BAL,2,7,93,0,0,"(5:06) (SHOTGUN) 9-M.STAFFORD PASS SHORT RIGHT TO 87-D.ALLEN FOR 7 YARDS, TOUCHDOWN. PENALTY ON BAL-0-R.SMITH, FACE MASK, 8 YARDS, ENFORCED BETWEEN DOWNS.",0,2023,7,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,1,0,0,,7,OPP,1,BAL,0,FACE MASK,8,1494,0,0
2023121001,2023-12-10,2,5,0,LA,BAL,0,0,93,1,0,"8-L.HAVRISIK EXTRA POINT IS GOOD, CENTER-47-A.WARD, HOLDER-42-E.EVANS.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,7,OPP,0,,0,,0,1500,0,0
2023121001,2023-12-10,2,5,0,BAL,LA,0,0,65,1,0,"42-E.EVANS KICKS 65 YARDS FROM LAR 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1500,0,0
2023121001,2023-12-10,2,5,0,BAL,LA,1,10,25,0,0,"(5:00) PENALTY ON BAL-76-J.SIMPSON, FALSE START, 5 YARDS, ENFORCED AT BAL 25 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,25,OWN,1,BAL,1,FALSE START,5,1500,0,0
