GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,LV,NYJ
2023111211,2023-11-12,2,11,48,LV,NYJ,1,10,25,0,0,"(11:48) 8-J.JACOBS UP THE MIDDLE TO LV 23 FOR -2 YARDS (22-T.ADAMS, 72-M.CLEMONS).",0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,10,1092,0,0
2023111211,2023-11-12,2,11,48,LV,NYJ,0,0,65,1,0,"9-G.ZUERLEIN KICKS 65 YARDS FROM NYJ 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,10,1092,0,0
2023111211,2023-11-12,2,11,48,LV,NYJ,0,0,100,1,0,TIMEOUT AT 11:48.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,10,1092,0,0
2023111211,2023-11-12,2,11,11,LV,NYJ,2,12,23,0,0,(11:11) (SHOTGUN) 8-J.JACOBS UP THE MIDDLE TO LV 26 FOR 3 YARDS (57-C.MOSLEY).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,23,OWN,0,,0,,0,10,1129,0,0
2023111211,2023-11-12,2,10,30,LV,NYJ,3,9,26,0,0,(10:30) (SHOTGUN) 4-A.O'CONNELL PASS INCOMPLETE DEEP RIGHT TO 17-D.ADAMS [95-Q.WILLIAMS].,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,10,1170,0,0
2023111211,2023-11-12,2,10,23,LV,NYJ,4,9,26,0,0,"(10:23) 6-A.COLE PUNTS 55 YARDS TO NYJ 19, CENTER-50-J.BOBENMOYER, OUT OF BOUNDS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,10,1177,0,0
2023111211,2023-11-12,2,10,16,NYJ,LV,1,10,19,1,0,(10:16) 33-D.COOK RIGHT TACKLE TO NYJ 29 FOR 10 YARDS (5-D.DEABLO).,0,2023,10,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,19,OWN,0,,0,,0,10,1184,0,0
2023111211,2023-11-12,2,10,16,LV,NYJ,0,0,100,1,0,TIMEOUT AT 10:16.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,10,1184,0,0
2023111211,2023-11-12,2,9,35,NYJ,LV,1,10,29,0,0,(9:35) 33-D.COOK LEFT TACKLE TO NYJ 38 FOR 9 YARDS (98-M.CROSBY; 91-B.NICHOLS).,0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,29,OWN,0,,0,,0,10,1225,0,0
2023111211,2023-11-12,2,8,50,NYJ,LV,2,1,38,0,0,"(8:50) 33-D.COOK LEFT GUARD TO NYJ 38 FOR NO GAIN (95-J.JENKINS, 98-M.CROSBY).",0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,38,OWN,0,,0,,0,10,1270,0,0
2023111211,2023-11-12,2,8,6,NYJ,LV,3,1,38,0,0,"(8:06) (SHOTGUN) 20-BRE.HALL UP THE MIDDLE TO NYJ 38 FOR NO GAIN (41-R.SPILLANE, 90-J.TILLERY).",0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,38,OWN,0,,0,,0,10,1314,0,0
2023111211,2023-11-12,2,7,26,NYJ,LV,4,1,38,0,0,"(7:26) 5-T.MORSTEAD PUNTS 62 YARDS TO END ZONE, CENTER-42-T.HENNESSY, TOUCHBACK.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,10,1354,0,0
2023111211,2023-11-12,2,7,18,LV,NYJ,0,0,100,1,0,TIMEOUT AT 07:18.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,10,1362,0,0
2023111211,2023-11-12,2,7,18,LV,NYJ,1,10,20,0,0,(7:18) 8-J.JACOBS RIGHT TACKLE TO LV 24 FOR 4 YARDS (94-S.THOMAS; 57-C.MOSLEY).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,20,OWN,0,,0,,0,10,1362,0,0
2023111211,2023-11-12,2,6,41,LV,NYJ,2,6,24,0,0,(6:41) 8-J.JACOBS LEFT GUARD TO LV 29 FOR 5 YARDS (3-J.WHITEHEAD; 57-C.MOSLEY).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,24,OWN,0,,0,,0,10,1399,0,0
2023111211,2023-11-12,2,6,2,LV,NYJ,3,1,29,1,0,(6:02) 8-J.JACOBS RIGHT GUARD TO LV 31 FOR 2 YARDS (30-M.CARTER; 94-S.THOMAS).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,29,OWN,0,,0,,0,10,1438,0,0
2023111211,2023-11-12,2,5,38,LV,NYJ,1,10,31,0,0,"(5:38) (NO HUDDLE, SHOTGUN) 8-J.JACOBS UP THE MIDDLE TO LV 35 FOR 4 YARDS (57-C.MOSLEY).",0,2023,4,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,31,OWN,0,,0,,0,10,1462,0,0
2023111211,2023-11-12,2,5,12,LV,NYJ,2,6,35,0,0,(5:12) (NO HUDDLE) 8-J.JACOBS RIGHT END TO LV 40 FOR 5 YARDS (1-A.GARDNER).,0,2023,5,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,35,OWN,0,,0,,0,10,1488,0,0
2023111211,2023-11-12,2,4,28,LV,NYJ,3,1,40,1,0,(4:28) 4-A.O'CONNELL UP THE MIDDLE TO LV 43 FOR 3 YARDS (79-T.SMART).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,40,OWN,0,,0,,0,10,1532,0,0
