GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,MIN,NO
2023111204,2023-11-12,2,14,30,MIN,NO,3,1,45,1,0,(14:30) (SHOTGUN) 15-J.DOBBS RIGHT END RAN OB AT NO 44 FOR 11 YARDS (32-T.MATHIEU).,0,2023,11,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,45,OWN,0,,0,,0,10,930,0,0
2023111204,2023-11-12,2,13,53,MIN,NO,1,10,56,0,0,(13:53) 15-J.DOBBS PASS INCOMPLETE SHORT RIGHT TO 87-T.HOCKENSON (1-A.TAYLOR).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,10,967,0,0
2023111204,2023-11-12,2,13,48,MIN,NO,2,10,56,0,0,"(13:48) (SHOTGUN) 15-J.DOBBS PASS SHORT MIDDLE TO 4-B.POWELL TO NO 33 FOR 11 YARDS (1-A.TAYLOR). PENALTY ON NO-6-M.MAYE, DEFENSIVE HOLDING, DECLINED.",0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,1,0,0,,44,OPP,0,NO,0,DEFENSIVE HOLDING,0,10,972,0,0
2023111204,2023-11-12,2,13,22,MIN,NO,1,10,67,0,0,(13:22) (SHOTGUN) 15-J.DOBBS SCRAMBLES RIGHT END PUSHED OB AT NO 29 FOR 4 YARDS (94-C.JORDAN).,0,2023,4,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,10,998,0,0
2023111204,2023-11-12,2,12,39,MIN,NO,2,6,71,0,0,"(12:39) 32-T.CHANDLER LEFT END TO NO 28 FOR 1 YARD (56-D.DAVIS, 53-Z.BAUN).",0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,29,OPP,0,,0,,0,10,1041,0,0
2023111204,2023-11-12,2,11,54,MIN,NO,3,5,72,1,0,(11:54) (SHOTGUN) 15-J.DOBBS PASS SHORT RIGHT TO 87-T.HOCKENSON TO NO 4 FOR 24 YARDS (29-P.ADEBO).,0,2023,24,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,28,OPP,0,,0,,0,10,1086,0,0
2023111204,2023-11-12,2,11,2,MIN,NO,1,4,96,0,0,(11:02) 15-J.DOBBS PASS SHORT LEFT TO 87-T.HOCKENSON TO NO 2 FOR 2 YARDS (6-M.MAYE).,0,2023,2,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,4,OPP,0,,0,,0,10,1138,0,0
2023111204,2023-11-12,2,10,17,MIN,NO,2,2,98,0,0,"(10:17) DIRECT SNAP TO 32-T.CHANDLER.  32-T.CHANDLER LEFT END FOR 2 YARDS, TOUCHDOWN.",0,2023,2,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,,2,OPP,0,,0,,0,10,1183,0,0
2023111204,2023-11-12,2,10,14,NO,MIN,0,0,65,1,0,"1-G.JOSEPH KICKS 65 YARDS FROM MIN 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,10,1186,0,0
2023111204,2023-11-12,2,10,14,MIN,NO,0,0,100,1,0,TIMEOUT AT 10:14.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,10,1186,0,0
2023111204,2023-11-12,2,10,14,MIN,NO,0,0,85,1,0,"1-G.JOSEPH EXTRA POINT IS GOOD, CENTER-42-A.DEPAOLA, HOLDER-14-R.WRIGHT.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,10,1186,0,0
2023111204,2023-11-12,2,10,14,NO,MIN,1,10,25,0,0,(10:14) 41-A.KAMARA LEFT GUARD TO NO 30 FOR 5 YARDS (97-H.PHILLIPS; 91-P.JONES).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0,10,1186,0,0
2023111204,2023-11-12,2,9,40,NO,MIN,2,5,30,0,0,(9:40) (SHOTGUN) 4-D.CARR SACKED AT NO 24 FOR -6 YARDS (98-D.WONNUM).,0,2023,-6,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,10,1220,0,0
2023111204,2023-11-12,2,9,2,NO,MIN,3,11,24,0,0,(9:02) (SHOTGUN) 4-D.CARR SCRAMBLES UP THE MIDDLE TO NO 34 FOR 10 YARDS (98-D.WONNUM).,0,2023,10,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,10,1258,0,0
2023111204,2023-11-12,2,8,18,NO,MIN,4,1,34,0,0,"(8:18) 39-L.HEDLEY PUNTS 48 YARDS TO MIN 18, CENTER-49-Z.WOOD, FAIR CATCH BY 4-B.POWELL.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,10,1302,0,0
2023111204,2023-11-12,2,8,11,MIN,NO,0,0,100,1,0,TIMEOUT AT 08:11.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,10,1309,0,0
2023111204,2023-11-12,2,8,11,MIN,NO,1,10,18,1,0,(8:11) 15-J.DOBBS PASS DEEP RIGHT TO 3-J.ADDISON TO MIN 47 FOR 29 YARDS (32-T.MATHIEU).,0,2023,29,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,18,OWN,0,,0,,0,10,1309,0,0
2023111204,2023-11-12,2,7,31,MIN,NO,1,10,47,0,0,(7:31) 2-A.MATTISON RIGHT END TO MIN 45 FOR -2 YARDS (20-P.WERNER).,0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,47,OWN,0,,0,,0,10,1349,0,0
2023111204,2023-11-12,2,6,49,MIN,NO,2,12,45,0,0,(6:49) (SHOTGUN) 15-J.DOBBS PASS SHORT RIGHT TO 4-B.POWELL TO NO 49 FOR 6 YARDS (29-P.ADEBO).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,10,1391,0,0
2023111204,2023-11-12,2,6,12,MIN,NO,3,6,51,0,0,"(6:12) (SHOTGUN) 15-J.DOBBS PASS SHORT RIGHT TO 87-T.HOCKENSON TO NO 36 FOR 13 YARDS (28-L.JOHNSON). PENALTY ON NO-28-L.JOHNSON, DEFENSIVE HOLDING, DECLINED.",0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,49,OPP,0,NO,0,DEFENSIVE HOLDING,0,10,1428,0,0
2023111204,2023-11-12,2,5,48,MIN,NO,1,10,64,1,0,(5:48) 15-J.DOBBS PASS SHORT LEFT TO 87-T.HOCKENSON TO NO 15 FOR 21 YARDS (1-A.TAYLOR). MIN-87-T.HOCKENSON WAS INJURED DURING THE PLAY.,0,2023,21,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OPP,0,,0,,0,10,1452,0,0
2023111204,2023-11-12,2,5,29,MIN,NO,0,0,100,1,0,TIMEOUT AT 05:29.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,10,1471,0,0
2023111204,2023-11-12,2,5,19,MIN,NO,1,10,85,0,0,(5:19) 2-A.MATTISON LEFT END TO NO 16 FOR -1 YARDS (99-K.SAUNDERS).,0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,15,OPP,0,,0,,0,10,1481,0,0
2023111204,2023-11-12,2,4,37,MIN,NO,2,11,84,0,0,"(4:37) (SHOTGUN) 15-J.DOBBS SACKED AT NO 23 FOR -7 YARDS (94-C.JORDAN). PENALTY ON NO-20-P.WERNER, ILLEGAL CONTACT, 5 YARDS, ENFORCED AT NO 16 - NO PLAY.",0,2023,-7,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,1,0,0,,16,OPP,1,NO,1,ILLEGAL CONTACT,5,10,1523,0,0
2023111204,2023-11-12,2,4,24,MIN,NO,1,10,89,0,0,"(4:24) 15-J.DOBBS PASS INCOMPLETE SHORT RIGHT TO 3-J.ADDISON (29-P.ADEBO). MINNESOTA CHALLENGED THE INCOMPLETE PASS RULING, AND THE PLAY WAS UPHELD. THE RULING ON THE FIELD STANDS. (TIMEOUT #1.)",0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,1,0,,0,0,0,0,0,,11,OPP,0,,0,,0,10,1536,0,0
2023111204,2023-11-12,2,4,18,MIN,NO,2,10,89,0,0,(4:18) (SHOTGUN) 15-J.DOBBS PASS SHORT RIGHT TO 3-J.ADDISON TO NO 7 FOR 4 YARDS (29-P.ADEBO).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,11,OPP,0,,0,,0,10,1542,0,0
2023111204,2023-11-12,2,3,40,MIN,NO,3,6,93,1,0,"(3:40) (SHOTGUN) 15-J.DOBBS SCRAMBLES LEFT END FOR 7 YARDS, TOUCHDOWN.",0,2023,7,SHOTGUN,SCRAMBLE,1,0,0,1,,0,0,0,,0,0,0,0,0,,7,OPP,0,,0,,0,10,1580,0,0
