GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,TB,TEN
2023111206,2023-11-12,2,7,9,TB,TEN,2,5,37,0,0,(7:09) (SHOTGUN) 6-B.MAYFIELD PASS SHORT LEFT TO 88-C.OTTON TO TB 41 FOR 4 YARDS (2-A.AL-SHAAIR; 33-E.GARROR).,0,2023,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,1371,0,0
2023111206,2023-11-12,2,6,25,TB,TEN,3,1,41,1,0,(6:25) (SHOTGUN) 6-B.MAYFIELD PASS SHORT RIGHT TO 13-M.EVANS PUSHED OB AT TEN 43 FOR 16 YARDS (37-A.HOOKER).,0,2023,16,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,1415,0,0
2023111206,2023-11-12,2,5,49,TB,TEN,1,10,57,1,0,"(5:49) 6-B.MAYFIELD PASS SHORT LEFT TO 1-R.WHITE FOR 43 YARDS, TOUCHDOWN [98-J.SIMMONS].",0,2023,43,UNDER CENTER,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,0,0,0,,43,OPP,0,,0,,0,1451,0,0
2023111206,2023-11-12,2,5,39,TB,TEN,0,0,100,1,0,TIMEOUT AT 05:39.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1461,0,0
2023111206,2023-11-12,2,5,39,TEN,TB,1,10,25,0,0,(5:39) 8-W.LEVIS PASS INCOMPLETE SHORT LEFT TO 15-N.WESTBROOK-IKHINE.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1461,0,0
2023111206,2023-11-12,2,5,39,TEN,TB,0,0,65,1,0,"5-J.CAMARDA KICKS 65 YARDS FROM TB 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1461,0,0
2023111206,2023-11-12,2,5,39,TB,TEN,0,0,85,1,0,"4-C.MCLAUGHLIN EXTRA POINT IS GOOD, CENTER-97-Z.TRINER, HOLDER-5-J.CAMARDA.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1461,0,0
2023111206,2023-11-12,2,5,34,TEN,TB,2,10,25,0,0,(5:34) 22-D.HENRY RIGHT TACKLE TO TEN 29 FOR 4 YARDS (23-R.NEAL).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,25,OWN,0,,0,,0,1466,0,0
2023111206,2023-11-12,2,4,53,TEN,TB,3,6,29,0,0,(4:53) (SHOTGUN) 8-W.LEVIS PASS INCOMPLETE SHORT RIGHT TO 85-C.OKONKWO [29-C.IZIEN].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,1507,0,0
2023111206,2023-11-12,2,4,50,TEN,TB,4,6,29,0,0,"(4:50) 4-R.STONEHOUSE PUNTS 55 YARDS TO TB 16, CENTER-46-M.COX. 83-D.THOMPKINS TO TB 31 FOR 15 YARDS (57-L.GIFFORD).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,1510,0,0
2023111206,2023-11-12,2,4,38,TB,TEN,1,10,31,0,0,(4:38) 6-B.MAYFIELD SACKED AT TB 30 FOR -1 YARDS (96-D.AUTRY).,0,2023,-1,UNDER CENTER,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,1522,0,0
2023111206,2023-11-12,2,4,38,TB,TEN,0,0,100,1,0,TIMEOUT AT 04:38.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1522,0,0
2023111206,2023-11-12,2,4,10,TB,TEN,2,11,30,1,0,"(4:10) (NO HUDDLE, SHOTGUN) 6-B.MAYFIELD PASS SHORT MIDDLE TO 14-C.GODWIN TO TB 44 FOR 14 YARDS (24-E.MOLDEN).",0,2023,14,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,1550,0,0
2023111206,2023-11-12,2,3,26,TB,TEN,1,10,44,0,0,(3:26) 83-D.THOMPKINS LEFT END TO 50 FOR 6 YARDS (58-H.LANDRY).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,44,OWN,0,,0,,0,1594,0,0
2023111206,2023-11-12,2,2,44,TB,TEN,2,4,100,0,0,(2:44) (SHOTGUN) 22-C.EDMONDS UP THE MIDDLE TO TEN 47 FOR 3 YARDS (95-K.PEKO).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,0,OPP,0,,0,,0,1636,0,0
2023111206,2023-11-12,2,2,7,TB,TEN,3,1,53,1,0,(2:07) 6-B.MAYFIELD UP THE MIDDLE TO TEN 46 FOR 1 YARD (58-H.LANDRY).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,47,OPP,0,,0,,0,1673,0,0
